time,T,H,C,D,I,F_Beta,F_Gamma,M_I
0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.870841487279844,72852.40038832412,0.0005785511507572153,0.0005785511507572153,0.0,0.0,0.05827881491477283,1.438952610130043e-07,8.106521066849528
11.741682974559687,88249.4550224517,0.001140366229924398,0.001140366229924398,0.0,0.0,0.07059991430930952,4.794513315357845e-07,15.555885397174745
17.61252446183953,106645.85983570499,0.0016859293711141681,0.0016859293711141681,0.0,0.0,0.08532210070581299,9.129068939786592e-07,22.40136547594806
23.483365949119374,128569.62944577003,0.002215710702982121,0.002215710702982121,0.0,0.0,0.10286823386297725,1.3929537556281174e-06,28.691915126444776
29.354207436399218,154632.0975026413,0.002730166754783706,0.002730166754783706,0.0,0.0,0.12372792707776907,1.891611311939927e-06,34.47251991595947
35.22504892367906,185539.16203149484,0.0032297408496633475,0.0032297408496633475,0.0,0.0,0.14846656502097577,2.3936687085478567e-06,39.78451889258415
41.0958904109589,222103.88584087446,0.003714863486135547,0.003714863486135547,0.0,0.0,0.17773540455581224,2.891016614452272e-06,44.66589951657835
46.96673189823875,265260.5181883528,0.004185952709625654,0.004185952709625654,0.0,0.0,0.2122828153026629,3.3793642962619816e-06,49.151569973690314
52.837573385518596,316080.13923565485,0.004643414471953258,0.004643414471953258,0.0,0.0,0.25296682232778167,3.856574246591015e-06,53.27360756060458
58.708414872798436,375787.5636348504,0.005087642983026902,0.005087642983026902,0.0,0.0,0.30076865902905675,4.321579945215452e-06,57.06149171330855
64.57925636007828,445780.61991140735,0.005519021048677754,0.005519021048677754,0.0,0.0,0.3568082266304326,4.774009818050832e-06,60.54231100555778
70.45009784735812,527651.1346114819,0.005937920400334278,0.005937920400334278,0.0,0.0,0.4223609194619184,5.213861396460394e-06,63.740956607125746
76.32093933463797,623207.66073239,0.006344702016895321,0.006344702016895321,0.0,0.0,0.49887585228377146,5.641256668271608e-06,66.68030334546877
82.1917808219178,734500.8915553351,0.006739716434668685,0.006739716434668685,0.0,0.0,0.587996240533412,6.056430271442873e-06,69.38137116804629
88.06262230919765,863851.3186739287,0.007123304049279296,0.007123304049279296,0.0,0.0,0.6915815812947586,6.45967518351186e-06,71.86347522805593
93.9334637964775,1013879.0503875632,0.007495795410288965,0.007495795410288965,0.0,0.0,0.8117315687466968,6.851306367591583e-06,74.1443659266704
99.80430528375734,1187536.6171946416,0.007857511506017848,0.007857511506017848,0.0,0.0,0.9508124086719179,7.2316402574255665e-06,76.2403557849628
105.67514677103719,1388145.0231435238,0.008208764039079624,0.008208764039079624,0.0,0.0,1.1114857305335917,7.6009867351949866e-06,78.16643454909624
111.54598825831702,1619432.7959253066,0.008549855694611174,0.008549855694611174,0.0,0.0,1.2967399117509513,7.959652998730295e-06,79.93637586205138
117.41682974559687,1885578.1574086666,0.008881080401623172,0.008881080401623172,0.0,0.0,1.5099239043146937,8.307945493019476e-06,81.56283653276176
123.28767123287672,2191254.7367072725,0.009202723586747969,0.009202723586747969,0.0,0.0,1.7547839047287006,8.646165260968274e-06,83.0574477195797
129.15851272015655,2541681.2070407886,0.009515062420141626,0.009515062420141626,0.0,0.0,2.0355031715659537,8.97460335573164e-06,84.43089800866066
135.0293542074364,2942675.081386011,0.009818366054068318,0.009818366054068318,0.0,0.0,2.3567451797949257,9.293541031562217e-06,85.69300946040454
140.90019569471625,3400710.878701261,0.0101128958547513,0.0101128958547513,0.0,0.0,2.7237002823819454,9.603252170610952e-06,86.85280773030166
146.7710371819961,3922982.953637033,0.010398905627694277,0.010398905627694277,0.0,0.0,3.14213611392781,9.904004047311908e-06,87.91858676169628
152.64187866927594,4517473.357373351,0.010676641836476673,0.010676641836476673,0.0,0.0,3.6184520310592774,1.0196056353840763e-05,88.89796822133283
158.5127201565558,5193025.120306817,0.010946343815126693,0.010946343815126693,0.0,0.0,4.159737903036223,1.0479660628715583e-05,89.79795597972472
164.3835616438356,5959421.347315889,0.011208243974315246,0.011208243974315246,0.0,0.0,4.773837566231544,1.075506085621776e-05,90.6249861235649
170.25440313111545,6827470.526993225,0.011462568001617207,0.011462568001617207,0.0,0.0,5.469417264804829,1.1022494255910438e-05,91.38497296273995
176.1252446183953,7809098.479040088,0.011709535056011525,0.011709535056011525,0.0,0.0,6.256039418249959,1.1282191462879928e-05,92.0833513552737
181.99608610567515,8917447.381669892,0.011949357956752463,0.011949357956752463,0.0,0.0,7.144242070805937,1.1534376377662942e-05,92.72511559626932
187.866927592955,10166982.321435433,0.012182243366759939,0.012182243366759939,0.0,0.0,8.145624378429417,1.17792662455712e-05,93.31485512769692
193.73776908023484,11573605.790825142,0.01240839197069864,0.01240839197069864,0.0,0.0,9.272938475626233,1.2017072002932888e-05,93.85678734453303
199.6086105675147,13154780.5271195,0.012627998647911844,0.012627998647911844,0.0,0.0,10.540188039172694,1.2247998579962537e-05,94.35478775143379
205.47945205479454,14929661.039108511,0.01284125264035849,0.01284125264035849,0.0,0.0,11.962733828417205,1.2472245027915489e-05,94.81241768356969
211.35029354207438,16919234.103764195,0.01304833771569165,0.01304833771569165,0.0,0.0,13.557406430361462,1.2690004602626066e-05,95.23294977888747
217.2211350293542,19146468.43171611,0.013249432325616286,0.013249432325616286,0.0,0.0,15.342626371152932,1.2901464928031721e-05,95.61939138031642
223.09197651663405,21636473.60058875,0.01344470975966506,0.01344470975966506,0.0,0.0,17.338531675697713,1.3106808207512775e-05,95.97450603938603
228.9628180039139,24416668.243768863,0.013634338294526935,0.013634338294526935,0.0,0.0,19.567112867674368,1.3306211400281458e-05,96.30083327867122
234.83365949119374,27516957.36519103,0.013818481339057147,0.013818481339057147,0.0,0.0,22.052355308256843,1.3499846352043354e-05,96.60070675382345
240.7045009784736,30969920.149106257,0.013997297574405777,0.013997297574405777,0.0,0.0,24.820389972250215,1.368787992623035e-05,96.87627071550486
246.57534246575344,34811004.20478547,0.014170941091320168,0.014170941091320168,0.0,0.0,27.899649386599144,1.3870474150720983e-05,97.12949554744127
252.44618395303328,39078730.155217245,0.014339561521128124,0.014339561521128124,0.0,0.0,31.321032010190546,1.4047786368757784e-05,97.36219130016867
258.3170254403131,43814884.1421193,0.0145033041739323,0.014503304173932299,0.0,0.0,35.118056726415745,1.4219969364716927e-05,97.57602362246408
264.18786692759295,49064768.33654352,0.014662310150137777,0.014662310150137777,0.0,0.0,39.32706381367422,1.4387171520780563e-05,97.77252116710096
270.0587084148728,54877392.17784998,0.01481671647263637,0.014816716472636368,0.0,0.0,43.987369218546995,1.4549536921567397e-05,97.95309000786551
275.92954990215264,61305715.82942203,0.014966656200062572,0.01496665620006257,0.0,0.0,49.14145988496593,1.4707205493086087e-05,98.11902188186399
281.8003913894325,68406896.88565536,0.015112258537557731,0.015112258537557727,0.0,0.0,54.83519088521226,1.4860313101326616e-05,98.27150265337066
287.67123287671234,76242512.2691189,0.015253648955772192,0.015253648955772192,0.0,0.0,61.1179650819376,1.5008991686143332e-05,98.41162279351506
293.5420743639922,84878813.36233427,0.015390949295128152,0.015390949295128152,0.0,0.0,68.04293780120983,1.5153369364018636e-05,98.5403841935963
299.41291585127203,94386973.90104833,0.015524277869541938,0.015524277869541938,0.0,0.0,75.66721533560975,1.5293570546740398e-05,98.65870719866524
305.2837573385519,104843333.99141817,0.01565374957432199,0.015653749574321994,0.0,0.0,84.05205164981906,1.5429716049563583e-05,98.7674384136017
311.1545988258317,116329661.90317848,0.015779475979597574,0.015779475979597578,0.0,0.0,93.26305855863725,1.5561923195711618e-05,98.8673554863148
317.0254403131116,128933412.44720213,0.015901565426027598,0.0159015654260276,0.0,0.0,103.37041326852481,1.569030591071086e-05,98.95917265155602
322.8962818003914,142747980.73388624,0.016020123124196116,0.01602012312419612,0.0,0.0,114.4490623548178,1.5814974830279566e-05,99.04354693657932
328.7671232876712,157872973.91899496,0.016135251237730942,0.016135251237730946,0.0,0.0,126.57894013257894,1.5936037383318356e-05,99.12108145230968
334.63796477495106,174414480.5962238,0.016247048964467495,0.0162470489644675,0.0,0.0,139.845185133542,1.6053597882169748e-05,99.19232900946497
340.5088062622309,192485311.6571106,0.016355612653303098,0.0163556126533031,0.0,0.0,154.33833362831766,1.6167757639520345e-05,99.25780046995872
346.37964774951075,212205293.40562612,0.016461035846398152,0.016461035846398152,0.0,0.0,170.1545554146728,1.6278615019613483e-05,99.31796263136052
352.2504892367906,233701518.4778723,0.016563409386110502,0.016563409386110502,0.0,0.0,187.39585539460987,1.638626554800856e-05,99.37324525979217
358.12133072407045,257108591.22922546,0.016662821523730307,0.016662821523730307,0.0,0.0,206.17027065812033,1.649080202158825e-05,99.42404844736949
363.9921722113503,282568942.3392689,0.016759357880188286,0.016759357880188286,0.0,0.0,226.59212388825532,1.6592314478501087e-05,99.4707293286162
369.86301369863014,310233031.18497163,0.016853101697436878,0.016853101697436878,0.0,0.0,248.78218534366408,1.6690890449621998e-05,99.51362898385183
375.73385518591,340259632.53722084,0.016944133730340274,0.016944133730340274,0.0,0.0,272.8679040752915,1.678661485324333e-05,99.55305086668687
381.60469667318984,372816101.1107186,0.017032532432151328,0.017032532432151328,0.0,0.0,298.9836201434687,1.6879570187401003e-05,99.58927769375987
387.4755381604697,408078602.7728239,0.01711837399511284,0.017118373995112835,0.0,0.0,327.2707507189323,1.6969836572251048e-05,99.6225703643087
393.34637964774953,446232320.63934827,0.017201732363459538,0.017201732363459534,0.0,0.0,357.8779561821395,1.705749176311359e-05,99.65316386883445
399.2172211350294,487471818.13064784,0.017282679394733623,0.01728267939473362,0.0,0.0,390.96143132802337,1.7142611321816942e-05,99.68127890052986
405.0880626223092,532001015.252967,0.017361284815437094,0.01736128481543709,0.0,0.0,426.68488767158385,1.7225268568894834e-05,99.70711424855648
410.95890410958907,580033721.9614066,0.01743761637808137,0.017437616378081368,0.0,0.0,465.2199810398227,1.730553474867493e-05,99.73085558152847
416.8297455968689,631793611.4377005,0.017511739857532578,0.017511739857532578,0.0,0.0,506.74629089778176,1.7383479026234294e-05,99.75267239057627
422.70058708414876,687514450.0544386,0.017583719116256516,0.017583719116256516,0.0,0.0,551.4515051996218,1.745916855617219e-05,99.77271984473745
428.57142857142856,747440460.4095681,0.0176536162028909,0.0176536162028909,0.0,0.0,599.5317126625288,1.7532668585160255e-05,99.79114301627402
434.4422700587084,811825941.1427466,0.017721491322721366,0.017721491322721362,0.0,0.0,651.1911014977111,1.760404242205422e-05,99.80807163519847
440.31311154598825,880936168.9603502,0.01778740298975929,0.017787402989759286,0.0,0.0,706.6426787620436,1.767335159734435e-05,99.82362860844987
446.1839530332681,955047030.2587199,0.017851407993781886,0.017851407993781886,0.0,0.0,766.1079722038688,1.7740655828115684e-05,99.8379246956006
452.05479452054794,1034445363.1290085,0.017913561486270515,0.017913561486270508,0.0,0.0,829.8173075986444,1.7806013108710896e-05,99.85106181975817
457.9256360078278,1119429058.602096,0.01797391704081791,0.017973917040817904,0.0,0.0,898.0098961677879,1.7869479774452237e-05,99.86313472875015
463.79647749510764,1210306650.6003997,0.018032526647740035,0.01803252664774003,0.0,0.0,970.9335139400388,1.7931110495364406e-05,99.87422870223769
