t,C_6PG,C_Ru5P,C_R5P,C_X5P,C_S7P,C_E4P,C_G6P,C_NADP,C_NADPH,C_MgATP
0.0,0.25,0.033,0.118,0.041,0.082,0.029,0.9,0.168,0.168,2.3
0.01,0.27875302053686335,0.032217351377004204,0.11682738405827961,0.04059042229179464,0.08118263060228088,0.028708512253694394,0.9091875027277299,0.16641389949611354,0.16820319960744648,2.309975185062564
0.02,0.30697503873986737,0.031453326057174914,0.11566512284537725,0.040183896249170896,0.08037188478844366,0.028420857801375352,0.918375021859161,0.16488165272177782,0.16840633760927468,2.3198612295214636
0.03,0.3346771562643939,0.03070748147196284,0.11451316236231059,0.03978044217207323,0.07956773939696853,0.028136961673539282,0.9275625737692386,0.16340060615076119,0.16860941163299098,2.329659313869116
0.04,0.36187015420900676,0.029979385898130206,0.1133714474885175,0.03938007821308645,0.07877017082306356,0.027856750681447846,0.9367501747715798,0.1619682791082139,0.16881241931173266,2.339370596664741
0.05,0.38856451785825386,0.029268617650144293,0.11223992193761723,0.03898282046057733,0.0779791549771292,0.0275801532821717,0.9459378411449979,0.1605823494979883,0.1690153582804022,2.3489962166649407
0.06,0.4147704394372364,0.028574765211256684,0.11111852834980072,0.038588682997525124,0.0771946672944608,0.027307099604268012,0.9551255891232848,0.15924064334934188,0.16921822617712,2.358537292372644
0.07,0.44049784277322807,0.027897426534039024,0.11000720841284392,0.038197678084757596,0.076416682760318,0.027037521336740124,0.9643134348967044,0.1579411166938724,0.1694210206431751,2.367994923383381
0.08,0.4657563851914462,0.027236209089508665,0.10890590289273977,0.037809816183553155,0.07564517590335117,0.026771351738203105,0.9735013946104221,0.1566818497910511,0.169623739323189,2.3773701902781594
0.09,0.4905554671920668,0.026590729657694566,0.107814551695859,0.037425106033939746,0.07488012080054338,0.026508525604692725,0.982689484363931,0.1554610379233072,0.1698263798652131,2.3866641550061973
0.1,0.5149042437903502,0.02596061405409992,0.10673309393889105,0.037043554746157524,0.07412149108585103,0.026248979226839678,0.9918777202106493,0.15427698174869037,0.17002893992081888,2.395877861390205
0.11,0.5388116301682871,0.0253454969981944,0.10566146798499389,0.036665167846829785,0.073369259954149,0.02599265036930482,1.0010661181576235,0.15312808223544336,0.17023141714515305,2.405012335369116
0.12,0.5622863089210148,0.02474502194022165,0.10459961148998932,0.036289949338193205,0.0726234001672954,0.02573947824354464,1.010254694165127,0.15201283476328936,0.1704338091970117,2.414068585313075
0.13,0.5853367472399243,0.024158840637330842,0.10354746151328582,0.0359179018403729,0.0718838840703089,0.025489403440639012,1.019443464145662,0.1509298156374897,0.17063611373902562,2.4230476027955064
0.14,0.6079712047201741,0.0235866129861465,0.10250495456698128,0.03554902665395378,0.0711506835944221,0.02524236790576845,1.0286324439636063,0.1498776740673841,0.17083832843772556,2.431950362903806
0.15,0.6301977245474376,0.023028007142612914,0.10147202656718303,0.03518332369882353,0.0704237702629954,0.024998314953629266,1.0378216494353536,0.148855142999941,0.1710404509635177,2.440777824014889
0.16,0.6520241543259723,0.02248269906304095,0.10044861296411942,0.034820791680354936,0.06970311520289055,0.024757189197764255,1.047011096328314,0.14786102015555636,0.1712424789908685,2.4495309286360136
0.17,0.6734581491908245,0.021950372388446233,0.0994346487625534,0.03446142811709223,0.06898868915471422,0.024518936530887152,1.0562008003605603,0.14689416828988236,0.17144441019837153,2.458210603599628
0.18,0.6945071789011831,0.02143071825825854,0.09843006856879771,0.03410522940118742,0.06828046248092551,0.024283504094980455,1.0653907772003754,0.14595350975894067,0.17164624226883185,2.4668177604033334
0.19,0.7151785337389562,0.02092343513241072,0.09743480663119451,0.033752190851235334,0.06757840517602329,0.024050840252203557,1.0745810424657767,0.14503802260325824,0.17184797288935533,2.475353295531041
0.2,0.7354793295843856,0.020428228630469645,0.09644879687460059,0.03340230675768868,0.0668824868770366,0.023820894558338426,1.0837716117240686,0.14414673796616898,0.17204959975143252,2.483818090738387
0.21,0.7554165150362039,0.019944811344673026,0.09547197294621242,0.03305557044208034,0.06619267687242493,0.023593617732653126,1.092962500491376,0.14327873506608688,0.17225112055102604,2.492213013390548
0.22,0.774996874806533,0.019472902703649063,0.0945042682389354,0.03271197428892015,0.0655089441141494,0.023368961634486804,1.1021537242322073,0.14243314034220708,0.17245253298865357,2.500538916702467
0.23,0.7942270368989076,0.01901222878129823,0.0935456159388763,0.0323715098070346,0.06483125722642134,0.02314687923267503,1.1113452983589829,0.1416091223582566,0.17265383476947568,2.508796640083202
0.24,0.8131134754426779,0.018562522173502696,0.0925959490441591,0.03203416765626093,0.06415958451765291,0.022927324584429642,1.1205372382316103,0.14080589144943806,0.17285502360337715,2.5169870093498123
0.25,0.8316625175463921,0.018123521809738672,0.09165520041058385,0.03169993770632199,0.06349389398987204,0.022710252804746502,1.129729559157013,0.1400226950649311,0.17305609720505477,2.525110837067841
0.26,0.8498803477577292,0.0176949728037607,0.09072330278126398,0.03136880907650184,0.0628341533495888,0.022495620041521044,1.138922276388687,0.1392588156394697,0.17325705329410132,2.5331689228160377
0.27,0.8677730105521346,0.01727662634064094,0.08980018880259123,0.031040770158995114,0.062180330019043606,0.0222833834562207,1.148115405126286,0.13851357002454193,0.17345788959508515,2.5411620533845465
0.28,0.8853464148076434,0.01686823952501032,0.08888579105423877,0.03071580865891677,0.06153239114748324,0.022073501198430004,1.1573089605151738,0.1377863075484298,0.17365860383763468,2.5490910030435074
0.29,0.9026063372845994,0.016469575247151886,0.08798004207230989,0.0303939116261062,0.060890303622735203,0.021865932383080416,1.166502957645992,0.13707640892321826,0.17385919375652076,2.5569565337787328
0.3,0.9195584292977932,0.01608040201165018,0.08708287439096418,0.030075065509627217,0.060254034078961426,0.02166063706331754,1.175697411554209,0.13638328129647984,0.17405965709174123,2.5647593956016235
0.31,0.9362082198787958,0.01570049381166424,0.0861942205628692,0.029759256186400476,0.05962354890802628,0.021457576209093106,1.184892337219694,0.13570635733671774,0.1742599915886021,2.5725003267702427
0.32,0.9525611167587917,0.01532963003287206,0.08531401316625983,0.029446468973519296,0.05899881427292019,0.02125671168959702,1.1940877495663098,0.13504509675091472,0.17446019499779652,2.5801800539530837
0.33,0.9686224114244762,0.014967595303822294,0.08444218483734535,0.029136688671488952,0.058379796116550815,0.021058006249026682,1.2032836634614754,0.13439898284410307,0.17466026507548718,2.5877992924990743
0.34,0.984397283094324,0.014614179361227324,0.0835786682961914,0.028829899599520883,0.057766460171394626,0.020861423484339073,1.2124800937157403,0.13376752019637378,0.17486019958338728,2.5953587466792856
0.35000000000000003,0.9998908003981526,0.01426917695016218,0.0827233963561584,0.028526085610902523,0.05715877197215005,0.020666927827472748,1.221677055082375,0.13315023555887923,0.17505999628883942,2.602859109857324
0.36,1.0151079250151,0.013932387697695793,0.08187630194676895,0.028225230124658853,0.056556696865397764,0.020474484524361965,1.2308745622569535,0.13254667592085131,0.1752596529648955,2.6103010647156784
0.37,1.0300535152098338,0.013603615992535638,0.08103731813453831,0.02792731615472887,0.05596020001918071,0.02028405961485367,1.2400726298769382,0.13195640688776364,0.17545916739039563,2.617685283470757
0.38,1.0447323278663563,0.013282670878960814,0.08020637813619136,0.027632326330008544,0.05536924643443306,0.02009561991438466,1.2492712725212722,0.13137901246197853,0.1756585373500468,2.625012428058654
0.39,1.0591490214075578,0.01296936594516073,0.07938341533587284,0.027340242919200397,0.05478380095491406,0.01990913299517156,1.2584705047099705,0.13081409394289142,0.17585776063450118,2.6322831503336888
0.4,1.0733081588888995,0.012663519210618111,0.07856836330359611,0.02705104785721397,0.05420382827645022,0.019724567167519087,1.2676703409037173,0.13026126859750944,0.17605683504043307,2.639498092268975
0.41000000000000003,1.0872142101081574,0.01236495302596533,0.07776115580722398,0.026764722763705513,0.05362929295767959,0.0195418914625232,1.2768707955034644,0.1297201692936053,0.17625575837061672,2.646657886133387
0.42,1.1008715541400884,0.012073493968389788,0.07696172682715433,0.02648124896491712,0.05306015942995468,0.019361075614378633,1.2860718828500295,0.12919044368933252,0.17645452843400303,2.6537631546772356
0.43,1.1142844816024775,0.011788972747712586,0.07617001056866314,0.026200607512590474,0.05249639200609657,0.01918209004450029,1.2952736172237143,0.1286717533882776,0.17665314304579363,2.660814511301892
0.44,1.1274571975123762,0.01151122409136574,0.07538594147931023,0.025922779209104775,0.05193795489110062,0.01900490584206173,1.3044760128438881,0.12816377303105184,0.17685160002752037,2.667812560262432
0.45,1.1403938226685533,0.011240086669197282,0.0746094542544373,0.02564774461830959,0.05138481219092143,0.018829494751107317,1.3136790838686196,0.12766619019137734,0.17704989720711695,2.674757896802502
0.46,1.1530983964504073,0.010975402987419199,0.07384048385356659,0.025375484089316582,0.05083692792150517,0.018655829152779378,1.322882844394284,0.12717870425618932,0.17724803241899462,2.6816511073442983
0.47000000000000003,1.1655748786540763,0.010717019301012229,0.07307896550961099,0.02510597777177176,0.05029426601816653,0.018483882050359546,1.3320873084551774,0.12670102604615227,0.17744600350411624,2.6884927696449097
0.48,1.1778271512146283,0.010464785527543317,0.07232483473730043,0.02483920563020777,0.04975679034516435,0.018313627054488475,1.341292490023135,0.1262328775397171,0.1776438083100707,2.695283452949852
0.49,1.1898590202877972,0.010218555157174939,0.07157802734402724,0.02457514746122468,0.04922446470451754,0.018145038367950533,1.3504984030071503,0.12577399125748656,0.1778414446911464,2.7020237181545097
0.5,1.2016742183500024,0.009978185176037463,0.07083847943967875,0.024313782909251548,0.04869725284200824,0.017978090773100745,1.3597050612530301,0.12532410936018504,0.1780389105083975,2.7087141179457017
0.51,1.2132764060574173,0.009743535969580922,0.07010612744673991,0.02405509148301503,0.04817511845831317,0.017812759615146948,1.368912478542991,0.12488298342237458,0.17823620362972273,2.715355196971713
