t,NADHm,ADPm,PSIm,Cam,c,ADPc,FBP
0.0,0.6,7.4,93.0,0.1,0.1,1850.0,0.5
0.01,0.5999960944345878,7.40000663450229,93.02876949840471,0.09999938722025166,0.1,1849.9998709745716,0.547581269512906
0.02,0.5999922412389068,7.400013272522428,93.05753663047845,0.0999987745269801,0.1,1849.999741690779,0.5906346112746373
0.03,0.5999884336572858,7.400019914061968,93.08630139571001,0.09999816192008668,0.1,1849.9996121485067,0.6295908873936473
0.04,0.5999846660422894,7.400026559122462,93.11506379353887,0.09999754939947271,0.1,1849.9994823476388,0.6648400143013918
0.05,0.5999809336228509,7.400033207705465,93.14382382336254,0.09999693696503953,0.1,1849.9993522880604,0.6967346383268644
0.06,0.5999772322936288,7.40003985981253,93.17258148454381,0.09999632461668843,0.1,1849.9992219696555,0.7255941722166692
0.07,0.5999735585380737,7.4000465154452115,93.20133677641412,0.09999571235432068,0.1,1849.9990913923084,0.751707330597276
0.08,0.5999699092904986,7.400053174605064,93.23008969827889,0.09999510017783753,0.1,1849.9989605559037,0.7753355010716773
0.09,0.5999662818778059,7.400059837293644,93.25884024942026,0.09999448808714018,0.1,1849.9988294603256,0.7967151529928417
0.1,0.5999626739545081,7.400066503512504,93.28758842910018,0.09999387608212988,0.1,1849.9986981054583,0.8160602624676915
0.11,0.5999590834555464,7.400073173263204,93.31633423656271,0.0999932641627078,0.1,1849.998566491186,0.8335644354968462
0.12,0.5999555085554367,7.400079846547297,93.34507767103615,0.09999265232877512,0.1,1849.9984346173928,0.84940287681792
0.13,0.5999519476376924,7.40008652336634,93.37381873173476,0.09999204058023296,0.1,1849.9983024839632,0.8637340956088398
0.14,0.5999483992667226,7.40009320372189,93.4025574178603,0.09999142891698246,0.1,1849.9981700907813,0.8767015150128705
0.15,0.5999448621644742,7.400099887615505,93.43129372860339,0.09999081733892472,0.1,1849.9980374377308,0.888434917256964
0.16,0.5999413351910327,7.40010657504874,93.46002766314476,0.09999020584596084,0.1,1849.9979045246962,0.8990517392436993
0.17,0.5999378173284393,7.400113266023156,93.48875922065612,0.09998959443799185,0.1,1849.9977713515614,0.9086582371149913
0.18,0.5999343076662444,7.40011996054031,93.5174884003012,0.09998898311491884,0.1,1849.9976379182103,0.9173505555112935
0.19,0.5999308053891158,7.400126658601758,93.54621520123652,0.09998837187664278,0.1,1849.9975042245271,0.9252156907629525
0.2,0.5999273097660416,7.400133360209063,93.57493962261205,0.0999877607230647,0.1,1849.9973702703958,0.932332361613991
0.21,0.5999238201410725,7.400140065363781,93.60366166357193,0.09998714965408556,0.1,1849.9972360557001,0.9387717943120927
0.22,0.5999203359252715,7.400146774067473,93.63238132325493,0.09998653866960633,0.1,1849.997101580324,0.9445984308417527
0.23,0.5999168565890086,7.400153486321698,93.66109860079503,0.09998592776952793,0.1,1849.996966844151,0.9498705895949792
0.24,0.5999133816560293,7.400160202128017,93.68981349532187,0.09998531695375129,0.1,1849.9968318470656,0.9546410360523371
0.25,0.5999099106977008,7.4001669214879895,93.7185260059611,0.09998470622217732,0.1,1849.9966965889512,0.9589575136172589
0.26,0.5999064433279976,7.400173644403178,93.74723613183473,0.09998409557470686,0.1,1849.9965610696916,0.9628632254149501
0.27,0.5999029791992377,7.400180370875141,93.77594387206152,0.0999834850112408,0.1,1849.9964252891707,0.9663972575280855
0.28,0.5998995179979387,7.400187100905442,93.8046492257572,0.09998287453167992,0.1,1849.996289247272,0.9695949834314662
0.29,0.599896059441562,7.400193834495642,93.8333521920348,0.09998226413592508,0.1,1849.9961529438792,0.9724884037649179
0.3,0.5998926032751598,7.400200571647304,93.86205277000478,0.09998165382387703,0.1,1849.996016378876,0.9751064802585752
0.31,0.5998891492688013,7.400207312361989,93.89075095877531,0.09998104359543655,0.1,1849.9958795521463,0.9774754124024193
0.32,0.5998856972148963,7.40021405664126,93.9194467574525,0.09998043345050442,0.1,1849.9957424635734,0.9796189115814096
0.33,0.599882246926076,7.400220804486681,93.94814016514044,0.09997982338898131,0.1,1849.9956051130407,0.9815584308689039
0.34,0.599878798233159,7.400227555899815,93.97683118094147,0.09997921341076797,0.1,1849.9954675004321,0.9833133814910762
0.35000000000000003,0.5998753509834042,7.400234310882225,94.00551980395623,0.09997860351576507,0.1,1849.995329625631,0.9849013238117675
0.36,0.5998719050387465,7.400241069435476,94.03420603328385,0.09997799370387327,0.1,1849.995191488521,0.9863381543685283
0.37,0.5998684602745269,7.400247831561133,94.06288986802205,0.09997738397499321,0.1,1849.995053088985,0.9876382511281704
0.38,0.5998650165780463,7.4002545972607585,94.09157130726719,0.09997677432902552,0.1,1849.994914426907,0.9888146288089843
0.39,0.5998615738475253,7.400261366535919,94.1202503501144,0.09997616476587079,0.1,1849.9947755021701,0.9898790579125734
0.4,0.5998581319909099,7.400268139388179,94.14892699565769,0.0999755552854296,0.1,1849.9946363146578,0.9908421944868342
0.41000000000000003,0.5998546909250536,7.4002749158191055,94.17760124298995,0.09997494588760253,0.1,1849.9944968642535,0.9917136749082022
0.42,0.5998512505747345,7.400281695830262,94.2062730912031,0.09997433657229009,0.1,1849.9943571508402,0.9925022240219383
0.43,0.5998478108719943,7.400288479423217,94.23494253938807,0.09997372733939282,0.1,1849.9942171743012,0.9932157318056956
0.44,0.5998443717553477,7.400295266599536,94.2636095866349,0.09997311818881119,0.1,1849.9940769345199,0.9938613413641656
0.45,0.5998409331692385,7.400302057360786,94.2922742320328,0.0999725091204457,0.1,1849.9939364313796,0.9944455120404793
0.46,0.5998374950633919,7.400308851708535,94.32093647467013,0.09997190013419678,0.1,1849.9937956647634,0.9949740922488214
0.47000000000000003,0.5998340573923701,7.400315649644348,94.34959631363452,0.09997129122996488,0.1,1849.993654634554,0.9954523711004076
0.48,0.5998306201150428,7.400322451169796,94.37825374801288,0.09997068240765042,0.1,1849.9935133406352,0.9958851382010534
0.49,0.5998271831942737,7.400329256286446,94.40690877689138,0.09997007366715377,0.1,1849.9933717828899,0.9962767208394759
0.5,0.5998237465964412,7.400336064995865,94.43556139935556,0.09996946500837532,0.1,1849.993229961201,0.9966310379845732
0.51,0.5998203102911103,7.400342877299623,94.46421161449031,0.0999688564312154,0.1,1849.9930878754515,0.9969516382683272
0.52,0.5998168742507978,7.40034969319929,94.49285942137985,0.09996824793557436,0.1,1849.9929455255244,0.9972417276505424
0.53,0.5998134384505923,7.400356512696434,94.5215048191079,0.0999676395213525,0.1,1849.992802911303,0.9975042126104057
0.54,0.5998100028680001,7.400363335792624,94.55014780675752,0.0999670311884501,0.1,1849.9926600326698,0.997741718557273
0.55,0.5998065674826587,7.400370162489432,94.57878838341125,0.09996642293676744,0.1,1849.9925168895081,0.997956622671148
0.56,0.5998031322761387,7.400376992788427,94.60742654815108,0.09996581476620475,0.1,1849.9923734817005,0.9981510768455052
0.5700000000000001,0.599799697231798,7.40038382669118,94.63606230005844,0.09996520667666227,0.1,1849.9922298091299,0.9983270248524123
0.58,0.5997962623345438,7.400390664199262,94.6646956382143,0.09996459866804021,0.1,1849.9920858716791,0.998486229695402
0.59,0.5997928275707447,7.400397505314244,94.69332656169908,0.09996399074023873,0.1,1849.9919416692312,0.9986302840191437
0.6,0.599789392928061,7.400404350037697,94.72195506959271,0.09996338289315801,0.1,1849.9917972016685,0.9987606297523238
0.61,0.5997859583953249,7.400411198371192,94.75058116097466,0.0999627751266982,0.1,1849.991652468874,0.9988785720365496
0.62,0.5997825239624494,7.400418050316305,94.77920483492392,0.09996216744075939,0.1,1849.9915074707305,0.9989852899208981
0.63,0.5997790896202871,7.400424905874605,94.80782609051894,0.0999615598352417,0.1,1849.9913622071206,0.9990818526739407
0.64,0.5997756553605773,7.400431765047665,94.83644492683783,0.09996095231004523,0.1,1849.9912166779268,0.9991692260686936
0.65,0.5997722211758406,7.400438627837059,94.86506134295813,0.09996034486507002,0.1,1849.9910708830319,0.9992482845986578
0.66,0.5997687870593059,7.4004454942443605,94.893675337957,0.09995973750021611,0.1,1849.9909248223184,0.9993198200094037
0.67,0.5997653530048563,7.400452364271142,94.92228691091113,0.09995913021538352,0.1,1849.9907784956688,0.9993845476021358
0.68,0.5997619190069468,7.4004592379189775,94.95089606089677,0.09995852301047226,0.1,1849.9906319029658,0.9994431158658227
0.6900000000000001,0.5997584850605693,7.400466115189443,94.97950278698973,0.09995791588538226,0.1,1849.9904850440917,0.9994961105148851
