t,F6P,F26P,GAP,PYR,LAC,ATP,PCr
0.0,0.2,0.001,0.0405,0.1,0.5,2.402,18.14
0.01,0.20003429624384725,0.0009999582252691603,0.040493023962107674,0.1001674773203941,0.4996369335456465,2.4018169904966955,18.14008752128857
0.02,0.20006828633583099,0.0009999187850890674,0.040486315024431535,0.10030640914451353,0.499337995156593,2.401716178322743,18.140101710098367
0.03,0.20010202239421132,0.0009998806247272733,0.040479793425070146,0.10042181009324246,0.4990921353417694,2.4016616701732163,18.14007691832505
0.04,0.20013553427587932,0.0009998431530291955,0.04047341377120908,0.1005177723126276,0.4988902299212827,2.40163301598587,18.14003235227002
0.05,0.20016883914711256,0.0009998060417344768,0.040467150290043184,0.10059765430012407,0.4987247280033197,2.4016185907493806,18.13997862213686
0.06,0.20020194692223978,0.0009997691123491872,0.04046098842679916,0.10066421901470653,0.4985893812988492,2.4016118453318374,18.13992144516369
0.07,0.20023486349223302,0.0009997322692565174,0.04045491985120346,0.10071974731133644,0.49847901143551393,2.401609078626548,18.139863837269676
0.08,0.20026759243187428,0.0009996954644388631,0.04044893981520868,0.10076612405109041,0.4983893271175061,2.4016082549272073,18.139807268834762
0.09,0.2003001360574764,0.0009996586756443587,0.04044304551542002,0.10080490827156582,0.4983167723550281,2.4016082675074104,18.139752379443063
0.1,0.20033249602188796,0.00099962189411239,0.04043723517190999,0.10083739180131776,0.49825839727953475,2.4016085197835766,18.139699378789135
0.11,0.20036467360584437,0.0009995851185650847,0.04043150757730079,0.10086464479125606,0.4982117563651209,2.4016087161175257,18.139648242056712
0.12,0.2003966699101973,0.0009995483512435456,0.04042586179931616,0.10088755433287337,0.4981748216442407,2.4016087216945436,18.139598838354782
0.13,0.20042848595784704,0.000999511595806348,0.040420297023177586,0.10090685607176636,0.4981459111997451,2.40160848549643,18.139550998220265
0.14,0.20046012273994335,0.0009994748563774145,0.04041481248031879,0.1009231604354611,0.4981236295165545,2.401608002481189,18.139504543569267
0.15,0.20049158124451752,0.0009994381369564137,0.04040940740427717,0.10093697518097208,0.4981068161096357,2.401607288617298,18.139459305909117
0.16,0.20052286246363113,0.000999401441271962,0.0404040810197469,0.10094871649416351,0.4980945201767002,2.401606373323183,18.13941513058179
0.17,0.20055396741085682,0.0009993647724225497,0.04039883251578089,0.10095873398402991,0.49808594353106145,2.401605281502841,18.13937188725767
0.18,0.2005848971147935,0.000999328133011387,0.0403936610559232,0.10096731757093982,0.4980804247787846,2.401604036303344,18.13932946513169
0.19,0.20061565261405284,0.0009992915252508396,0.04038856578609823,0.10097470659636117,0.49807741842320624,2.401602660324317,18.139287769002717
0.2,0.20064623494739603,0.000999254951167378,0.0403835458500336,0.10098110012692595,0.49807647119444115,2.401601179848608,18.13924671198114
0.21,0.20067664516335376,0.0009992184124047124,0.040378600374413987,0.10098666386886442,0.49807720630187896,2.4015996166609836,18.13920622160249
0.22,0.20070688431945197,0.0009991819102408775,0.04037372847012007,0.10099153395117237,0.49807931476731776,2.40159798768481,18.139166239064554
0.23,0.20073695348392623,0.000999145445554823,0.040368929229651074,0.10099582462017935,0.4980825378251352,2.4015963019968005,18.139126719919254
0.24,0.20076685372571215,0.0009991090190338452,0.04036420174266743,0.10099962944153526,0.4980866640863129,2.4015945673703607,18.13908762718106
0.25,0.20079658611046308,0.000999072631258163,0.04035954510226429,0.1010030299722049,0.4980915096531063,2.4015927909400583,18.139048928083394
