t,S1,S2,S3,S4,S5,S6,S6_ex,A3,N2
0.0,1.57981839,4.8279999,0.468657507,0.589391932,8.210114438,0.078042624,0.025277594,1.972814237,0.384873894
0.01,0.46734032930715874,5.9121464850760574,0.5228591288411857,0.34980886376753756,8.474776199128819,0.07440041507525694,0.02459917986225825,0.35370055130359007,0.43019812309700706
0.02,0.22612839199376283,6.064590620837365,0.5842497849449315,0.32453278742962516,8.573332936832227,0.07059481369313941,0.023462583615295834,0.5754332686711963,0.4655765799403965
0.03,0.17408293155531884,6.022843265400934,0.6128183539231595,0.3637271088989524,8.61560139988223,0.0692479288443281,0.02260378159535943,1.0416733702551557,0.47739229140593753
0.04,0.2934550337301467,5.822078711040713,0.6178371584823955,0.4318411263678623,8.617421058318815,0.06962595906485809,0.02228037622820582,1.6488852295170364,0.4720234460149264
0.05,0.5140994099586452,5.544181637754266,0.609761680577036,0.5267248072321308,8.567017090114442,0.07118482796886991,0.022427050049302608,2.209081043156409,0.4538558847901
0.06,0.7750064905325056,5.254226260600797,0.5983445464918911,0.6390930052893641,8.469058764013074,0.07348872084552205,0.022922247679083716,2.6205043809538746,0.4282001641719708
0.07,1.0417880954746814,4.985939951441113,0.5870463607323613,0.7532540132146123,8.343063518352476,0.07602525088313926,0.023624346719998607,2.8745676341561994,0.4013921332773914
0.08,1.2942119067985725,4.7564994646857945,0.5739622402246435,0.8503754860063009,8.216052092823519,0.07822350829639116,0.024365503299647002,3.0031914029041977,0.3791124329701493
0.09,1.5187404610562354,4.575139399883681,0.5566267233421643,0.9139530482368873,8.111966180877024,0.07972609401461658,0.0249909090758611,3.042789421133146,0.3640447982407562
0.1,1.7045709809076486,4.447653243166517,0.5350060192767465,0.9342672235863253,8.045039864994582,0.08051293410810544,0.025419494656209962,3.017672868786356,0.3560262628786377
0.11,1.8401895085222855,4.380000613466845,0.5112939101069347,0.9093656175958084,8.019941841494866,0.08072416516398662,0.025647153512730312,2.9365270762501576,0.35393919077734887
0.12,1.9082620459218784,4.383183446133643,0.48887385701151753,0.8429390304458823,8.035808533715938,0.08046240100778146,0.025701088158215583,2.7911163009667517,0.35706895165142244
0.13,1.8727008276417552,4.485212178433724,0.4720485065123852,0.7404316413354933,8.091962741264828,0.07969910551951603,0.025596195252336324,2.543411591113237,0.3658160191044924
0.14,1.6130057453416555,4.793041728343465,0.46809816470159915,0.6000724427128654,8.200434181261441,0.07817777091357775,0.025304128696681343,2.028515492140108,0.38328058894773537
0.15,0.49358115493809723,5.890805748655276,0.5176096474069356,0.3592973134156188,8.461532296978849,0.07470259278578215,0.02466051651498838,0.35525032063209105,0.4269979052470162
0.16,0.23551774861771563,6.061086107235236,0.5815085936695849,0.32314725151173485,8.569674968041843,0.07075439352964298,0.02353155743620979,0.5540098041943154,0.464151949500672
0.17,0.1718166951530409,6.030773272558359,0.6118134431661576,0.3604394621416385,8.61395161249833,0.06927423613563256,0.022641719792801558,1.0065580903579425,0.47720390824542236
0.18,0.28223554146609753,5.83775675119635,0.6180300706599057,0.42674930455223464,8.618789093195202,0.06956309845140807,0.02228560535983016,1.6106406006698126,0.47278214752893555
0.19,0.4986771151214093,5.562369533112714,0.6104394935700281,0.5201589887195152,8.571684118328196,0.07106101124555314,0.022406320269343635,2.177998560635858,0.4552708564827308
0.2,0.7582854872903219,5.271937142358912,0.5990552262965926,0.6318387383328022,8.476252557292598,0.07333204582264653,0.022883644838701454,2.5996398345457954,0.42990377160509785
0.21,1.02539021017606,5.001680086548538,0.5877720341872581,0.7464323121723452,8.35124137765747,0.07587127052738613,0.02357753666924458,2.8627886481755924,0.4029803083466918
0.22,1.2791529230102958,4.769488395990763,0.5748888794745003,0.8451529915298109,8.223512834227526,0.07810473082442419,0.024321284380282544,2.998103025064838,0.3803023452622932
0.23,1.5057511216970338,4.584939231051379,0.557848392660937,0.911192496979106,8.117467297100474,0.07965432003098354,0.02495722989968142,3.0423872649422803,0.36476874592008185
0.24,1.694307745679715,4.453936129549609,0.5364481442194384,0.9343391295057406,8.04800173697995,0.08048218792626366,0.025398832820243477,3.0208943053366886,0.3563419437893984
0.25,1.8334710431138452,4.38231256907525,0.5127760690773737,0.9121941781869838,8.02028609462707,0.08072531620801729,0.025638306996185984,2.943290865724408,0.35391367384611805
0.26,1.9065048311825752,4.3805383373720455,0.49016125404916366,0.8481936895732853,8.033652919316001,0.08049227580339169,0.025702361354394614,2.802550233152587,0.35672121144822344
0.27,1.8792889637568775,4.474822038140938,0.4728302124984261,0.7478283565860492,8.087192133991781,0.0797644957095479,0.025607599563248436,2.563529860594174,0.3650717321473285
0.28,1.6428634443058476,4.761198592586528,0.46767786374918696,0.6104353814278516,8.191247915211472,0.07830669249543137,0.02532949096016089,2.079293027342785,0.38177055152964595
0.29,0.5239672833592287,5.865173682000256,0.512197705584822,0.3708576244967009,8.446368178026272,0.0750042781346742,0.024719246314320317,0.3635569373392397,0.4236693575358014
0.3,0.2455853971362263,6.05687737229017,0.578638987756291,0.3219339793178316,8.565884752287715,0.07092462955134161,0.02360187043830302,0.5335110750422953,0.4626332499725423
0.31,0.17026360108804714,6.038034583546527,0.6107117200083305,0.3572626572459748,8.612152961157772,0.0693074302968917,0.022681896056133903,0.9720790430632045,0.4769472570595315
0.32,0.2714186511283078,5.853125187718625,0.6181684150626889,0.42176452595619446,8.619953694510249,0.06950500768252875,0.02229274998154717,1.5722032959344132,0.47348908818354596
0.33,0.4834102122778164,5.580511076062355,0.6111043201889287,0.5136649464709719,8.576162848769114,0.07094027689952323,0.022387014450293265,2.146308928721009,0.4566547089116538
0.34,0.741585416431971,5.289733468088902,0.5997678688947682,0.6245951892151946,8.483333511973386,0.07317649506716692,0.022845916719011365,2.578139153406845,0.4316014677630235
0.35000000000000003,1.0089343326931837,5.017572578633141,0.588491206387609,0.739546132245404,8.359414866327748,0.07571606386295246,0.023530933596986662,2.850507020044272,0.40458622812809625
0.36,1.2639834583747083,4.782665313266033,0.5757980194226826,0.8397991451328946,8.231066248627712,0.07798319835870532,0.024276631521327686,2.9926622535476404,0.38152120279289503
0.37,1.4926102564819554,4.594948551121278,0.5590520151090013,0.9082607874532138,8.12311844239924,0.0795797311645331,0.02492277743073866,3.0417329280065206,0.3655207114835561
0.38,1.6838506190859346,4.460449371207656,0.5378808657357629,0.9342317571474413,8.051131615864131,0.08044920962762951,0.025377386725213346,3.0239018561852293,0.3566807749733807
0.39,1.8264971108421104,4.384892280685026,0.5142619949439469,0.9148585654795232,8.02079324342249,0.08072470647309164,0.02562879526499103,2.9498164992114138,0.3539081164955277
0.4,1.904370995273839,4.378252146958279,0.49146857917223424,0.8533079728422075,8.0316531850863,0.08052032961003794,0.02570304302624118,2.813624628070906,0.35639426725398454
0.41000000000000003,1.8851627250463445,4.465082226493712,0.473655884186054,0.7550915314774106,8.082604773038298,0.07982724937543381,0.025618330892429663,2.5828539743795687,0.36435734246298673
0.42,1.6698519208805518,4.732036075036994,0.46738145993281455,0.6205017917839044,8.182509873722651,0.0784298203342227,0.025353738352762663,2.1258900452581253,0.3803368798794677
0.43,0.5606746432334999,5.833044047387319,0.5066625540340353,0.384732291625314,8.429047544537454,0.07530249633960998,0.024775173108280004,0.38293226080962234,0.4202201245735475
0.44,0.25632308611763166,6.0519699111334795,0.575639789612322,0.3209126881970033,8.561942829627212,0.07110553450296554,0.023673292144504834,0.5139324786220496,0.46101941679526004
0.45,0.1694352550290926,6.044612827992481,0.6095123078664538,0.3541963764606663,8.610206044287471,0.06934756125935711,0.02272425488539086,0.9382852624569571,0.4766219691909257
0.46,0.2610256351167499,5.868162114219661,0.6182497782679018,0.4168885831347147,8.620911721295862,0.06945171512969077,0.022301799858643678,1.5336205479105829,0.47414347562903775
0.47000000000000003,0.46831155463753976,5.598594440488511,0.6117546238432199,0.5072463466754683,8.58044611455647,0.07082272222192644,0.022369135843196157,2.1140267969411517,0.4580062348015794
0.48,0.7249141512457022,5.307609225006895,0.600482740481273,0.617367500632527,8.490291397117714,0.07302216242466607,0.022809080366140072,2.555999390751484,0.4332917014359686
0.49,0.9924258617971481,5.033614338103679,0.5892050325634295,0.7326008720481069,8.367573221927332,0.07555971268517178,0.02348456472179345,2.8377139025082645,0.40620878918781156
0.5,1.2487076408750646,4.796028636776661,0.5766903510106012,0.8343179395172817,8.238703934591301,0.07785890859778147,0.024231560692631642,2.9868616195181175,0.38276885226464896
0.51,1.4793215331215541,4.605166372400201,0.5602375725318675,0.9051598290181693,8.12891423663932,0.07950221401866796,0.024887546774873974,3.0408223774316285,0.3663010015924711
0.52,1.6732035662782045,4.46719177990139,0.5393036764722668,0.9339450491068585,8.054426617559384,0.08041393711735009,0.025355133864249396,3.0266950028676605,0.35704318466127993
0.53,1.8192734697248267,4.3877369476678165,0.5157509594784875,0.9173574976981126,8.02146165662652,0.08072226670549548,0.025618595748889642,2.9561075195165745,0.353922742197816
0.54,1.9018722213548387,4.3763166511189,0.49279484559803516,0.8582805005194695,8.029807367788706,0.08054653995474809,0.025703117929259563,2.824351724799983,0.35608803547787826
0.55,1.8903590371822858,4.455960918769246,0.47452359995848764,0.7622222089917218,8.078194800997721,0.07988740944260685,0.025628387612257553,2.601433482958152,0.36367197326304085
0.56,1.6943436270471404,4.705198084727729,0.46719778988789235,0.6303013544502938,8.174176553398494,0.07854750818697963,0.025376909286820435,2.168923592529537,0.37897315329845216
0.5700000000000001,0.6075963834525118,5.790473698755756,0.5010708913169882,0.4010827597382,8.40942614590217,0.07559435139213937,0.02482818795723905,0.42132223737634633,0.4166631308912701
0.58,0.2677255449593209,6.046365274932838,0.5725078420166505,0.32010845433792634,8.557828584200102,0.07129726899297159,0.023745633179585734,0.49526858752830427,0.4593081264382912
0.59,0.1693410486306224,6.050494887068337,0.6082135934236739,0.35124014295828826,8.608115260742908,0.06939479046092771,0.022768782805581398,0.90522074163556,0.47622708883820264
0.6,0.2510776204097096,5.882844774372651,0.6182712975832688,0.4121228336243946,8.621663899623773,0.06940331698563501,0.022312775969183754,1.4949399878570502,0.4747442512459546
0.61,0.4533938278511967,5.616607024890849,0.6123884716163689,0.5009064449486901,8.584530334387019,0.07070839207725271,0.022352712820982532,2.081167401412566,0.4593239848526866
0.62,0.7082791324628974,5.325557958733622,0.6011997706196435,0.6101605195705858,8.497119166140832,0.07286918145401769,0.022773169908897866,2.533217526509531,0.43497279872946926
0.63,0.9758698967339958,5.049801711434566,0.5899144096631415,0.7256017836402425,8.375708400725442,0.0754023660673391,0.023438472042371927,2.824400321349795,0.40784668622441317
0.64,1.2333293487025503,4.809576195029633,0.577566424549668,0.8287135709928917,8.246419543188551,0.07773191436007,0.024186106772762575,2.980693011811248,0.38404489889679205
