t,x1,x2
0.0,0.0,0.0
0.01,0.09842688428954345,3.70736548949283e-06
0.02,0.1968340288459577,1.4811207704495578e-05
0.03,0.29522143759539415,3.326911608774872e-05
0.04,0.3935891141881085,5.904192600660307e-05
0.05,0.4919370621334276,9.209240487894402e-05
0.06,0.5902652861112923,0.00013237052787363584
0.07,0.6885737907135747,0.00017982718980256865
0.08,0.7868625797279754,0.00023442291789027152
0.09,0.8851316567334697,0.00029612073947384216
0.1,0.9833810256845738,0.0003648791836565398
0.11,1.0816106905348288,0.00044065706297976415
0.12,1.1798206552336297,0.0005234143968140473
0.13,1.278010923732408,0.0006131106118991308
0.14,1.3761814999785353,0.0007097062861639694
0.15,1.4743323879323413,0.000813158315218593
0.16,1.572463591531211,0.0009234301149034648
0.17,1.6705751147256507,0.0010404813722573087
0.18,1.7686669614645134,0.0011642722366540046
0.19,1.866739135692404,0.0012947640352231338
0.2,1.9647916413549977,0.0014319178062353662
0.21,2.0628244823972315,0.0015756947988547067
0.22,2.1608376627629853,0.0017260565600436938
0.23,2.2588311863950827,0.0018829649345633971
0.24,2.356805057235292,0.0020463820649734184
0.25,2.454759279224763,0.002216270242715558
0.26,2.5526938563053303,0.002392591464297821
0.27,2.6506087924168296,0.0025753083450043785
0.28,2.7485040914980163,0.002764383806208288
0.29,2.8463797574867225,0.0029597810217951506
0.3,2.9442357943198587,0.0031614634181631102
0.31,3.0420722059334104,0.0033693946742228485
0.32,3.1398889962628824,0.00358353856887545
0.33,3.2376861692445966,0.0038038585318377408
0.34,3.3354637288130062,0.004030318572363924
0.35000000000000003,3.4332216789016186,0.004262882960065574
0.36,3.5309600234431504,0.004501516171026502
0.37,3.6286787663695312,0.004746182887802762
0.38,3.726377911611898,0.004996847999422641
0.39,3.8240574631006026,0.005253476575813395
0.4,3.9217174247652204,0.005516033793383464
0.41000000000000003,4.0193578005345305,0.005784485089557279
0.42,4.116978594336521,0.006058796109440532
0.43,4.214579810098392,0.006338932696948377
0.44,4.312161451746555,0.006624860894805424
0.45,4.409723523206631,0.0069165469445457445
0.46,4.5072660284034445,0.007213957357752373
0.47000000000000003,4.604788971261095,0.007517058397507407
0.48,4.70229235570282,0.007825817012409038
0.49,4.799776185651101,0.008140200155842898
0.5,4.89724046502763,0.008460174977128167
0.51,4.9946851977533075,0.008785708820417727
0.52,5.09211038774825,0.009116769223598298
0.53,5.189516038931793,0.009453323858913058
0.54,5.286902155222514,0.009795340397259917
0.55,5.38426874053818,0.010142786868303152
0.56,5.481615798795763,0.01049563150705286
0.5700000000000001,5.578943333911454,0.0108538427315201
0.58,5.676251349800652,0.011217389141450398
0.59,5.773539850377977,0.011586239517057215
0.6,5.870808839557258,0.011960362817755438
0.61,5.968058321251538,0.012339728180894871
0.62,6.065288299373078,0.012724304920493722
0.63,6.162498777833352,0.013114062525972081
0.64,6.259689760543047,0.013508970660885414
0.65,6.356861251412068,0.013908999161658055
0.66,6.454013254349536,0.014314118036316674
0.67,6.551145773263783,0.014724297463223785
0.68,6.64825881206236,0.015139507789811216
0.6900000000000001,6.7453523746520325,0.015559719531313607
0.7000000000000001,6.842426464938785,0.01598490336950189
0.71,6.939481086827812,0.016415030151416772
0.72,7.036516244223535,0.016850070867986608
0.73,7.133531941029626,0.01728999651358288
0.74,7.230528181148949,0.01773477834474923
0.75,7.327504968483579,0.01818438780874937
0.76,7.424462306934811,0.018638796507976466
0.77,7.521400200403155,0.01909797619856462
0.78,7.618318652788343,0.01956189878900038
0.79,7.715217667989322,0.020030536338734216
0.8,7.81209724990426,0.02050386105679201
0.81,7.908957402430543,0.02098184530038655
0.8200000000000001,8.005798129464779,0.021464461573529037
0.8300000000000001,8.10261943490279,0.02195168252564055
0.84,8.19942132263962,0.022443480950163543
0.85,8.29620379656954,0.02293982978317337
0.86,8.39296686058603,0.023440702101989723
0.87,8.489710518581795,0.023946071123788163
0.88,8.586434774448762,0.024455910204211593
0.89,8.683139632078078,0.024970192835981748
0.9,8.779825095360108,0.025488892647510707
0.91,8.876491168184437,0.026011983418604126
