t,X1,Y1,Y2,X2
0.0,7.0,-10.0,-10.0,7.0
0.01,7.038368223721524,-9.964904061343432,-9.957972919271366,7.009021527814223
0.02,7.0765495718454074,-9.92961669339957,-9.915892076245887,7.0179043771946645
0.03,7.114543457041329,-9.89413898530317,-9.873758438374026,7.026648754601281
0.04,7.152349560725418,-9.85847156224804,-9.831572556242508,7.035254781795274
0.05,7.189967291312679,-9.822615557923385,-9.789335431792697,7.043722677153575
0.06,7.227396093200912,-9.786572040397319,-9.747048008470566,7.052052646751356
0.07,7.264635561067131,-9.750341884704774,-9.704711045914683,7.060244868468473
0.08,7.301685257940573,-9.713926006532153,-9.6623253424722,7.068299526122519
0.09,7.33854473096818,-9.67732535312951,-9.619891724297368,7.076216809671136
0.1,7.375213569369185,-9.640540880360351,-9.577411013128543,7.083996918916055
0.11,7.411691347656838,-9.603573541077433,-9.534884032247621,7.091640050218096
0.12,7.447977658244891,-9.566424291549776,-9.492311602895288,7.099146404051818
0.13,7.484072093031958,-9.529094087946776,-9.449694546370118,7.106516180773
0.14,7.519974282771187,-9.491583893952209,-9.407033679604819,7.113749589696394
0.15,7.5556838355946025,-9.4538946686011,-9.364329821930474,7.120846834800416
0.16,7.591200396019801,-9.416027377474753,-9.321583788332788,7.127808128237455
0.17,7.626523604185023,-9.377982985594617,-9.278796394439905,7.134633681276356
0.18,7.661653113794632,-9.339762460550531,-9.235968454326683,7.1413237082897005
0.19,7.6965885927221045,-9.30136677260585,-9.19310078044091,7.147878426887791
0.2,7.7313297227175575,-9.262796894612455,-9.150194183621238,7.154298057839705
0.21,7.765876182104048,-9.224053796983338,-9.107249474158126,7.160582820402663
0.22,7.800227660587777,-9.185138451995563,-9.064267460885777,7.166732936319616
0.23,7.834383866907067,-9.146051836012603,-9.02124895071316,7.1727486318838585
0.24,7.868344521808543,-9.10679492744364,-8.978194749054666,7.178630136043159
0.25,7.9021093580471256,-9.06736870674356,-8.935105659830098,7.184377680399755
0.26,7.935678117285053,-9.027774155503062,-8.891982485645828,7.189991498378586
0.27,7.969050532466937,-8.988012251277178,-8.848826028824359,7.195471820499818
0.28,8.002226355319152,-8.948083975654107,-8.805637089797937,7.200818881754906
0.29,8.035205350085038,-8.907990312417004,-8.762416467474512,7.206032919926219
0.3,8.067987290855505,-8.867732246760731,-8.719164959393673,7.211114174871028
0.31,8.100571961569036,-8.827310765291854,-8.675883361726642,7.216062888521508
0.32,8.132959154307516,-8.786726854877505,-8.632572468992885,7.22087930419314
0.33,8.165148668192609,-8.745981501899902,-8.589233073876573,7.225563666136826
0.34,8.19714031388156,-8.705075695293184,-8.545865967974224,7.230116221363414
0.35000000000000003,8.22893391153848,-8.66401042517307,-8.502471941457348,7.234537218820391
0.36,8.260529290779306,-8.622786682799658,-8.459051783063268,7.238826909369546
0.37,8.29192629356195,-8.581405462460355,-8.41560628054444,7.242985546887128
0.38,8.323124757173439,-8.539867750386072,-8.372136218023652,7.247013381787748
0.39,8.354124541694858,-8.498174542644511,-8.32864238026368,7.250910671479162
0.4,8.384925511001159,-8.456326832761622,-8.28512554971355,7.2546776731296685
0.41000000000000003,8.41552753826342,-8.41432561530631,-8.241586507363909,7.258314645762603
0.42,8.44593050587731,-8.372171885843821,-8.198026032735907,7.261821850229096
0.43,8.476134304372989,-8.329866640293178,-8.154444903735978,7.265199548828045
0.44,8.506138827664754,-8.287410872143028,-8.110843896028761,7.268448003658251
0.45,8.53594398187652,-8.244805577610627,-8.067223784197257,7.2715674796728935
0.46,8.565549682508674,-8.202051753979445,-8.02358534136815,7.274558243695753
0.47000000000000003,8.594955853538387,-8.159150399067988,-7.979929339091664,7.2774205641071195
0.48,8.62416242732804,-8.116102511171494,-7.936256547327793,7.2801547108096285
0.49,8.653169344533676,-8.072909089003595,-7.892567734432553,7.28276095519409
0.5,8.681976554013438,-8.029571131638004,-7.84886366714422,7.285239570105325
0.51,8.710584012736007,-7.9860896384501965,-7.805145110569576,7.287590829807998
0.52,8.738991685689045,-7.942465609059079,-7.761412828170153,7.2898150099524495
0.53,8.767199545787646,-7.898700043268675,-7.717667581748469,7.29191238754053
0.54,8.79520757368597,-7.854793940979487,-7.6739101314311515,7.293883240873182
0.55,8.823015754117867,-7.81074830101278,-7.6301412355399245,7.295727848843509
0.56,8.850624079956676,-7.766564122352414,-7.586361650711956,7.297446491685408
0.5700000000000001,8.87803255287213,-7.72224240432092,-7.542572131910273,7.299039451080531
0.58,8.905241181739012,-7.677784146051477,-7.4987734323615625,7.300507009841317
0.59,8.932249982531813,-7.633190346425264,-7.4549663035419655,7.301849451874225
0.6,8.959058978219367,-7.588462004008826,-7.411151495162877,7.303067062142963
0.61,8.985668198659505,-7.543600116991422,-7.3673297551567405,7.304160126631722
0.62,9.012077680493688,-7.498605683122388,-7.3235018296628445,7.305128932308407
0.63,9.038287467041659,-7.4534796996484936,-7.279668463013121,7.305973767087867
0.64,9.064297608196084,-7.408223163251295,-7.235830397717947,7.306694919795127
0.65,9.0901081603172,-7.362837069984498,-7.191988374451929,7.307292680128626
0.66,9.115719190291223,-7.317322418712449,-7.148143132978324,7.307767340607988
0.67,9.141130775828445,-7.271680211386727,-7.104295412225765,7.30811919672956
0.68,9.166342996025175,-7.225911445136046,-7.0604459481702735,7.308348542481446
0.6900000000000001,9.191355936462458,-7.180017116579486,-7.016595474994162,7.3084556727871295
0.7000000000000001,9.216169689206154,-7.133998221852509,-6.9727447250956045,7.308440883518954
0.71,9.240784352728983,-7.087855756567359,-6.928894429080608,7.308304471474421
0.72,9.265200031832578,-7.041590715773455,-6.885045315754983,7.308046734352473
0.73,9.289416837569512,-6.9952040939177875,-6.841198112116323,7.307667970729792
0.74,9.313434887165355,-6.9486968848053206,-6.797353543345974,7.307168480037086
0.75,9.337254303940716,-6.902070081559382,-6.75351233280101,7.306548562535382
0.76,9.360875217233284,-6.855324676582063,-6.709675202006206,7.3058085192923174
0.77,9.384297762574292,-6.8084616618550236,-6.665842870749037,7.304948652360035
0.78,9.407522082564885,-6.761482030176751,-6.622016057458089,7.303969265507717
0.79,9.43054832486366,-6.714386772534633,-6.578195478411685,7.302870662664909
0.8,9.453376642765388,-6.667176878943971,-6.534381847995768,7.30165314841819
0.81,9.4760071952766,-6.619853338613819,-6.4905758787580465,7.3003170281091245
0.8200000000000001,9.498440147041954,-6.572417139913158,-6.446778281401729,7.298862607813991
0.8300000000000001,9.520675668270602,-6.524869270337082,-6.402989764779238,7.297290194323489
0.84,9.542713934662563,-6.477210716472979,-6.3592110358859415,7.295600095122464
0.85,9.564555127335083,-6.429442463966709,-6.315442799853871,7.2937926183696185
0.86,9.586199432749007,-6.381565497488794,-6.271685759945454,7.291868072877235
0.87,9.607647042635145,-6.333580800700588,-6.22794061754723,7.2898267680908875
0.88,9.62889815394609,-6.285489356263889,-6.184208072177549,7.287669014090982
0.89,9.649952969451315,-6.237292146948154,-6.140488821847402,7.285395122145891
0.9,9.67081169682985,-6.188990154174164,-6.096783562596474,7.283005403976797
0.91,9.691474548532941,-6.14058435787153,-6.053092988451912,7.2805001716827995
0.92,9.711941741962406,-6.092075736874806,-6.009417791560368,7.277879737936687
0.93,9.732213499399522,-6.043465268893997,-5.9657586621831165,7.275144415966829
0.9400000000000001,9.752290047933945,-5.994753930485066,-5.922116288691168,7.272294519539069
0.9500000000000001,9.772171619392607,-5.945942697020455,-5.878491357560391,7.269330362938618
0.96,9.791858450268622,-5.897032542659587,-5.834884553366628,7.266252260951947
0.97,9.811350781650196,-5.8480244403193815,-5.791296558780808,7.26306052884868
0.98,9.830648859149528,-5.798919361644769,-5.747728054564076,7.25975548236349
0.99,9.849752932831718,-5.749718276979198,-5.704179719562898,7.2563374376779874
1.0,9.868663258286217,-5.7004221565716255,-5.66065223107031,7.252806712056053
1.01,9.887380094015185,-5.651031967797622,-5.6171462640069265,7.2491636223727625
1.02,9.905903704435534,-5.60154867845566,-5.573662491900829,7.24540848685384
1.03,9.924234357248556,-5.551973253967948,-5.530201586062576,7.241541623593867
1.04,9.942372324334672,-5.502306658396194,-5.486764215889822,7.237563351090563
1.05,9.960317881683416,-5.452549854413278,-5.443351048862779,7.233473988227284
1.06,9.978071309323713,-5.402703803275256,-5.399962750539774,7.229273854255712
1.07,9.995632891254491,-5.352769464793708,-5.356599984552911,7.224963268778712
1.08,10.013002915375585,-5.302747797308425,-5.313263412603837,7.220542551733381
1.09,10.030181673418973,-5.252639757660432,-5.269953694459597,7.216012023374263
1.1,10.04716946088031,-5.202446301165354,-5.226671487948599,7.211372004256753
1.11,10.063966577282104,-5.152168381863344,-5.1834174490326985,7.2066228153642475
1.12,10.080573327087121,-5.101806953311241,-5.140192232028517,7.2017647785171235
1.1300000000000001,10.096990017419833,-5.051362966713498,-5.096996489096362,7.196798215398528
1.1400000000000001,10.113216958837087,-5.000837371595498,-5.053830870428854,7.191723447901597
1.1500000000000001,10.129254465412208,-4.950231115904483,-5.010696024282033,7.186540798179177
1.16,10.145102854674878,-4.899545145990357,-4.967592596973406,7.1812505886311016
1.17,10.160762447551582,-4.8487804065869975,-4.924521232880151,7.17585314189175
1.18,10.176233568306523,-4.797937840794078,-4.881482574437462,7.170348780817866
1.19,10.191516544483086,-4.7470183900593925,-4.838477262137041,7.1647378284766425
1.2,10.206611706845798,-4.696022994161691,-4.795505934525735,7.159020608134073
1.21,10.221519389322813,-4.644952591194021,-4.752569228204329,7.153197443243572
1.22,10.236239928948903,-4.593808117547576,-4.709667777826468,7.147268657434861
1.23,10.250773665808975,-4.542590507896056,-4.666802216097747,7.14123457450312
1.24,10.265120942982097,-4.491300695180521,-4.623973173774933,7.135095518398407
1.25,10.279282106489267,-4.439939610596338,-4.581181279665676,7.128851813216133
1.26,10.2932575061601,-4.388508184025013,-4.538427160725181,7.122503783412985
