t,R_on,A,x,L
0.0,1.0,0.0,1.0,2.12
0.01,0.9803222629306757,0.009803016056527426,1.0210309740654657,2.141199910915557
0.02,0.9612195774977984,0.01922377882712736,1.0208217123770844,2.141199910915557
0.03,0.9426626158888656,0.028278701687315923,1.0206145328773115,2.141199910915557
0.04,0.9246307720782512,0.036983362647507546,1.020409414848005,2.141199910915557
0.05,0.9071044501522513,0.04535251687474582,1.0202063377771882,2.141199910915557
0.06,0.8900650017453329,0.053400150120741036,1.0200052813569858,2.141199910915557
0.07,0.8734946685001271,0.06113952773610412,1.0198062254815903,2.141199910915557
0.08,0.857376528660523,0.06858324006149598,1.019609150245248,2.141199910915557
0.09,0.8416944483344353,0.07574324373248002,1.0194140359402741,2.141199910915557
0.1,0.8264330360684482,0.08263090008199926,1.0192208630550845,2.141199910915557
0.11,0.8115775935288227,0.08925701695507282,1.0190296122722078,2.141199910915557
0.12,0.797114083776532,0.09563187517849307,1.0188402644664019,2.141199910915557
0.13,0.7830290965671891,0.10176525758210496,1.0186528007027429,2.141199910915557
0.14,0.7693098067381525,0.10766648412054927,1.0184672022347028,2.141199910915557
0.15,0.7559439409916656,0.11334443966119266,1.0182834505022724,2.141199910915557
0.16,0.7429197556433905,0.11880759217799758,1.0181015271301355,2.141199910915557
0.17,0.7302259992337202,0.1240640243124867,1.017921413925796,2.141199910915557
0.18,0.7178518936451995,0.12912144862544037,1.017743092877784,2.141199910915557
0.19,0.7057871054382118,0.1339872315515938,1.0175665461538457,2.141199910915557
0.2,0.6940217249903381,0.13866841048623996,1.0173917560991617,2.141199910915557
0.21,0.68254624338703,0.14317171286960506,1.0172187052345807,2.141199910915557
0.22,0.6713515326368518,0.14750357239638626,1.0170473762548724,2.141199910915557
0.23,0.6604288268781597,0.15167014440031443,1.0168777520269956,2.141199910915557
0.24,0.649769703685442,0.15567732117889008,1.0167098155883862,2.141199910915557
0.25,0.6393660681441552,0.15953074489599037,1.0165435501452604,2.141199910915557
0.26,0.629210135372453,0.1632358218932071,1.016378939070933,2.141199910915557
0.27,0.6192944185916691,0.16679773216579016,1.0162159659041612,2.141199910915557
0.28,0.6096117147413573,0.17022144101289663,1.0160546143474958,2.141199910915557
0.29,0.600155085731047,0.17351171451465286,1.0158948682656428,2.141199910915557
0.3,0.5909178517680718,0.17667312450105416,1.0157367116838607,2.141199910915557
0.31,0.5818935796172477,0.17971005796414136,1.0155801287863633,2.141199910915557
0.32,0.5730760670947479,0.18262672977656152,1.0154251039147277,2.141199910915557
0.33,0.5644593354556874,0.18542718855113194,1.0152716215663362,2.141199910915557
0.34,0.5560376209104764,0.1881153232829884,1.0151196663928292,2.141199910915557
0.35000000000000003,0.5478053620971468,0.19069487351976805,1.014969223198562,2.141199910915557
0.36,0.5397571917015186,0.1931694359550934,1.0148202769390873,2.141199910915557
0.37,0.5318879304405443,0.19554246899453614,1.014672812719657,2.141199910915557
0.38,0.5241925771794255,0.19781730067567882,1.0145268157937282,2.141199910915557
0.39,0.51666630013446,0.19999713566361485,1.0143822715614825,2.141199910915557
0.4,0.5093044325643399,0.20208505840298896,1.0142391655683778,2.141199910915557
0.41000000000000003,0.5021024648051972,0.20408403942606193,1.0140974835036987,2.141199910915557
0.42,0.4950560360557918,0.2059969418890561,1.013957211199116,2.141199910915557
0.43,0.4881609306914602,0.20782652423141612,1.0138183346272833,2.141199910915557
0.44,0.48141307192179145,0.209575445128875,1.0136808399004313,2.141199910915557
0.45,0.47480851454721185,0.21124626922036613,1.013544713268969,2.141199910915557
0.46,0.4683434413758556,0.2128414697281519,1.0134099411201194,2.141199910915557
0.47000000000000003,0.4620141582151806,0.21436343230179855,1.013276509976559,2.141199910915557
0.48,0.45581708735582505,0.21581446015122727,1.013144406495056,2.141199910915557
0.49,0.44974876455187246,0.217196776221632,1.0130136174651496,2.141199910915557
0.5,0.443805835287084,0.21851252598386692,1.0128841298078324,2.141199910915557
0.51,0.43798505055008313,0.21976378065010757,1.0127559305742424,2.141199910915557
0.52,0.43228325950003693,0.2209525430200708,1.0126290069443407,2.141199910915557
0.53,0.4266974084050106,0.22208074804166852,1.0125033462256519,2.141199910915557
0.54,0.4212245379008345,0.2231502647969961,1.0123789358520032,2.141199910915557
0.55,0.41586177904194516,0.2241628995154558,1.0122557633822633,2.141199910915557
0.56,0.4106063478395944,0.22512039986477797,1.0121338164990747,2.141199910915557
0.5700000000000001,0.4054555438670701,0.2260244558281573,1.012013083007642,2.141199910915557
0.58,0.40040674791642134,0.22687670138661312,1.0118935508345186,2.141199910915557
0.59,0.3954574188189834,0.2276787169112818,1.011775208026398,2.141199910915557
0.6,0.39060508884591105,0.2284320327396176,1.0116580427488935,2.141199910915557
0.61,0.3858473624987696,0.22913812993457172,1.0115420432853732,2.141199910915557
0.62,0.38118191457844464,0.2297984416502967,1.011427198035798,2.141199910915557
0.63,0.37660648748662245,0.23041435514195252,1.0113134955155565,2.141199910915557
0.64,0.37211888752303673,0.23098721460517674,1.011200924354295,2.141199910915557
0.65,0.3677169837037638,0.23151832194026264,1.011089473294798,2.141199910915557
0.66,0.3633987061170524,0.23200893790226432,1.0109791311918694,2.141199910915557
0.67,0.35916204366527155,0.23246028376194766,1.0108698870112165,2.141199910915557
0.68,0.3550050410633982,0.2328735435847603,1.0107617298283236,2.141199910915557
0.6900000000000001,0.3509257977198761,0.23324986496095562,1.0106546488273767,2.141199910915557
0.7000000000000001,0.3469224663320067,0.23359035997573033,1.0105486333001894,2.141199910915557
0.71,0.3429932509980656,0.23389610658231902,1.0104436726451296,2.141199910915557
0.72,0.3391364046607531,0.2341681505193268,1.0103397563660377,2.141199910915557
0.73,0.3353502281908464,0.2344075058970072,1.0102368740711944,2.141199910915557
0.74,0.33163306910404083,0.2346151560851812,1.010135015472287,2.141199910915557
0.75,0.32798331997613067,0.23479205484971244,1.0100341703833786,2.141199910915557
0.76,0.324399416269722,0.234939127968402,1.0099343287198683,2.141199910915557
0.77,0.320879835557832,0.23505727371771556,1.0098354804974987,2.141199910915557
0.78,0.3174230964902602,0.2351473635709791,1.0097376158313673,2.141199910915557
0.79,0.3140277573707182,0.23521024321505143,1.009640724934934,2.141199910915557
0.8,0.31069241498226824,0.23524673336860583,1.0095447981190433,2.141199910915557
0.81,0.30741570276888036,0.23525763111528675,1.0094498257909323,2.141199910915557
0.8200000000000001,0.3041962899827655,0.23524371047072262,1.0093557984532828,2.141199910915557
0.8300000000000001,0.30103288084007085,0.2352057229455093,1.0092627067032818,2.141199910915557
0.84,0.29792421314010115,0.23514439853790578,1.0091705412316716,2.141199910915557
0.85,0.29486905710268774,0.23506044655562697,1.0090792928218162,2.141199910915557
0.86,0.2918662156067568,0.23495455530102055,1.0089889523488023,2.141199910915557
0.87,0.2889145228426865,0.23482739304877037,1.0088995107785201,2.141199910915557
0.88,0.28601284230906604,0.23467960955938344,1.0088109591667374,2.141199910915557
0.89,0.28316006641701164,0.23451183628818462,1.0087232886582156,2.141199910915557
0.9,0.28035511553403486,0.23432468705267004,1.0086364904858207,2.141199910915557
0.91,0.27759693790982753,0.23411875797641546,1.0085505559696637,2.141199910915557
0.92,0.2748845089057627,0.2338946280087525,1.008465476516231,2.141199910915557
0.93,0.2722168292380281,0.23365286025895643,1.0083812436175068,2.141199910915557
0.9400000000000001,0.2695929246717316,0.23339400213828004,1.0082978488501293,2.141199910915557
0.9500000000000001,0.26701184526527777,0.23311858587455198,1.0082152838745493,2.141199910915557
0.96,0.26447266490277765,0.2328271287936248,1.0081335404341996,2.141199910915557
0.97,0.261974480741935,0.23252013367197916,1.008052610354672,2.141199910915557
0.98,0.2595164121159776,0.23219808953739698,1.007972485542891,2.141199910915557
0.99,0.2570976000850021,0.23186147194107226,1.0078931579863084,2.141199910915557
1.0,0.254717206812841,0.23151074337419011,1.0078146197521016,2.141199910915557
1.01,0.2523744150744405,0.23114635358673385,1.0077368629863812,2.141199910915557
1.02,0.250068427799195,0.23076873988009963,1.0076598799134073,2.141199910915557
1.03,0.24779846726303179,0.23037832766680405,1.0075836628348085,2.141199910915557
1.04,0.24556377465471757,0.2299755307478658,1.007508204128813,2.141199910915557
1.05,0.2433636095579098,0.22956075165512593,1.0074334962494869,2.141199910915557
1.06,0.24119724946714283,0.22913438196297892,1.0073595317259796,2.141199910915557
1.07,0.23906398933634584,0.22869680257135536,1.0072863031617783,2.141199910915557
1.08,0.23696314103986668,0.2282483840828435,1.0072138032339657,2.141199910915557
1.09,0.23489403293403013,0.2277894870808011,1.0071420246924883,2.141199910915557
1.1,0.2328560094079847,0.2273204624223373,1.0070709603594314,2.141199910915557
1.11,0.23084843048340808,0.22684165149532218,1.007000603128302,2.141199910915557
1.12,0.22887067149335,0.226353386415997,1.0069309459633198,2.141199910915557
1.1300000000000001,0.22692212252831767,0.2258559904048631,1.0068619818987101,2.141199910915557
1.1400000000000001,0.22500218808939149,0.22534977800570294,1.006793704038009,2.141199910915557
1.1500000000000001,0.22311028670936223,0.2248350553298678,1.006726105553373,2.141199910915557
1.16,0.2212458506093977,0.22431212027358408,1.0066591796848967,2.141199910915557
1.17,0.2194083254360401,0.22378126267311185,1.0065929197399404,2.141199910915557
1.18,0.21759716974404086,0.22324276466112308,1.0065273190924549,2.141199910915557
1.19,0.21581185470519346,0.2226969008461871,1.0064623711823208,2.141199910915557
1.2,0.21405186378147786,0.2221439385214004,1.0063980695146924,2.141199910915557
