t,Asp,aspp,ASA,hs,hsp,Thr,ATP,ADP,NADPH,NADP,Pi,Lys
0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
0.01,9.574303460486059,0.4256965395139423,0.0,0.0,0.0,0.0,29.57430346048607,0.4256965395139423,0.0,0.0,0.0,0.0
0.02,9.574302770972587,0.4256972290274132,0.0,0.0,0.0,0.0,29.574302770972597,0.4256972290274132,0.0,0.0,0.0,0.0
0.03,9.574302771213594,0.42569722878640737,0.0,0.0,0.0,0.0,29.574302771213603,0.42569722878640737,0.0,0.0,0.0,0.0
0.04,9.574302771251983,0.4256972287480169,0.0,0.0,0.0,0.0,29.574302771251993,0.4256972287480169,0.0,0.0,0.0,0.0
0.05,9.574302771268236,0.42569722873176324,0.0,0.0,0.0,0.0,29.574302771268247,0.42569722873176324,0.0,0.0,0.0,0.0
0.06,9.5743027712695,0.4256972287305014,0.0,0.0,0.0,0.0,29.574302771269508,0.4256972287305014,0.0,0.0,0.0,0.0
0.07,9.574302771270293,0.4256972287297072,0.0,0.0,0.0,0.0,29.5743027712703,0.4256972287297072,0.0,0.0,0.0,0.0
0.08,9.574302771270299,0.42569722872970295,0.0,0.0,0.0,0.0,29.574302771270304,0.42569722872970295,0.0,0.0,0.0,0.0
0.09,9.574302771270302,0.4256972287296987,0.0,0.0,0.0,0.0,29.574302771270307,0.4256972287296987,0.0,0.0,0.0,0.0
0.1,9.574302771270307,0.4256972287296944,0.0,0.0,0.0,0.0,29.57430277127031,0.4256972287296944,0.0,0.0,0.0,0.0
0.11,9.574302771270311,0.4256972287296901,0.0,0.0,0.0,0.0,29.574302771270315,0.4256972287296901,0.0,0.0,0.0,0.0
0.12,9.574302771270315,0.42569722872968585,0.0,0.0,0.0,0.0,29.57430277127032,0.42569722872968585,0.0,0.0,0.0,0.0
0.13,9.57430277127032,0.4256972287296816,0.0,0.0,0.0,0.0,29.574302771270325,0.4256972287296816,0.0,0.0,0.0,0.0
0.14,9.574302771270323,0.42569722872967725,0.0,0.0,0.0,0.0,29.57430277127033,0.42569722872967725,0.0,0.0,0.0,0.0
0.15,9.574302771270329,0.42569722872967297,0.0,0.0,0.0,0.0,29.574302771270332,0.42569722872967297,0.0,0.0,0.0,0.0
0.16,9.574302771270332,0.4256972287296687,0.0,0.0,0.0,0.0,29.57430277127034,0.4256972287296687,0.0,0.0,0.0,0.0
0.17,9.574302771270336,0.4256972287296644,0.0,0.0,0.0,0.0,29.574302771270343,0.4256972287296644,0.0,0.0,0.0,0.0
0.18,9.574302771270341,0.42569722872966015,0.0,0.0,0.0,0.0,29.574302771270347,0.42569722872966015,0.0,0.0,0.0,0.0
0.19,9.574302771270345,0.4256972287296559,0.0,0.0,0.0,0.0,29.57430277127035,0.4256972287296559,0.0,0.0,0.0,0.0
0.2,9.57430277127035,0.4256972287296516,0.0,0.0,0.0,0.0,29.574302771270354,0.4256972287296516,0.0,0.0,0.0,0.0
0.21,9.574302771270354,0.4256972287296473,0.0,0.0,0.0,0.0,29.57430277127036,0.4256972287296473,0.0,0.0,0.0,0.0
0.22,9.574302771270357,0.42569722872964305,0.0,0.0,0.0,0.0,29.574302771270364,0.42569722872964305,0.0,0.0,0.0,0.0
0.23,9.574302771270363,0.4256972287296388,0.0,0.0,0.0,0.0,29.574302771270368,0.4256972287296388,0.0,0.0,0.0,0.0
0.24,9.574302771270366,0.4256972287296345,0.0,0.0,0.0,0.0,29.57430277127037,0.4256972287296345,0.0,0.0,0.0,0.0
0.25,9.574302771270371,0.42569722872963023,0.0,0.0,0.0,0.0,29.574302771270375,0.42569722872963023,0.0,0.0,0.0,0.0
0.26,9.574302771270375,0.42569722872962595,0.0,0.0,0.0,0.0,29.574302771270382,0.42569722872962595,0.0,0.0,0.0,0.0
0.27,9.574302771270379,0.4256972287296217,0.0,0.0,0.0,0.0,29.574302771270386,0.4256972287296217,0.0,0.0,0.0,0.0
0.28,9.574302771270384,0.4256972287296174,0.0,0.0,0.0,0.0,29.57430277127039,0.4256972287296174,0.0,0.0,0.0,0.0
0.29,9.57430277127039,0.4256972287296137,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296137,0.0,0.0,0.0,0.0
0.3,9.57430277127039,0.4256972287296137,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296137,0.0,0.0,0.0,0.0
0.31,9.57430277127039,0.4256972287296137,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296137,0.0,0.0,0.0,0.0
0.32,9.57430277127039,0.4256972287296137,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296137,0.0,0.0,0.0,0.0
0.33,9.57430277127039,0.42569722872961363,0.0,0.0,0.0,0.0,29.574302771270393,0.42569722872961363,0.0,0.0,0.0,0.0
0.34,9.57430277127039,0.42569722872961363,0.0,0.0,0.0,0.0,29.574302771270393,0.42569722872961363,0.0,0.0,0.0,0.0
0.35000000000000003,9.57430277127039,0.42569722872961363,0.0,0.0,0.0,0.0,29.574302771270393,0.42569722872961363,0.0,0.0,0.0,0.0
0.36,9.57430277127039,0.42569722872961363,0.0,0.0,0.0,0.0,29.574302771270393,0.42569722872961363,0.0,0.0,0.0,0.0
0.37,9.57430277127039,0.4256972287296136,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296136,0.0,0.0,0.0,0.0
0.38,9.57430277127039,0.4256972287296136,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296136,0.0,0.0,0.0,0.0
0.39,9.57430277127039,0.4256972287296136,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296136,0.0,0.0,0.0,0.0
0.4,9.57430277127039,0.4256972287296136,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296136,0.0,0.0,0.0,0.0
0.41000000000000003,9.57430277127039,0.4256972287296135,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296135,0.0,0.0,0.0,0.0
0.42,9.57430277127039,0.4256972287296135,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296135,0.0,0.0,0.0,0.0
0.43,9.57430277127039,0.4256972287296135,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296135,0.0,0.0,0.0,0.0
0.44,9.57430277127039,0.4256972287296135,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296135,0.0,0.0,0.0,0.0
0.45,9.57430277127039,0.42569722872961346,0.0,0.0,0.0,0.0,29.574302771270393,0.42569722872961346,0.0,0.0,0.0,0.0
0.46,9.57430277127039,0.42569722872961346,0.0,0.0,0.0,0.0,29.574302771270393,0.42569722872961346,0.0,0.0,0.0,0.0
0.47000000000000003,9.57430277127039,0.42569722872961346,0.0,0.0,0.0,0.0,29.574302771270393,0.42569722872961346,0.0,0.0,0.0,0.0
0.48,9.57430277127039,0.42569722872961346,0.0,0.0,0.0,0.0,29.574302771270393,0.42569722872961346,0.0,0.0,0.0,0.0
0.49,9.57430277127039,0.42569722872961346,0.0,0.0,0.0,0.0,29.574302771270393,0.42569722872961346,0.0,0.0,0.0,0.0
0.5,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.51,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.52,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.53,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.54,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.55,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.56,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.5700000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.58,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.59,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.6,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.61,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.62,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.63,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.64,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.65,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.66,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.67,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.68,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.6900000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.7000000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.71,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.72,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.73,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.74,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.75,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.76,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.77,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.78,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.79,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.8,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.81,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.8200000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.8300000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.84,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.85,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.86,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.87,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.88,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.89,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.9,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.91,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.92,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.93,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.9400000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.9500000000000001,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
0.96,9.57430277127039,0.4256972287296134,0.0,0.0,0.0,0.0,29.574302771270393,0.4256972287296134,0.0,0.0,0.0,0.0
