t,L_ce
0.0,0.05
0.01,0.04707721787876785
0.02,0.04440065036396904
0.03,0.04196049924299314
0.04,0.03974197734734236
0.05,0.037727902892870965
0.06,0.03590026626959776
0.07,0.03424132193203197
0.08,0.032734214871514435
0.09,0.03136334202879252
0.1,0.030114474653525708
0.11,0.028974795017669773
0.12,0.02793283981383196
0.13,0.026978413234404627
0.14,0.026102469593314546
0.15,0.025297000008271682
0.16,0.024554918566959624
0.17,0.02386995573390011
0.18,0.023236561469276138
0.19,0.022649817822939983
0.2,0.02210536217929184
0.21,0.021599312280968005
0.22,0.021128215559219083
0.23,0.020688998040385674
0.24,0.02027890605201928
0.25,0.01989547774692528
0.26,0.0195365028007401
0.27,0.019199995442142792
0.28,0.01888416776347036
0.29,0.018587405897147795
0.3,0.01830825119660464
0.31,0.01804538199867302
0.32,0.017797598929435273
0.33,0.017563810968868977
0.34,0.017343027918624156
0.35000000000000003,0.017134342668326325
0.36,0.01693692714325965
0.37,0.016750024878063173
0.38,0.01657293945858992
0.39,0.01640503405238661
0.4,0.016245721513338342
0.41000000000000003,0.01609446116043983
0.42,0.015950755376908116
0.43,0.01581414296499406
0.44,0.015684198547061427
0.45,0.015560527711903558
0.46,0.015442764601105696
0.47000000000000003,0.015330570154927892
0.48,0.01522362844639534
0.49,0.015121645987938642
0.5,0.01502434889561603
0.51,0.014931481642922366
0.52,0.014842806640873597
0.53,0.01475810214227149
0.54,0.014677158637830574
0.55,0.014599781084882373
0.56,0.014525787248423955
0.5700000000000001,0.014455005186728724
0.58,0.014387273497427563
0.59,0.014322441097664973
0.6,0.014260365802213171
0.61,0.014200913067601613
0.62,0.014143956707556186
0.63,0.014089377965375337
0.64,0.014037064226518967
0.65,0.01398690933506757
0.66,0.013938813213182065
0.67,0.01389268109781216
0.68,0.013848423183186942
0.6900000000000001,0.01380595466667337
0.7000000000000001,0.013765195279372188
0.71,0.013726068670106405
0.72,0.013688502569818501
0.73,0.013652428490172196
0.74,0.013617781143233981
0.75,0.013584498547409549
0.76,0.013552521997684915
0.77,0.013521795856329594
0.78,0.01349226742330493
0.79,0.013463885733511467
0.8,0.013436602321228083
0.81,0.013410371334447656
0.8200000000000001,0.0133851491940548
0.8300000000000001,0.01336089449038266
0.84,0.013337567192550928
0.85,0.013315129188556997
0.86,0.013293544292456492
0.87,0.013272778034437858
0.88,0.013252797578146286
0.89,0.013233571189096176
0.9,0.013215068619389318
0.91,0.013197261070711704
0.92,0.013180121060165249
0.93,0.013163622351769965
0.9400000000000001,0.013147739576102498
0.9500000000000001,0.01313244851917621
0.96,0.01311772606771562
0.97,0.013103550115579354
0.98,0.013089899522508953
0.99,0.013076753904995807
1.0,0.013064090914289134
1.01,0.013013663250223175
1.02,0.012965285597553087
1.03,0.012918905367617386
1.04,0.012874429179507572
1.05,0.012831769463790435
1.06,0.012790842320145646
1.07,0.012751569271611933
1.08,0.012713877516274003
1.09,0.012677695686516373
1.1,0.01264295616030932
1.11,0.012609596283000317
1.12,0.012577555441079379
1.1300000000000001,0.012546775914754605
1.1400000000000001,0.012517204351958057
1.1500000000000001,0.012488787828356553
1.16,0.012461477679734692
1.17,0.012435227371578232
1.18,0.01240999235787529
1.19,0.012385729803541112
1.2,0.01236239949905311
1.21,0.012339963034767394
1.22,0.012318383716045848
1.23,0.012297626963854938
1.24,0.012277659186226102
1.25,0.01225844779175586
1.26,0.012239961098476157
1.27,0.01222217060069125
1.28,0.012205049093732852
1.29,0.01218856990353755
1.3,0.012172707418222956
1.31,0.012157437236301845
1.32,0.012142736310426509
1.33,0.012128582328052185
1.34,0.012114953858115084
1.35,0.012101830331231201
1.36,0.01208919230885622
1.37,0.012077021048850493
1.3800000000000001,0.0120652985042732
1.3900000000000001,0.012054007311823316
1.4000000000000001,0.012043130980363364
1.41,0.012032653764177044
1.42,0.012022560452275349
1.43,0.012012836425266493
1.44,0.01200346769320196
1.45,0.011994440995791633
1.46,0.0119857434548576
1.47,0.011977362657720725
1.48,0.01196928663102027
1.49,0.011961503804608458
1.5,0.01195400298432562
1.51,0.011946773866999837
1.52,0.011939806572053395
1.53,0.011933091369625578
1.54,0.011926618875834554
1.55,0.01192038002694583
1.56,0.011914366053540688
1.57,0.011908568555318865
1.58,0.011902979842681507
1.59,0.011897592288851727
1.6,0.011892398501597769
1.61,0.0118873913451941
1.62,0.011882563921935143
1.6300000000000001,0.011877909553760611
1.6400000000000001,0.011873421980058009
1.6500000000000001,0.011869095259022348
1.6600000000000001,0.011864923530641029
1.67,0.011860901138027399
1.68,0.01185702261378098
1.69,0.011853282666347682
1.7,0.011849676197573952
1.71,0.011846198506494586
1.72,0.01184284497150375
1.73,0.011839611100045064
1.74,0.011836492554130312
1.75,0.01183348514051199
1.76,0.011830584800855855
1.77,0.011827787682910571
1.78,0.011825090155819978
1.79,0.011822488639520278
1.8,0.011819979677089277
1.81,0.011817559928234774
1.82,0.011815226161888303
1.83,0.011812975260663834
1.84,0.011810804370002996
1.85,0.011808710675559154
1.86,0.011806691415592263
1.87,0.011804743916543915
1.8800000000000001,0.011802865586597006
1.8900000000000001,0.011801053909235403
1.9000000000000001,0.011799306436803611
1.9100000000000001,0.011797620784066449
1.92,0.011795994621768708
1.93,0.011794425858907689
1.94,0.011792912700074919
1.95,0.011791453175293237
1.96,0.011790045375006364
1.97,0.011788687450849976
1.98,0.011787377611402814
1.99,0.01178611411793777
2.0,0.011784895280172998
2.0100000000000002,0.011783719452023014
2.02,0.01178258504718304
2.0300000000000002,0.011781490741889477
2.04,0.011780435169683256
2.05,0.011779416961482181
2.06,0.01177843479251084
2.07,0.011777487379338756
2.08,0.011776573476918522
2.09,0.011775691875623958
2.1,0.011774841398288258
2.11,0.01177402089724213
2.12,0.011773229330909346
2.13,0.01177246576782225
2.14,0.011771729218894337
2.15,0.011771018725183683
2.16,0.01177033335682213
2.17,0.011769672210894115
2.18,0.011769034409315504
2.19,0.011768419096712422
2.2,0.011767825438300081
2.21,0.011767252632111844
2.22,0.01176670002699195
2.23,0.011766166935977835
2.24,0.01176565267005722
2.25,0.011765156562823184
2.2600000000000002,0.011764677969111948
2.27,0.011764216263640635
2.2800000000000002,0.011763770839645046
2.29,0.011763341107517441
2.3000000000000003,0.01176292649344431
2.31,0.011762526095695069
2.32,0.011762140374487494
2.33,0.011761768204927851
2.34,0.011761409131411814
2.35,0.011761062707029576
2.36,0.011760728493565855
2.37,0.011760406061499884
2.38,0.011760094990005427
2.39,0.01175979486695076
2.4,0.011759505296931283
2.41,0.011759225952332582
2.42,0.011758956480940837
2.43,0.01175869653016593
2.44,0.011758445758038765
2.45,0.011758203833211274
2.46,0.01175797043495642
2.47,0.011757745253168184
2.48,0.011757527988361582
2.49,0.011757318351672649
2.5,0.01175711606485845
2.5100000000000002,0.011756920862427975
2.52,0.01175673249969156
2.5300000000000002,0.011756550735749384
2.54,0.011756375339309153
2.5500000000000003,0.01175620609004451
2.56,0.01175604277859505
2.57,0.011755885206566317
2.58,0.011755733186529801
2.59,0.011755586542022939
2.6,0.011755445107549119
2.61,0.011755308728577671
2.62,0.011755177231562622
2.63,0.011755050359057105
2.64,0.011754927938787386
2.65,0.011754809814618869
2.66,0.01175469583789737
2.67,0.011754585867449131
2.68,0.011754479769580809
2.69,0.011754377418079482
2.7,0.011754278694212649
2.71,0.011754183486728227
2.72,0.011754091691854549
2.73,0.011754003184497897
2.74,0.011753917787296366
2.75,0.011753835384974785
2.7600000000000002,0.011753755870631202
2.77,0.01175367914232872
2.7800000000000002,0.01175360510309549
2.79,0.011753533660924723
2.8000000000000003,0.011753464728774676
2.81,0.01175339822456866
2.82,0.01175333407119504
2.83,0.011753272196507231
2.84,0.011753210961022097
2.85,0.011753153892379986
2.86,0.011753098683857715
2.87,0.011753045296349901
2.88,0.011752993690751161
2.89,0.011752943827956112
2.9,0.011752895668859372
2.91,0.01175284917435556
2.92,0.011752804305339296
2.93,0.011752761022705194
2.94,0.011752719287347873
2.95,0.011752679042031719
2.96,0.011752640219945343
2.97,0.01175260277595619
2.98,0.011752566665042343
2.99,0.011752531842181887
3.0,0.011752498262352902
3.0100000000000002,0.011752465880533474
3.02,0.011752434651701687
3.0300000000000002,0.011752404530835623
3.04,0.011752375472913365
3.0500000000000003,0.011752347432913
3.06,0.01175232036581261
3.0700000000000003,0.011752294226590276
3.08,0.011752268972593231
3.09,0.011752244615367766
3.1,0.011752221142364837
3.11,0.011752198519867288
3.12,0.01175217671415796
3.13,0.011752155691519689
3.14,0.011752135418235318
3.15,0.011752115860587685
3.16,0.011752096984859633
3.17,0.011752078757333998
3.18,0.011752061144293623
3.19,0.011752044112021347
3.2,0.011752027626800011
3.21,0.011752011654912454
3.22,0.011751996179270235
3.23,0.01175198124953274
3.24,0.011751966856037006
3.25,0.011751952979824048
3.2600000000000002,0.011751939601934885
3.27,0.01175192670341053
3.2800000000000002,0.011751914265292
3.29,0.011751902268620312
3.3000000000000003,0.011751890694436481
3.31,0.011751879523781523
3.3200000000000003,0.011751868737696455
3.33,0.011751858317222292
3.34,0.01175184824340005
3.35,0.011751838497270748
3.36,0.01175182494208682
3.37,0.011751816765345768
3.38,0.01175180878157604
3.39,0.011751800990777638
3.4,0.01175179339295056
3.41,0.011751785988094806
3.42,0.011751778776210376
3.43,0.011751771757297271
3.44,0.01175176493135549
3.45,0.011751758298385035
3.46,0.011751751858385902
3.47,0.011751745611358094
3.48,0.01175173955730161
3.49,0.01175173369566807
3.5,0.01175172800938845
3.5100000000000002,0.011751722490369118
3.52,0.01175171713861007
3.5300000000000002,0.011751711954111309
3.54,0.011751706936872833
3.5500000000000003,0.011751702086894644
3.56,0.011751697404176741
3.5700000000000003,0.011751692888719124
3.58,0.011751688540521792
3.59,0.011751684359584746
3.6,0.011751680345907987
3.61,0.011751676499491515
3.62,0.011751672820335327
3.63,0.011751669308439426
3.64,0.01175166596380381
3.65,0.011751662785417607
3.66,0.011751659724984343
3.67,0.011751656755944556
3.68,0.011751653878298242
3.69,0.011751651092045406
3.7,0.011751648397186046
3.71,0.01175164579372016
3.72,0.011751643281647751
3.73,0.011751640860968818
3.74,0.011751638531683359
3.75,0.011751636293791378
3.7600000000000002,0.011751634147292871
3.77,0.01175163209218784
3.7800000000000002,0.011751630128476284
3.79,0.011751628256158206
3.8000000000000003,0.011751626475233602
3.81,0.01175162478535819
3.8200000000000003,0.011751623157552515
3.83,0.011751621573284958
3.84,0.011751620032555516
3.85,0.011751618535364192
3.86,0.011751617081710986
3.87,0.011751615671595897
3.88,0.011751614305018926
3.89,0.01175161298198007
3.9,0.011751611702479334
3.91,0.011751610466516713
3.92,0.01175160927409221
3.93,0.011751608125205825
3.94,0.011751607019857557
3.95,0.011751605958047407
3.96,0.011751604939775374
3.97,0.01175160396498423
3.98,0.011751603022557629
3.99,0.011751602104193527
4.0,0.011751601209891927
4.01,0.011751600339652828
4.0200000000000005,0.011751599493476228
4.03,0.011751598671362131
4.04,0.011751597873310534
4.05,0.011751597099321439
4.0600000000000005,0.011751596349394844
4.07,0.011751595623530751
4.08,0.011751594921729159
4.09,0.011751594243990067
4.1,0.011751593590313476
4.11,0.011751592960699388
4.12,0.0117515923551478
4.13,0.011751591773654068
4.14,0.011751591211374753
4.15,0.011751590664034629
4.16,0.011751590131633691
4.17,0.011751589614171942
4.18,0.011751589111649384
4.19,0.011751588624066013
4.2,0.01175158815142183
