t,RI,RII,l_RI_RII,RI_endo,l_RI_RII_endo,RII_endo
0.0,20.0,20.0,0.0,0.0,40.0,0.0
0.01,20.020962137984206,19.981034249027452,0.0001196401317784348,0.06669049955215996,39.98666908823274,0.06662393618375138
0.02,20.04186646441442,19.962154573304296,0.00023856309398466796,0.1334285409991393,39.9733430169499,0.13316259904255714
0.03,20.062713203624547,19.94336063817726,0.00035677316136146863,0.20021391759458396,39.96002178218209,0.19961630119427132
0.04,20.08350258530102,19.92465210100159,0.0004742747028848992,0.26704641766315784,39.94670537986512,0.26598536272581136
0.05,20.1042348331376,19.906028628065567,0.0005910719659259678,0.3339258350560364,39.933393806040776,0.33227009538280977
0.06,20.124910170314354,19.887489886417214,0.0007071691806891051,0.400851964101499,39.9200870567598,0.398470810204734
0.07,20.145528819145696,19.8690355443896,0.0008225705537389046,0.46782459992920145,39.906785128088146,0.46458781703411833
0.08,20.16609100107194,19.850665271613387,0.0009372802678089801,0.5348435384779971,39.89348801610708,0.5306214245048491
0.09,20.186596936674743,19.832378738994183,0.0010513024823428031,0.6019085764816999,39.880195716912816,0.5965719400633334
0.1,20.20704684566288,19.814175618733376,0.0011646413329756656,0.6690195114821886,39.866908226616864,0.6624396699490316
0.11,20.2274409468773,19.79605558432075,0.0012773009317186656,0.7361761418247671,39.85362554134591,0.728224919201348
0.12,20.247779458297405,19.778018310525244,0.001389285367189191,0.8033782666523479,39.840347657241686,0.793927991668272
0.13,20.268062597044626,19.760063473389707,0.0015005987047418997,0.8706256859021608,39.82707457046081,0.8595491900112663
0.14,20.288290579385993,19.74219075022566,0.0016112449865997038,0.9379182003024602,39.81380627717479,0.9250888157101579
0.15,20.30846362073771,19.724399819608056,0.0017212282319847495,1.0052556113692324,39.80054277356988,0.990547169068027
0.16,20.32858193566871,19.70669036137005,0.0018305524372494019,1.0726377214029053,39.787284055846996,1.0559245492160976
0.17,20.34864573791933,19.689062056575505,0.001939221576535873,1.1400643334711058,39.774030120221305,1.1212212541393844
0.18,20.368655240401605,19.671514587518594,0.0020472396017922746,1.207535251408402,39.76078096292219,1.1864375806770704
0.19,20.388610655180408,19.654047637751585,0.002154610442119041,1.2750502798337107,39.747536580193696,1.2515738244965897
0.2,20.408512193490417,19.636660892059876,0.002261338004368488,1.3426092241346408,39.734296968294124,1.3166302801169159
0.21,20.428360065739895,19.619354036456443,0.002367426173283426,1.4102118904640015,39.72106212349593,1.3816072409137523
0.22,20.448154481514443,19.60212675817631,0.0024728788116349125,1.477858085736332,39.70783204208566,1.4465049991246872
0.23,20.467895649580786,19.584978745671044,0.002577699760360003,1.5455476176244278,39.694606720363836,1.5113238458543492
0.24,20.48758377789051,19.56790968860321,0.0026818928386995056,1.613280294555873,39.68138615464486,1.5760640710795626
0.25,20.507219073574362,19.55091927785469,0.002785461843967007,1.6810559257182978,39.6681703412572,1.6407259636415739
0.26,20.526801742908244,19.534007205576298,0.0028884105502173683,1.7488743210906887,39.654959276544275,1.7053098111996825
0.27,20.546331991385735,19.517173165081875,0.0029907427110596524,1.8167352913765893,39.641752956862554,1.769815900330208
0.28,20.565810023700138,19.50041685087446,0.0030924620589503223,1.884638648020621,39.628551378582024,1.8342445165020316
0.29,20.58523604374266,19.483737958648906,0.003193572305113606,1.9525842032101597,39.61535453808627,1.8985959440741262
0.3,20.604610254605795,19.467136185286947,0.003294077139664418,2.0205717698722165,39.60216243177237,1.9628704663001941
0.31,20.62393285858669,19.450611228852196,0.0033939802317312895,2.0886011616703164,39.58897505605083,2.0270683653333004
0.32,20.64320405719055,19.43416278858521,0.003493285229579294,2.1566721930013792,39.575792407345475,2.091189922230509
0.33,20.662424051133673,19.417790564898965,0.0035919957607196892,2.224784678992897,39.562614482093416,2.1552354169570824
0.34,20.68159304032767,19.4014942594017,0.003690115431244194,2.292938435517434,39.54944127674551,2.219205128365095
0.35000000000000003,20.700711223900704,19.385273574866055,0.0037876478266827534,2.361133279173087,39.53627278776576,2.2830993342223147
0.36,20.719778800208406,19.369128215213177,0.00388459651243609,2.4293690272734514,39.52310901163098,2.3469183112270517
0.37,20.738795966828715,19.353057885520137,0.003980965033547647,2.4976454978523415,39.50994994483102,2.410662335001219
0.38,20.757762920565085,19.337062292015226,0.004076756914819169,2.5659625096608347,39.496795583868646,2.474331680094719
0.39,20.77667985744968,19.321141142073234,0.004171975660926277,2.634319882164317,39.483645925259495,2.537926619989843
0.4,20.795546972746582,19.305294144210748,0.0042666247565340465,2.7027174355395243,39.47050096553196,2.6014474271056605
0.41000000000000003,20.814364460954998,19.28952100808145,0.004360707666412589,2.771154990671592,39.457360701227145,2.6648943728024133
0.42,20.833132515807527,19.27382144447849,0.004454227835335795,2.839632369155603,39.444225128898935,2.7282677273792713
0.43,20.851851330267372,19.25819516533842,0.004547188687931707,2.9081493932991513,39.43109424511413,2.7915677600706097
0.44,20.87052109654927,19.24264188371096,0.0046395936295809065,2.9767058861031064,39.417968046451755,2.85479473907436
0.45,20.889142006114838,19.227161313765585,0.004731446046185058,3.045301671265872,39.40484652950328,2.9179489315457845
0.46,20.907714249675205,19.21175317078766,0.004822749304257496,3.113936573180953,39.391729690872545,2.981030603601104
0.47000000000000003,20.926238017194116,19.196417171173877,0.00491350675103416,3.182610416934096,39.378617527175685,3.0440400203217455
0.48,20.94471349789101,19.181153032427694,0.005003721714584532,3.251323028300428,39.365510035041055,3.106977445758598
0.49,20.963140880244133,19.165960473154787,0.0050933975039225785,3.3200742337416007,39.35240721110917,3.1698431429362612
0.5,20.98152035198806,19.150839213066522,0.005182537408869929,3.388863860408042,39.339309052032796,3.232637373849765
0.51,20.999852100125892,19.135788972962278,0.005271144700571593,3.4576917361277433,39.32621555447658,3.2953603994811265
0.52,21.018136310911814,19.12080947475449,0.005359222630693974,3.5265576894222415,39.313126715117676,3.3580124797758497
0.53,21.03637316988166,19.105900441424527,0.005446774432756399,3.5954615494785713,39.30004253064473,3.4205938736842807
0.54,21.0545628618438,19.0910615970357,0.005533803321699547,3.6644031461575985,39.28696299775824,3.483104839149365
0.55,21.072705570882185,19.076292666728786,0.005620312493994849,3.733382309991197,39.27388811317048,3.5455456331108564
0.56,21.090801480359435,19.06159337671752,0.005706305127753352,3.8023988721794284,39.260817873605404,3.607916511509501
0.5700000000000001,21.108850772919844,19.046963454284136,0.005791784382834029,3.8714526645877405,39.24775227579862,3.67021772929121
0.58,21.126853630492416,19.032402627774907,0.005876753400951564,3.9405435197441703,39.234691316497255,3.732449540411217
0.59,21.144810234258976,19.01791062664612,0.005961215304254263,4.009671270868598,39.22163499246106,3.794612197790979
0.6,21.162720764676276,19.00348718143209,0.006045173196267268,4.0788357518524485,39.20858330046166,3.8567059533481345
0.61,21.180585401531864,18.98913202366433,0.0061286301643169675,4.148036797207379,39.19553623728089,3.918731058072216
0.62,21.198404323909003,18.974844885922177,0.006211589277968297,4.217274242097469,39.182493799711864,3.980687761977207
0.63,21.216177710189495,18.96062550182863,0.006294053589123452,4.286547922336618,39.16945598455895,4.042576314105421
0.64,21.23390573805657,18.946473606046066,0.006376026132124362,4.355857674385866,39.156422788637705,4.104396962531495
0.65,21.251588584497807,18.932388934271973,0.006457509923854578,4.42520333535071,39.143394208774765,4.16614995436636
0.66,21.26922642580797,18.918371223234722,0.006538507963840584,4.494584742978455,39.13037024180784,4.227835535761204
0.67,21.286819437591923,18.90442021068934,0.006619023234352535,4.564001735655564,39.1173508845856,4.28945395191141
