t,y,x,z
0.0,1.0,1.0,1.0
0.01,1.0018015207340338,1.0011457210755665,0.9048850512967459
0.02,1.0036062868300324,1.0022928861404072,0.8188215899019453
0.03,1.0054143041339558,1.003441497206718,0.7409482667013112
0.04,1.0072255785023598,1.0045915562894714,0.6704857706197254
0.05,1.0090401158023496,1.0057430654063702,0.606728783245634
0.06,1.0108579219115985,1.0068960265778144,0.5490392242128346
0.07,1.012679002718365,1.0080504418268668,0.4968396885101428
0.08,1.0145033641215147,1.009206313179211,0.4496077386681234
0.09,1.0163310120305373,1.0103636426631064,0.40687064774809545
0.1,1.0181619523655665,1.0115224323093401,0.3682006800359357
0.11,1.0199961910573991,1.0126826841511682,0.3332107651460946
0.12,1.0218337340475143,1.0138444002242546,0.3015507336270388
0.13,1.0236745872880924,1.0150075825666014,0.2729037029592638
0.14,1.0255187567420352,1.0161722332184724,0.2469829433972475
0.15,1.027366248382984,1.017338354222307,0.22352901544637305
0.16,1.0292170681953396,1.0185059476226241,0.2023071708171986
0.17,1.031071222174282,1.0196750154659198,0.18310499817209086
0.18,1.0329287163257892,1.0208455598005475,0.1657302991105088
0.19,1.0347895566666567,1.022017582676592,0.150009169094447
0.2,1.0366537492245178,1.023191086145726,0.13578425050050047
0.21,1.0385213000378617,1.0243660722610537,0.12291316173421246
0.22,1.0403922151560538,1.0255425430769356,0.11126706781703168
0.23,1.042266500639356,1.0267205006488,0.10072939487899153
0.24,1.0441441625589456,1.0278999470329317,0.09119466531901799
0.25,1.046025206996934,1.0290808842862407,0.08256743550452172
0.26,1.0479096400463885,1.030263314466008,0.07476134522739099
0.27,1.0497974678113504,1.0314472396296086,0.06769825477240493
0.28,1.051688696406855,1.0326326618342039,0.06130745777497288
0.29,1.053583331958952,1.0338195831364088,0.05552497580620616
0.3,1.0554813806047256,1.0350080055919288,0.050292925698933365
0.31,1.0573828484923125,1.0361979312551597,0.045558928036361454
0.32,1.0592877417809237,1.0373893621787549,0.04127558014599388
0.33,1.0611960666408644,1.038582300413157,0.037400001349451685
0.34,1.0631078292535525,1.0397767480060853,0.033893384429682503
0.35000000000000003,1.06502303581154,1.0409727070019867,0.03072062158768567
0.36,1.0669416925185324,1.0421701794414429,0.02784994258677118
0.37,1.068863805589409,1.043369167360538,0.025252600600170743
0.38,1.0707893812502431,1.0445696727901748,0.022902584078867257
0.39,1.0727184257383218,1.045771697755346,0.020776358088985668
0.4,1.0746509453021662,1.046975244274375,0.018852626950510324
0.41000000000000003,1.0765869462015527,1.0481803143581037,0.017112120471056567
0.42,1.0785264347075316,1.0493869100090514,0.015537403324884642
0.43,1.0804694171024487,1.050595033220536,0.014112698746429514
0.44,1.0824158996799649,1.0518046859757786,0.012823732072570137
0.45,1.0843658887450771,1.0530158702469794,0.01165758612495183
0.46,1.0863193906141382,1.0542285879944275,0.010602573906267369
0.47000000000000003,1.0882764116148778,1.0554428411655805,0.009648119611857854
0.48,1.0902369580864222,1.0566586316942246,0.008784654810166609
0.49,1.0922010363793162,1.0578759614996494,0.008003520901652586
0.5,1.094168652855542,1.059094832485974,0.007296883853607689
0.51,1.0961398138885414,1.0603152465415238,0.006657654501955052
0.52,1.0981145258632343,1.0615372055384493,0.006079418921885978
0.53,1.100092795176042,1.062760711332468,0.005556373044621272
0.54,1.102074628234906,1.0639857657629543,0.005083265585243678
0.55,1.1040600314593096,1.06521237065324,0.004655344582104411
0.56,1.1060490112802985,1.0664405278113809,0.004268310641318311
0.5700000000000001,1.1080415741405012,1.0676702390312425,0.003918273154808949
0.58,1.1100377264941506,1.0689015060941451,0.003601712096702399
0.59,1.1120374748071045,1.0701343307709636,0.003315442239473527
0.6,1.1140408255568663,1.0713687148248414,0.0030565817322037387
0.61,1.1160477852326065,1.0726046600144876,0.002822522124575414
0.62,1.1180583603351832,1.0738421680980048,0.0026109040379355265
0.63,1.1200725573771642,1.0750812408374633,0.0024195924035725716
0.64,1.1220903828828461,1.0763218800038166,0.0022466550384424894
0.65,1.1241118433882773,1.077564087382582,0.0020903442686105635
0.66,1.1261369454412786,1.0788078647796828,0.0019490786313826145
0.67,1.1281656956014636,1.080053214027715,0.0018214264264741012
0.68,1.1301981004402615,1.0813001369926407,0.0017060932474412271
0.6900000000000001,1.1322341665409368,1.082548635578982,0.0016019066295566004
0.7000000000000001,1.1342739004986113,1.0837987117375107,0.0015078069015284459
0.71,1.1363173089202858,1.0850503674686287,0.001422834266774096
0.72,1.138364398424861,1.086303604829267,0.0013461209411570621
0.73,1.1404151756431589,1.087558425935225,0.0012768814049802508
0.74,1.142469647217944,1.0888148329647898,0.001214404853314879
0.75,1.1445278198039466,1.090072828160556,0.0011580483060369003
0.76,1.1465897000678813,1.0913324138286156,0.00110722956742571
0.77,1.148655294688471,1.0925935923404404,0.0010614228302491047
0.78,1.1507246103564677,1.0938563661274483,0.0010201512884742041
0.79,1.1527976537746742,1.09512073767954,0.0009829839093514585
0.8,1.1548744316579656,1.0963867095409157,0.0009495307974336528
0.81,1.1569549507333112,1.0976542843044435,0.000919438708666662
0.8200000000000001,1.1590392177397966,1.098923464605198,0.0008923886498890369
0.8300000000000001,1.1611272394286452,1.1001942531163735,0.0008680914458443283
0.84,1.1632190225632393,1.1014666525401293,0.0008462857398829767
0.85,1.1653145739191437,1.1027406656024645,0.0008267351162997417
0.86,1.167413900284126,1.1040162950486914,0.0008092252978360228
0.87,1.1695170084581799,1.1052935436333657,0.0007935627740667047
0.88,1.1716239052535458,1.106572414119307,0.0007795721637850867
0.89,1.1737345974947342,1.1078529092693332,0.0007670949517699019
0.9,1.175849092018547,1.1091350318427617,0.000755987744351978
0.91,1.1779673956740995,1.1104187845932938,0.0007461206014867354
0.92,1.1800895153228437,1.1117041702633845,0.0007373761515665915
0.93,1.1822154578385893,1.1129911915843116,0.0007296478792776073
0.9400000000000001,1.1843452301075263,1.114279851271734,0.0007228397190483496
0.9500000000000001,1.1864788390282477,1.1155701520240418,0.0007168650971136124
0.96,1.188616291511771,1.1168620965267233,0.000711645209055262
0.97,1.190757594481562,1.118155687446071,0.0007071086631964603
0.98,1.192902754873555,1.1194509274280622,0.0007031906441590848
0.99,1.1950517796361777,1.1207478191064129,0.000699833162859746
1.0,1.1972046757303725,1.1220463650964303,0.0006969834742625342
1.01,1.1993614501296181,1.123346567993898,0.0006945932460052812
1.02,1.2015221098199542,1.1246484303826365,0.0006926196315508304
1.03,1.2036866618000028,1.125951954831162,0.0006910238042007091
1.04,1.2058551130809902,1.127257143891778,0.0006897700828298382
1.05,1.2080274706867717,1.1285640001063337,0.0006888266692419938
1.06,1.210203741653853,1.1298725260053009,0.0006881647758350401
1.07,1.2123839330314123,1.1311827241073191,0.0006877578796218493
1.08,1.2145680518813249,1.1324945969216336,0.0006875823674986197
1.09,1.216756105278185,1.1338081469488674,0.0006876169711367697
1.1,1.2189481003093283,1.1351233766816746,0.0006878420622164601
1.11,1.2211440440748564,1.1364402886055422,0.0006882401832284156
1.12,1.2233439436876583,1.1377588851998175,0.0006887956411446892
1.1300000000000001,1.2255478062734335,1.1390791689388595,0.0006894938651870541
1.1400000000000001,1.2277556389707154,1.1404011422925606,0.0006903215666277388
1.1500000000000001,1.2299674489308956,1.1417248077259912,0.000691267348934677
1.16,1.2321832433182454,1.143050167701654,0.0006923205899313729
1.17,1.234403029309939,1.1443772246799644,0.00069347149408371
1.18,1.2366268140960783,1.145705981118566,0.0006947114148212897
1.19,1.2388546048797149,1.1470364394733534,0.0006960326236025724
1.2,1.2410864088768732,1.1483686022000172,0.0006974279172329061
1.21,1.2433222333165743,1.1497024717538686,0.0006988907263560243
1.22,1.24556208544086,1.1510380505888562,0.0007004153787179713
1.23,1.2478059725048156,1.1523753411599107,0.0007019965857801297
1.24,1.2500539017765924,1.1537143459230301,0.0007036294559546088
1.25,1.2523058805374332,1.1550550673342963,0.0007053096979781972
1.26,1.2545619160816948,1.1563975078505884,0.000707033496436158
1.27,1.2568220157168712,1.1577416699308125,0.0007087972891313105
1.28,1.259086186763656,1.1590875560360476,0.0007105977634432901
1.29,1.2613544365557803,1.1604351686267222,0.00071243230989011
1.3,1.2636267724403951,1.1617845101682436,0.0007142981319862143
1.31,1.2659032017777574,1.1631355831270116,0.0007161928662739908
1.32,1.2681837319414253,1.1644883899714757,0.0007181144301298824
1.33,1.2704683703182436,1.1658429331727083,0.0007200609272538638
1.34,1.2727571243083269,1.1671992152049377,0.0007220305597318597
1.35,1.2750500013250723,1.1685572385451817,0.0007240216885414254
1.36,1.2773470087952403,1.1699170056732295,0.0007260328435279749
1.37,1.27964815415922,1.1712785190715895,0.0007280627551352731
1.3800000000000001,1.281953444870581,1.1726417812255792,0.0007301103006135711
1.3900000000000001,1.2842628883962055,1.174006794623299,0.0007321745198437289
1.4000000000000001,1.2865764922163168,1.1753735617556509,0.0007342546147336088
1.41,1.2888942638250165,1.1767420851184278,0.0007363496432654324
1.42,1.2912162107299434,1.1781123672109897,0.0007384587133025831
1.43,1.2935423404519588,1.1794844105350326,0.0007405811628546937
1.44,1.2958726605253637,1.1808582175954363,0.0007427164360333925
1.45,1.2982071784980649,1.1822337909007,0.0007448640207759295
1.46,1.3005459019321068,1.1836111329643324,0.0007470232508010067
1.47,1.30288883840277,1.1849902463024964,0.0007491936413666929
1.48,1.305235995498838,1.186371133434702,0.000751374790492213
1.49,1.3075873806148235,1.1877537968289253,0.0007535656313377634
1.5,1.309943001917135,1.1891382391579561,0.0007557677304188673
1.51,1.3123028666151102,1.1905244628413583,0.0007579792795467099
1.52,1.3146669823916228,1.191912470423796,0.0007602001690605901
1.53,1.3170353569295472,1.193302264449934,0.000762430289299807
1.54,1.3194079979193907,1.1946938474667688,0.0007646695045742721
1.55,1.3217849130781407,1.1960872220293883,0.0007669175889012795
1.56,1.3241661101040931,1.1974823906871686,0.0007691743800340883
1.57,1.3265515966931785,1.1988793559887636,0.0007714397237909904
1.58,1.3289413805413273,1.2002781204828272,0.000773713465990278
1.59,1.3313354693459456,1.2016786867184284,0.0007759954533635417
1.6,1.3337338709257491,1.2030810572787816,0.0007782856077066553
1.61,1.336136593100222,1.2044852347473174,0.0007805838512912383
1.62,1.338543643629187,1.2058912216906736,0.0007828900694716019
1.6300000000000001,1.340955030272468,1.207299020675488,0.0007852041476020574
1.6400000000000001,1.343370760789888,1.2087086342683986,0.0007875259710369159
1.6500000000000001,1.345790842986401,1.2101200650486812,0.0007898554651252706
1.6600000000000001,1.3482152848234554,1.211533315639435,0.0007921926938995252
1.67,1.3506440941520166,1.2129483886328207,0.0007945376234835278
1.68,1.3530772788090777,1.214365286617086,0.0007968902076186621
1.69,1.3555148466316314,1.2157840121804786,0.0007992504000463117
1.7,1.357956805458474,1.217204567911756,0.000801618155176092
1.71,1.3604031632764073,1.2186269564415022,0.000803993482267528
1.72,1.3628539280731387,1.2200511804005565,0.0008063763909154423
1.73,1.3653091077636064,1.2214772423991944,0.0008087668637472401
1.74,1.367768710262749,1.2229051450476907,0.0008111648833903268
1.75,1.370232743485505,1.2243348909563208,0.0008135704324721073
1.76,1.3727012153928593,1.2257664827484152,0.0008159835005481577
1.77,1.3751741341054062,1.227199923092559,0.0008184041011893111
1.78,1.377651507631052,1.2286352146253858,0.0008208322310110617
1.79,1.3801333439634584,1.2300723599794914,0.0008232678844856427
1.8,1.382619651096287,1.2315113617874713,0.0008257110560852875
1.81,1.385110437025068,1.2329522226824503,0.0008281617405794113
1.82,1.3876057098964332,1.2343949453403655,0.0008306199567678041
1.83,1.3901054778575586,1.2358395324373077,0.000833085723536869
1.84,1.392609748981594,1.2372859866283943,0.0008355590480001661
1.85,1.3951185313416885,1.238734310568742,0.0008380399372712559
1.86,1.3976318330109918,1.240184506913468,0.0008405283984636988
1.87,1.4001496621099188,1.2416365783310852,0.0008430244434964765
1.8800000000000001,1.4026720269213466,1.2430905275361501,0.000845528100805693
1.8900000000000001,1.4051989356130794,1.2445463572106064,0.0008480393871282393
1.9000000000000001,1.4077303963385466,1.2460040700323236,0.0008505583177396049
1.9100000000000001,1.410266417251178,1.2474636686791714,0.0008530849079152797
1.92,1.4128070065063691,1.2489251558295766,0.0008556191730109034
1.93,1.4153521724140081,1.2503885342057615,0.0008581611346818722
1.94,1.4179019232837862,1.2518538065298919,0.000860710814575526
1.95,1.4204562673502112,1.253320975502821,0.0008632682312734839
1.96,1.4230152128477918,1.2547900438254025,0.0008658334033573644
1.97,1.4255787680110357,1.2562610141984898,0.0008684063494087865
1.98,1.4281469411703809,1.2577338893501087,0.0008709870898975993
