t,Z,Y
0.0,0.1,0.64
0.01,0.10003132211106222,0.6399670571619382
0.02,0.10005603114050106,0.6399379245395543
0.03,0.10007552886088655,0.6399118087162047
0.04,0.10009087708428371,0.6398881085210777
0.05,0.10010293455122403,0.6398663376352434
0.06,0.10011237381586026,0.6398461150712522
0.07,0.10011973086539568,0.6398271371211585
0.08,0.1001254394258672,0.6398091579524903
0.09,0.10012983878620224,0.6397919851859551
0.1,0.10013319996305578,0.6397754650902607
0.11,0.10013573613379186,0.6397594766781747
0.12,0.10013761670760914,0.6397439237424607
0.13,0.10013897710568231,0.6397287293207194
0.14,0.10013992699435809,0.6397138310340444
0.15,0.10014055079410196,0.6396991807988651
0.16,0.10014091629887056,0.6396847399474224
0.17,0.10014107728708828,0.6396704777490918
0.18,0.10014107617297763,0.6396563699093474
0.19,0.10014094767314062,0.6396423964936669
0.2,0.1001407169000155,0.6396285430070018
0.21,0.10014040672811585,0.6396147962228544
0.22,0.10014003351399475,0.6396011466067114
0.23,0.10013961155013976,0.6395875857940724
0.24,0.1001391510608899,0.6395741077252436
0.25,0.10013866075015015,0.6395607072026823
0.26,0.10013814696787907,0.6395473803629171
0.27,0.10013761512230816,0.6395341238771505
0.28,0.1001370694296752,0.6395209350926695
0.29,0.10013651328607266,0.6395078118223787
0.3,0.10013594964145688,0.6394947521321276
0.31,0.10013538036412048,0.6394817547030682
0.32,0.1001348076055496,0.6394688180552548
0.33,0.10013423245216228,0.6394559413144477
0.34,0.10013365570752114,0.6394431237672711
0.35000000000000003,0.10013307875737952,0.6394303642008585
0.36,0.10013250071364847,0.6394176633651906
0.37,0.1001319235605532,0.639405019371361
0.38,0.10013134745737527,0.6393924318970443
0.39,0.10013077244082792,0.6393799008679469
0.4,0.10013019879492108,0.6393674258576564
0.41000000000000003,0.10012962690290246,0.6393550062907638
0.42,0.10012905680265828,0.6393426420872843
0.43,0.10012848878593975,0.639330332620952
0.44,0.1001279229169285,0.6393180777539962
0.45,0.10012735925518673,0.6393058771893939
0.46,0.1001267978774288,0.6392937305445882
0.47000000000000003,0.10012623878992134,0.639281637737933
0.48,0.10012568202697843,0.6392695983085823
0.49,0.10012512759417612,0.6392576121806957
0.5,0.10012457550657501,0.639245679008022
0.51,0.10012402577498566,0.6392337985420207
0.52,0.10012347839653779,0.6392219705825596
0.53,0.1001229333618294,0.6392101944740762
0.54,0.1001223906701281,0.6391984701655068
0.55,0.10012185032143392,0.6391867976568513
0.56,0.10012131231574685,0.6391751769481095
0.5700000000000001,0.10012077665244024,0.6391636079645657
0.58,0.10012024332401952,0.6391520898126304
0.59,0.10011971232829854,0.6391406222316457
0.6,0.1001191836652773,0.6391292052216117
0.61,0.1001186573349558,0.6391178387825285
0.62,0.10011813346326628,0.6391065284173214
0.63,0.10011761172498171,0.6390952599143775
0.64,0.10011709231410175,0.639084041751001
0.65,0.10011657522550048,0.639072873703201
0.66,0.10011606045405196,0.6390617555469869
0.67,0.10011554799463025,0.6390506870583675
0.68,0.10011503783648626,0.6390396679335584
0.6900000000000001,0.10011452995475101,0.6390286976684079
0.7000000000000001,0.1001140243346284,0.639017775901703
0.71,0.100113520962077,0.639006902282939
0.72,0.10011301982276238,0.6389960764757294
0.73,0.10011252089696926,0.63898529840302
0.74,0.10011202416621774,0.6389745679282142
0.75,0.10011152961349752,0.63896388484389
0.76,0.10011103722179832,0.6389532489426257
0.77,0.10011054697931686,0.6389426600178065
0.78,0.10011005888077566,0.6389321178638291
0.79,0.10010957291480478,0.6389216222741456
0.8,0.1001090890699286,0.6389111730421922
0.81,0.10010860736562854,0.6389007699713378
0.8200000000000001,0.10010812781554068,0.6388904128630759
0.8300000000000001,0.10010765037776148,0.6388801015010792
0.84,0.1001071750433066,0.6388698356795831
0.85,0.10010670180319167,0.6388596151928229
0.86,0.10010623064843233,0.6388494398350338
0.87,0.10010576157004418,0.6388393094004513
0.88,0.10010529455904289,0.6388292236833107
0.89,0.1001048296064441,0.6388191824778474
0.9,0.10010436670823526,0.6388091856740316
0.91,0.10010390585610736,0.6387992330791026
0.92,0.1001034470384742,0.6387893244371959
0.93,0.10010299024664301,0.6387794595481625
0.9400000000000001,0.10010253547192109,0.6387696382118531
0.9500000000000001,0.1001020827056157,0.6387598602281187
0.96,0.10010163193903411,0.6387501253968103
0.97,0.10010118316348358,0.6387404335177786
0.98,0.1001007363702714,0.6387307843908746
0.99,0.1001002915498192,0.6387211779804312
1.0,0.10009984869367103,0.6387116140423225
1.01,0.10009940779335431,0.6387020923355117
1.02,0.10009896884013586,0.6386926126673665
1.03,0.10009853182528246,0.6386831748452545
1.04,0.1000980967400609,0.638673778676543
1.05,0.100097663575738,0.6386644239685996
1.06,0.10009723232358055,0.6386551105287916
1.07,0.10009680297485535,0.638645838164487
1.08,0.10009637552734432,0.6386366070352892
1.09,0.10009594996377667,0.6386274164869871
1.1,0.10009552627935958,0.6386182665399822
1.11,0.10009510446539832,0.6386091570037207
1.12,0.10009468451321415,0.6386000876885166
1.1300000000000001,0.10009426641414448,0.6385910584055532
1.1400000000000001,0.10009385015954274,0.6385820689668825
1.1500000000000001,0.10009343574077843,0.6385731191854253
1.16,0.10009302315035612,0.6385642088953672
1.17,0.10009261240625533,0.638555338395829
1.18,0.10009220347672183,0.6385465070799584
1.19,0.1000917963535012,0.6385377147698348
1.2,0.10009139102836373,0.6385289612885634
1.21,0.10009098749310444,0.6385202464602758
1.22,0.100090585739543,0.6385115701101295
1.23,0.10009018575952379,0.6385029320643077
1.24,0.1000897875449159,0.6384943321500198
1.25,0.1000893910876131,0.6384857701955012
1.26,0.10008899637953386,0.6384772460300134
1.27,0.10008860341262134,0.6384687594838436
1.28,0.1000882121788434,0.6384603103883051
1.29,0.10008782267019257,0.6384518985757374
1.3,0.10008743487868615,0.6384435238795056
1.31,0.10008704879636607,0.6384351861340013
1.32,0.10008666441529894,0.6384268851746415
1.33,0.10008628172757614,0.6384186208378697
1.34,0.10008590072531365,0.6384103929611551
1.35,0.10008552140065224,0.6384022013829931
1.36,0.10008514374575732,0.6383940459429047
1.37,0.10008476775281899,0.6383859264814374
1.3800000000000001,0.10008439341405208,0.6383778428401644
1.3900000000000001,0.10008402072169609,0.6383697948616849
1.4000000000000001,0.10008364970260769,0.6383617823541011
1.41,0.10008328032098122,0.6383538051909144
1.42,0.10008291256862448,0.6383458632183218
1.43,0.10008254643827377,0.6383379562826172
1.44,0.10008218192270091,0.6383300842311106
1.45,0.10008181901471305,0.6383222469121259
1.46,0.10008145770715286,0.6383144441750026
1.47,0.10008109799289838,0.6383066758700952
1.48,0.10008073986486313,0.6382989418487726
1.49,0.100080383315996,0.6382912419634192
1.5,0.10008002833928137,0.6382835760674342
1.51,0.10007967492773903,0.6382759440152319
1.52,0.10007932307442419,0.6382683456622413
1.53,0.10007897277242749,0.6382607808649065
1.54,0.10007862401487504,0.6382532494806865
1.55,0.10007827679492831,0.6382457513680555
1.56,0.10007793110578428,0.6382382863865024
1.57,0.10007758694067531,0.638230854396531
1.58,0.10007724429286921,0.6382234552596605
1.59,0.10007690315566921,0.6382160888384246
1.6,0.10007656352241398,0.6382087549963723
1.61,0.10007622538647762,0.6382014535980673
1.62,0.10007588874126964,0.6381941845090885
1.6300000000000001,0.10007555358543432,0.6381869470166192
1.6400000000000001,0.10007521990867342,0.6381797414093614
1.6500000000000001,0.10007488770405253,0.6381725676061084
1.6600000000000001,0.10007455696518756,0.6381654254692957
1.67,0.10007422768573158,0.6381583148621786
1.68,0.10007389985937486,0.6381512356488331
1.69,0.10007357347984479,0.6381441876941555
1.7,0.10007324854090598,0.6381371708638622
1.71,0.10007292503636023,0.6381301850244901
1.72,0.1000726029600465,0.6381232300433965
1.73,0.1000722823058409,0.6381163057887588
1.74,0.10007196306765678,0.6381094121295747
1.75,0.10007164523944462,0.6381025489356624
1.76,0.10007132881519208,0.6380957160776605
1.77,0.10007101378892401,0.6380889134270274
1.78,0.10007070015470246,0.6380821408560426
1.79,0.1000703879066266,0.6380753982378053
1.8,0.10007007703883285,0.6380686854462352
1.81,0.10006976754549472,0.6380620023560725
1.82,0.100069459420823,0.6380553488428773
1.83,0.10006915265906557,0.6380487247830304
1.84,0.10006884725450753,0.6380421300537328
1.85,0.10006854320147117,0.6380355645330059
1.86,0.10006824047572203,0.6380290275959939
1.87,0.100067939083319,0.6380225194382816
