t,L_CE
0.0,0.038
0.01,0.03794413129772988
0.02,0.037888531184334884
0.03,0.037833197533951375
0.04,0.037778127932822245
0.05,0.03772332121768683
0.06,0.037668774985300524
0.07,0.03761448693127251
0.08,0.037560454751211995
0.09,0.037506676140728154
0.1,0.037453148795430186
0.11,0.037399870410927294
0.12,0.03734683887224481
0.13,0.03729405303909928
0.14,0.03724151108827
0.15,0.03718921105319085
0.16,0.03713715096729568
0.17,0.037085328864018385
0.18,0.03703374277679283
0.19,0.036982390739052885
0.2,0.03693127095719503
0.21,0.03688038202853147
0.22,0.03682972217813841
0.23,0.036779289604735844
0.24,0.03672908250704376
0.25,0.03667909908378215
0.26,0.036629337533671
0.27,0.036579796055430325
0.28,0.036530474898157535
0.29,0.03648136827900651
0.3,0.03643247751644158
0.31,0.03638380085445643
0.32,0.036335336555930645
0.33,0.03628708290262973
0.34,0.03623903819520513
0.35000000000000003,0.03619120075451688
0.36,0.03614356915380996
0.37,0.03609614198703478
0.38,0.03604891772720422
0.39,0.03600189487284432
0.4,0.03595507194799427
0.41000000000000003,0.035908447502206425
0.42,0.03586202011054628
0.43,0.03581578837359249
0.44,0.03576975091743686
0.45,0.035723906393684356
0.46,0.03567825347945309
0.47000000000000003,0.03563279087737433
0.48,0.03558751731487516
0.49,0.03554243129387712
0.5,0.03549753132063421
0.51,0.03545281609189048
0.52,0.03540828432250176
0.53,0.03536393474543565
0.54,0.035319766111771525
0.55,0.03527577719070055
0.56,0.03523196676952563
0.5700000000000001,0.03518833365366147
0.58,0.035144876666634545
0.59,0.03510159465008311
0.6,0.03505848646375718
0.61,0.035015550985340434
0.62,0.0349727869240963
0.63,0.03493019297558499
0.64,0.03488776798843453
0.65,0.03484551082364445
0.66,0.03480342035458581
0.67,0.034761495467001156
0.68,0.03471973505900459
0.6900000000000001,0.034678138041081684
0.7000000000000001,0.03463670333608955
0.71,0.034595429879256796
0.72,0.03455431661818357
0.73,0.03451336251284149
0.74,0.03447256653557059
0.75,0.034431927613684736
0.76,0.03439144467145924
0.77,0.034351116691421275
0.78,0.034310942666616454
0.79,0.03427092160060887
0.8,0.03423105250748106
0.81,0.03419133441183406
0.8200000000000001,0.03415176634878731
0.8300000000000001,0.034112347363978786
0.84,0.034073076513564865
0.85,0.03403395286422042
0.86,0.03399497549313878
0.87,0.03395614348803173
0.88,0.0339174561539707
0.89,0.03387891194235535
0.9,0.03384051031831837
0.91,0.033802250380801924
0.92,0.03376413123890968
0.93,0.03372615201178709
0.9400000000000001,0.03368831182850175
0.9500000000000001,0.03365060982792367
0.96,0.03361304515860561
0.97,0.03357561697866336
0.98,0.033538324455656084
0.99,0.0335011667664666
1.0,0.03346414309718172
1.01,0.033427252604876674
1.02,0.033390494438914294
1.03,0.03335386779600388
1.04,0.03331737188039097
1.05,0.03328100590362596
1.06,0.03324476908440491
1.07,0.033208660648410236
1.08,0.033172679828151516
1.09,0.033136825862806196
1.1,0.03310109799806035
1.11,0.03306549548594944
1.12,0.03303001758469904
1.1300000000000001,0.03299466355856561
1.1400000000000001,0.032959432677677224
1.1500000000000001,0.03292432421787432
1.16,0.032889337460550463
1.17,0.03285447169249309
1.18,0.032819726205724216
1.19,0.03278510029734125
1.2,0.03275059326935964
1.21,0.03271620444482715
1.22,0.03268193315461819
1.23,0.032647778720745785
1.24,0.03261374046998407
1.25,0.03257981773372409
1.26,0.03254600984782971
1.27,0.0325123161524934
1.28,0.032478735992092105
1.29,0.03244526871504309
1.3,0.032411913673659754
1.31,0.032378670224007526
1.32,0.032345537725759654
1.33,0.03231251554205308
1.34,0.032279603039344296
1.35,0.03224679958726513
1.36,0.03221410455847865
1.37,0.032181517328534984
1.3800000000000001,0.032149037275727155
1.3900000000000001,0.03211666378094693
1.4000000000000001,0.032084396227874706
1.41,0.03205223409486535
1.42,0.03202017686327826
1.43,0.03198822395515944
1.44,0.03195637479692735
1.45,0.0319246288193068
1.46,0.03189298545726274
1.47,0.03186144414993413
1.48,0.03183000434056776
1.49,0.03179866547645206
1.5,0.03176742700885102
1.51,0.0317362883929379
1.52,0.03170524908772919
1.53,0.031674308556018355
1.54,0.03164346626430973
1.55,0.03161272168275231
1.56,0.03158207428507361
1.57,0.031551523548513524
1.58,0.0315210689537581
1.59,0.031490709984873425
1.6,0.03146044612949417
1.61,0.031430276901119714
1.62,0.031400201813290944
1.6300000000000001,0.031370220370293696
1.6400000000000001,0.03134033208003186
1.6500000000000001,0.031310536453979035
1.6600000000000001,0.03128083300713005
1.67,0.031251221257952586
1.68,0.031221700728338797
1.69,0.03119227094355685
1.7,0.031162931432202542
1.71,0.031133681726150893
1.72,0.03110452136050774
1.73,0.03107544987356132
1.74,0.031046466806733855
1.75,0.03101757170453317
1.76,0.030988764114504255
1.77,0.03096004358718088
1.78,0.03093140967603717
1.79,0.03090286193743921
1.8,0.030874399930926378
1.81,0.03084602323345151
1.82,0.030817731420928446
1.83,0.030789524065326507
1.84,0.030761400741613334
1.85,0.03073336102771735
1.86,0.030705404504490205
1.87,0.030677530755669213
1.8800000000000001,0.030649739367839816
1.8900000000000001,0.030622029930398025
1.9000000000000001,0.03059440203551287
1.9100000000000001,0.030566855278088848
1.92,0.030539389255728366
1.93,0.030512003568694195
1.94,0.03048469781987193
1.95,0.0304574716147324
1.96,0.03043032456129417
1.97,0.03040325627008594
1.98,0.030376266354109026
1.99,0.030349354428799793
2.0,0.030322520112225294
2.0100000000000002,0.03029576303104973
2.02,0.030269082812015017
2.0300000000000002,0.030242479081781463
2.04,0.030215951469399656
2.05,0.03018949960627736
2.06,0.030163123126146413
2.07,0.030136821665029616
2.08,0.030110594861207644
2.09,0.030084442355185922
2.1,0.030058363789661542
2.11,0.030032358809490144
2.12,0.030006427061652817
2.13,0.029980568195222997
2.14,0.029954781861333355
2.15,0.029929067713142715
2.16,0.02990342540580292
2.17,0.029877854596425755
2.18,0.029852354944049815
2.19,0.029826926109607434
2.2,0.02980156775812287
2.21,0.029776279595229667
2.22,0.029751061307641984
2.23,0.029725912570295315
2.24,0.02970083306017753
2.25,0.029675822456302074
2.2600000000000002,0.0296508804396812
2.27,0.029626006693299144
2.2800000000000002,0.02960120090208535
2.29,0.029576462752887663
2.3000000000000003,0.029551791934445553
2.31,0.0295271881373633
2.32,0.029502651054083208
2.33,0.029478180378858812
2.34,0.02945377580772808
2.35,0.02942943703848663
2.36,0.02940516377066092
2.37,0.029380955705481448
2.38,0.029356812545855995
2.39,0.02933273399634279
2.4,0.029308719763123724
2.41,0.029284769553977578
2.42,0.029260883078253204
2.43,0.029237060046842737
2.44,0.029213300172154812
2.45,0.029189603168087754
2.46,0.029165968750002793
2.47,0.02914239663469726
2.48,0.02911888654037781
2.49,0.029095438186633606
2.5,0.029072051294409543
2.5100000000000002,0.029048725585979443
2.52,0.029025460784919268
2.5300000000000002,0.02900225662678492
2.54,0.02897911289356773
2.5500000000000003,0.02895602932758903
2.56,0.028933005665915956
2.57,0.028910041647190847
2.58,0.028887137011612298
2.59,0.028864291500916288
2.6,0.028841504858357223
2.61,0.02881877682868906
2.62,0.02879610715814636
2.63,0.028773495594425404
2.64,0.02875094188666526
2.65,0.028728445785428876
2.66,0.028706007042684167
2.67,0.028683625411785093
2.68,0.028661300647452762
2.69,0.0286390325057565
2.7,0.028616820744094943
2.71,0.02859466512117713
2.72,0.028572565397003574
2.73,0.028550521332847363
2.74,0.02852853269123524
2.75,0.028506599235928694
2.7600000000000002,0.02848472073190503
2.77,0.028462896945338483
2.7800000000000002,0.02844112764358127
2.79,0.02841941259514472
2.8000000000000003,0.028397751569680312
2.81,0.028376144337960797
2.82,0.028354590671861267
2.83,0.02833309034434025
2.84,0.02831164312942079
2.85,0.028290248802171535
2.86,0.028268907153537116
2.87,0.028247617992019178
2.88,0.028226381101532368
2.89,0.028205196266515752
2.9,0.02818406327261351
2.91,0.028162981906660906
2.92,0.028141951956670273
2.93,0.028120973211816985
2.94,0.028100045462425446
2.95,0.028079168499955065
2.96,0.02805834211698624
2.97,0.028037566107206327
2.98,0.028016840265395637
2.99,0.027996164387413407
3.0,0.027975538270183776
3.0100000000000002,0.027954961711681773
3.02,0.027934434510919294
3.0300000000000002,0.027913956467931076
3.04,0.027893527383760695
3.0500000000000003,0.02787314706044652
3.06,0.02785281530100772
3.0700000000000003,0.027832531909430216
3.08,0.027812296690652688
3.09,0.027792109450552546
3.1,0.027771969995931893
3.11,0.027751878134503534
3.12,0.02773183367487693
3.13,0.027711836426544196
3.14,0.027691886199866077
3.15,0.02767198280605792
3.16,0.027652126057175656
3.17,0.027632315766101794
3.18,0.027612551746668598
3.19,0.027592833834779947
3.2,0.0275731618640372
3.21,0.027553535654777254
3.22,0.027533955028300257
3.23,0.02751441980685966
3.24,0.02749492981365221
3.25,0.027475484872807977
3.2600000000000002,0.02745608480938038
3.27,0.02743672944933621
3.2800000000000002,0.027417418619545633
3.29,0.02739815214777223
3.3000000000000003,0.027378929862663003
3.31,0.027359751593738407
3.3200000000000003,0.027340617171382357
3.33,0.02732152642683226
3.34,0.027302479192169028
3.35,0.027283475300307104
3.36,0.027264514584984478
3.37,0.027245596880752704
3.38,0.027226722022966932
3.39,0.027207889847775914
3.4,0.027189100192112035
3.41,0.02717035289368133
3.42,0.027151647790953498
3.43,0.02713298472315193
3.44,0.027114363530243733
3.45,0.027095784052929738
3.46,0.027077246132634524
3.47,0.027058749611496447
3.48,0.02704029433235765
3.49,0.02702188013875409
3.5,0.02700350687490555
3.5100000000000002,0.026985174387166643
3.52,0.02696688253867707
3.5300000000000002,0.026948631182895068
3.54,0.026930420169460928
3.5500000000000003,0.02691224934878215
3.56,0.026894118572026077
3.5700000000000003,0.026876027691112494
3.58,0.026857976558706243
3.59,0.02683996502820983
3.6,0.026821992953756042
3.61,0.026804060190200554
3.62,0.02678616659311454
3.63,0.026768312018777284
3.64,0.026750496324168788
3.65,0.02673271936696239
3.66,0.026714981005517367
3.67,0.02669728109887155
3.68,0.026679619506733934
3.69,0.026661996089477284
3.7,0.026644410708130756
3.71,0.026626863224372504
3.72,0.026609353500522275
3.73,0.02659188139953405
3.74,0.026574446784988628
3.75,0.02655704952108625
3.7600000000000002,0.026539689472639204
3.77,0.026522366505064444
3.7800000000000002,0.02650508048437619
3.79,0.026487831277178544
3.8000000000000003,0.026470618750658103
3.81,0.026453442772576566
3.8200000000000003,0.02643630321126335
3.83,0.02641919993560819
3.84,0.02640213281824556
3.85,0.02638510174198483
3.86,0.02636810658035363
3.87,0.02635114720639357
3.88,0.026334223493763916
3.89,0.026317335316735996
3.9,0.026300482550187677
3.91,0.026283665069597763
3.92,0.026266882751040447
3.93,0.026250135471179742
3.94,0.0262334231072639
3.95,0.026216745537119873
3.96,0.026200102639147713
3.97,0.026183494292315035
3.98,0.026166920376151433
3.99,0.026150380770742918
4.0,0.026133875356726354
4.01,0.026117404015283886
4.0200000000000005,0.026100966628137382
4.03,0.026084563077542856
4.04,0.026068193246284906
4.05,0.02605185701767115
4.0600000000000005,0.02603555427552666
4.07,0.026019284904188388
4.08,0.026003048788499603
4.09,0.025986845813804327
4.1,0.025970675865941772
4.11,0.02595453883124076
4.12,0.02593843459651417
4.13,0.025922363049053362
4.14,0.02590632407662262
4.15,0.025890317567453573
4.16,0.02587434341023964
4.17,0.025858401500545466
4.18,0.025842491738401547
4.19,0.025826614015413564
4.2,0.02581076822359469
4.21,0.02579495425544994
4.22,0.025779172003971507
4.23,0.02576342136263409
4.24,0.025747702225390218
4.25,0.025732014486665577
4.26,0.025716358041354345
4.2700000000000005,0.02570073278481451
4.28,0.02568513861286321
4.29,0.02566957542177205
4.3,0.02565404310826244
4.3100000000000005,0.0256385415695009
4.32,0.02562307070309442
4.33,0.025607630407085778
4.34,0.025592220579948845
4.3500000000000005,0.025576841120583938
4.36,0.025561491928313147
4.37,0.02554617290287565
4.38,0.02553088394442305
4.39,0.02551562495351469
4.4,0.025500395831113007
4.41,0.025485196478578834
4.42,0.02547002679766674
4.43,0.025454886690520352
4.44,0.025439776059667695
4.45,0.025424694808016502
4.46,0.025409642838849555
4.47,0.02539462005582002
4.48,0.025379626362946738
4.49,0.025364661664609604
4.5,0.025349725865544865
4.51,0.02533481887084044
4.5200000000000005,0.02531994058593127
4.53,0.025305090916594643
4.54,0.025290269768945505
4.55,0.0252754770494318
4.5600000000000005,0.025260712664829797
4.57,0.025245976522239418
4.58,0.02523126853471382
4.59,0.025216588628989817
4.6000000000000005,0.025201936716688633
4.61,0.025187312708523975
4.62,0.0251727165155999
4.63,0.02515814804940756
4.64,0.0251436072218219
4.65,0.025129093945098414
4.66,0.025114608131869845
4.67,0.025100149695142914
4.68,0.025085718548295055
4.69,0.025071314605071126
4.7,0.02505693777958014
4.71,0.02504258798629199
4.72,0.02502826514003417
4.73,0.02501396915598849
4.74,0.02499969994968783
4.75,0.024985457437012828
4.76,0.02497124153418863
4.7700000000000005,0.0249570521577816
4.78,0.02494288922469606
4.79,0.02492875265217099
4.8,0.024914642357776767
4.8100000000000005,0.0249005582594119
4.82,0.024886500275299733
4.83,0.02487246832398518
4.84,0.02485846232433145
4.8500000000000005,0.024844482195516757
4.86,0.024830527857031076
4.87,0.02481659922867284
4.88,0.024802696230545658
4.89,0.024788818783055073
4.9,0.02477496680690525
4.91,0.02476114022309573
4.92,0.024747338952918134
4.93,0.024733562917952884
4.94,0.024719812040065955
4.95,0.02470608624140557
4.96,0.024692385444398935
4.97,0.02467870957174897
4.98,0.024665058546431022
4.99,0.02465143229319049
5.0,0.02463783074702762
5.01,0.024624253835216114
5.0200000000000005,0.024610701483184838
5.03,0.024597173616672147
5.04,0.024583670161723425
5.05,0.024570191044688647
5.0600000000000005,0.024556736192219947
5.07,0.02454330553126915
5.08,0.024529898989085353
5.09,0.024516516493212452
5.1000000000000005,0.024503157971486726
5.11,0.024489823352034375
5.12,0.024476512563269073
5.13,0.024463225533889535
5.14,0.02444996219287707
5.15,0.02443672246949313
5.16,0.024423506293276866
5.17,0.024410313594042693
5.18,0.02439714430187783
5.19,0.024383998347139876
5.2,0.024370875660454344
5.21,0.024357776172712224
5.22,0.02434469981506755
5.23,0.024331646518934935
5.24,0.024318616215987146
5.25,0.02430560883815264
5.26,0.024292624317613143
5.2700000000000005,0.02427966258680118
5.28,0.02426672357839765
5.29,0.024253807225329365
5.3,0.024240913460766626
5.3100000000000005,0.02422804221812076
5.32,0.024215193431041677
5.33,0.024202367033415443
5.34,0.02418956295936181
5.3500000000000005,0.02417678114323179
5.36,0.024164021519605203
5.37,0.02415128402328824
5.38,0.024138568589311002
5.39,0.024125875152925073
5.4,0.02411320364989148
5.41,0.024100554023574437
5.42,0.024087926214029217
