t,Vv,Vm,H
0.0,0.0,0.0,15.0
0.01,-17.384847466253845,0.8791895075505319,14.99880498514794
0.02,-18.65232477856752,0.9829634683366428,15.000505166091035
0.03,-18.71950573403192,0.9866520913719002,15.002351832972831
0.04,-18.7220729035262,0.9867893171215676,15.004202172416623
0.05,-18.7216635155199,0.9867924771010819,15.00605099454281
0.06,-18.721085421426736,0.9867901816498399,15.007898101667847
0.07,-18.720458700974998,0.9867874827356867,15.009743486585943
0.08,-18.719788387403657,0.9867845841219799,15.011587149716402
0.09,-18.719074662324648,0.9867814928526241,15.013429091628055
0.1,-18.718317550536565,0.9867782096605552,15.015269313134501
0.11,-18.717517056630694,0.9867747343877779,15.017107815535901
0.12,-18.716673177633524,0.9867710670949019,15.0189445981532
0.13,-18.715785919206184,0.9867672074168699,15.02077966232462
0.14,-18.71485528442851,0.9867631551550783,15.022613008778197
0.15,-18.71388127055358,0.9867589104866623,15.024444636864596
0.16,-18.71286389264154,0.9867544726527983,15.026274549272756
0.17,-18.71180314493362,0.9867498419436487,15.028102744974468
0.18,-18.710699037532553,0.9867450179198237,15.029929225867944
0.19,-18.709551589684672,0.9867399997378844,15.031753995560761
0.2,-18.70836078310844,0.9867347881989893,15.033577050626185
0.21,-18.70712661780385,0.9867293833031384,15.035398391064218
0.22,-18.70584909377091,0.9867237850503316,15.037218016874858
0.23,-18.704528211009617,0.9867179934405692,15.039035928058107
0.24,-18.70316405477946,0.9867120050473018,15.040852133609704
0.25,-18.701756568918373,0.9867058221276634,15.042666627603982
0.26,-18.70030575187711,0.9866994447439178,15.04447940987748
0.27,-18.698811603655663,0.986692872896065,15.046290480430198
0.28,-18.697274124254037,0.9866861065841049,15.048099839262134
0.29,-18.69569335965508,0.9866791440799348,15.049907490840358
0.3,-18.694069314740812,0.9866719852000808,15.051713435639137
0.31,-18.69240196844883,0.9866646307360991,15.053517671612338
0.32,-18.690691320779134,0.9866570806879897,15.055320198759961
0.33,-18.688937412357184,0.9866493335879519,15.057121019556087
0.34,-18.6871402930861,0.9866413876329824,15.058920137039811
0.35000000000000003,-18.685299915881185,0.9866332445242545,15.060717548343682
0.36,-18.683416280742442,0.9866249042617683,15.0625132534677
0.37,-18.681489297803342,0.986616369934077,15.064307246705216
0.38,-18.679519318174485,0.986607629474132,15.066099550352233
0.39,-18.67750609167572,0.9865986914801812,15.06789014852197
0.4,-18.67544962774048,0.9865895556280145,15.069679041813464
0.41000000000000003,-18.673349935802186,0.986580221593422,15.071466230825747
0.42,-18.671207085643115,0.9865706870823221,15.073251718919744
0.43,-18.66902106340747,0.9865609525306978,15.075035505628648
0.44,-18.66679188133392,0.986551017522772,15.07681759167988
0.45,-18.664519554483405,0.9865408815506446,15.078597977930018
0.46,-18.662204097916856,0.9865305441064156,15.080376665235642
0.47000000000000003,-18.65984552792318,0.9865200047209359,15.082153653464886
0.48,-18.65744385939777,0.9865092628810812,15.083928943607583
0.49,-18.654999107309504,0.9864983180760465,15.085702536594418
0.5,-18.6525112868591,0.9864871698023427,15.087474433169453
0.51,-18.649980413247274,0.986475817556481,15.089244634076756
0.52,-18.647406474457906,0.9864642617900631,15.091013139178852
0.53,-18.644789479631807,0.9864525022122539,15.092779949023527
0.54,-18.64212945067572,0.9864405380842369,15.094545064572053
