t,GH,SRIF_PeV,GHRH,ghr_GHRH,SRIF_ArC
0.0,0.0,0.0,0.0,0.0,0.0
0.01,6.549585406278057,28.687145856196672,449.065376662116,0.0,6.322491991185125
0.02,10.045524043057075,108.47502345544338,314.9777642955407,0.0,14.144432864408428
0.03,10.612126443315088,186.6724507762445,211.22962683239487,0.0,16.71034325718953
0.04,10.495438856522423,248.59946341564378,141.6043076183138,0.0,16.08379171443425
0.05,10.26264875281743,295.1619784418517,94.9247243102473,0.0,14.04272694135349
0.06,10.01109143587768,329.26663267164355,63.63236366636271,0.0,11.65009156953207
0.07,9.758419660054189,353.54756152780493,42.655679495394295,0.0,9.40071673777786
0.08,9.509130670922294,370.1355719040951,28.59422638081278,0.0,7.469954831769185
0.09,9.26495688471757,380.71785526271117,19.168371397717586,0.0,5.88471178497394
0.1,9.02676402178969,386.6236420430401,12.849942467927617,0.0,4.613234751413646
0.11,8.795032663018665,388.8988267113061,8.614537980976518,0.0,3.6063827607621346
0.12,8.570036185189407,388.36635632348634,5.775463539061553,0.0,2.8147650844826537
0.13,8.351925690809239,385.6741701926806,3.8724055833597006,0.0,2.194888889750806
0.14,8.140776459522197,381.33298104534117,2.5968026754270173,0.0,1.7106166647156191
0.15,7.936615347775596,375.74594102857253,1.7418183660147337,0.0,1.3327853156616551
0.16,7.739437776566895,369.2318843379613,1.1688060982414157,0.0,1.0382243596213312
0.17,7.549218649558655,362.04351091449985,0.7848294665809178,0.0,0.8086826274460502
0.18,7.365919548487757,354.38159808522505,0.527593324510874,0.0,0.6298535182601189
0.19,7.189493540381612,346.4060999114424,0.35534268437234384,0.0,0.4905534308912173
0.2,7.019888386316497,338.24481147689676,0.24009167561396885,0.0,0.3820538650035488
0.21,6.857048634719991,330.0001300645953,0.16308472395185838,0.0,0.2975486496256997
0.22,6.700916903258223,321.7543301973309,0.11175408353292061,0.0,0.23173335250765487
0.23,6.551434546119746,313.5736789731398,0.07768035866791494,0.0,0.18047517687125295
0.24,6.408541837973724,305.5116469046918,0.05522536151539695,0.0,0.14055473145141498
0.25,6.272177765784659,297.6114136260793,0.040615645158113126,0.0,0.10946440689644989
0.26,6.142279495586049,289.90782413157007,0.03132807765148968,0.0,0.08525111937451248
0.27,6.018781567696189,282.42891698326713,0.02567786729709996,0.0,0.06639373526068094
0.28,5.9016148673968205,275.19711923128017,0.02254225084555826,0.0,0.05170756251469672
0.29,5.790705416548289,268.2301819547776,0.02117508100599008,0.0,0.0402699475796136
0.3,5.685973033443248,261.5419141195719,0.021082300797642103,0.0,0.031362320593766695
0.31,5.587329912177549,255.14275983243988,0.021938193574611978,0.0,0.024425055906293642
0.32,5.494679177859513,249.04025428726686,0.023528933288504097,0.0,0.019022315542394808
0.33,5.4079134790590775,243.23938612082253,0.025714410946440294,0.0,0.014814667905092836
0.34,5.326913682918487,237.74288799672541,0.028402314573224417,0.0,0.011537763762519129
0.35000000000000003,5.251547740560265,232.55147272241723,0.03153043096671387,0.0,0.008985728650400917
0.36,5.1816697896441175,227.66402866804117,0.03505450240600013,0.0,0.006998227556588658
0.37,5.117119556464218,223.07778544032234,0.0389398788185413,0.0,0.005450391938369045
0.38,5.057722111652994,218.78845862074397,0.04315580400143913,0.0,0.004244975056049938
0.39,5.003288021240593,214.7903806133969,0.04767158175981652,0.0,0.0033062416455953633
0.4,4.953613918198606,211.07662313450498,0.052454134040049394,0.0,0.0025752095284451147
0.41000000000000003,4.908483500738983,207.63911565151528,0.05746662713645604,0.0,0.0020059438243508806
0.42,4.867668942942159,204.46876294601424,0.06266794396643738,0.0,0.0015626728240463856
0.43,4.830932677078707,201.55556400338526,0.06801282611664608,0.0,0.0012175335772623313
0.44,4.79802950046567,198.8887334137645,0.07345256797209027,0.0,0.0009488276493267821
0.45,4.768708928071415,196.45682591032505,0.07893610395270073,0.0,0.0007396575446607951
0.46,4.7427177032223105,194.24786349119339,0.0844113713627499,0.0,0.000576861394568265
0.47000000000000003,4.7198023808023315,192.24946427900022,0.08982682433080416,0.0,0.00045018706955320066
0.48,4.699711888547654,190.4489717173216,0.09513296725708238,0.0,0.0003516501748861597
0.49,4.682199975434506,188.833582139413,0.10028379225674129,0.0,0.0002750304000814193
0.5,4.667027472097424,187.39046865227937,0.10523803546043908,0.0,0.00021548217223550865
0.51,4.653964300146459,186.10689929489027,0.10996017140548549,0.0,0.00016922975770687835
0.52,4.64279117977859,184.97034727209697,0.11442110611804415,0.0,0.00013333115064605112
0.53,4.6333010104510155,183.96859156123796,0.11859855200393227,0.0,0.00010549336623630866
0.54,4.625299907450521,183.0898062333605,0.12247708853543376,0.0,8.392931166045329e-05
0.55,4.618607899910213,182.32263733121604,0.1260479452094884,0.0,6.724601285784563e-05
0.56,4.613059309435167,181.6562667235156,0.12930854898138408,0.0,5.435759739338886e-05
0.5700000000000001,4.6085028331120865,181.08046249291976,0.13226189072140448,0.0,4.441761076155661e-05
0.58,4.604801367509944,180.58561605119647,0.13491576836914249,0.0,3.676631316950154e-05
0.59,4.6018316116938305,180.16276650384154,0.13728196111727256,0.0,3.088954738066516e-05
0.6,4.599483500686546,179.80361297555945,0.13937539793835282,0.0,2.6387057447739325e-05
0.61,4.597659477150363,179.50051632192705,0.14121331961076036,0.0,2.2946813228793907e-05
0.62,4.5962737047665705,179.2464909926771,0.14281454662418755,0.0,2.0326397921192787e-05
0.63,4.595251178498105,179.0351888610021,0.14419877558916255,0.0,1.8337269110596977e-05
0.64,4.594526816610044,178.86087592892673,0.14538599579220507,0.0,1.6832986777611084e-05
0.65,4.594044565494593,178.71840433039597,0.14639600969727146,0.0,1.570016788261059e-05
0.66,4.5937564750414905,178.60317914433952,0.14724801574871207,0.0,1.4850928227504725e-05
0.67,4.593621838959042,178.51112290821104,0.14796032230885084,0.0,1.4217404187891503e-05
0.68,4.593606370973737,178.43863842257701,0.14855012961004777,0.0,1.374732716419117e-05
0.6900000000000001,4.593681423879321,178.3825703786814,0.14903337815796588,0.0,1.340050376231645e-05
0.7000000000000001,4.593823268770211,178.34016672933282,0.1494246759787293,0.0,1.3146142546712036e-05
0.71,4.594012448115543,178.3090418705843,0.14973726086898237,0.0,1.2960743903824316e-05
0.72,4.594233173584467,178.2871399204672,0.14998301364815006,0.0,1.2826438322271647e-05
0.73,4.5944727967479215,178.2727004515799,0.15017249924913703,0.0,1.2729713042923252e-05
0.74,4.594721324582682,178.26422535334748,0.15031503088894133,0.0,1.2660387205577491e-05
0.75,4.594971001727467,178.2604484927554,0.15041875217400077,0.0,1.2610847895805392e-05
0.76,4.595215934049835,178.2603069364953,0.15049072898896473,0.0,1.2575434569071116e-05
0.77,4.595451791882717,178.2629171795102,0.15053703644530533,0.0,1.2550004518052241e-05
0.78,4.595675506539693,178.2675497988435,0.15056285832934735,0.0,1.253152268167553e-05
0.79,4.595884976929509,178.2736040370722,0.1505725970189837,0.0,1.2517701755335276e-05
0.8,4.596078992194185,178.2805977147712,0.1505699464958828,0.0,1.2507034586561883e-05
0.81,4.596256973371656,178.28814436196762,0.15055798904105547,0.0,1.2498456837333985e-05
0.8200000000000001,4.596418840247289,178.2959394174131,0.15053926296959913,0.0,1.2491221099547028e-05
0.8300000000000001,4.596564890668104,178.3037472021069,0.15051583050100925,0.0,1.2484791275351397e-05
0.84,4.596695710332977,178.31138930317596,0.15048936761243617,0.0,1.2478860970100537e-05
0.85,4.596812081185631,178.31873438649572,0.1504612142270625,0.0,1.2473243003044513e-05
0.86,4.596914921353266,178.32569025780646,0.1504324119613964,0.0,1.2467821752610385e-05
0.87,4.597005227318268,178.33219581728542,0.1504037663801054,0.0,1.246254648603791e-05
0.88,4.597084033071465,178.3382149013791,0.1503758836823306,0.0,1.2457402612043328e-05
0.89,4.59715237718066,178.34373086457046,0.15034920607373436,0.0,1.2452397431804447e-05
0.9,4.597211285187747,178.34874337980642,0.15032403430090593,0.0,1.2447552667059543e-05
0.91,4.597261739138988,178.3532628375246,0.15030056644737255,0.0,1.2442891635838236e-05
0.92,4.597304670460835,178.35730803089024,0.15027891450906744,0.0,1.2438437592641842e-05
0.93,4.597340953145984,178.36090405381304,0.15025912046782652,0.0,1.243421199163024e-05
0.9400000000000001,4.597371397118071,178.3640799863885,0.1502411740313765,0.0,1.2430232687580122e-05
0.9500000000000001,4.597396744913913,178.36686702891953,0.1502250277078737,0.0,1.2426511981707454e-05
0.96,4.5974176732991,178.36929777008967,0.15021060315259246,0.0,1.2423057429307267e-05
0.97,4.5974347915441935,178.37140468581143,0.15019780334759197,0.0,1.2419871146506337e-05
0.98,4.597448646162511,178.37321985243432,0.15018651635656904,0.0,1.2416951030715606e-05
0.99,4.597459719450747,178.37477288399592,0.15017663238105872,0.0,1.2414289984009244e-05
1.0,4.597468442838819,178.37609311388454,0.15016802927497355,0.0,1.241187988617215e-05
