t,T_star,VI,VNI
0.0,0.0,216000.0,0.0
0.01,8657.560149599158,209469.555225808,16346.737575918052
0.02,17011.053322435866,203136.54891898687,63961.30683636373
0.03,25069.879392283707,196995.01181554384,140780.422061782
0.04,32843.153030117246,191039.15512362137,244837.74833221536
0.05,40339.712332147465,185263.3650669302,374259.9211753054
0.06,47568.12718665557,179662.19759335762,527262.7184454775
0.07,54536.70738739033,174230.37324384006,702147.3790594102
0.08,61253.51050102439,168962.77217675996,897297.0633048745
0.09,67726.34950000918,163854.4293406965,1111173.4467731125
0.1,73962.80016014121,158900.52979596463,1342313.4485486047
0.11,79970.20824050186,154096.4041737739,1589326.0812038477
0.12,85755.6964366842,149437.52427875245,1850889.4292941021
0.13,91326.17113364751,144919.49881818026,2125747.7377330735
0.14,96688.32894878816,140538.0692638821,2412708.6170178265
0.15,101848.66307908883,136289.1058380153,2710640.3556772494
0.16,106813.46945598703,132168.60362044937,3018469.337529505
0.17,111588.85271375401,128172.67877407574,3335177.5599916237
0.18,116180.73197799241,124297.56488386878,3659800.248896163
0.19,120594.84647849837,120539.60940701312,3991423.567190247
0.2,124836.76099136102,116895.27023101605,4329182.414380188
0.21,128911.87112113532,113361.11233295269,4672258.308868891
0.22,132825.4084230508,109933.80453986772,5019877.353933784
0.23,136582.4453573396,106610.11639533957,5371308.294258739
0.24,140187.9001071726,103386.9151122953,5725860.638946291
0.25,143646.54125422772,100261.16261585467,6082882.856405161
0.26,146962.99230226706,97229.91268228913,6441760.649218493
0.27,150141.73606378143,94290.30816457301,6801915.297843177
0.28,153187.1189193307,91439.57829843879,7162802.066780533
0.29,156103.35494375476,88675.03609261953,7523908.677652499
0.3,158894.52992728597,85994.07578555333,7884753.8278664425
0.31,161564.60524210279,83394.17039982617,8244885.795373187
0.32,164117.42160780323,80872.86936053571,8603881.087117482
0.33,166556.70275275322,78427.7961795014,8961343.134417236
0.34,168886.0589523732,76056.64621729565,9316901.051129479
0.35000000000000003,171108.99045903175,73757.18451382018,9670208.4435358
0.36,173228.89083571173,71527.24367973467,10020942.262710398
0.37,175249.05018807616,69364.72185213518,10368801.704389175
0.38,177172.6582926706,67267.58071591333,10713507.15929797
0.39,179002.8076354895,65233.8435817998,11054799.202422438
0.4,180742.49635965526,63261.59352188307,11392437.623140084
0.41000000000000003,182394.63111980786,61348.97156412246,11726200.499089006
0.42,183962.02985222056,59494.17494015454,12055883.306765286
0.43,185447.42446252756,57695.45538520032,12381298.068146829
0.44,186853.46343008493,55951.117490692115,12702272.53465036
0.45,188182.7143333555,54259.51710684345,13018649.405535636
0.46,189437.66630090302,52619.059792262786,13330285.577560676
0.47000000000000003,190620.73238836907,51028.19931037452,13637051.42620513
0.48,191734.25188021534,49485.4361734172,13938830.120297315
0.49,192780.49252486476,47989.316228559706,14235516.96322255
0.5,193761.6527032953,46538.42928610119,14527018.761512633
0.51,194679.8635274634,45131.40779204557,14813253.22409669
0.52,195537.19087771364,43766.92553926098,15094148.385528456
0.53,196335.63737854848,42443.69641761945,15369642.054158514
0.54,197077.14432185382,41160.473197365616,15639681.278494569
0.55,197763.5935185821,39916.04635772751,15904221.847436748
0.56,198396.8091004509,38709.24294713798,16163227.807648651
0.5700000000000001,198978.5592676741,37538.925477584315,16416671.001728868
0.58,199510.55798915864,36403.9908490192,16664530.62249329
0.59,199994.46664246853,35303.36931186184,16906792.794035383
0.6,200431.8956053736,34236.023460117285,17143450.170539826
0.61,200824.4058018028,33200.947253330116,17374501.551038273
0.62,201173.51020475026,32197.165065761506,17599951.508643653
0.63,201480.67528934634,31223.730767081997,17819810.039911907
0.64,201747.3224381474,30279.726833280787,18034092.233129494
0.65,201974.82930914083,29364.263481154747,18242817.947754126
0.66,202164.5311632797,28476.477828390704,18446011.507859178
0.67,202317.72215235693,27615.533078729928,18643701.40933226
0.68,202435.6565602289,26780.617736633852,18835920.046646696
0.6900000000000001,202519.55001306094,25970.944841541394,19022703.447347194
0.7000000000000001,202570.58065234564,25185.75122566906,19204091.019554064
0.71,202589.890275247,24424.296792474786,19380125.3093652
0.72,202578.5854319852,23685.863822289346,19550851.77596161
0.73,202537.7384958773,22969.75629524113,19716318.57329686
0.74,202468.38870028095,22275.29923511187,19876576.342838522
0.75,202371.54314802354,21601.83807059347,20031678.013482668
0.76,202248.17778196384,20948.73802112479,20181678.617481105
0.77,202099.23833082354,20315.38349836889,20326635.112027396
0.78,201925.64122614174,19701.177525952535,20466606.209914654
0.79,201728.2744946146,19105.541174773316,20601652.216488004
0.8,201507.99861770537,18527.91301900524,20731834.878858272
0.81,201265.64736721068,17967.74860731072,20857217.241456043
0.8200000000000001,201002.02861623795,17424.51994960322,20977863.508538753
0.8300000000000001,200717.92512804375,16897.715017811806,21093838.912148688
0.84,200414.0953174633,16386.837263979694,21205209.58945278
0.85,200091.27398885624,15891.40515321474,21312042.466908924
0.86,199750.17305358473,15410.951709584886,21414405.149340264
0.87,199391.48222689677,14945.024075038607,21512365.81423481
0.88,199015.86970276025,14493.183082270252,21605993.112465285
0.89,198623.98280550446,14055.00284225332,21695356.076413035
0.9,198216.4486245971,13630.070342439936,21780524.031290244
0.91,197793.87463028496,13217.98505706319,21861566.511460274
0.92,197356.84927148325,12818.35856866655,21938553.180972297
0.93,196905.94255145037,12430.81420368254,22011553.76140949
0.9400000000000001,196441.70658922955,12054.986677013898,22080637.961946268
0.9500000000000001,195964.67616372538,11690.521747597317,22145875.41382427
0.96,195475.36924302232,11337.075883301459,22207335.60766477
0.97,194974.2874933869,10994.315938673932,22265087.837491617
0.98,194461.9167756041,10661.918840699294,22319201.14648975
0.99,193938.7276260415,10339.571284216656,22369744.27640399
1.0,193405.17572522775,10026.96943523411,22416785.618937068
1.01,192861.7023475596,9723.818646178735,22460393.173281517
1.02,192308.73479981953,9429.833178223917,22500634.505076107
1.03,191746.6868462686,9144.735932107804,22537576.70831182
1.04,191175.9591215579,8868.258186656396,22571286.369520802
1.05,190596.9395357449,8600.139342301136,22601829.53166365
