t,R,T,L
0.0,0.5,15.0,22.0
0.01,0.4935914137194628,14.9453089756382,21.83706984404606
0.02,0.48726498409533037,14.89024336031924,21.675078819596127
0.03,0.48101965366036026,14.834814900437346,21.51402598599372
0.04,0.4748543533915149,14.779035451132179,21.3539102787872
0.05,0.468768074521089,14.722916180056425,21.19473058442482
0.06,0.4627598042596043,14.666468280238705,21.036485680301094
0.07,0.45682854268468887,14.609702782654274,20.87917425660071
0.08,0.4509733023041171,14.55263056111693,20.722794920692433
0.09,0.4451931083774617,14.495262328680093,20.56734619391237
0.1,0.43948700009423625,14.437608622523852,20.412826504243583
0.11,0.433854026007854,14.379679858678312,20.25923422379378
0.12,0.428293250890336,14.321486248489853,20.10656761577165
0.13,0.4228037512299807,14.263037853408068,19.954824869545376
0.14,0.4173846111636289,14.20434463447132,19.804004132354656
0.15,0.41203492916212753,14.145416370961332,19.654103457227837
0.16,0.4067538148296866,14.086262697793284,19.50512083221204
0.17,0.401540389202301,14.02689310244245,19.35705417650647
0.18,0.3963937851102578,13.967316921144237,19.209901335965444
0.19,0.39131314557044716,13.90754335593126,19.063660102882075
0.2,0.3862976253811906,13.847581457708433,18.91832819638378
0.21,0.3813463896153063,13.787440142554463,18.77390328070331
0.22,0.37645861302351397,13.72712819833647,18.63038297228071
0.23,0.3716334823765168,13.666654258929789,18.48776481172984
0.24,0.36687019517209396,13.606026818363723,18.346046279383952
0.25,0.36216795941878416,13.545254233142222,18.20522479793427
0.26,0.35752599346424063,13.48434472407393,18.065297734533036
0.27,0.3529435258235858,13.423306378102225,17.92626240289651
0.28,0.3484197948410617,13.362147152312557,17.788116067111275
0.29,0.34395404712965466,13.300874893900561,17.650855957926318
0.3,0.33954553935100745,13.239497316512988,17.51447925491643
0.31,0.3351935376960323,13.178022006619578,17.378983092138224
0.32,0.33089731742923917,13.116456429052734,17.24436456313514
0.33,0.3266561626996203,13.054807929065737,17.11062072321896
0.34,0.32246936635153417,12.99308373439097,16.977748591751354
0.35000000000000003,0.3183362297399644,12.931290957256845,16.845745154367208
0.36,0.3142560656311142,12.86943656728299,16.71460732415508
0.37,0.3102281968733174,12.80752740429841,16.584331959103302
0.38,0.3062519533956926,12.745570206943652,16.454915901791384
0.39,0.30232667384439094,12.683571597499872,16.326355957389527
0.4,0.2984517054816258,12.621538083115066,16.198648894767572
0.41000000000000003,0.2946264040795606,12.559476057083113,16.07179144766734
0.42,0.29085013292276435,12.49739180927967,15.945780326855322
0.43,0.28712226318547196,12.435291522475977,15.820612215340946
0.44,0.2834421744438404,12.373181267266045,15.696283761931996
0.45,0.2798092541237864,12.311067007927525,15.57279158790123
0.46,0.2762228973762914,12.248954603891661,15.45013228838759
