t,x,z,y
0.0,4.0,1.0,0.0
0.01,3.997002408269901,0.9992596257201378,-0.00019981309063688978
0.02,3.9940096309805373,0.9985185022963807,-0.0003992524723502182
0.03,3.9910216626862156,0.9977766282115216,-0.0005983184298809564
0.04,3.988038497128728,0.9970340017054002,-0.0007970112891541726
0.05,3.9850601311229408,0.9962906217825961,-0.0009953312081816212
0.06,3.9820865584551433,0.995546486653414,-0.001193278507248485
0.07,3.9791177732317617,0.9948015946456202,-0.0013908534921342052
0.08,3.9761537695592226,0.9940559440869807,-0.0015880564686182217
0.09,3.973194541543952,0.9933095333052617,-0.0017848877424799757
0.1,3.970240083292375,0.9925623606282292,-0.001981347619498907
0.11,3.967290388910919,0.9918144243836494,-0.0021774364054544565
0.12,3.964345452506009,0.9910657228992883,-0.002373154406126064
0.13,3.9614052681840715,0.990316254502912,-0.002568501927293171
0.14,3.9584698300515324,0.9895660175222867,-0.0027634792747352173
0.15,3.955539132214818,0.9888150102851783,-0.0029580867542316432
0.16,3.9526131688024666,0.9880632311209155,-0.003152324670036247
0.17,3.949691935601676,0.987310678476029,-0.003346193211964785
0.18,3.946775428067526,0.9865573507735816,-0.0035396925927472568
0.19,3.9438636407282672,0.9858032463711459,-0.003732823089059526
0.2,3.9409565681121523,0.9850483636262946,-0.003925584977577456
0.21,3.938054204747433,0.9842927008966,-0.004117978534976909
0.22,3.9351565451623607,0.9835362565396352,-0.004310004037933749
0.23,3.932263583885187,0.9827790289129723,-0.00450166176312384
0.24,3.929375315444164,0.9820210163741842,-0.004692951987223044
0.25,3.926491734367543,0.9812622172808433,-0.004883874986907225
0.26,3.9236128351835764,0.9805026299905224,-0.005074431038852246
0.27,3.9207386124205152,0.979742252860794,-0.00526462041973397
0.28,3.9178690606066118,0.9789810842492306,-0.00545444340622826
0.29,3.915004174695811,0.9782191223552537,-0.005643900229551952
0.3,3.9121439498819295,0.9774563652891679,-0.005832991095306263
0.31,3.9092883808516725,0.9766928113496787,-0.006021716263246227
0.32,3.9064374622889786,0.9759284588365184,-0.006210075993422163
0.33,3.9035911888777863,0.9751633060494197,-0.006398070545884386
0.34,3.9007495553020344,0.9743973512881152,-0.006585700180683216
0.35000000000000003,3.8979125562456614,0.9736305928523374,-0.0067729651578689685
0.36,3.8950801863926063,0.9728630290418189,-0.006959865737491962
0.37,3.8922524404268084,0.972094658156292,-0.007146402179602513
0.38,3.8894293130322053,0.9713254784954896,-0.007332574744250941
0.39,3.886610798892737,0.970555488359144,-0.007518383691487561
0.4,3.883796892692341,0.9697846860469879,-0.0077038292813626915
0.41000000000000003,3.8809875985839604,0.9690130661640758,-0.007888910724619
0.42,3.8781828907712788,0.9682406350012607,-0.008073630550826324
0.43,3.875382776860067,0.9674673858163497,-0.008257987588102107
0.44,3.87258725156239,0.9666933168981012,-0.008441982093379935
0.45,3.869796309603,0.9659184265303226,-0.00862561432218725
0.46,3.86700994571934,0.9651427129918697,-0.008808884528645351
0.47000000000000003,3.864228154661542,0.9643661745566477,-0.008991792965469394
