t,TFS,TF,PhzMS,PYO
0.0,0.0,8.6207,0.0,0.0
0.01,4.789633749094948,3.8317070067644003,0.0004892425693344485,3.1813556481781816e-06
0.02,4.789989724954657,3.8319917874521385,0.0009785074590421244,1.2677674219886735e-05
0.03,4.790345698043409,3.832276565923114,0.0014677908800977062,2.8462852485718606e-05
0.04,4.790701668360625,3.8325613421768585,0.001957092830939713,5.0499178380605756e-05
0.05,4.791057635905738,3.8328461162129215,0.002446413310059313,7.875042482835032e-05
0.06,4.791413600678196,3.833130888030859,0.0029357523159704666,0.00011318132095282359
0.07,4.791769562677438,3.833415657630225,0.003425109847175857,0.00015375619793994428
0.08,4.792125521902906,3.8337004250105715,0.003914485902178772,0.00020043976991245558
0.09,4.792481478354042,3.833985190171452,0.004403880479486163,0.00025319703768727055
0.1,4.792837432030289,3.8342699531124205,0.0048932935776020816,0.0003119929239633596
0.11,4.793193382931087,3.8345547138330307,0.005382725195032094,0.0003767930176166666
0.12,4.793549331055879,3.8348394723328365,0.0058721753302811396,0.0004475625651841458
0.13,4.793905276404107,3.8351242286113907,0.006361643981854243,0.0005242674473511209
0.14,4.794261218975213,3.8354089826682474,0.006851131148256889,0.0006068737621424503
0.15,4.794617158768639,3.8356937345029607,0.00734063682799587,0.0006953494714779727
0.16,4.794973095783829,3.835978484115084,0.007830161019575359,0.0007896589215848374
0.17,4.7953290300202225,3.8362632315041707,0.008319703721500624,0.0008897683446759484
0.18,4.795684961477264,3.836547976669775,0.00880926493227691,0.0009956442032857838
0.19,4.796040890154393,3.8368327196114507,0.009298844650409447,0.001107253190270397
0.2,4.796396816051055,3.8371174603287512,0.009788442874403433,0.0012245622288074138
0.21,4.796752739166689,3.837402198821231,0.010278059602764811,0.001347538542880619
0.22,4.7971086595007435,3.837686935088446,0.010767694834006795,0.0014761502587478375
0.23,4.797464577052658,3.8379716691299492,0.011257348566630389,0.001610364609790987
0.24,4.7978204918218745,3.8382564009452946,0.011747020799141684,0.001750149530700467
0.25,4.798176403807838,3.8385411305340367,0.012236711530046832,0.0018954731938471995
0.26,4.798532313009988,3.8388258578957295,0.012726420757852039,0.0020463040092826273
0.27,4.798888219427771,3.8391105830299277,0.01321614848106357,0.0022026106247387146
0.28,4.799244123060628,3.839395305936185,0.013705894698187747,0.002364361925627947
0.29,4.799600023908005,3.839680026614059,0.014195659407739383,0.0025315240433718073
0.3,4.799955921969344,3.839964745063102,0.014685442608220727,0.0027040678272806946
0.31,4.800311817244089,3.8402494612828693,0.015175244298139162,0.002881962559401919
0.32,4.800667709731682,3.8405341752729156,0.01566506447600221,0.0030651777322170145
0.33,4.801023599431568,3.840818887032796,0.016154903140317527,0.0032536830497671993
0.34,4.8013794863431905,3.841103596562066,0.016644760289592893,0.0034474484276533746
0.35000000000000003,4.801735370465993,3.8413883038602794,0.017134635922336224,0.003646443993036125
0.36,4.802091251799421,3.841673008926993,0.01762453003705843,0.003850637280512253
0.37,4.802447130342917,3.8419577117617614,0.0181144426322667,0.00405999981046908
0.38,4.802803006095925,3.8422424123641394,0.01860437370646942,0.00427450226368373
0.39,4.80315887905789,3.842527110733683,0.019094323258175415,0.004494115247815777
0.4,4.803514749228256,3.8428118068699475,0.019584291285893653,0.004718809554062249
0.41000000000000003,4.803870616606468,3.8430965007724884,0.020074277788133265,0.00494855615715763
0.42,4.80422648119197,3.8433811924408614,0.02056428276340355,0.005183326215373856
0.43,4.804582342984207,3.843665881874622,0.02105430621021374,0.00542308980701494
0.44,4.804938201982623,3.843950569073326,0.02154434812707349,0.005667818653040338
0.45,4.8052940581866626,3.8442352540365294,0.022034408512492575,0.005917484547837153
0.46,4.805649911595771,3.844519936763788,0.022524487364980906,0.006172059194086867
0.47000000000000003,4.806005762209393,3.8448046172546575,0.02301458468304854,0.006431514463353561
0.48,4.806361610026975,3.845089295508694,0.023504700465205683,0.00669582239608392
0.49,4.80671745504796,3.8453739715254542,0.02399483470996272,0.006964955201607232
0.5,4.807073297271795,3.845658645304493,0.024484987415829565,0.007238884872772222
0.51,4.807429136697924,3.845943316845368,0.024975158581316846,0.007517583920484872
0.52,4.807784973325793,3.846227986147634,0.025465348204935526,0.007801025135084974
0.53,4.808140807154847,3.8465126532108487,0.025955556285196503,0.008089181333606244
0.54,4.808496638184532,3.846797318034568,0.026445782820610816,0.008382025496683737
0.55,4.808852466414293,3.8470819806183485,0.02693602780968966,0.008679530768553847
0.56,4.809208291843577,3.847366640961747,0.02742629125094438,0.008981670457054306
0.5700000000000001,4.8095641144718275,3.8476512990643195,0.02791657314288628,0.009288417806731411
0.58,4.809919934298493,3.8479359549256227,0.028406873484026908,0.009599746354780784
0.59,4.810275751323018,3.848220608545214,0.028897192272878142,0.009915629982078523
0.6,4.810631565544849,3.8485052599226504,0.029387529507951867,0.010236042602942011
0.61,4.810987376963432,3.848789909057488,0.029877885187760134,0.010560958291527627
0.62,4.811343185578213,3.8490745559492843,0.03036825931081513,0.010890351281830747
0.63,4.811698991388639,3.8493592005975965,0.03085865187562919,0.01122419596768574
0.64,4.812054794394156,3.8496438430019815,0.03134906288071484,0.011562466719192217
0.65,4.81241059459421,3.8499284831619964,0.03183949232458481,0.011905137793907564
0.66,4.812766391988248,3.8502131210771986,0.0323299402057518,0.012252184379047432
0.67,4.813122186575717,3.8504977567471452,0.03282040652272876,0.012603581427668374
0.68,4.813477978356064,3.850782390171394,0.03331089127402876,0.012959304050739357
0.6900000000000001,4.8138337673287355,3.851067021349502,0.03380139445816504,0.013319327516363971
0.7000000000000001,4.814189553493178,3.8513516502810274,0.03429191607365097,0.013683627249002637
0.71,4.814545336848839,3.851636276965528,0.03478245611900014,0.014052178592670241
0.72,4.814901117395166,3.85192090140256,0.03527301459272631,0.014424956892729476
