t,l_RI_RII,RI,RII,RI_endo,l_RI_RII_endo,RII_endo
0.0,0.0,20.0,20.0,0.0,40.0,0.0
0.01,0.0001196401317784348,20.020962137984206,19.981034249027452,0.06669049955215996,39.98666908823274,0.06662393618375138
0.02,0.00023856309398466796,20.04186646441442,19.962154573304296,0.1334285409991393,39.9733430169499,0.13316259904255714
0.03,0.00035677316136146863,20.062713203624547,19.94336063817726,0.20021391759458396,39.96002178218209,0.19961630119427132
0.04,0.0004742747028848992,20.08350258530102,19.92465210100159,0.26704641766315784,39.94670537986512,0.26598536272581136
0.05,0.0005910719659259678,20.1042348331376,19.906028628065567,0.3339258350560364,39.933393806040776,0.33227009538280977
0.06,0.0007071691806891051,20.124910170314354,19.887489886417214,0.400851964101499,39.9200870567598,0.398470810204734
0.07,0.0008225705537389046,20.145528819145696,19.8690355443896,0.46782459992920145,39.906785128088146,0.46458781703411833
0.08,0.0009372802678089801,20.16609100107194,19.85066527161339,0.5348435384779969,39.89348801610708,0.5306214245048491
0.09,0.0010513024823428031,20.18659693667474,19.83237873899419,0.6019085764816996,39.880195716912816,0.5965719400633333
0.1,0.0011646413329756658,20.207046845662877,19.814175618733383,0.6690195114821884,39.866908226616864,0.6624396699490314
0.11,0.0012773009317186659,20.227440946877294,19.79605558432076,0.7361761418247668,39.85362554134591,0.7282249192013479
0.12,0.001389285367189191,20.247779458297394,19.778018310525262,0.8033782666523477,39.840347657241686,0.7939279916682718
0.13,0.0015005987047419,20.26806259704461,19.760063473389728,0.8706256859021606,39.82707457046081,0.8595491900112662
0.14,0.0016112449865997038,20.288290579385976,19.74219075022569,0.9379182003024599,39.81380627717479,0.925088815710158
0.15,0.0017212282319847495,20.30846362073769,19.724399819608088,1.0052556113692321,39.80054277356988,0.9905471690680271
0.16,0.001830552437249402,20.328581935668687,19.706690361370086,1.0726377214029048,39.787284055846996,1.0559245492160978
0.17,0.0019392215765358734,20.34864573791931,19.689062056575544,1.1400643334711054,39.774030120221305,1.121221254139385
0.18,0.002047239601792275,20.36865524040158,19.671514587518637,1.2075352514084015,39.76078096292219,1.186437580677071
0.19,0.0021546104421190414,20.388610655180383,19.654047637751635,1.2750502798337098,39.747536580193696,1.2515738244965904
0.2,0.002261338004368489,20.408512193490385,19.636660892059933,1.34260922413464,39.734296968294124,1.316630280116917
0.21,0.0023674261732834273,20.428360065739856,19.619354036456507,1.4102118904640006,39.72106212349593,1.3816072409137534
0.22,0.0024728788116349138,20.448154481514404,19.602126758176386,1.4778580857363308,39.70783204208566,1.4465049991246888
0.23,0.0025776997603600043,20.46789564958074,19.58497874567113,1.5455476176244265,39.694606720363836,1.511323845854351
0.24,0.0026818928386995074,20.48758377789046,19.567909688603297,1.6132802945558715,39.68138615464486,1.5760640710795648
0.25,0.0027854618439670086,20.507219073574312,19.550919277854778,1.681055925718296,39.6681703412572,1.6407259636415765
0.26,0.0028884105502173705,20.526801742908194,19.534007205576383,1.7488743210906865,39.654959276544275,1.7053098111996854
0.27,0.0029907427110596545,20.546331991385685,19.517173165081964,1.8167352913765868,39.641752956862554,1.7698159003302112
0.28,0.0030924620589503253,20.565810023700088,19.500416850874544,1.8846386480206185,39.628551378582024,1.8342445165020353
0.29,0.003193572305113609,20.58523604374261,19.483737958648994,1.952584203210157,39.61535453808627,1.8985959440741302
0.3,0.0032940771396644214,20.604610254605745,19.467136185287032,2.0205717698722134,39.60216243177237,1.9628704663001986
0.31,0.0033939802317312934,20.62393285858664,19.450611228852285,2.0886011616703133,39.58897505605083,2.027068365333305
0.32,0.0034932852295792983,20.643204057190502,19.434162788585297,2.1566721930013757,39.575792407345475,2.091189922230514
0.33,0.003591995760719693,20.662424051133627,19.417790564899054,2.2247846789928944,39.562614482093416,2.155235416957088
0.34,0.0036901154312441982,20.68159304032762,19.40149425940179,2.292938435517431,39.54944127674551,2.219205128365101
0.35000000000000003,0.003787647826682758,20.700711223900655,19.385273574866144,2.361133279173084,39.53627278776576,2.283099334222321
0.36,0.0038845965124360946,20.71977880020836,19.369128215213262,2.429369027273448,39.52310901163098,2.3469183112270584
0.37,0.003980965033547652,20.73879596682867,19.353057885520226,2.4976454978523375,39.50994994483102,2.4106623350012257
0.38,0.004076756914819174,20.757762920565035,19.337062292015315,2.5659625096608307,39.496795583868646,2.474331680094726
0.39,0.004171975660926282,20.776679857449633,19.32114114207332,2.6343198821643123,39.483645925259495,2.5379266199898507
0.4,0.0042666247565340525,20.795546972746536,19.305294144210833,2.7027174355395203,39.47050096553196,2.601447427105668
0.41000000000000003,0.004360707666412595,20.814364460954952,19.289521008081536,2.7711549906715875,39.457360701227145,2.6648943728024213
