t,P,Ca,Ci,Ra,Ri
0.0,3.0,0.0004,0.05,16.9,1.7
0.01,2.999999991900249,0.00039990319504955394,0.0500001049049038,16.899999597001695,1.7000003948983478
0.02,2.999999983800996,0.00039980677961679744,0.050000209420196624,16.899999194006792,1.7000007897933895
0.03,2.999999975702242,0.0003997107521936783,0.05000031354738652,16.899998791015292,1.7000011846851215
0.04,2.999999967603986,0.00039961511105256827,0.050000417288201135,16.8999983880272,1.7000015795735397
0.05,2.999999959506228,0.0003995198553454038,0.05000052064348851,16.899997985042518,1.7000019744586419
0.06,2.9999999514089684,0.00039942498337002837,0.05000062361495082,16.89999758206125,1.7000023693404238
0.07,2.9999999433122064,0.00039933049350406643,0.050000726204210436,16.899997179083396,1.7000027642188817
0.08,2.9999999352159428,0.0003992363841251426,0.050000828412889727,16.899996776108967,1.7000031590940115
0.09,2.9999999271201774,0.0003991426536108812,0.05000093024261108,16.899996373137963,1.700003553965809
0.1,2.9999999190249103,0.00039904930033890686,0.05000103169499687,16.899995970170387,1.7000039488342704
0.11,2.9999999109301405,0.000398956322686844,0.05000113277166947,16.899995567206243,1.7000043436993917
0.12,2.9999999028358695,0.0003988637190323172,0.050001233474251255,16.899995164245542,1.7000047385611687
0.13,2.999999894742096,0.00039877148775295084,0.050001333804364605,16.899994761288276,1.7000051334195978
0.14,2.9999998866488204,0.00039867962722636957,0.0500014337636319,16.89999435833446,1.7000055282746749
0.15,2.999999878556043,0.0003985881358301977,0.05000153335367551,16.89999395538409,1.7000059231263958
0.16,2.999999870463763,0.0003984970119496048,0.050001632576110275,16.899993552437174,1.7000063179747569
0.17,2.9999998623719812,0.0003984062545357277,0.05000173143198505,16.899993149493714,1.7000067128197551
0.18,2.999999854280697,0.0003983158624263817,0.05000182992246203,16.899992746553714,1.7000071076613879
0.19,2.9999998461899113,0.00039822583414312706,0.050001928049019644,16.89999234361718,1.7000075024996515
0.2,2.999999838099623,0.0003981361682075241,0.05000202581313634,16.899991940684103,1.7000078973345425
0.21,2.9999998300098323,0.0003980468631411329,0.050002123216290564,16.899991537754502,1.700008292166057
0.22,2.9999998219205395,0.0003979579174655138,0.05000222025996075,16.899991134828372,1.7000086869941917
0.23,2.9999998138317445,0.0003978693297022271,0.05000231694562534,16.89999073190572,1.7000090818189426
0.24,2.999999805743447,0.0003977810983728329,0.05000241327476277,16.89999032898655,1.7000094766403064
0.25,2.999999797655647,0.0003976932219988915,0.05000250924885149,16.899989926070862,1.7000098714582792
0.26,2.9999997895683452,0.0003976056991019631,0.050002604869369936,16.899989523158663,1.7000102662728576
0.27,2.9999997814815407,0.000397518528203608,0.05000270013779655,16.899989120249952,1.7000106610840375
0.28,2.9999997733952335,0.0003974317078253864,0.05000279505560977,16.89998871734474,1.700011055891816
0.29,2.999999765309424,0.00039734523668277604,0.050002889624094125,16.899988314443025,1.7000114506961892
0.3,2.999999757224112,0.00039725911360052977,0.050002983844424864,16.89998791154481,1.700011845497155
0.31,2.999999749139298,0.00039717333717238904,0.050003077718008236,16.8999875086501,1.700012240294709
0.32,2.9999997410549812,0.0003970879059908356,0.05000317124625177,16.8999871057589,1.7000126350888487
0.33,2.999999732971162,0.000397002818648351,0.05000326443056298,16.89998670287121,1.7000130298795701
0.34,2.99999972488784,0.000396918073737417,0.05000335727234939,16.899986299987034,1.7000134246668699
0.35000000000000003,2.999999716805015,0.00039683366985051525,0.05000344977301852,16.899985897106376,1.7000138194507446
0.36,2.999999708722688,0.00039674960558012745,0.05000354193397789,16.89998549422924,1.7000142142311907
0.37,2.999999700640858,0.00039666587951873517,0.05000363375663501,16.89998509135563,1.7000146090082047
0.38,2.9999996925595256,0.0003965824902588201,0.05000372524239741,16.89998468848555,1.7000150037817834
0.39,2.9999996844786905,0.000396499436392864,0.050003816392672595,16.899984285619002,1.700015398551923
0.4,2.9999996763983527,0.00039641671651334846,0.050003907208868104,16.89998388275599,1.7000157933186204
0.41000000000000003,2.999999668318512,0.00039633433333422164,0.05000399768826998,16.899983479896502,1.7000161880818825
0.42,2.9999996602391685,0.00039625227653375053,0.05000408784119996,16.899983077040574,1.7000165828416829
0.43,2.999999652160322,0.00039617055032875994,0.050004177663441216,16.899982674188188,1.7000169775980327
0.44,2.999999644081973,0.0003960891533239734,0.050004267156389025,16.899982271339347,1.7000173723509286
0.45,2.9999996360041212,0.00039600808412963733,0.050004356321433144,16.89998186849406,1.700017767100367
0.46,2.9999996279267664,0.0003959273413615213,0.050004445159957805,16.899981465652324,1.7000181618463444
0.47000000000000003,2.9999996198499086,0.0003958469236409179,0.050004533673341726,16.89998106281415,1.7000185565888573
0.48,2.999999611773548,0.00039576682959464274,0.05000462186295807,16.899980659979533,1.7000189513279027
0.49,2.999999603697684,0.00039568705785503444,0.05000470973017452,16.89998025714848,1.7000193460634772
0.5,2.9999995956223175,0.00039560760705995463,0.05000479727635321,16.899979854321,1.700019740795577
0.51,2.999999587547448,0.00039552847585278813,0.050004884502850754,16.899979451497085,1.7000201355241995
0.52,2.9999995794730756,0.00039544966288244254,0.05000497141101824,16.899979048676748,1.7000205302493407
0.53,2.9999995713991994,0.00039537116689216447,0.050005058002112426,16.899978645859985,1.700020924970998
0.54,2.999999563325821,0.0003952929870643072,0.05000514427695097,16.899978243046803,1.7000213196891694
0.55,2.999999555252939,0.0003952151221699924,0.05000523023676274,16.899977840237202,1.7000217144038514
0.56,2.9999995471805536,0.0003951375709047623,0.0500053158828522,16.89997743743119,1.7000221091150411
0.5700000000000001,2.9999995391086656,0.00039506033196996375,0.050005401216518,16.899977034628765,1.7000225038227355
0.58,2.999999531037274,0.00039498340407274825,0.050005486239052994,16.89997663182993,1.700022898526931
