t,Vm,Ca_i,d_Ltype,f_Ltype,f_ca_Ltype,d_VDDR,f_VDDR,d_CaCl,d_ERG,d_kv11,f_kv11,d_Na,f_Na,Ca_PU,d_NSCC,Ca_m,Ca_ER,ADP_m,ADP_i,NADH_m,h,deltaPsi
0.0,-67.0,9.93087e-06,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.02e-05,0.0,0.000136,0.007299,2.60093454,0.0077282,0.101476,0.9397,164.000044
0.01,-66.47174742192088,9.794485503624296e-06,9.583418599567267e-06,0.99719093596707,0.9999999999298727,0.0005296253582081721,0.9574201664828198,9.829905351928703e-05,0.17204456007353003,0.0030683113282703933,0.997626415939336,0.01048750114943765,0.2840904222236049,9.736471664786949e-05,1.9481845465616555e-10,0.00013597833491145117,0.007299857262792296,2.6009360376133848,0.0077282209749487156,0.1014738255782054,0.9396999883948056,164.00004392330953
0.02,-66.48090073670043,9.854093228499076e-06,1.0111725940442736e-05,0.9944079796002504,0.9999999999194369,0.0008358943803422228,0.9175100758761466,0.00016807946181268365,0.1960924691422726,0.004113383142897816,0.9967578268389353,0.014771900376279701,0.17854335084889011,9.908920385457089e-05,1.9100362104206966e-10,0.00013595966088936434,0.007300640575710546,2.6009375498541067,0.007728239117899416,0.10147165594532084,0.9396999683132327,164.00004381087933
0.03,-66.61655133030901,1.0000211325830701e-05,9.81574689523677e-06,0.9917802730084235,0.9999999999172274,0.0009872245199643022,0.8816614313721348,0.00022146893579831785,0.19945381729873182,0.004384029701652613,0.9965602099936228,0.016012222807203245,0.16566484746532004,9.971846607393983e-05,1.862422363143863e-10,0.0001359418977882473,0.007301395752650358,2.6009390736649722,0.007728254943692796,0.10146949288091604,0.9396999457311267,164.00004368733198
0.04,-66.68368082001287,1.0173035184646867e-05,9.626107161006601e-06,0.9892967383118138,0.9999999999159932,0.0010586312803107529,0.8494511480886798,0.00026479726406991496,0.19992365635297593,0.004429282439826627,0.9965510758526652,0.016242208946343314,0.165351485460838,0.00010000067248158686,1.814225585648662e-10,0.00013592450737365215,0.007302138408809676,2.6009406066574994,0.007728268873035079,0.10146733694775201,0.9396999221477825,164.0000435590416
0.05,-66.71373269901228,1.034611213459699e-05,9.542455192751062e-06,0.9869343590551825,0.9999999999148499,0.0010925919019958892,0.8203389900699313,0.0003014350404875047,0.19998932894007693,0.004426482342654256,0.9965708522110535,0.01623196145535354,0.16598437204484265,0.00010015419816475279,1.7666908397637956e-10,0.00013590730370387154,0.007302874339566391,2.600942146909354,0.007728281249991835,0.10146518834515796,0.9396998980762346,164.0000434282128
0.06,-66.73275875099114,1.0508676135653966e-05,9.495804447779244e-06,0.9846812874280545,0.9999999999137491,0.0011085765909043495,0.7939604018398398,0.00033326012528785983,0.19999850844606948,0.004416806618414981,0.996588809177401,0.01618032579229287,0.1664430412075222,0.000100256902904156,1.720136936484935e-10,0.00013589021536364773,0.007303605830818454,2.6009436928584546,0.007728292356025574,0.10146304714023689,0.9396998737127533,164.00004329569424
0.07,-66.74978277087139,1.0656717692827966e-05,9.457643480621499e-06,0.9825311203272764,0.9999999999127195,0.0011154982876321476,0.7700460102149617,0.0003613675081066615,0.19999979158485331,0.004406929652923336,0.996603614242842,0.016124666608256292,0.16680431952412964,0.00010033913226546371,1.674656017041922e-10,0.0001358732137731573,0.007304333805423376,2.600945243230269,0.007728302421412762,0.10146091334837307,0.9396998491357372,164.00004316182728
0.08,-66.76719230506197,1.0789184367649006e-05,9.419764069733013e-06,0.9804792339477966,0.9999999999117782,0.0011176584766188799,0.7483699096958324,0.00038642477372401873,0.19999997086317908,0.004397129372143573,0.9966172496996756,0.016068432646363068,0.1671489865125872,0.00010041326097839364,1.6302672471222624e-10,0.00013585628745263947,0.00730505863214115,2.6009467969828317,0.007728311634550413,0.10145878696430938,0.9396998243766435,164.00004302675055
0.09,-66.7854482658419,1.0906343660360183e-05,9.380348081714446e-06,0.9785215628542995,0.9999999999109317,0.0011172386135233792,0.7287312539636936,0.0004088603173515014,0.19999999596200718,0.004387080193666802,0.9966308763209735,0.01601058182384418,0.1675046675296485,0.00010048448644602033,1.5869634039084606e-10,0.0001358394319938423,0.007305780448053838,2.600948353263148,0.0077283201496112335,0.10145666797476609,0.9396997994475464,164.00004289051864
0.1,-66.8045062033999,1.1009041683988847e-05,9.339303579040615e-06,0.9766542612621449,0.9999999999101791,0.0011153832289237018,0.7109480150137241,0.0004289664982528844,0.19999999927775888,0.0043766424849387585,0.9966449013508476,0.015950526359051337,0.16787672038696286,0.00010055504440632869,1.5447272816048525e-10,0.00013582264599754857,0.007306499290742163,2.6009499113725427,0.007728328092733359,0.10145455636370627,0.9396997743522814,164.00004275315032
0.11,-66.82419860727872,1.109835166737861e-05,9.29696575302066e-06,0.9748736132016654,0.9999999999095163,0.0011127101332055126,0.6948542629237293,0.00044695789274737846,0.1999999998825278,0.004365827504035944,0.996659375501504,0.015888354259421967,0.1682636201383234,0.00010062592862937624,1.5035379479766025e-10,0.0001358059293766312,0.007307215153909671,2.600951470738481,0.007728335567101931,0.10145245211460048,0.9396997490910962,164.00004261464858
0.12,-66.84433813343153,1.1175405384322994e-05,9.253753865347149e-06,0.9731760093298272,0.9999999999089378,0.0011095633571212907,0.6802984532184315,0.0004630044969962016,0.20000000001734253,0.004354711967093566,0.9966742147669537,0.015824495632229898,0.16866204604325966,0.00010069760541641222,1.463373214042127e-10,0.00013578928263965664,0.007307928010980282,2.60095303089132,0.007728342657158864,0.10145035521141903,0.9396997236626126,164.0000424750092
0.13,-66.86474915257602,1.1241313554335314e-05,9.210063353390024e-06,0.9715579424960153,0.9999999999084376,0.0011061412779549966,0.6671421342287185,0.0004772504294953278,0.20000000000481907,0.004343391595726414,0.9966892959727843,0.0157594942743994,0.16906846128462186,0.00010077031423277253,1.4242106246535177e-10,0.00013577270658649514,0.007308637825153901,2.6009545914456758,0.0077283494319861055,0.1014482656390881,0.9396996980646599,164.00004233422436
0.14,-66.88527747879495,1.129712968981511e-05,9.166233218465753e-06,0.9700160084057929,0.9999999999080094,0.0011025636427774098,0.655258769345022,0.0004898245978223501,0.1999999999128265,0.004331960100113407,0.9967044950546908,0.015693890087091364,0.16947960059893924,0.00010084419802919288,1.386027864802907e-10,0.00013575620217657112,0.007309344553756444,2.6009561520847506,0.007728355948154954,0.10144618338370966,0.939699672294636,164.00004219228418
0.15,-66.90579268422177,1.1343834992928144e-05,9.122348645752622e-06,0.9685469089318498,0.9999999999076475,0.0010989054951308895,0.6445328330937161,0.000500846381009586,0.19999999982952732,0.004320500980005959,0.9967197010163367,0.015628168420848892,0.16989261642588793,0.00010091935883542985,1.348802925848142e-10,0.00013573977047516073,0.007310048149987951,2.6009577125484182,0.00772836225189188,0.1014441084326949,0.9396996463496546,164.00004204917752
0.16,-66.92618728186642,1.1382333546917297e-05,9.078112338433955e-06,0.9671474545460663,0.9999999999073446,0.0010952172174753412,0.6348588697692071,0.0005104288151984393,0.20000000019231318,0.004309084599374354,0.9967348207402353,0.01556274014217762,0.17030511910305066,0.00010099588523275513,1.312514176944622e-10,0.0001357234126288902,0.007310748563698725,2.6009592726225894,0.007728368381013466,0.10144204077485165,0.9396996202266121,164.00004190489216
0.17,-66.9463743984159,1.1413454315896961e-05,9.033738014069036e-06,0.9658145656435191,0.9999999999070968,0.0010915335010301904,0.6261406031456022,0.0005186800378928021,0.19999999989412753,0.004297769119090391,0.9967497777446459,0.015497944576951903,0.17071513107410882,0.00010107386226149135,1.2771403837209842e-10,0.00013570712986088482,0.007311445741497846,2.600960832130576,0.007728374366496887,0.10143998040044326,0.9396995939222016,164.00004175941484
0.18,-66.96628526737095,1.1437953200175144e-05,8.999797674860695e-06,0.9645452740770553,0.9999999999068981,0.0010878789382566937,0.618290229922436,0.0005257038368138437,0.20000000014032057,0.004286600964121455,0.9967645115793015,0.015434052188188174,0.17112102755526937,0.00010115337763708069,1.2426607185101777e-10,0.00013569092347085485,0.007312139626686842,2.6009623909265422,0.007728380233671312,0.10143792730126168,0.9396995674329136,164.00004161273145
0.19,-66.98586489754815,1.145652160941895e-05,8.951561669435277e-06,0.9633367231782773,0.9999999999067444,0.0010842714571728902,0.6112276922972755,0.000531599719565368,0.19999999970408414,0.00427561638028056,0.9967789756523231,0.0153712732225446,0.17152156002301425,0.00010123452520178386,1.2090547600066045e-10,0.0001356747948389758,0.0073128301590581635,2.600963948889737,0.007728386003265436,0.10143588147069467,0.9396995407550257,164.00004146482684
0.2,-67.005073145231,1.1469783951663417e-05,8.913547001502437e-06,0.9621861668637369,0.9999999999066299,0.0010807242958133785,0.6048800294200586,0.0005364628882347909,0.19999999991284642,0.004264843269799421,0.996793134669364,0.015309768332375656,0.17191569885161442,0.00010131740701903804,1.1763024895425985e-10,0.0001356587454323129,0.00731351727459811,2.600965505919932,0.007728391692236696,0.101433842903798,0.939699513884586,164.0000413156847
0.21,-67.02387887928685,1.1478309835531481e-05,8.87486912207023e-06,0.9610909685395737,0.9999999999065511,0.0010772470525787924,0.5991807977071777,0.0005403839335093602,0.2000000000368705,0.00425430231513485,0.9968069630448482,0.015249655177283734,0.17230268129740434,0.00010140213499396799,1.1443842859818672e-10,0.00013564277681279868,0.007314200905127891,2.6009670619337593,0.007728397314436356,0.10143181159737254,0.9396994868173917,164.0000411652877
0.22,-67.0422600154337,1.1482614953021647e-05,8.83614990056706e-06,0.9600485989862253,0.9999999999065046,0.0010738466746852483,0.5940694839722707,0.0005434486770378668,0.19999999998377097,0.004244008446940148,0.9968204428812545,0.015191017349034618,0.17268192316717895,0.0001014888327642999,1.1132809198876154e-10,0.00013562689064720054,0.00731488097785658,2.60096861686141,0.007728402881207611,0.1014297875500563,0.9396994595489638,164.00004101361722
0.23,-67.06020149300807,1.1483166269199074e-05,8.799396510374932e-06,0.9590566340664624,0.9999999999064867,0.001070528013554413,0.589491018690484,0.0005457380110736788,0.19999999998821502,0.004233971792882325,0.9968335626636922,0.015133910153814616,0.17305299658781087,0.00010157763755881612,1.0829735477998604e-10,0.00013561108871800774,0.007315557414895029,2.600970170644246,0.007728408401818421,0.1014277707624198,0.9396994320745182,164.0000408606532
0.24,-67.07769362877461,1.1480386984110706e-05,8.763330929659476e-06,0.9581127518160599,0.9999999999064938,0.0010672943139152149,0.5853952703825687,0.000547327791572539,0.19999999999794868,0.004224198739177,0.9968463158072853,0.015078366824894218,0.17341560194546116,0.00010166870253695776,1.0534437057122079e-10,0.00013559537293738474,0.007316230132633358,2.6009717232325493,0.00772841388386791,0.10142576123708406,0.9396994043889287,164.000040706374
0.25,-67.09473129426856,1.147465982469091e-05,8.728403469100195e-06,0.9572147294999219,0.9999999999065237,0.001064147546850791,0.5817366329867445,0.0005482888350565934,0.19999999999485657,0.004214692678064355,0.9968586996355798,0.015024403028008579,0.17376954087315857,0.00010176219935491943,1.024673303157699e-10,0.0001355797453621934,0.0073168990410704005,2.600973274583927,0.007728419333573782,0.10142375897884337,0.939699376486688,164.0000405507563
0.26,-67.11131296935542,1.1466330602952824e-05,8.694813896663133e-06,0.9563604405706193,0.9999999999065733,0.0010610886520673215,0.5784736565276958,0.0005486869665760022,0.20000000000197704,0.004205454546277394,0.9968707146535025,0.01497202012879551,0.17411469974469632,0.00010185832133411603,9.96644617512836e-11,0.00013556420821150364,0.007317564043030358,2.600974824662045,0.007728424755998865,0.1014217639948035,0.9396993483618614,164.00004039377487
0.27,-67.12743988073403,1.145571180257349e-05,8.662013388603424e-06,0.9555478513083858,0.9999999999066403,0.0010581177957538644,0.5755686578732174,0.000548583103176019,0.20000000001026916,0.0041964834145431125,0.9968823637493012,0.014921208703629653,0.17445103155050581,0.00010195728748704612,9.69340287872668e-11,0.00013554876388815822,0.00731822503319692,2.600976373435334,0.007728430155283043,0.10141977629454732,0.9396993200080309,164.00004023540228
0.28,-67.14311543963505,1.1443085566194514e-05,8.630093369100947e-06,0.9547750174591021,0.9999999999067228,0.0010552345552544314,0.5729873810286463,0.0005480334009583804,0.2000000000062923,0.004187776943644786,0.9968936515807761,0.01487195124392738,0.17477854056147363,0.00010205934728836717,9.427433088975067e-11,0.00013553341500375054,0.007318881896993492,2.600977920876,0.007728435534817743,0.10141779589031988,0.939699291418229,164.00004007560858
0.29,-67.15834475111834,1.142870647010624e-05,8.599380398204562e-06,0.9540400808840762,0.9999999999068185,0.0010524380446250076,0.5706986987326135,0.0005470894514617972,0.20000000000049517,0.004179331693046044,0.9969045841659635,0.014824224002181939,0.17509727228253827,0.00010216478669622828,9.168370249625068e-11,0.0001355181644085734,0.007319534509237646,2.60097946695929,0.007728440897375278,0.10141582279724161,0.939699262584861,164.000039914361
0.3,-67.17313420475293,1.1412804088859061e-05,8.569704472394501e-06,0.9533412662363905,0.9999999999069259,0.0010497270174442245,0.5686743394665763,0.0005457985004658899,0.20000000000225227,0.00417114336941268,0.9969151685549503,0.01477799846819334,0.1754073056000582,0.0001022739357917731,8.916051245265008e-11,0.0001355030152277076,0.00732018273251595,2.6009810116628675,0.007728446245215182,0.1014138570335554,0.9396992334996099,164.00003975162355
0.31,-67.18749117713422,1.139558529635468e-05,8.540875231750706e-06,0.9526768776655625,0.9999999999070431,0.0010470999621401873,0.5668886305782853,0.0005442036776347205,0.200000000005274,0.004163207059065636,0.9969254125227561,0.014733242729029079,0.17570874489203242,0.0001023871784277099,8.670316344262672e-11,0.0001354879709048184,0.007320826415207961,2.600982554966254,0.007728451580179276,0.10141189862091435,0.9396992041533224,164.0000395873564
0.32,-67.20142378791478,1.1377236368597761e-05,8.512926735637548e-06,0.9520452955851507,0.9999999999071689,0.0010445551756426193,0.5653182644062296,0.0005423442401326094,0.200000000005892,0.004155517405838239,0.996935324335484,0.014689922516571932,0.17600171402317832,0.0001025049649876608,8.43100914174222e-11,0.00013547303525702099,0.007321465389004126,2.600984096850353,0.0077284569037692295,0.10140994758472534,0.939699174535865,164.00003942151537
0.33,-67.21494067633603,1.1357924979864096e-05,8.485933971597279e-06,0.9514449734985804,0.9999999999073022,0.0010420908221698004,0.5639420802988121,0.0005402558214743774,0.20000000000706106,0.004148068752433596,0.9969449125669153,0.01464800203939783,0.176286351587285,0.0001026278278961691,8.197976504994375e-11,0.00013545821253916243,0.007322099465992146,2.6009856372970375,0.00772846221721228,0.10140800395453722,0.9396991446359569,164.00003925405107
0.34,-67.22805085589042,1.1337801932049278e-05,8.460028932431002e-06,0.9508744349362616,0.9999999999074414,0.001039704973413973,0.562740873415853,0.0005379706835170816,0.20000000000475418,0.004140855240717663,0.9969541859704825,0.014607444560773316,0.1765628073145553,0.0001027564030986687,7.971068523131846e-11,0.00013544350752860173,0.0073227284348040475,2.6009871762888186,0.007728467521509221,0.1014060677645243,0.9396991144409472,164.00003908490785
0.35000000000000003,-67.24076356790236,1.1317002775685e-05,8.434780729907779e-06,0.9503322704716367,0.9999999999075858,0.0010373956349096411,0.5616972209976342,0.0005355179756146091,0.20000000000357596,0.004133870868750272,0.9969631534117115,0.014568212730471063,0.17683124009482187,0.00010289145854955548,7.750138433189971e-11,0.00013542892562803865,0.007323352055918675,2.6009887138085652,0.007728472817471559,0.10140413905404964,0.9396990839365481,164.0000389140227
0.36,-67.25308826658448,1.1295649131442484e-05,8.410697267414413e-06,0.9498171348556114,0.9999999999077342,0.001035160781330554,0.5607953203114432,0.0005329239632144801,0.2000000000021321,0.004127109591630732,0.9969718237336113,0.014530269148108453,0.1770918140053618,0.00010303393466136107,7.535042603932164e-11,0.00013541447300614173,0.007323970055222616,2.600990249839207,0.007728478105758053,0.1014022178683802,0.9396990531064682,164.00003874132358
0.37,-67.26503442890235,1.1273850183395502e-05,8.387066639917398e-06,0.9493277442405599,0.999999999907886,0.0010329983694154718,0.5600208421266727,0.0005302122636791077,0.20000000000250923,0.004120565328053898,0.9969802057558969,0.014493576427089275,0.17734469895439797,0.0001031849986737261,7.325640480443715e-11,0.0001354001567748189,0.007324582115859532,2.6009917843634724,0.007728483386901243,0.10140030425954444,0.93969902193195,164.00003856672723
