t,Vv,Vm,H
0.0,-12.5,0.0,15.0
0.01,-10.980329293426834,1.093154442247396,15.00106251208461
0.02,-11.360659206800934,1.1504283064620695,15.002564289483148
0.03,-11.408365364984858,1.1564199442806131,15.004100205390403
0.04,-11.41219854069975,1.1570184261722702,15.005639455181996
0.05,-11.410929243660215,1.1570056622705882,15.007178656561502
0.06,-11.40905579249584,1.1569221296648,15.008717423565322
0.07,-11.407092781044724,1.1568294794173952,15.010255710624731
0.08,-11.405098911707757,1.156734747807096,15.011793511039887
0.09,-11.403080931544354,1.1566387403053742,15.01333082254309
0.1,-11.401039584095086,1.1565415449595662,15.014867643078354
0.11,-11.398974944988563,1.1564431687073944,15.016403971056219
0.12,-11.396887024972724,1.1563436108937342,15.017939804667813
0.13,-11.394775818534026,1.1562428662624529,15.019475138610128
0.14,-11.392641328519899,1.1561409375546656,15.021009975651522
0.15,-11.390483554466039,1.1560378244996954,15.022544315629593
0.16,-11.388302471458067,1.1559335125732504,15.02407814983001
0.17,-11.38609809222418,1.1558280091954651,15.025611482704731
0.18,-11.38387041676438,1.1557213143663398,15.027144314253754
0.19,-11.381619422216557,1.1556134153323245,15.028676636945521
0.2,-11.379345102619585,1.155504308768021,15.030208448816234
0.21,-11.377047476900854,1.1553940052320153,15.031739756101222
0.22,-11.37472651942582,1.1552824895540859,15.033270551929363
0.23,-11.37238223085369,1.155169762339641,15.034800836087927
0.24,-11.37001460420308,1.1550558196099148,15.036330606429352
0.25,-11.367623631690194,1.1549406569047123,15.037859860602882
0.26,-11.365209323240855,1.1548242786448386,15.03938859744272
0.27,-11.362771670212325,1.1547066799393586,15.040916814540637
0.28,-11.36031066502888,1.1545878564324215,15.042444509559795
0.29,-11.357826302774468,1.1544678051019448,15.04397168034132
0.3,-11.355318579522375,1.1543465192274662,15.045498325953679
0.31,-11.352787490607064,1.154223994850423,15.047024444548772
0.32,-11.350233031012914,1.1541002293209257,15.048550033844206
0.33,-11.347655196019618,1.1539752188851538,15.050075091923945
0.34,-11.345053984270775,1.1538489646708006,15.051599617308735
0.35000000000000003,-11.342429393336776,1.1537214662481814,15.053123608379977
0.36,-11.339781417630858,1.153592718606126,15.054647063109124
0.37,-11.3371100532724,1.1534627192093216,15.056169979689162
0.38,-11.334415298491388,1.1533314616035353,15.057692356362473
0.39,-11.331697152228207,1.1531989380154701,15.059214191388056
0.4,-11.328955609557829,1.1530651478490432,15.060735482934465
0.41000000000000003,-11.326190667296366,1.1529300872752681,15.06225622921099
0.42,-11.32340231947463,1.1527937546627636,15.063776428382612
0.43,-11.320590556022157,1.1526561516160647,15.065296078549066
0.44,-11.31775537626479,1.1525172723260024,15.06681517795957
0.45,-11.314896775705954,1.1523771139992993,15.068333724802537
0.46,-11.312014752861133,1.1522356720265778,15.069851717232932
0.47000000000000003,-11.309109318092071,1.1520929346558222,15.071369153274194
0.48,-11.306180461562697,1.151948902313177,15.072886031174017
0.49,-11.303228181126117,1.1518035707886392,15.07440234909472
0.5,-11.300252473151778,1.151656936491974,15.075918105185927
0.51,-11.297253314201049,1.1515090041073475,15.077433297427694
0.52,-11.294230709675004,1.1513597662717543,15.078947924046957
0.53,-11.291184654503972,1.15120921999612,15.080461983181015
0.54,-11.288115143618285,1.1510573622913698,15.081975472967171
0.55,-11.28502220362062,1.1509041782527547,15.08348839137804
0.56,-11.281905820033174,1.150749668430699,15.08500073659984
0.5700000000000001,-11.278765991141402,1.1505938285738733,15.086512506752427
0.58,-11.275602716084618,1.1504366541097106,15.088023699951219
0.59,-11.272415963452454,1.1502781496590593,15.089534314169944
0.6,-11.26920573482159,1.150118309915869,15.091044347535323
0.61,-11.265972028613088,1.1499571305237177,15.092553798159443
0.62,-11.262714839131943,1.1497946083648485,15.094062664135295
0.63,-11.25943418619888,1.1496307324712292,15.095570943467619
0.64,-11.256130073558744,1.1494654968207971,15.097078634216752
0.65,-11.25280249580316,1.149298898207609,15.098585734474701
0.66,-11.249451448140602,1.149130932956324,15.100092242282267
0.67,-11.246076913534106,1.1489616005864236,15.101598155622103
0.68,-11.242678897049426,1.148790894850814,15.103103472581813
0.6900000000000001,-11.239257395565636,1.1486188116382985,15.104608191210126
0.7000000000000001,-11.235812396249582,1.1484453485872324,15.106112309455543
0.71,-11.232343896779446,1.148270501442468,15.107615825375042
0.72,-11.228851892744414,1.1480942663251668,15.10911873700404
0.73,-11.225336387477057,1.1479166373263863,15.110621042323492
0.74,-11.2217973862664,1.1477376080363277,15.112122739303134
0.75,-11.218234882325632,1.1475571751366238,15.113623825981888
0.76,-11.21464887425021,1.147375333886198,15.115124300357788
0.77,-11.211039362602435,1.1471920785604695,15.116624160309986
0.78,-11.207406345096294,1.1470074048591334,15.118123403889792
0.79,-11.203749820468719,1.146821307970368,15.119622029086688
0.8,-11.200069785542802,1.1466337833261362,15.121120033866516
0.81,-11.19636622716973,1.1464448276286177,15.122617416071948
0.8200000000000001,-11.192639147954301,1.1462544355733035,15.12411417374024
0.8300000000000001,-11.188888544688202,1.146062602596157,15.125610304836847
0.84,-11.185114416163842,1.1458693235226807,15.127105807290299
0.85,-11.181316766992499,1.1456745914029196,15.128600678921732
