t,MP,CN,P0,P1,P2,T2,C,MT,T0,T1
0.0,0.1,1.25,0.1,0.1,0.1,0.1,0.1,1.6,0.1,0.1
0.01,0.10056472116919667,1.247981323180106,0.09760397021982933,0.10035798396112144,0.0968044828858011,0.09680732876839272,0.1013956738950113,1.5965311659018788,0.11084439403495198,0.10059584715077005
0.02,0.10113393150674654,1.2459751620211306,0.0953000577045213,0.10059269215944691,0.09380185115383685,0.09382389345855242,0.1027634157737716,1.5930775115752358,0.12127801190660165,0.10151691266411951
0.03,0.10170756948346994,1.2439813260573493,0.09308465496711434,0.10071349171966204,0.09097978200958301,0.09105156471538219,0.10410425111235173,1.589639009233697,0.1313204304127284,0.10273416271991052
0.04,0.1022855753684829,1.2419996310665595,0.09095430222845113,0.10072919501403622,0.0883265537544083,0.0884906481205182,0.10541914036312107,1.5862156313498197,0.1409899760594887,0.10422088719258635
0.05,0.10286789121008927,1.2400298988122782,0.08890568386407181,0.10064808155905187,0.08583104752354544,0.0861400484021656,0.10670898209563126,1.5828073506535718,0.15030381293603784,0.10595252920419909
0.06,0.10345446075717692,1.2380719566088112,0.0869356209334478,0.10047793152683623,0.0834827316092228,0.08399745032666137,0.10797461760328295,1.5794141401106,0.15927804858791322,0.10790648328246238
0.07,0.10404522941210159,1.2361256370075562,0.08504106622454564,0.10022604968217941,0.08127165279627552,0.08205947314128262,0.10921683446514571,1.5760359729069573,0.16792781197229883,0.11006194280922943
0.08,0.10464014418768199,1.2341907775494723,0.0832190999628266,0.09989928506893364,0.0791884254564025,0.08032178610191645,0.11043636936072196,1.5726728224372386,0.17626731195115178,0.11239978501508693
0.09,0.10523915363063398,1.232267220322114,0.08146692203543734,0.09950406686809242,0.07722420938474583,0.07877932511285482,0.11163391328223292,1.5693246622836703,0.1843099396604999,0.11490236666982762
0.1,0.10584220778095381,1.230354811731969,0.0797818478418706,0.09904642343245772,0.07537069632281976,0.07742640206775456,0.11281011435483088,1.5659914662059433,0.19206832046507277,0.11755342103481732
0.11,0.10644925813776365,1.2284534023294713,0.07816130474139735,0.09853199830108506,0.0736200937914698,0.07625679467883646,0.11396558027789236,1.5626732081342172,0.19955434988575815,0.12033798372035168
0.12,0.10706025760143582,1.2265628464930907,0.07660282611391553,0.09796607716444827,0.07196510319863791,0.07526389769052973,0.11510088206901405,1.5593698621545802,0.2067792641997888,0.1232422507039206
0.13,0.10767516043230738,1.2246830022179325,0.07510404708717289,0.09735360709790632,0.07039890120304616,0.07444082663399236,0.11621655682015265,1.556081402500011,0.21375368595958333,0.12625348578727688
0.14,0.10829392221060243,1.2228137309299034,0.07366270036045854,0.09669921504456903,0.06891511815639526,0.07378050629090394,0.11731311018105386,1.5528078035425998,0.22048766362529054,0.12935993968212847
0.15,0.10891649979597362,1.220954897283968,0.07227661200702516,0.09600722644696164,0.06750781824135954,0.07327575814435774,0.11839101895208032,1.5495490397854659,0.22699071393159945,0.13255076528193827
0.16,0.10954285129005516,1.2191063689939556,0.07094369756503717,0.09528168233815529,0.0661714782040518,0.0729193718505397,0.11945073334866103,1.5463050858561693,0.23327185709759132,0.13581594687553827
0.17,0.1101729360006779,1.2172680166806404,0.06966195830854172,0.09452635542705924,0.06490096618741696,0.07270416509300642,0.12049267898591813,1.5430759165006978,0.23933964897946824,0.13914623551903008
0.18,0.1108067144054079,1.2154397137094182,0.06842947744784847,0.0937447665966051,0.06369152082872245,0.07262304776432889,0.1215172590182652,1.5398615065772594,0.2452022147842919,0.14253308170595747
0.19,0.11144414812006456,1.2136213360695718,0.0672444168574912,0.09294019858027489,0.06253873096863762,0.0726690536208173,0.12252485572025376,1.5366618310521984,0.2508672739314677,0.14596858721849942
0.2,0.11208519986730642,1.2118127622556676,0.06610501379619127,0.09211570968058211,0.06143851453261263,0.07283537340545905,0.12351583206719667,1.5334768649960258,0.25634216396734627,0.14944545831763523
0.21,0.11272983344209565,1.2100138731208028,0.06500957737074642,0.09127414881362966,0.06038710016871359,0.07311540631296817,0.12449053355998341,1.5303065835775531,0.26163387236671914,0.15295694278526148
0.22,0.11337801368555586,1.2082245517995618,0.06395648580961243,0.09041816630108188,0.05938100680704721,0.07350276049392825,0.12544928927710872,1.5271509620622492,0.26674905111709635,0.15649680342500635
0.23,0.11402970645455276,1.2064446835928744,0.06294418335449688,0.08955022669202273,0.0584170259768994,0.07399128187796643,0.1263924133314682,1.5240099758082055,0.27169404144277975,0.16005927041294926
0.24,0.11468487859531899,1.2046741558864122,0.06197117755950182,0.08867261940225055,0.05749220336343106,0.07457505757706562,0.1273202059016658,1.520883600264001,0.2764748901155845,0.16363901127064692
0.25,0.11534349791644574,1.2029128580598514,0.061036036558535345,0.08778746955568409,0.056603822108854965,0.07524842705487404,0.12823295435192245,1.5177718109660088,0.2810973682600311,0.16723109569313294
0.26,0.11600553316361932,1.2011606814125,0.06013738651507666,0.08689674785389526,0.05574938615290039,0.07600598285893267,0.12913093415326518,1.5146745835364648,0.2855669868866221,0.17083096720212204
0.27,0.11667095399471013,1.1994175190890697,0.059273909137339306,0.08600228012368578,0.0549266048061649,0.07684257388241574,0.13001440977984294,1.5115918936814412,0.2898890124997548,0.17443441437603516
0.28,0.1173397309561997,1.1976832660131427,0.05844433933772599,0.08510575612988648,0.05413337782091123,0.07775330041004722,0.130883635503357,1.508523717189386,0.29406848070610614,0.17803754682672526
0.29,0.11801183546014746,1.1959578188234705,0.05764746297102245,0.08420873800303548,0.05336778143301491,0.0787335104201722,0.13173885614483904,1.5054700299296908,0.29811020941767385,0.18163677174726917
0.3,0.11868723976189643,1.1942410758156485,0.05688211466425669,0.0833126682020713,0.05262805503420394,0.07977879443434605,0.13258030774830729,1.5024308078514346,0.30201881109334533,0.18522877223926243
0.31,0.11936591693879645,1.1925329368894264,0.05614717576811574,0.08241887685541391,0.05191258868623909,0.08088497593804482,0.13340821817382667,1.49940602698246,0.3057987036722237,0.18881048861594724
0.32,0.1200478408696547,1.1908333035002132,0.055441572399744996,0.08152858865103628,0.0512199113423724,0.08204810041684751,0.13422280762977867,1.4963956634286164,0.30945412065440364,0.1923791014030143
0.33,0.12073298621370111,1.1891420786029125,0.05476427345473108,0.08064293002705697,0.05054867976580449,0.08326443689805024,0.13502428931838867,1.493399693372466,0.31298912279877605,0.19593201021377787
0.34,0.12142132839216283,1.1874591666178131,0.054114288902316746,0.07976293473430433,0.04989766835214194,0.08453045720730196,0.1358128697600894,1.4904180930732411,0.31640760524784634,0.19946682315107492
0.35000000000000003,0.12211284356879898,1.185784473383436,0.05349066798615211,0.07888955010546099,0.04926575922577679,0.0858428319164709,0.13658874931873433,1.4874508388659835,0.3197133072696766,0.20298133996051124
