t,V,H,m,J,Ca_ss,d,dp,f,fca,fca2,f2,xr,Ca_i,xs1,xs2,ydv,ydv2,zdv,Na_i,Cl_i,AA,mL,hL,K_i,Ca_jsr,CaMKtrap,ro,ri,Ca_nsr
0.0,-85.781844107117,0.987317750543,0.001356538159,0.991924983076,0.00012271265,1.64013e-06,8.98230672628,0.999961508634,0.97836624923,0.893052931249,0.992234519148,7.24074e-06,0.00012131666,0.019883138161,0.019890650554,0.013970786703,0.99996472752,0.829206149767,12.972433387269,15.59207157178,0.000816605172,0.001356538159,0.26130711759,135.469546216758,1.737580994071,0.021123704774,0.0,0.862666650318,1.832822335168
0.01,-85.63206210252982,0.987317074871686,0.0013756367698169105,0.9919248989849507,0.00012271225829182234,1.6404299368389935e-06,8.982306340782168,0.9999615084245768,0.9783599401336326,0.8930547590721926,0.9922349361627996,7.239713482309796e-06,0.00012131630222169819,0.019883155026297488,0.019890657820744822,0.013977878646503922,0.9999647273719756,0.8292099658134305,12.972433339974868,15.592066974072473,0.0008166024017742294,0.0013756367698169105,0.26130769132279746,135.4695508946843,1.737584532136216,0.021123607074304246,1.3254514535514372e-10,0.8626705335535404,1.832822072972001
0.02,-85.48271422701623,0.9873150621346122,0.0014079975521961805,0.9919246409700474,0.00012271187505537976,1.6413316075725511e-06,8.982305144969118,0.999961507771145,0.9783536602022962,0.8930565876226413,0.9922353531052002,7.2386904295350145e-06,0.000121315945435899,0.019883208636117707,0.019890683464683093,0.013998124754829689,0.9999647268982522,0.8292137809656439,12.972433291442764,15.592062376388277,0.0008165996334866887,0.0014079975521961805,0.26130818036530107,135.46955554694708,1.7375880674153454,0.021123509374943242,2.6435388685394865e-10,0.8626744166796342,1.8328218107867302
0.03,-85.33379331086985,0.9873117330603883,0.0014428948745978764,0.9919242077789961,0.00012271150025158995,1.6428367303063487e-06,8.982303105831727,0.9999615066656621,0.9783474069847344,0.893058416645304,0.9922357699742761,7.237670833194933e-06,0.00012131558964449321,0.019883298959226112,0.019890727473024467,0.014030112712456686,0.9999647260900094,0.8292175952017938,12.972433241675228,15.592057778727346,0.0008165968676775093,0.0014428948745978764,0.26130858582468286,135.46956017398455,1.7375915999222127,0.02112341167592034,3.9552684356205087e-10,0.862678299696134,1.8328215486122146
0.04,-85.18529238594128,0.9873071074684084,0.00147881716595819,0.9919235981166379,0.0001227111338477744,1.6449472116384602e-06,8.982300188980684,0.9999615050999262,0.9783411780360484,0.8930602458849025,0.992236186769083,7.236654685017967e-06,0.00012131523484938946,0.019883425965469905,0.019890789833508792,0.014072594499292978,0.9999647249381797,0.8292214084994335,12.97243319067469,15.592053181089616,0.0008165941048803108,0.00147881716595819,0.261308908810896,135.46956477622228,1.7375951296686438,0.02112331397723889,5.261641636927241e-10,0.8626821826028922,1.8328212864484816
0.05,-85.03720480529044,0.9873012039230675,0.0015155469329475742,0.99192281067159,0.00012271077581812664,1.6476651080267988e-06,8.982296359290498,0.9999615030657366,0.9783349709654868,0.8930620750909481,0.9922366034886768,7.2356419770994035e-06,0.00012131488105247512,0.019883589626306274,0.01989087053461452,0.01412448793099224,0.9999647234336226,0.8292252208359537,12.972433138443497,15.592048583475023,0.0008165913456122541,0.0015155469329475742,0.26130915041400044,135.46956935406638,1.7375986566642905,0.021123216278902193,6.563636802304084e-10,0.8626860653997642,1.8328210242955576
0.06,-84.88952389860698,0.9872940407092424,0.0015530794183431392,0.9919218440553645,0.00012271042614224223,1.6509927159347062e-06,8.982291579227846,0.9999615005545047,0.9783287833199463,0.8930639040055764,0.992237020132069,7.234632701509521e-06,0.00012131452825570707,0.019883789913372196,0.019890969564977167,0.014184803205305237,0.9999647215666928,0.8292290321875098,12.972433084984019,15.59204398588351,0.0008165885903996651,0.0015530794183431392,0.2613093117560633,135.46957390792423,1.7376021809171647,0.021123118580913616,7.862257884137288e-10,0.862689948086601,1.8328207621534707
0.07,-84.74224329534219,0.9872856349105978,0.0015914082692200398,0.9919206968656641,0.00012271008480662862,1.6549324800178255e-06,8.982285810466147,0.9999614975576481,0.9783226127016045,0.8930657323758514,0.9922374366982716,7.233626850690627e-06,0.00012131417646101875,0.019884026799900794,0.019891086913961343,0.014252687149384272,0.9999647193276725,0.8292328425300942,12.972433030298559,15.592039388315014,0.0008165858397527242,0.0015914082692200398,0.26130939393682673,135.46957843818495,1.737605702433089,0.021123020883276465,9.158487374602369e-10,0.8626938306632563,1.8328205000222484
0.08,-84.59535678735263,0.9872760027891627,0.0016305592038674908,0.9919193676620077,0.00012270975180426634,1.6594870337247777e-06,8.982279013157312,0.9999614940664331,0.9783164567222767,0.8930675599489906,0.9922378531862787,7.232624417308312e-06,0.00012131382567035546,0.019884300260163856,0.019891222571433692,0.014327388514998582,0.9999647167065913,0.8292366518390946,12.972432974389378,15.592034790769478,0.0008165830941756707,0.0016305592038674908,0.2613093980535227,135.46958294522764,1.7376092212158643,0.021122923185994055,1.0453306178345483e-09,0.8626977131295843,1.8328202379019183
0.09,-84.44885836766105,0.9872651596988963,0.001670544680989352,0.9919178549805198,0.00012270942713434271,1.6646591708502894e-06,8.982271146280473,0.999961490072056,0.978310313023905,0.8930693864745936,0.9922382695950769,7.231625394306204e-06,0.00012131347588565535,0.0198846102696135,0.019891376527809916,0.014408247975526013,0.9999647136933182,0.8292404600895197,12.972432917258692,15.592030193246847,0.0008165803541630388,0.001670544680989352,0.2613093251905536,135.4695874294191,1.7376127372673378,0.02112282548906965,1.1747686230225508e-09,0.86270159548544,1.8328199757925085
