t,M,AM,Mp,AMp
0.0,1.0,0.0,0.0,0.0
0.01,0.9965078606448814,2.5563485499636662e-09,0.003484464969043328,7.671829726781427e-06
0.02,0.9930313853398252,2.0373268326634486e-08,0.006938019175077098,3.057511182932653e-05
0.03,0.9895704886410116,6.849471850379562e-08,0.010360900239172278,6.854262509757862e-05
0.04,0.9861250856630192,1.6172640548588726e-07,0.013753343999912132,0.00012140861066312884
0.05,0.9826950920613312,3.146441608515232e-07,0.01711558456969437,0.00018900872481353436
0.06,0.9792804240366385,5.415929014980658e-07,0.02044785432139493,0.0002711800490651382
0.07,0.9758809983219147,8.566944035799388e-07,0.02375038393081761,0.0003677610528640884
0.08,0.9724967321573594,1.2738630174641611e-06,0.02702340245938855,0.0004785915202345592
0.09,0.9691275433430842,1.8067726341414425e-06,0.0302671371802792,0.0006035127040025312
0.1,0.9657733502157079,2.4688714071616566e-06,0.03348181365563893,0.0007423672572461932
0.11,0.9624340716404866,3.273386729388746e-06,0.03666765576256069,0.0008949992102236224
0.12,0.9591096270073118,4.233327782700857e-06,0.039824885706280594,0.0010612539586253278
0.13,0.9557999362267087,5.361488087690431e-06,0.04295372403337738,0.0012409782518267901
0.14,0.9525049197258344,6.670448053364339e-06,0.046054389644971994,0.001434020181141004
0.15,0.9492244984444761,8.172577526843977e-06,0.04912709980992702,0.0016402291680710174
0.16,0.9459585938310493,9.880038343065417e-06,0.0521720701780463,0.0018594559525624771
0.17,0.9427071278385962,1.180478687447947e-05,0.05518951479327438,0.0020915525812561647
0.18,0.939470022920784,1.3958576580751842e-05,0.05817964610689604,0.002336372395740541
0.19,0.9362472020063721,1.6352972380260182e-05,0.06114267506206947,0.002593769959179518
0.2,0.9330385884767222,1.899936335141368e-05,0.0640788111682813,0.0028636009916465487
0.21,0.9298441062367316,2.1908924137419842e-05,0.06698826226627465,0.0031457225728578394
0.22,0.9266636796745018,2.5092637443838e-05,0.06987123466161543,0.003439993026440551
0.23,0.9234972336553842,2.8561297660163858e-05,0.07272793314435971,0.003746271902597805
0.24,0.9203446935178138,3.232551349978977e-05,0.07555856100279781,0.004064419965890714
0.25,0.9172059850691434,3.6395710639965045e-05,0.07836332003719854,0.004394299183020427
0.26,0.9140810345814774,4.0782134361756235e-05,0.0811424105735533,0.004735772710610143
0.27,0.9109697687875054,4.5494852190007385e-05,0.08389603147732026,0.005088704882987155
0.28,0.9078721148763362,5.054375653330034e-05,0.08662438016716853,0.005452961199964882
0.29,0.9047880004893321,5.593856732391499e-05,0.08932765262872223,0.005828408314624897
0.3,0.9017173537159416,6.16888346577897e-05,0.0920060434283048,0.006214914021098965
0.31,0.8986601032133125,6.780385438488324e-05,0.09465974531970532,0.006612347612600523
0.32,0.8956161781520195,7.429270598674773e-05,0.09728894942266697,0.0070205797193300095
0.33,0.8925855080324279,8.116438143344638e-05,0.09989384582672567,0.007439481759416291
0.34,0.8895680227977614,8.842770537559563e-05,0.10247462321949055,0.007868926277375739
0.35000000000000003,0.886563652830711,9.609133723974576e-05,0.10503146889784193,0.00830878693421054
0.36,0.8835723289498594,0.00010416377345289017,0.10756456877973326,0.008758938496957771
0.37,0.880593982406105,0.00011265334966697503,0.11007410741599293,0.009219256828238466
0.38,0.8776285448790871,0.00012156824298340838,0.11256026800212603,0.009689618875806709
0.39,0.8746759484736109,0.00013091647417756979,0.1150232323901162,0.010169902662098693
0.4,0.8717361257160707,0.0001407059099233197,0.11746318110022752,0.010659987273781805
0.41000000000000003,0.8688090095508759,0.00015094426501750878,0.11988029333280623,0.011159752851303703
0.42,0.8658945333387347,0.00016163910322756312,0.12227474697397409,0.011669080584067081
0.43,0.862992630958262,0.00017279776163819447,0.12464671826193932,0.012187853018163958
0.44,0.8601032366882099,0.00018442743742548565,0.12699638217388742,0.012715953700480662
0.45,0.8572262851681438,0.00019653521654930303,0.12932391255520323,0.013253267060107066
0.46,0.8543617114451392,0.00020912803875655297,0.1316294819661472,0.013799678549960469
0.47000000000000003,0.8515094509705768,0.0002222126995308999,0.13391326169243836,0.014355074637457374
0.48,0.848669439596939,0.00023579585204248454,0.13617542175583675,0.014919342795185295
0.49,0.8458416135746047,0.0002498840090976422,0.13841613092472646,0.015492371491574541
0.5,0.8430259095486465,0.00026448354508862054,0.1406355567246983,0.016074050181569998
0.51,0.8402222645556247,0.00027960069794329807,0.14283386544913254,0.016664269297302935
0.52,0.8374306160203842,0.0002952415710749022,0.14501122216978163,0.017262920238762774
0.53,0.8346509017528497,0.0003114121353317274,0.1471677907473531,0.017869895364468903
0.54,0.831883059951751,0.00032811822569599625,0.14930373381930998,0.01848508800324631
0.55,0.8291270292814454,0.0003453654825899761,0.15141921254733637,0.019108392688631612
0.56,0.8263827487479873,0.00036315944531047843,0.1535143870248495,0.01973970478185605
0.5700000000000001,0.8236501577129899,0.0003815055410467578,0.1555894162314749,0.020378920514491843
0.58,0.8209291959124884,0.000400409070107262,0.15764445797107202,0.02102593704633573
0.59,0.8182198034540034,0.000419875207666714,0.1596796688814381,0.021680652456895162
0.6,0.8155219208136041,0.00043990900551319336,0.1616952044440116,0.022342965736874502
0.61,0.8128354888329712,0.00046051539379521865,0.16369121899357575,0.023012776779661247
0.62,0.8101604487164601,0.00048169918276882935,0.16566786572796227,0.023689986372812243
0.63,0.8074967420281641,0.0005034650645446677,0.16762529671775472,0.024374496189539886
0.64,0.8048443106889777,0.0005258176148350609,0.16956366291599234,0.02506620878019834
0.65,0.8022030969736592,0.0005487612947011028,0.17148311416787335,0.025765027563769746
0.66,0.7995730435843945,0.0005723003946837726,0.1733837989687542,0.026470857052170883
0.67,0.7969540934437117,0.0005964391903051204,0.1752658651455524,0.027183602220434137
0.68,0.7943461900137884,0.0006211817011173291,0.1771294588061851,0.027903169478912603
0.6900000000000001,0.7917492769939197,0.0006465319180895594,0.17897472533501588,0.028629465752978145
0.7000000000000001,0.789163298428591,0.000672493721748893,0.1808018090373117,0.029362398812351795
0.71,0.7865881987046045,0.0006990708838786105,0.18261085314873307,0.0301018772627872
0.72,0.7840239225482294,0.0007262670692004326,0.1844019998447546,0.03084781053781886
0.73,0.7814704150223725,0.000754085837040715,0.18617539025001506,0.03160010889057514
0.74,0.778927621523769,0.0007825306429806085,0.18793116444759747,0.0323586833856562
0.75,0.7763954877801972,0.0008116048404901739,0.18966946148823935,0.03312344589107663
0.76,0.7738739598477113,0.0008413116825464588,0.19139041939947254,0.03389430907027301
0.77,0.7713629841078984,0.0008716543232355316,0.1930941751946932,0.034671186374176224
0.78,0.7688625072974479,0.0009026357954544947,0.19478086477564688,0.035453992131454025
0.79,0.7663724765392869,0.0009342589874563514,0.19645062282975445,0.0362426416435056
0.8,0.7638928392128783,0.0009665267383478465,0.1981035832579312,0.03703705079084597
0.81,0.761423543012868,0.0009994417942857273,0.1997398789811676,0.037837136211681964
0.8200000000000001,0.758964535950538,0.0010330068069730365,0.20135964193575587,0.03864281530673633
0.8300000000000001,0.7565157663514815,0.001067224334949267,0.2029630030809778,0.03945400623259469
0.84,0.7540771828533072,0.0011020968448584145,0.20455009240669547,0.040270627895142255
0.85,0.7516487344033733,0.0011376267126949262,0.20612103894084477,0.04109259994309027
0.86,0.7492303702565518,0.0011738162250275422,0.20767597075683178,0.04191984276159215
0.87,0.7468220399730207,0.001210667580201036,0.2092150149808322,0.04275227746594936
0.88,0.7444236934160868,0.0012481828895158497,0.21073829779899353,0.04358982589540707
0.89,0.7420352807500382,0.0012863641783856256,0.21224594446454007,0.04443241060703941
0.9,0.739656752438025,0.001325213387472633,0.21373807930478103,0.045279954869724595
0.91,0.7372880592399712,0.0013647323738010908,0.21521482572802128,0.04613238265820968
0.92,0.7349291522105147,0.0014049229118483872,0.21667630623037518,0.046989618647265044
0.93,0.7325799826969774,0.0014457866946141938,0.21812264240248302,0.04785158820592866
