t,C2,M,CP,Y,pM,YP
0.0,0.001,0.001,0.001,0.001,0.001,0.001
0.01,0.0009014815735682614,0.0011331162659062905,0.000762343277437479,0.0006538088626841099,0.0012030588830879696,0.0010046028320109435
0.02,0.0007909991684381118,0.0013259438232325535,0.0006872517770952924,0.0004565904002641915,0.0011958052312340422,0.0010108021194234465
0.03,0.0007182445022773659,0.0015792040437970088,0.0006453024899913882,0.0003280090423341837,0.0010572489639342373,0.0010191907872438074
0.04,0.000672908281057395,0.0018787719763235624,0.0006190541057893103,0.0002397600126616514,0.0008292656368297323,0.0010303081814306318
0.05,0.0006456642654220953,0.0021810579462905886,0.0006034636086356757,0.00017720339622332964,0.0005698141796516401,0.001044407614233845
0.06,0.000630538712106399,0.0024278593273997207,0.0005957528482730406,0.00013185648984589732,0.0003458491122208399,0.0010612025641284206
0.07,0.0006235889700941269,0.002589188605912052,0.0005938771779912338,9.847421099701881e-05,0.00019334524600258702,0.0010799367614134
0.08,0.0006222061260187445,0.0026759747468141316,0.000596224729728085,7.366184863915758e-05,0.00010559439743903834,0.0010997750663190341
0.09,0.000624698015041238,0.0027143926470895065,0.0006015772211750011,5.5124276888945545e-05,5.933211669425356e-05,0.0011200975310297772
0.1,0.0006299539106362267,0.00272557197953076,0.0006090624196837358,4.124919483748938e-05,3.5411690149276476e-05,0.0011405318131078991
0.11,0.000637215746820894,0.002722052882269075,0.0006180681128282043,3.086973635319698e-05,2.2663258081825614e-05,0.0011608745030878258
0.12,0.0006459447646018828,0.0027104513455828223,0.0006281590324888732,2.3122194437658807e-05,1.5444857326420756e-05,0.0011810161914207952
0.13,0.0006557406319907982,0.002694180061773068,0.0006390255883565886,1.735848755842346e-05,1.105371787954415e-05,0.0012008964425297263
0.14,0.0006663098028848065,0.002675063139871528,0.0006504340605428586,1.308804636752732e-05,8.1929967008049e-06,0.0012204802424362585
0.15,0.0006774268736572328,0.002654131514470303,0.0006622145647031809,9.938408056507352e-06,6.227047169281316e-06,0.0012397466130533454
0.16,0.0006889211747091042,0.0026320154203074925,0.0006742391606929004,7.625762716176597e-06,4.824244290500696e-06,0.0012586827002495807
0.17,0.0007006671199514983,0.002609120947317409,0.0006864100423926803,5.936322365288182e-06,3.8018903384100066e-06,0.001277280907081511
0.18,0.0007125688869588907,0.0025857326409713635,0.0006986527272647386,4.706174457994685e-06,3.045744805004586e-06,0.0012955368814866572
0.19,0.0007245469705649255,0.0025620528709229145,0.0007109169340445871,3.8094827048085557e-06,2.4832244675704137e-06,0.0013134488474931248
0.2,0.0007365505288417102,0.002538204688456425,0.0007231737260363179,3.168393850693335e-06,2.0710566655443057e-06,0.0013310166264865863
0.21,0.0007485388306085654,0.002514316596958981,0.0007353810501213376,2.701406628096282e-06,1.763522311113536e-06,0.0013482413700492161
0.22,0.000760493654326832,0.002490453887838777,0.0007475137757509823,2.365129971881624e-06,1.538682083406793e-06,0.0013651249812229767
0.23,0.0007723825670217621,0.0024666734917354357,0.0007595674041232016,2.1221118267369342e-06,1.376537119598441e-06,0.0013816700071831631
0.24,0.0007841925244130455,0.0024430174123564853,0.0007715291175362903,1.945432432784985e-06,1.2609456941770488e-06,0.0013978795556688296
0.25,0.0007959135927039679,0.002419513055486088,0.0007833922131264644,1.8170804325258585e-06,1.1811386834780152e-06,0.0014137569297924325
0.26,0.0008075395491716084,0.0023961794343950226,0.0007951519437058813,1.7243624115075914e-06,1.129072727485439e-06,0.001429305847486889
0.27,0.0008190642090967874,0.00237303582914023,0.0008068033841903826,1.6544129366770854e-06,1.0965775725967383e-06,0.0014445300933351155
0.28,0.0008304827004575839,0.0023500956324534646,0.0008183442552821537,1.5981789975235747e-06,1.0774117475576304e-06,0.0014594335582879233
0.29,0.0008417927368026738,0.002327365795387488,0.0008297739477677617,1.5507625551615824e-06,1.0675198085858302e-06,0.0014740201407636771
0.3,0.0008529949072256471,0.002304846383647906,0.0008410937086880809,1.5118088196208832e-06,1.0650000288931364e-06,0.0014882938913877188
0.31,0.0008640886149056834,0.0022825405718226452,0.0008523034082272893,1.4784936376308782e-06,1.0674044742574348e-06,0.0015022587803068927
0.32,0.0008750747752948369,0.002260447734622621,0.0008634036447960324,1.450158256275322e-06,1.0738446064329819e-06,0.001515918812410141
0.33,0.0008859539377658108,0.0022385674757438817,0.0008743946929501134,1.425498072702389e-06,1.083892784342096e-06,0.001529277921025397
0.34,0.0008967265108967024,0.0022168992542280132,0.0008852773998250451,1.4036484337218032e-06,1.096834245912635e-06,0.001542340008536721
0.35000000000000003,0.0009073929561872158,0.0021954420724829013,0.0008960527349864217,1.3839264339782981e-06,1.1122354987888595e-06,0.0015551089509868287
0.36,0.0009179538704204365,0.002174195557712216,0.0009067212094090804,1.36530929622324e-06,1.129361584114063e-06,0.0015675886788971522
0.37,0.0009284105812558249,0.0021531575426385952,0.0009172839226355957,1.3481772757856107e-06,1.1479525718687797e-06,0.0015797828765779893
0.38,0.0009387636102528382,0.0021323274681046014,0.0009277415451227529,1.331595672645659e-06,1.1673755977408376e-06,0.0015916954610967445
0.39,0.0009490138022686022,0.002111703301590848,0.0009380953073056333,1.3155974974007426e-06,1.1875878883568488e-06,0.0016033301158711265
0.4,0.0009591619979305416,0.0020912830592627043,0.0009483464185229035,1.3001874681554317e-06,1.2085233114647648e-06,0.0016146905323563823
0.41000000000000003,0.0009692090778393589,0.0020710653493386027,0.0009584957326976539,1.2850285698967156e-06,1.2298391220721883e-06,0.001625780479742219
0.42,0.000979156611837994,0.00205104764487924,0.0009685439568743987,1.2704585275901566e-06,1.2517853807773244e-06,0.0016366034105248922
0.43,0.0009890054231959035,0.002031228359540721,0.0009784921095722775,1.2562515008418355e-06,1.2741066403154558e-06,0.001647163078023034
0.44,0.000998756188145718,0.0020116053513760776,0.000988341464844203,1.2425212805590916e-06,1.2969945678647384e-06,0.0016574627312040612
0.45,0.0010084098651407902,0.001992176686555114,0.0009980930312490166,1.229251836745812e-06,1.320415983433709e-06,0.0016675059341349186
0.46,0.0010179675216669811,0.0019729405116509927,0.001007747714775187,1.2163769846949296e-06,1.3442508400895936e-06,0.0016772963726173816
0.47000000000000003,0.0010274301267712857,0.0019538949006455393,0.001017306514015777,1.2038758213586184e-06,1.3684575178142772e-06,0.0016868376225461991
0.48,0.0010367986335699324,0.001935038030276871,0.0010267701712872673,1.1918134301397848e-06,1.3931638282696452e-06,0.0016961325062031824
0.49,0.0010460740111339056,0.0019163679743720771,0.0010361396855686404,1.180168778506361e-06,1.4183278962958438e-06,0.0017051846006179224
0.5,0.0010552572280667588,0.001897882809773258,0.0010454160483193687,1.1689233568875243e-06,1.4439128180925603e-06,0.001713997460707965
0.51,0.001064349250558429,0.0018795806288907763,0.0010546002121713154,1.1580716832324545e-06,1.4699073598875093e-06,0.0017225745272134768
0.52,0.001073350707138944,0.0018614599298858215,0.0010636929219639722,1.1475342811411733e-06,1.4964399971640674e-06,0.0017309182626590283
0.53,0.0010822626286404395,0.001843518727491114,0.001072695170109335,1.1373198341695185e-06,1.5234727499675103e-06,0.0017390322950560776
0.54,0.0010910859494769518,0.0018257551523006956,0.0010816078896847116,1.12741589693764e-06,1.5510075320365008e-06,0.0017469199730886127
0.55,0.0010998214816726377,0.0018081675362101543,0.001090431918507425,1.1178042801940023e-06,1.5790626069355751e-06,0.0017545842079122037
0.56,0.0011084701173300754,0.0017907540722324259,0.0010991681593602134,1.1084677650541694e-06,1.6076500762337413e-06,0.0017620282079257657
0.5700000000000001,0.001117032651426016,0.0017735131218289757,0.0011078174362303104,1.0993879556910885e-06,1.6367895152850744e-06,0.0017692548210065516
0.58,0.0011255099820828252,0.0017564428675724236,0.0011163806567841411,1.0905477061663664e-06,1.6664925624388511e-06,0.0017762672778983456
0.59,0.0011339029743110327,0.0017395415659122986,0.0011248586935165765,1.0819338793797246e-06,1.6967652626053702e-06,0.0017830686606603524
0.6,0.0011422122914380767,0.0017228079613290418,0.0011332521854752029,1.0735679565386702e-06,1.727560760053437e-06,0.0017896610860970133
0.61,0.0011504388991733934,0.0017062400479225417,0.0011415621311483201,1.0654145081185496e-06,1.758920757340406e-06,0.0017960481474822787
0.62,0.0011585836229197407,0.0016898361570310636,0.0011497893677686888,1.0574615780638252e-06,1.7908512808275664e-06,0.0018022327701466927
0.63,0.0011666472749684697,0.0016735946447317587,0.001157934720922285,1.0496975874431246e-06,1.823358376282834e-06,0.0018082178276196152
0.64,0.001174630654499526,0.0016575138918406634,0.0011659990045483003,1.0421113344492404e-06,1.856448108880752e-06,0.0018140061416292215
0.65,0.001182534547581449,0.0016415923039127002,0.0011739830209391419,1.0346919943991308e-06,1.890126563202489e-06,0.0018196004821025037
0.66,0.0011903597800688396,0.0016258282606724536,0.0011818875644945604,1.0274557661635432e-06,1.924393758618622e-06,0.001825003636357328
0.67,0.0011981071265892743,0.0016102202030213795,0.00118971341526246,1.0204000254774862e-06,1.9592541182172617e-06,0.0018302182900535834
0.68,0.0012057773228319488,0.0015947666212900407,0.0011974613398110232,1.0135095151882774e-06,1.9947150552829757e-06,0.0018352470432672322
0.6900000000000001,0.0012133711144488005,0.0015794660084893285,0.001205132094699218,1.0067809785774358e-06,2.030781348365544e-06,0.0018400924744549846
0.7000000000000001,0.0012208892349951435,0.0015643168813989023,0.0012127264249112463,1.000212047234575e-06,2.067457678694346e-06,0.0018447571115997449
0.71,0.001228332405929668,0.0015493177805671902,0.001220245063856545,9.938012410574041e-07,2.1047486301783593e-06,0.0018492434322106097
0.72,0.0012357013715062067,0.0015344672026682419,0.0012276887607053058,9.875426710236343e-07,2.1426641045249593e-06,0.0018535540052276804
0.73,0.0012429970338675286,0.0015197633386012696,0.001235058386226031,9.814055294044003e-07,2.1812402874752673e-06,0.001857692040448543
0.74,0.0012502199826345654,0.0015052049854555362,0.001242354564248055,9.754055069935267e-07,2.2204666421723687e-06,0.0018616594753676035
0.75,0.0012573709233479045,0.0014907907159094874,0.0012495780073187093,9.695397476070142e-07,2.260352402260443e-06,0.001865458717647678
0.76,0.0012644505523043584,0.001476519120879641,0.0012567294186455905,9.638058502525793e-07,2.300907146818724e-06,0.0018690921360803145
0.77,0.0012714595565569667,0.0014623888095205882,0.001263809492096559,9.582018691296556e-07,2.3421408003614994e-06,0.0018725620605857941
0.78,0.0012783986139149942,0.0014483984092249925,0.001270818912199739,9.527263136293933e-07,2.3840636328381145e-06,0.001875870782213131
0.79,0.001285268511659202,0.0014345463201723056,0.001277758475989908,9.473646069348241e-07,2.4266911493426155e-06,0.0018790210898981061
0.8,0.001292069923339281,0.0014208311768141087,0.0012846288639189545,9.421145458897167e-07,2.4700348967240074e-06,0.001882015261277413
0.81,0.0012988034828999937,0.0014072516946136483,0.0012914307159371018,9.369778457109739e-07,2.5141055167345147e-06,0.0018848553978418631
0.8200000000000001,0.0013054698558259278,0.0013938065229495914,0.0012981647045141038,9.319520247771404e-07,2.5589156763786164e-06,0.0018875437466095517
0.8300000000000001,0.0013120697004279185,0.001380494325158776,0.001304831494904598,9.27034820538874e-07,2.604478473357068e-06,0.0018900825250866865
0.84,0.0013186036678430504,0.0013673137785362112,0.001311431745148105,9.222241895189459e-07,2.6508074360669024e-06,0.001892473921267587
0.85,0.0013250724144833908,0.0013542635547339672,0.0013179661182580716,9.17515622677508e-07,2.69791148691099e-06,0.0018947201527609175
0.86,0.0013314766274208313,0.0013413422797915612,0.001324435307077162,9.128966710376551e-07,2.7457846717278597e-06,0.0018968235873569807
0.87,0.001337816912478024,0.0013285487103419807,0.001330839924702716,9.083710794621938e-07,2.794451437594797e-06,0.0018987862115068725
0.88,0.0013440939008027028,0.0013158815658054603,0.0013371806088378361,9.039358033421998e-07,2.8439235134329834e-06,0.0019006101365055472
0.89,0.0013503082171301313,0.0013033395783617343,0.0013434579907159083,8.995878529665779e-07,2.894212750849615e-06,0.0019022974477518359
0.9,0.0013564604797831029,0.0012909214929500343,0.001349672695100602,8.953242935220618e-07,2.9453311241379036e-06,0.0019038502047484455
0.91,0.0013625513006719412,0.0012786260672690908,0.0013558253402858708,8.911422450932143e-07,2.997290730277076e-06,0.0019052704411019602
0.92,0.00136858130336856,0.001266452068397693,0.0013619165557442916,8.870439975941495e-07,3.050071446267542e-06,0.001906560239540817
0.93,0.0013745510834995674,0.001254398280200281,0.0013679469434530794,8.830258020770726e-07,3.103691803772196e-06,0.0019077215675234033
0.9400000000000001,0.0013804612306527332,0.0012424634992309323,0.001373917099284564,8.790840702292211e-07,3.1581697885439423e-06,0.0019087563681627739
0.9500000000000001,0.0013863123329436598,0.0012306465338794985,0.0013798276174652958,8.752166667338392e-07,3.2135146685868254e-06,0.0019096665791810213
0.96,0.0013921049721951687,0.0012189462052729508,0.0013856790858689802,8.714215450438836e-07,3.2697356204126883e-06,0.0019104541129008944
0.97,0.0013978397239373004,0.0012073613472753785,0.001391472086016476,8.676967473820225e-07,3.3268417290411723e-06,0.0019111208562458
0.98,0.0014035171574073146,0.0011958908064879916,0.0013972071930757953,8.640404047406363e-07,3.3848419879997154e-06,0.0019116686707398014
0.99,0.00140913783554969,0.0011845334422491186,0.0014028849758621047,8.604507368818175e-07,3.4437452993235537e-06,0.0019120993925076195
1.0,0.0014147023150161246,0.0011732881266342072,0.0014085059968377241,8.569260523373702e-07,3.503560473555722e-06,0.0019124148322746323
1.01,0.001420211191301765,0.0011621536201031327,0.001414070855650128,8.534649799703914e-07,3.564331907648926e-06,0.0019126169815612362
1.02,0.001425664986315057,0.001151128881251185,0.001419580080682836,8.500658921769145e-07,3.6260507146309786e-06,0.0019127074990718733
