t,x1,x2,x3,x4
0.0,1000.0,0.1,0.0,0.0
0.01,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.02,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.03,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.04,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.05,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.06,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.07,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.08,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.09,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.1,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.11,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.12,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.13,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.14,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.15,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.16,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.17,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.18,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.19,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.2,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.21,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.22,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.23,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.24,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.25,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.26,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.27,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.28,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.29,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.3,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.31,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.32,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.33,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.34,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.35000000000000003,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.36,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.37,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.38,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.39,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.4,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.41000000000000003,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.42,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.43,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.44,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.45,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.46,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.47000000000000003,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.48,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.49,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.5,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.51,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.52,999.8000000000047,1.6006401919871599e-24,4.000800159871925e-12,0.09999999999599925
0.53,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.54,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.55,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.56,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.5700000000000001,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.58,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.59,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.6,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.61,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.62,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.63,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.64,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.65,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.66,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.67,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.68,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.6900000000000001,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.7000000000000001,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.71,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.72,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.73,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.74,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.75,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.76,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.77,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.78,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.79,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.8,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.81,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.8200000000000001,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.8300000000000001,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.84,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.85,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.86,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.87,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.88,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.89,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.9,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.91,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.92,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.93,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.9400000000000001,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.9500000000000001,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.96,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.97,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
0.98,999.8000000000047,1.60064019198716e-24,4.000800159871925e-12,0.09999999999599925
