t,GSH,SDLGSH
0.0,1.0,1.0
0.01,1.000013814400682,0.999801136032573
0.02,1.0000276270808135,0.9996023583289352
0.03,1.0000414380408438,0.9994036668657176
0.04,1.0000552472812918,0.9992050616159415
0.05,1.0000690548024358,0.9990065425651489
0.06,1.000082860604797,0.9988081096862461
0.07,1.000096664688866,0.9986097629537194
0.08,1.0001104670551337,0.9984115023420552
0.09,1.0001242677040911,0.9982133278257397
0.1,1.0001380666362285,0.9980152393792592
0.11,1.0001518638520372,0.9978172369771001
0.12,1.0001656593520079,0.9976193205937488
0.13,1.000179453136631,0.9974214902036915
0.14,1.0001932452063975,0.9972237457814145
0.15,1.0002070355617985,0.9970260873014042
0.16,1.0002208242033233,0.9968285147382085
0.17,1.0002346111313725,0.9966310280710087
0.18,1.0002483963463649,0.9964336272780576
0.19,1.000262179848769,0.99623631233502
0.2,1.0002759616390524,0.9960390832175604
0.21,1.0002897417176837,0.9958419399013433
0.22,1.0003035200851311,0.9956448823620331
0.23,1.0003172967418625,0.9954479105752946
0.24,1.0003310716883465,0.995251024516792
0.25,1.0003448449250512,0.9950542241621901
0.26,1.0003586164524445,0.9948575094871533
0.27,1.000372386270995,0.9946608804673462
0.28,1.0003861543811705,0.9944643370784334
0.29,1.0003999207834422,0.9942678792959646
0.3,1.0004136854782815,0.9940715070954255
0.31,1.000427448466158,0.9938752204524378
0.32,1.0004412097475404,0.9936790193426245
0.33,1.0004549693228981,0.9934829037416079
0.34,1.0004687271927002,0.9932868736250108
0.35000000000000003,1.0004824833574155,0.9930909289684556
0.36,1.0004962378175133,0.9928950697475654
0.37,1.000509990573463,0.9926992959379625
0.38,1.0005237416257329,0.9925036075152696
0.39,1.0005374909747928,0.9923080044551092
0.4,1.0005512386211117,0.9921124867331043
0.41000000000000003,1.000564984565211,0.9919170543224232
0.42,1.0005787288074461,0.9917217072039964
0.43,1.000592471348358,0.9915264453500977
0.44,1.0006062121884163,0.9913312687363424
0.45,1.0006199513280896,0.9911361773383425
0.46,1.0006336887678478,0.9909411711317069
0.47000000000000003,1.00064742450816,0.990746250092041
0.48,1.000661158549496,0.990551414194947
0.49,1.0006748908923255,0.9903566634160238
0.5,1.000688621537118,0.990161997730867
0.51,1.000702350484343,0.989967417115069
0.52,1.0007160777344708,0.9897729215442188
0.53,1.0007298032879726,0.9895785109938359
0.54,1.0007435271453269,0.9893841854391147
0.55,1.0007572493070054,0.9891899448555597
0.56,1.0007709697734788,0.9889957892187331
0.5700000000000001,1.0007846885452172,0.9888017185041935
0.58,1.0007984056226913,0.9886077326874962
0.59,1.0008121210063716,0.988413831744193
0.6,1.0008258346967291,0.9882200156498323
0.61,1.0008395466942346,0.9880262843799591
0.62,1.0008532569993585,0.9878326379101151
0.63,1.0008669656125722,0.9876390762158386
0.64,1.0008806725343462,0.9874455992726641
0.65,1.000894377765152,0.9872522070561232
0.66,1.0009080813054605,0.9870588995417438
0.67,1.000921783155743,0.9868656767050504
0.68,1.0009354833164708,0.9866725385215643
0.6900000000000001,1.0009491817881153,0.9864794849668033
0.7000000000000001,1.0009628785711477,0.9862865160162815
0.71,1.0009765736660399,0.98609363164551
0.72,1.0009902670732629,0.9859008318299962
0.73,1.001003958793289,0.9857081165452444
0.74,1.0010176488265894,0.9855154857667551
0.75,1.0010313371736363,0.9853229394700256
0.76,1.0010450238349013,0.98513047763055
0.77,1.0010587088108565,0.9849381002238184
0.78,1.0010723921019737,0.9847458072253182
0.79,1.0010860737087253,0.9845535986105329
0.8,1.001099753631583,0.9843614743549428
0.81,1.0011134318710198,0.9841694344340247
0.8200000000000001,1.0011271084275073,0.9839774788232519
0.8300000000000001,1.001140783301518,0.9837856074980947
0.84,1.0011544564935246,0.9835938204340194
0.85,1.0011681280039997,0.9834021176064894
0.86,1.0011817978334154,0.9832104989909645
0.87,1.0011954659822448,0.9830189645629009
0.88,1.0012091324509607,0.9828275142977516
0.89,1.0012227972400356,0.9826361481709663
0.9,1.0012364603499426,0.9824448661579911
0.91,1.0012501217811547,0.9822536682342686
0.92,1.0012637815341447,0.9820625543752383
0.93,1.001277439609386,0.981871524556336
0.9400000000000001,1.0012910960073516,0.9816805787529942
0.9500000000000001,1.0013047507285149,0.981489716940642
0.96,1.001318403773349,0.9812989390947053
0.97,1.0013320551423275,0.9811082451906061
0.98,1.001345704835924,0.9809176352037635
0.99,1.0013593528546119,0.9807271091095928
1.0,1.0013729991988647,0.980536666883506
1.01,1.0013866438691563,0.980346308500912
1.02,1.0014002868659604,0.9801560339372158
1.03,1.0014139281897507,0.9799658431678193
1.04,1.0014275678410014,0.979775736168121
1.05,1.0014412058201865,0.9795857129135157
1.06,1.0014548421277798,0.9793957733793951
1.07,1.0014684767642554,0.9792059175411475
1.08,1.0014821097300879,0.9790161453741575
1.09,1.0014957410257512,0.9788264568538065
1.1,1.00150937065172,0.9786368519554726
1.11,1.0015229986084684,0.9784473306545302
1.12,1.0015366248964712,0.9782578929263505
1.1300000000000001,1.0015502495162028,0.9780685387463011
1.1400000000000001,1.0015638724681377,0.9778792680897465
1.1500000000000001,1.001577493752751,0.9776900809320475
1.16,1.0015911133705173,0.9775009772485617
1.17,1.0016047313219114,0.977311957014643
1.18,1.0016183476074083,0.9771230202056423
1.19,1.0016319622274832,0.9769341667969068
1.2,1.0016455751826108,0.9767453967637802
1.21,1.0016591864732667,0.9765567100816033
1.22,1.0016727960999259,0.9763681067257127
1.23,1.0016864040630635,0.9761795866714424
1.24,1.0017000103631553,0.9759911498941225
1.25,1.0017136150006767,0.9758027963690797
1.26,1.001727217976103,0.9756145260716376
1.27,1.0017408192899098,0.9754263389771161
1.28,1.0017544189425729,0.9752382350608316
1.29,1.0017680169345682,0.9750502142980977
1.3,1.0017816132663713,0.9748622766642238
1.31,1.001795207938458,0.9746744221345164
1.32,1.0018088009513044,0.9744866506842784
1.33,1.0018223923053868,0.9742989622888094
1.34,1.001835982001181,0.9741113569234054
1.35,1.0018495700391632,0.9739238345633594
1.36,1.0018631564198097,0.9737363951839604
1.37,1.001876741143597,0.9735490387604945
1.3800000000000001,1.001890324211001,0.973361765268244
1.3900000000000001,1.001903905622499,0.9731745746824881
1.4000000000000001,1.0019174853785668,0.9729874669785026
1.41,1.0019310634796814,0.9728004421315596
1.42,1.0019446399263194,0.9726135001169279
1.43,1.0019582147189579,0.9724266409098731
1.44,1.0019717878580732,0.972239864485657
1.45,1.0019853593441423,0.9720531708195386
1.46,1.0019989291776425,0.9718665598867727
1.47,1.0020124973590507,0.9716800316626114
1.48,1.002026063888844,0.971493586122303
1.49,1.0020396287675,0.9713072232410924
1.5,1.0020531919954954,0.9711209429942212
1.51,1.0020667535733079,0.9709347453569278
1.52,1.0020803135014147,0.9707486303044467
1.53,1.0020938717802934,0.9705625978120094
1.54,1.0021074284104219,0.9703766478548437
1.55,1.0021209833922775,0.9701907804081742
1.56,1.002134536726338,0.970004995447222
1.57,1.0021480884130811,0.9698192929472048
1.58,1.0021616384529848,0.9696336728833369
1.59,1.0021751868465272,0.9694481352308293
1.6,1.002188733594186,0.9692626799648894
1.61,1.0022022786964393,0.9690773070607211
1.62,1.0022158221537656,0.9688920164935254
1.6300000000000001,1.0022293639666429,0.9687068082384993
1.6400000000000001,1.0022429041355494,0.9685216822708368
1.6500000000000001,1.0022564426609628,0.9683366385657658
1.6600000000000001,1.0022699795433292,0.968151677100107
1.67,1.0022835147831086,0.9679667978499642
1.68,1.0022970483807785,0.9677820007905857
1.69,1.0023105803368157,0.9675972858972173
1.7,1.0023241106516982,0.9674126531451013
1.71,1.002337639325903,0.9672281025094778
1.72,1.0023511663599076,0.9670436339655837
1.73,1.0023646917541895,0.9668592474886533
1.74,1.0023782155092267,0.966674943053918
1.75,1.0023917376254965,0.9664907206366065
1.76,1.0024052581034768,0.9663065802119445
1.77,1.0024187769436455,0.9661225217551549
1.78,1.00243229414648,0.9659385452414582
1.79,1.0024458097124587,0.9657546506460714
1.8,1.0024593236420594,0.9655708379442093
1.81,1.0024728359357602,0.9653871071110834
1.82,1.0024863465940392,0.9652034581219029
1.83,1.0024998556173743,0.9650198909518738
1.84,1.0025133630062442,0.9648364055761993
1.85,1.0025268687611268,0.96465300197008
1.86,1.0025403728825006,0.9644696801087136
1.87,1.002553875370844,0.9642864399672948
1.8800000000000001,1.0025673762266356,0.9641032815210159
1.8900000000000001,1.0025808754503536,0.9639202047450659
1.9000000000000001,1.002594373042477,0.9637372096146314
1.9100000000000001,1.0026078690034839,0.9635542961048958
1.92,1.0026213633338537,0.9633714641910402
1.93,1.0026348560340645,0.9631887138482426
1.94,1.0026483471045957,0.9630060450516778
1.95,1.002661836545926,0.9628234577765185
1.96,1.0026753243585342,0.962640951997934
1.97,1.0026888105428997,0.9624585276910913
1.98,1.002702295099501,0.9622761848311542
1.99,1.0027157780288178,0.9620939233932838
2.0,1.002729259331329,0.9619117433526385
2.0100000000000002,1.002742739007514,0.9617296446843737
2.02,1.0027562170578521,0.9615476273636421
2.0300000000000002,1.0027696934828227,0.9613656913655936
2.04,1.0027831682829051,0.9611838366653752
2.05,1.0027966414585792,0.9610020632381313
2.06,1.0028101130103242,0.9608203710590031
2.07,1.0028235829386196,0.9606387601031294
2.08,1.0028370512439457,0.9604572303456459
2.09,1.0028505179267817,0.9602757817616857
2.1,1.0028639829876076,0.9600944143263789
2.11,1.0028774464269032,0.9599131280148528
2.12,1.002890908245149,0.9597319228022322
2.13,1.002904368442824,0.9595507986636386
2.14,1.002917827020409,0.959369755574191
2.15,1.002931283978384,0.9591887935090055
2.16,1.002944739317229,0.9590079124431956
2.17,1.0029581930374245,0.9588271123518717
2.18,1.0029716451394506,0.9586463932101413
2.19,1.0029850956237878,0.9584657549931095
2.2,1.0029985444909164,0.9582851976758782
2.21,1.003011991741317,0.9581047212335467
2.22,1.0030254373754701,0.9579243256412115
2.23,1.0030388813938564,0.9577440108739663
2.24,1.0030523237969564,0.9575637769069016
2.25,1.003065764585251,0.9573836237151058
2.2600000000000002,1.0030792037592209,0.9572035512736637
2.27,1.003092641319347,0.9570235595576579
2.2800000000000002,1.0031060772661105,0.956843648542168
2.29,1.0031195115999918,0.9566638182022705
2.3000000000000003,1.0031329443214723,0.9564840685130397
2.31,1.003146375431033,0.9563043994495464
2.32,1.0031598049291555,0.9561248109868591
2.33,1.0031732328163203,0.9559453031000432
2.34,1.0031866590930092,0.9557658757641615
2.35,1.0032000837597033,0.9555865289542738
2.36,1.0032135068168841,0.9554072626454371
2.37,1.003226928265033,0.9552280768127057
2.38,1.0032403481046317,0.9550489714311311
2.39,1.0032537663361618,0.954869946475762
2.4,1.0032671829601048,0.9546910019216439
2.41,1.0032805979769426,0.9545121377438202
2.42,1.0032940113871567,0.9543333539173309
2.43,1.0033074231912291,0.9541546504172133
2.44,1.0033208333896417,0.9539760272185019
2.45,1.0033342419828766,0.9537974842962288
2.46,1.0033476489714155,0.9536190216254228
2.47,1.0033610543557407,0.9534406391811098
2.48,1.0033744581363346,0.9532623369383134
2.49,1.0033878603136788,0.9530841148720539
2.5,1.003401260888256,0.9529059729573491
2.5100000000000002,1.0034146598605487,0.952727911169214
2.52,1.0034280572310386,0.9525499294826604
2.5300000000000002,1.003441453000209,0.9523720278726977
2.54,1.0034548471685416,0.9521942063143324
2.5500000000000003,1.0034682397365196,0.952016464782568
2.56,1.0034816307046253,0.9518388032524054
2.57,1.0034950200733415,0.9516612216988426
2.58,1.0035084078431509,0.9514837200968748
2.59,1.0035217940145365,0.9513062984214943
2.6,1.0035351785879811,0.9511289566476908
2.61,1.0035485615639674,0.950951694750451
2.62,1.0035619429429787,0.9507745127047589
2.63,1.0035753227254982,0.9505974104855954
2.64,1.0035887009120086,0.9504203880679392
2.65,1.0036020775029932,0.9502434454267654
2.66,1.0036154524989356,0.950066582537047
2.67,1.0036288259003188,0.9498897993737538
2.68,1.003642197707626,0.9497130959118529
2.69,1.003655567921341,0.9495364721263084
2.7,1.003668936541947,0.949359927992082
2.71,1.003682303569928,0.9491834634841322
2.72,1.0036956690057672,0.9490070785774147
2.73,1.0037090328499485,0.9488307732468827
2.74,1.0037223951029555,0.9486545474674863
2.75,1.003735755765272,0.948478401214173
2.7600000000000002,1.0037491148373818,0.9483023344618873
2.77,1.0037624723197691,0.9481263471855709
2.7800000000000002,1.0037758282128855,0.9479504393617568
2.79,1.0037891825171554,0.9477746109683511
2.8000000000000003,1.0038025352330593,0.9475988619804699
2.81,1.0038158863610789,0.9474231923731667
2.82,1.0038292359016958,0.9472476021214938
2.83,1.0038425838553917,0.9470720912005014
2.84,1.0038559302226486,0.9468966595852382
2.85,1.0038692750039484,0.9467213072507509
2.86,1.0038826181997726,0.9465460341720847
2.87,1.0038959598106036,0.946370840324283
2.88,1.003909299836923,0.9461957256823875
2.89,1.003922638279213,0.9460206902214381
2.9,1.0039359751379557,0.945845733916473
2.91,1.003949310413633,0.9456708567425284
2.92,1.003962644106727,0.9454960586746394
2.93,1.00397597621772,0.9453213396878386
2.94,1.0039893067470942,0.9451466997571574
2.95,1.004002635695332,0.9449721388576253
2.96,1.004015963062915,0.9447976569642701
2.97,1.0040292888503264,0.9446232540521176
2.98,1.0040426130580482,0.9444489300961924
2.99,1.0040559356865626,0.9442746850715167
3.0,1.0040692567363523,0.9441005189531115
3.0100000000000002,1.0040825762078995,0.9439264317159959
3.02,1.004095894101687,0.943752423335187
3.0300000000000002,1.0041092104181975,0.9435784937857008
3.04,1.0041225251579131,0.9434046430425508
3.0500000000000003,1.0041358383213168,0.9432308710807492
3.06,1.004149149908891,0.9430571778753065
3.0700000000000003,1.0041624599211187,0.9428835634012313
3.08,1.0041757683584827,0.9427100276335304
3.09,1.0041890752214655,0.9425365705472091
3.1,1.0042023805105502,0.9423631921172707
3.11,1.0042156842262195,0.9421898923187171
3.12,1.0042289863689564,0.9420166711265481
3.13,1.0042422869392438,0.9418435285157619
3.14,1.0042555859375648,0.941670464461355
3.15,1.0042688833644025,0.9414974789383224
3.16,1.0042821792202394,0.9413245719216569
3.17,1.0042954735055594,0.9411517433863497
3.18,1.0043087662208452,0.9409789933073904
3.19,1.00432205736658,0.9408063216597669
3.2,1.0043353469432474,0.9406337284184652
3.21,1.0043486349513302,0.9404612135584696
3.22,1.004361921391312,0.9402887770547627
3.23,1.0043752062636762,0.9401164188823254
3.24,1.004388489568906,0.9399441390161367
3.25,1.0044017713074846,0.9397719374311742
3.2600000000000002,1.004415051479896,0.9395998141024133
3.27,1.0044283300866235,0.939427769004828
3.2800000000000002,1.0044416071281503,0.9392558021133907
3.29,1.0044548826049606,0.9390839134030714
3.3000000000000003,1.0044681565175377,0.938912102848839
3.31,1.0044814288663653,0.9387403704256605
3.3200000000000003,1.004494699651927,0.938568716108501
3.33,1.004507968874707,0.9383971398723242
3.34,1.0045212365351883,0.9382256416920917
3.35,1.0045345026338555,0.9380542215427634
3.36,1.004547767171192,0.9378828793992978
3.37,1.004561030147682,0.9377116152366513
3.38,1.0045742915638092,0.9375404290297786
3.39,1.0045875514200575,0.937369320753633
3.4,1.0046008097169112,0.9371982903831657
3.41,1.0046140664548544,0.9370273378933263
3.42,1.004627321634371,0.9368564632590626
3.43,1.0046405752559453,0.9366856664553207
3.44,1.0046538273200614,0.9365149474570451
3.45,1.0046670778272035,0.9363443062391784
3.46,1.004680326777856,0.9361737427766614
3.47,1.0046935741725027,0.9360032570444333
3.48,1.0047068200116287,0.9358328490174317
3.49,1.004720064295718,0.935662518670592
3.5,1.0047333070252549,0.9354922659788484
3.5100000000000002,1.0047465482007238,0.9353220909171329
3.52,1.0047597878226098,0.9351519934603761
3.5300000000000002,1.004773025891397,0.9349819735835069
3.54,1.0047862624075699,0.934812031261452
3.5500000000000003,1.0047994973716132,0.9346421664691368
3.56,1.0048127307840116,0.934472379181485
