t,y0,y2,y1,y3,y4
0.0,0.4,1.17,1.4,0.95,0.65
0.01,0.4030079039917943,1.1698636145404893,1.399491734878459,0.9500195263168857,0.6500006966710171
0.02,0.4059221590689489,1.1697272136778087,1.3989860104058318,0.9500390404796849,0.6500013931514793
0.03,0.40873887650186264,1.1695907982128366,1.398482746556257,0.950058542486508,0.6500020894413656
0.04,0.41145463376550145,1.169454368894907,1.3979818624897624,0.9500780323355886,0.6500027855406568
0.05,0.4140663730353891,1.1693179264553404,1.3974832740558758,0.9500975100251993,0.6500034814493342
0.06,0.41657153366395655,1.169181471597669,1.3969868947984385,0.9501169755536707,0.6500041771673806
0.07,0.4189681174599337,1.1690450049974368,1.3964926363508858,0.9501364289193889,0.6500048726947792
0.08,0.42125474948432023,1.1689085273017596,1.3960004089615516,0.9501558701207924,0.6500055680315147
0.09,0.4234307061804613,1.16877203912982,1.3955101220837376,0.9501752991563688,0.650006263177572
0.1,0.4254959578264161,1.1686355410718303,1.3950216848296146,0.9501947160246541,0.6500069581329375
0.11,0.4274511669452933,1.1684990336893288,1.3945350066519895,0.9502141207242301,0.650007652897598
0.12,0.42929767520957557,1.1683625175153654,1.3940499977906846,0.9502335132537221,0.6500083474715411
0.13,0.4310374685289762,1.1682259930548207,1.3935665696410982,0.9502528936117978,0.6500090418547554
0.14,0.4326731279741898,1.168089460784935,1.3930846357515612,0.950272261797163,0.6500097360472298
0.15,0.4342077662245587,1.167952921155911,1.3926041117844599,0.9502916178085615,0.650010430048954
0.16,0.4356449216543434,1.167816374592029,1.3921249164190368,0.9503109616447714,0.6500111238599184
0.17,0.4369885056747573,1.1676798214923743,1.391646971239955,0.950330293304604,0.6500118174801139
0.18,0.4382427057644,1.1675432622318747,1.391170201167977,0.9503496127869017,0.650012510909532
0.19,0.4394119096692508,1.1674066971622714,1.3906945346438382,0.9503689200905368,0.6500132041481645
0.2,0.44050061264167834,1.167270126613426,1.3902199037789211,0.9503882152144086,0.6500138971960039
0.21,0.44151335021854865,1.1671335508944878,1.3897462443884112,0.9504074981574426,0.6500145900530431
0.22,0.4424546505488276,1.1669969702948215,1.3892734959913569,0.9504267689185886,0.6500152827192752
0.23,0.44332895603076017,1.1668603850854813,1.3888016018224862,0.9504460274968192,0.6500159751946941
0.24,0.44414060543978373,1.16672379552008,1.3883305086908027,0.9504652738911288,0.6500166674792938
0.25,0.44489375413345456,1.1665872018364822,1.387860166952606,0.950484508100531,0.6500173595730685
0.26,0.44559242007940225,1.166450604257045,1.3873905302420466,0.9505037301240593,0.650018051476013
0.27,0.44624041454637126,1.1663140029902122,1.386921555427765,0.9505229399607648,0.6500187431881222
0.28,0.4468413482734335,1.1661773982312873,1.386453202426845,0.9505421376097153,0.6500194347093915
0.29,0.44739862077091197,1.1660407901634198,1.3859854340388813,0.9505613230699944,0.6500201260398164
0.3,0.4479154208225044,1.1659041789584899,1.3855182157645543,0.9505804963407006,0.6500208171793926
0.31,0.4483947331179019,1.1657675647778536,1.3850515156436154,0.9505996574209464,0.6500215081281162
0.32,0.4488393430613721,1.1656309477733566,1.3845853040396146,0.9506188063098576,0.6500221988859834
0.33,0.44925184733537543,1.1654943280878598,1.3841195535074837,0.9506379430065723,0.6500228894529906
0.34,0.44963463436604384,1.1653577058556974,1.3836542387548472,0.9506570675102408,0.6500235798291345
0.35000000000000003,0.4499899151255788,1.165221081203355,1.383189336423803,0.9506761798200247,0.6500242700144118
0.36,0.45031977183663335,1.165084454250922,1.3827248246701602,0.9506952799350957,0.6500249600088196
0.37,0.45062611053342627,1.1649478251110048,1.3822606835124327,0.9507143678546363,0.6500256498123549
0.38,0.4509106995930273,1.1648111938910446,1.3817968942815047,0.9507334435778378,0.6500263394250152
0.39,0.4511751554516901,1.1646745606919042,1.3813334399275246,0.9507525071039018,0.6500270288467976
0.4,0.45142099058092944,1.164537925610101,1.3808703044558783,0.9507715584320374,0.6500277180777001
0.41000000000000003,0.4516495844366466,1.1644012887365713,1.3804074732477298,0.9507905975614631,0.6500284071177201
0.42,0.4518622245621066,1.1642646501584237,1.379944932615909,0.9508096244914046,0.6500290959668555
0.43,0.4520600863151178,1.1641280099580746,1.3794826700227232,0.950828639221096,0.6500297846251043
0.44,0.45224426816890184,1.1639913682146672,1.3790206737173347,0.9508476417497779,0.6500304730924645
0.45,0.45241577038187897,1.163854725003218,1.3785589329540389,0.9508666320766987,0.6500311613689344
0.46,0.4525755223112034,1.163718080395699,1.3780974377166986,0.9508856102011137,0.6500318494545121
