t,Ca,Trop,CaTrop
0.0,0.05,360.0,0.01
0.01,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.02,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.03,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.04,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.05,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.06,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.07,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.08,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.09,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.1,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.11,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.12,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.13,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.14,2.1635256617499674e-16,359.94999999999976,0.05999999999999982
0.15,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.16,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.17,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.18,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.19,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.2,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.21,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.22,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.23,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.24,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.25,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.26,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.27,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.28,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.29,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.3,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.31,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.32,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.33,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.34,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.35000000000000003,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.36,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.37,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.38,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.39,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.4,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.41000000000000003,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.42,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.43,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.44,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.45,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.46,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.47000000000000003,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.48,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.49,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.5,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.51,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.52,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.53,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.54,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
0.55,2.1635256617499677e-16,359.94999999999976,0.05999999999999982
