t,A_dopa_c,C_dopa_c,C_OMD_c,C_Ro_central,A_bens,C_bens_central,C_bens_peripheral,A_Ro,C_Ro_peripheral
0.0,101.0,0.0,0.0,0.0,19.51,0.0,0.0,1.3658,0.0
0.01,99.70546768533484,2.266697217484951,0.0073073656715839826,0.3354986119757175,19.32746525735581,0.018909221668697112,5.448574764566187e-05,1.3324779612820354,0.0006289351372880118
0.02,98.4275275876095,4.4926426391426775,0.029047390935213368,0.4826504623033833,19.14663830211349,0.035828297297141314,0.00020983583377263789,1.2999688953735355,0.002013808731009209
0.03,97.16596704189156,6.67840771792622,0.06494990505187792,0.54315953794597,18.96750315628885,0.05095008041290064,0.0004547840763678867,1.2682529678109982,0.0037190192526429483
0.04,95.9205761089793,8.824555112520635,0.11474856363826708,0.5638866465285044,18.79004399138385,0.06444887608626691,0.000779164871851266,1.237310828040409,0.0055444134303123185
0.05,94.6911475404936,10.931641799661652,0.17818080652262347,0.5664231840355732,18.614245126991218,0.07648222361940524,0.0011738072424082606,1.207123597611948,0.007398320501275413
0.06,93.4774767443892,13.000219085270341,0.25498781886938204,0.5607173069453317,18.44009102940892,0.08719250790930526,0.0016304390677253935,1.1776728586618526,0.00923905144503168
0.07,92.27936175090812,15.030832315212175,0.34491449126524043,0.551352196677569,18.267566310267583,0.09670841595379107,0.0021416005220763344,1.14894064267529,0.011047943814843813
0.08,91.0966031789694,17.024020528074235,0.4477093776935029,0.5404388727295908,18.09665572517078,0.1051462533831889,0.002700565832057526,1.1209094195233897,0.012816940904275495
0.09,89.92900420298967,18.980316171243658,0.5631246514712194,0.5289490503401089,17.927344172348004,0.11261113446889327,0.0033012725553598697,1.0935620867677438,0.014542868181203658
0.1,88.77637052012882,20.90024491730509,0.690916059710441,0.5173293094989058,17.759616691320293,0.11919805776871464,0.003938257657728309,1.0668819592258483,0.016224795321428655
0.11,87.63851031795576,22.78432557256747,0.8308428769380491,0.5057840885237207,17.593458461578294,0.12499287839890447,0.004606599734811683,1.0408527587911245,0.017862820187422235
0.12,86.51523424252848,24.63307005439161,0.9826678583945213,0.4944060967539374,17.42885480127273,0.13007318685856167,0.0053018667888664215,1.0154586045013316,0.019457508009247396
0.13,85.406355366883,26.44698341415114,1.146157193377396,0.48323643957937434,17.265791165917076,0.13450910343014835,0.00602006902389627,0.9906840028491809,0.02100963245796676
0.14,84.31168915992674,28.226563888271897,1.321080458862854,0.4722923156780184,17.104253147102412,0.13836399618099487,0.006757616182186775,0.9665138383295138,0.022520056060631725
0.15,83.23105345572995,29.972302965285717,1.5072105735443888,0.4615798203132231,16.944226471224304,0.1416951300215922,0.0075112789790232155,0.9429333642169064,0.02398967466876605
0.16,82.16426842321093,31.6846854616864,1.7043237523654344,0.4510998466349851,16.785696998221532,0.14455425333384275,0.008278154248415043,0.919928193568371,0.02541939165834609
0.17,81.11115653615313,33.36418960227877,1.9121994615022997,0.44085082537644527,16.6286507203243,0.14698812906578385,0.00905563338989602,0.8974842904293906,0.026810105792071676
0.18,80.07154254381282,35.011287101842726,2.1306203742115386,0.4308299926441122,16.473073760822793,0.14903901175374867,0.00984137402939524,0.8755879613134783,0.02816270548226914
0.19,79.04525344165073,36.62644324793586,2.359372326855857,0.42103399704139965,16.31895237283667,0.15074508252188237,0.010633274178145642,0.8542258468170952,0.029478065958887908
0.2,78.03211844251884,38.21011698333333,2.5982442756124553,0.411459177291638,16.166272938099382,0.15214084093277805,0.011429448956379113,0.8333849134623892,0.030757047916516383
0.21,77.0319689482951,39.76276098751715,2.8470282538575424,0.40210170586723354,16.015021965757214,0.15325745817555775,0.012228209615119433,0.8130524457610191,0.03200049679320624
0.22,76.04463852177942,41.2848217576531,3.1055193299485206,0.3929576612150092,15.865186091175202,0.15412309756968268,0.013028044500802596,0.7932160384431369,0.033209242405169016
0.23,75.06996285896051,42.77673968859209,3.373515565568839,0.3840230688595774,15.716752074754663,0.15476320375362496,0.013827601881269245,0.7738635888801343,0.03438409875987023
0.24,74.10777976239163,44.23894914971336,3.650817975744771,0.37529392634127146,15.569706800794139,0.15520075808252243,0.014625674779851943,0.7549832898919786,0.03552586397462779
0.25,73.15792911220174,45.671878568635,3.9372304853171363,0.3667662213658753,15.424037276245123,0.15545653434165368,0.015421185792191388,0.7365636220022618,0.03663532026223577
0.26,72.22025284179531,47.075950501431905,4.232559892461548,0.35843593861524525,15.279730629663955,0.15554928713330687,0.016213175902497812,0.718593347052435,0.037713233995904
0.27,71.29459491025139,48.45158171226983,4.536615827257871,0.35029907734831467,15.13677411001933,0.15549595984039424,0.017000792138128076,0.7010615009875816,0.03876035574914537
0.28,70.38080127692128,49.7991832467465,4.849210713568078,0.34235166088383145,14.995155085589879,0.15531185426619845,0.01778327750104731,0.6839573873172274,0.039777420394826075
0.29,69.47871987498979,51.119160508418084,5.170159729363088,0.33458973244332296,14.854861042813123,0.15501079305057114,0.01855996132938932,0.667270570382587,0.04076514728970233
0.3,68.58820058715226,52.41191332889384,5.499280770234797,0.3270093731350602,14.715879585222313,0.15460525591048413,0.01933025121377737,0.6509908692439963,0.041724240369424306
0.31,67.70909522002981,53.677836041844444,5.836394411018524,0.3196067014564058,14.578198432325017,0.1541065127866153,0.02009362509839648,0.635108351311612,0.042655388346527136
0.32,66.84125747972266,54.91731755362996,6.181323869131002,0.312377879174764,14.441805418527322,0.1535247388953032,0.020849624457051904,0.6196133263404229,0.04355926488934191
0.33,65.98454294730884,56.13074141412933,6.533894967833411,0.3053191150985436,14.306688492051983,0.1528691206984172,0.021597848009198,0.6044963404800375,0.044436528823055446
0.34,65.13880905407055,57.31848588837988,6.89393609909399,0.2984266683744609,14.172835713840353,0.15214795321736063,0.022337945950745574,0.5897481703354985,0.045287824348149076
0.35000000000000003,64.30391506140923,58.48092401465265,7.261278193484342,0.2916968519933945,14.040235256659622,0.1513687135702687,0.023069615595356644,0.5753598181973443,0.04611378122074936
0.36,63.479722032672505,59.61842368599906,7.635754677961619,0.2851260342878057,13.908875403846427,0.15053815615108887,0.02379259573441453,0.5613225054247682,0.04691501502997804
0.37,62.6660928100812,60.731347717069426,8.01720144130061,0.2787106406600809,13.778744548274178,0.14966238358302708,0.024506662433899436,0.5476276670919319,0.04769212743141182
0.38,61.862891996489466,61.82005389702977,8.40545680678102,0.2724471526102426,13.649831191529861,0.14874689002146593,0.025211626471964635,0.534266947877152,0.04844570635702643
0.39,61.069985929497385,62.88489506445228,8.80036149341759,0.2663321144449689,13.522123942749603,0.14779663274141847,0.02590732909999576,0.5212321961544079,0.04917632626474681
0.4,60.287242659801755,63.92621917004322,9.201758583550943,0.26036213513086187,13.395611517638981,0.146816083120908,0.026593639025846008,0.508515459152936,0.04988454837279296
0.41000000000000003,59.51453192924069,64.9443693403614,9.60949348998792,0.254533888470831,13.27028273747594,0.1458092735307881,0.027270449640658237,0.49610897810762844,0.050570920909487754
0.42,58.75172514932017,65.93968394060691,10.023413923869754,0.2488441017614336,13.146126528131434,0.1447798368078207,0.027937676686320592,0.48400518358543315,0.0512359794140641
0.43,57.99869537946906,66.91249663779803,10.443369862143037,0.2432895585988346,13.02313191907616,0.1437310473538528,0.028595255826453867,0.47219669077348025,0.05188024697637217
0.44,57.25531730633257,67.86313645999986,10.869213516607516,0.2378671255809016,12.901288042429156,0.1426658540128823,0.029243140705562363,0.4606762950819968,0.052504234367376855
0.45,56.521467226569385,68.79192784794496,11.300799307695689,0.23257371851345154,12.780584132235395,0.14158691181767483,0.029881301072344567,0.44943696809818473,0.05310844040699262
0.46,55.79702303294958,69.69919069531346,11.73798384283319,0.22740632136989478,12.66100952394445,0.14049660927717864,0.03050972116538776,0.4384718539941339,0.053693352082090674
0.47000000000000003,55.08186414756941,70.58524054067202,12.180625822515733,0.2223619758424035,12.542553650501983,0.13939710075087158,0.031128397841627315,0.427774260400982,0.05425944516725638
0.48,54.37587158400122,71.45038839177667,12.62858612281089,0.21743778894479834,12.425206046665195,0.1382903173682477,0.03173733987049356,0.41733766307096914,0.054807183846357646
0.49,53.678927854336315,72.29494099192755,13.081727665750325,0.21263092771172185,12.308956343404097,0.13717799868831088,0.03233656612737643,0.40715569413215746,0.0553370214952494
0.5,52.99091695613797,73.11920085854392,13.539915399187693,0.20793861868933738,12.193794267382321,0.13606170944875356,0.03292610460564215,0.3972221389996132,0.055849400867939776
0.51,52.311724399631196,73.92346620749571,14.0030163314318,0.20335814974427752,12.079709643041928,0.1349428512290382,0.03350599169635033,0.38753093739295835,0.05634475399584368
0.52,51.641237118636965,74.70803120820968,14.470899407408233,0.1988868663326471,11.966692387187688,0.13382268603758932,0.03407627085900029,0.378076172444628,0.0568235029193114
0.53,50.97934351864896,75.4731858487695,14.943435571661617,0.1945221732016458,11.854732512430171,0.13270234348364088,0.03463699215018587,0.36885207385915897,0.05728605944631273
0.54,50.32593349798542,76.21921587749901,15.420497795149705,0.1902615352103909,11.743820128824947,0.1315828269764836,0.0351882118339299,0.3598530186943656,0.05773282508265194
0.55,49.68089836087261,76.94640305259664,15.901960953910372,0.18610247372412053,11.633945438649919,0.13046503577734772,0.03572999114127688,0.35107352048528373,0.05816419176468589
0.56,49.044130750850975,77.65502533356236,16.38770173613829,0.1820425639768264,11.525098732393047,0.1293497812026268,0.036262395361205596,0.34250822098596156,0.058580542416263315
0.5700000000000001,48.415524687923416,78.34535677697515,16.877598691213752,0.17807943625445152,11.417270391364507,0.12823778621249907,0.03678549383085391,0.3341518929679127,0.05898225074904322
0.58,47.7949755650464,79.01766754890181,17.3715322223187,0.17421077538286867,11.310450887817227,0.1271296931198139,0.037299359476531686,0.32599943820112015,0.059369681390888364
0.59,47.182380113212076,79.67222402693054,17.869384536421627,0.17043431887850313,11.204630783013574,0.12602607499237242,0.03780406816245582,0.31804588234840003,0.0597431902284447
0.6,46.57763638571776,80.30928884707403,18.37103962096058,0.16674785616668508,11.099800726457936,0.12492744093426371,0.038299698387658766,0.3102863722381279,0.06010312459070531
0.61,45.98064374309852,80.92912094864283,18.87638322148211,0.1631492277436982,10.99595145516565,0.12383424222479647,0.03878633093140819,0.3027161732008148,0.06044982342676622
0.62,45.391302854503486,81.53197557002869,19.385302843654372,0.15963632516189077,10.893073793734732,0.12274687296296508,0.039264048813887925,0.2953306692501355,0.06078361729207167
0.63,44.8095156532989,82.11810438215942,19.897687687595262,0.156207088716938,10.79115865215808,0.12166568143700868,0.03973293665125751,0.2881253556432396,0.06110482885560632
0.64,44.23518531555115,82.6877555523309,20.41342861588868,0.15285950615376495,10.690197024787768,0.12059098073345667,0.0401930800396692,0.2810958349747692,0.06141377315786071
0.65,43.668216242884384,83.24117379484842,20.932418128087004,0.14959161230822113,10.590179989512752,0.11952305772426819,0.04064456503267974,0.27423781403023684,0.061710757814885484
0.66,43.1085140931938,83.77860028075273,21.454550406864815,0.1464015009475212,10.49109870916431,0.11846214228663059,0.04108747995097158,0.2675471102484087,0.06199608257454589
0.67,42.55598573141932,84.30027278920333,21.97972124479541,0.14328728381042602,10.392944429152173,0.11740843667100385,0.04152191367006038,0.261019642697819,0.062270040066425635
0.68,42.01053920886534,84.8064257637107,22.50782801389594,0.14024713496780228,10.295708476433429,0.11636211965277014,0.04194795538803604,0.2546514286652255,0.0625329158413897
0.6900000000000001,41.47208376425148,85.29729031423098,23.038769666065118,0.13727927145694696,10.199382259709262,0.11532334414218459,0.0423656947654166,0.2484385834052754,0.0627849884765668
0.7000000000000001,40.940529791718276,85.77309431143769,23.5724466882634,0.13438194757168995,10.103957267520213,0.11429224058915413,0.042775221748566475,0.242377316291366,0.06302652986190573
0.71,40.415788826912895,86.23406242793685,24.10876108201751,0.1315534637227165,10.009425067553822,0.1132689190855774,0.04317662645451978,0.23646392862256496,0.06325780531105875
0.72,39.89777356098512,86.68041610440848,24.647616379856128,0.1287921584703753,9.915777307898466,0.11225347096217392,0.04356999906032553,0.2306948136490044,0.06347907359059696
0.73,39.3863977762833,87.11237373280856,25.188917558107654,0.1260964100851829,9.82300571283802,0.11124597141250941,0.04395542970295884,0.2250664504256054,0.06369058733720838
0.74,38.88157637458164,87.5301505817449,25.732571072307984,0.12346463590960528,9.731102085084077,0.11024648047090115,0.04433300839259735,0.2195754050482834,0.06389259297210316
0.75,38.38322534465463,87.93395889200626,26.278484812072143,0.12089529078451546,9.640058303812426,0.10925504496353404,0.04470282492318374,0.21421832698887253,0.06408533095971712
0.76,37.89126175093518,88.3240079134888,26.826568083789205,0.11838686650804034,9.549866324182949,0.10827170005804493,0.04506496878743781,0.20899194706475246,0.06426903594861759
0.77,37.40560368950594,88.70050402463683,27.37673155394313,0.11593789048819206,9.460518174057466,0.10729646894827191,0.045419529238089104,0.2038930747473505,0.06444393696592463
0.78,36.92617029287696,89.06365073709388,27.92888724791201,0.11354692455506106,9.37200595537229,0.10632936681728691,0.04576659503708753,0.19891859482768948,0.06461025764694235
