t,AdoHcy,AdoMet
0.0,3.0,60.0
0.01,2.5970992077626844,60.31135676609324
0.02,2.489871306231776,60.59304148959026
0.03,2.4624922130531153,60.86284116397937
0.04,2.4566298304337373,61.12570331067213
0.05,2.45653744527024,61.38305611506937
0.06,2.4579656874875613,61.63537312471972
0.07,2.4597685445638486,61.882867677762356
0.08,2.461637756464313,62.1256802382536
0.09,2.463491223557007,62.36392897685029
0.1,2.465307880871152,62.59772350795944
0.11,2.467083082323053,62.82716869141959
0.12,2.4688165910765645,63.05236578261025
0.13,2.4705093238888467,63.27341281118073
0.14,2.4721624528315047,63.490404782829
0.15,2.473777187344598,63.703433823429755
0.16,2.475354711419576,63.912589276180675
0.17,2.47689616554914,64.11795790916138
0.18,2.4784026319379087,64.31962386105688
0.19,2.4798751737178515,64.5176688494277
0.2,2.4813147999688536,64.71217223727231
0.21,2.4827224778764636,64.90321112966438
0.22,2.4840991396752887,65.09086044694537
0.23,2.4854456816968873,65.27519296142107
0.24,2.4867629675128677,65.45627951677805
0.25,2.488051823219132,65.63418896201819
0.26,2.4893130458818193,65.8089882603883
0.27,2.490547409018879,65.98074257035543
0.28,2.491755654485484,66.14951530415536
0.29,2.4929384911345096,66.31536818174087
0.3,2.494096606549614,66.47836131835253
0.31,2.495230669854753,66.63855320600587
0.32,2.4963413225031164,66.79600083664052
0.33,2.497429178969738,66.95075974450421
0.34,2.4984948380629217,67.10288404499397
0.35000000000000003,2.4995388779876144,67.25242646737956
0.36,2.5005618533386027,67.39943841164043
0.37,2.501564303569134,67.54397000298631
0.38,2.5025467514278095,67.68607013471113
0.39,2.5035096982781355,67.82578648375686
0.4,2.5044536287938097,67.96316556668224
0.41000000000000003,2.505379016595671,68.09825276361518
0.42,2.5062863209785076,68.23109236306043
0.43,2.507175981310063,68.36172759401013
0.44,2.50804842277888,68.49020065783981
0.45,2.508904062687265,68.61655275654302
0.46,2.5097433047198248,68.74082412924844
0.47000000000000003,2.510566534977079,68.86305407829457
0.48,2.511374129771033,68.98328099572534
0.49,2.512166458697452,69.10154239010137
0.5,2.512943876979693,69.21787491318575
0.51,2.513706725653148,69.33231438549235
0.52,2.514455340390577,69.44489581021176
0.53,2.515190048529027,69.5556534142796
0.54,2.515911162687311,69.6646206654088
0.55,2.5166189884461594,69.77183027611592
0.56,2.5173138255928684,69.87731424453473
0.5700000000000001,2.5179959616250236,69.98110386659734
0.58,2.5186656769312914,70.08322976309749
0.59,2.5193232457093733,70.18372188375056
0.6,2.5199689329239314,70.28260952926063
0.61,2.520602996357462,70.37992136271014
0.62,2.5212256880355732,70.47568547458162
0.63,2.521837252477088,70.56992934771361
0.64,2.522437925925431,70.66267987832418
0.65,2.5230279374015634,70.75396340043599
0.66,2.523607510998269,70.84380569397662
0.67,2.5241768709653507,70.93223199554461
0.68,2.5247362360435215,71.019267189854
0.6900000000000001,2.525285805596769,71.1049353307543
0.7000000000000001,2.5258257818306284,71.1892603656204
0.71,2.5263563535187017,71.27226376536424
0.72,2.526877738038277,71.35397057368108
0.73,2.5273901353740773,71.4344027161369
0.74,2.527893685612932,71.5135818333156
0.75,2.5283885339719467,71.59152926737151
0.76,2.5288749328971796,71.66826624963747
0.77,2.5293530235375115,71.74381273297794
0.78,2.529822967313609,71.81818895278725
0.79,2.530284930093835,71.89141536606661
0.8,2.5307390706742945,71.9635110079483
0.81,2.5311855474748235,72.03449521463185
0.8200000000000001,2.5316244960634515,72.10438590049621
0.8300000000000001,2.5320560607261697,72.17320226426453
0.84,2.532480391513168,72.2409607560838
0.85,2.532897649050217,72.30768050181713
0.86,2.533307960459667,72.37337835597766
0.87,2.533711382744394,72.4380711895231
0.88,2.5341081381790937,72.50177577977061
0.89,2.5344983299232986,72.56450792599304
0.9,2.534882072448313,72.6262835272225
0.91,2.535259488623132,72.68711911346537
0.92,2.5356306980738426,72.74702966984083
0.93,2.5359958656376236,72.80603482825904
0.9400000000000001,2.5363550024878436,72.86413586189703
0.9500000000000001,2.536708319344162,72.92136106109156
0.96,2.537055864105209,72.97772021397937
0.97,2.5373977568728883,73.03322725594406
0.98,2.5377340947838403,73.08789504762045
0.99,2.538064978374824,73.14173732770708
1.0,2.5383905192793343,73.19476902195468
1.01,2.5387108125561424,73.24700240470084
1.02,2.5390259552601573,73.29845007461601
1.03,2.5393360439639636,73.34912457697138
1.04,2.5396411769530207,73.39903841282604
1.05,2.5399414200428283,73.44820365366948
1.06,2.540236862696782,73.49663236136503
1.07,2.5405275917028054,73.54433586907821
1.08,2.540813690001533,73.59132536898538
1.09,2.541095251640793,73.63761323003928
1.1,2.54137236129982,73.68321009341535
1.11,2.541645076531957,73.728126900227
1.12,2.5419134577004114,73.77237434673329
1.1300000000000001,2.5421776225635595,73.8159629780221
1.1400000000000001,2.542437626960077,73.85890302362455
1.1500000000000001,2.5426935425212847,73.90120437157846
1.16,2.5429454425679516,73.94287770477611
