t,F6P,F26P,GAP,PYR,LAC,ATP,PCr
0.0,0.2,0.001,0.0405,0.1,0.5,2.402,18.14
0.01,0.2000343321739519,0.001,0.040493034837717656,0.10000585123126318,0.5,2.401813086084122,18.140086807925705
0.02,0.20006834144851282,0.001,0.04048636234922208,0.10001118479591095,0.5,2.401703656947813,18.140096929905194
0.03,0.20010207889571147,0.001,0.040479905599167414,0.10001617854289599,0.5,2.4016387148111225,18.140063246635822
0.04,0.20013557445272606,0.001,0.04047361969615038,0.1000209351543237,0.5,2.4015993326368448,18.14000462166339
0.05,0.2001688459328907,0.001,0.0404674781618926,0.10002551437021814,0.5,2.4015746251104475,18.13993190333393
0.06,0.20020190410599373,0.001,0.04046146522581585,0.10002995104233797,0.5,2.40155836740134,18.139851293636845
0.07,0.20023475576716776,0.001,0.04045557116392775,0.10003426600475772,0.5,2.4015469582414486,18.139766378516146
0.08,0.2002674053618808,0.001,0.0404497898284106,0.10003847181744908,0.5,2.4015383433699267,18.139679201232777
0.09,0.2002998559971412,0.001,0.04044411710935093,0.10004257633601812,0.5,2.4015313463694903,18.139590929645504
0.1,0.20033211002173573,0.001,0.04043855005177087,0.10004658475872946,0.5,2.4015252849409,18.139502238886177
0.11,0.20036416933306012,0.001,0.04043308638858456,0.10005050070842793,0.5,2.4015197681140688,18.13941351360393
0.12,0.20039603555948982,0.001,0.04042772426293594,0.10005432687571661,0.5,2.4015145756287315,18.139324968265655
0.13,0.20042771018233713,0.001,0.04042246204243711,0.10005806544818104,0.5,2.401509577652704,18.139236727223047
0.14,0.20045919459237024,0.001,0.0404172982330709,0.10006171830942788,0.5,2.401504697528714,18.139148861866897
0.15,0.20049049012908562,0.001,0.04041223142654564,0.1000652871435353,0.5,2.401499895219508,18.139061407083187
0.16,0.2005215981077618,0.001,0.040407260258264556,0.10006877353530721,0.5,2.401495147931738,18.1389743805897
0.17,0.2005525198074303,0.001,0.0404023834124192,0.10007217899014985,0.5,2.401490440934278,18.138887792193067
0.18,0.20058325642116237,0.001,0.04039759967051394,0.10007550488571063,0.5,2.401485765599451,18.138801645943538
0.19,0.20061380918371532,0.001,0.0403929077785038,0.10007875262917351,0.5,2.4014811160468366,18.138715943004645
0.2,0.2006441793147023,0.001,0.040388306505368995,0.10008192359071912,0.5,2.40147648958923,18.138630681428214
0.21,0.2006743680210029,0.001,0.04038379463912849,0.10008501911316069,0.5,2.401471884873741,18.138545858009216
0.22,0.20070437651242556,0.001,0.040379370970524575,0.10008804053240641,0.5,2.4014673009940686,18.138461469117548
0.23,0.20073420608451412,0.001,0.04037503421112115,0.1000909892678391,0.5,2.401462737314432,18.138377510569523
0.24,0.20076385775697358,0.001,0.040370783351467966,0.10009386642888983,0.5,2.4014581934409653,18.13829397899457
0.25,0.2007933325416098,0.001,0.04036661739190161,0.100096673113153,0.5,2.4014536690146993,18.13821087102869
0.26,0.200822632140601,0.001,0.040362534660824456,0.1000994111503491,0.5,2.4014491636642417,18.138128180842124
0.27,0.2008517567702963,0.001,0.040358534963509045,0.10010208074483648,0.5,2.401444677249566,18.138045907898917
0.28,0.20088070783852022,0.001,0.04035461693684928,0.10010468337903379,0.5,2.4014402093625966,18.137964047601237
0.29,0.20090948661398353,0.001,0.040350779343445,0.10010722040316877,0.5,2.401435759682702,18.137882595701587
0.3,0.2009380943653971,0.001,0.04034702094589603,0.10010969316746918,0.5,2.4014313278892487,18.13780154795248
0.31,0.20096653236147172,0.001,0.04034334050680222,0.10011210302216275,0.5,2.401426913661605,18.137720900106427
0.32,0.20099480187091817,0.001,0.040339736788763396,0.10011445131747725,0.5,2.401422516679138,18.137640647915926
0.33,0.20102290411084867,0.001,0.04033620861223552,0.1001167393355699,0.5,2.401418137146771,18.137560786835714
0.34,0.20105083988237546,0.001,0.04033275526412358,0.10011896780979809,0.5,2.401413779506582,18.137481309919693
0.35000000000000003,0.2010786100941644,0.001,0.040329375914292975,0.10012113761417671,0.5,2.4014094452708665,18.137402212713248
0.36,0.2011062158872812,0.001,0.04032606947964617,0.10012324992660379,0.5,2.4014051296841408,18.137323496081528
0.37,0.2011336583334139,0.001,0.0403228349556996,0.10012530583030843,0.5,2.401400829452877,18.13724515973209
0.38,0.20116093871192553,0.001,0.04031967115036172,0.10012730660291651,0.5,2.4013965424701267,18.137167201518434
0.39,0.20118805741452062,0.001,0.04031657770351797,0.10012925262257966,0.5,2.4013922703191413,18.13708961856628
0.4,0.20121501622302268,0.001,0.04031355297312448,0.10013114562271697,0.5,2.401388017276613,18.137012400725627
0.41000000000000003,0.20124181585945514,0.001,0.04031059630060054,0.10013298629899572,0.5,2.4013837834457723,18.136935545565947
0.42,0.20126845735125662,0.001,0.0403077067457095,0.10013477565203578,0.5,2.4013795665225284,18.136859052081036
0.43,0.20129494171495804,0.001,0.04030488338420792,0.10013651465805315,0.5,2.4013753660357184,18.1367829174877
0.44,0.20132126996245758,0.001,0.04030212530107675,0.10013820427929727,0.5,2.4013711822090507,18.136707138346292
0.45,0.20134744309418184,0.001,0.04029943159582042,0.10013984546100695,0.5,2.40136701510247,18.136631711442536
0.46,0.20137346196241498,0.001,0.04029680150871773,0.10014143899711271,0.5,2.4013628646466096,18.136556634202044
0.47000000000000003,0.2013993274875119,0.001,0.0402942342286184,0.10014298573046702,0.5,2.401358730767758,18.136481903896513
0.48,0.2014250407566935,0.001,0.040291728786277965,0.10014448667402444,0.5,2.40135461337213,18.13640751724667
0.49,0.20145060285121033,0.001,0.040289284217397546,0.10014594283576789,0.5,2.4013505123662253,18.136333470989324
0.5,0.2014760148523129,0.001,0.04028689955767825,0.1001473552236803,0.5,2.4013464276565446,18.136259761861286
0.51,0.20150127781476387,0.001,0.04028457387070122,0.10014872481442363,0.5,2.401342359159401,18.136186386695535
0.52,0.20152639250745047,0.001,0.040282306520948045,0.10015005224662256,0.5,2.401338306897031,18.136113343363053
0.53,0.20155135981837788,0.001,0.04028009674752175,0.10015133829975441,0.5,2.4013342708475336,18.136040629302315
0.54,0.20157618069815694,0.001,0.04027794372362927,0.10015258382732545,0.5,2.401330250965813,18.135968241724466
0.55,0.20160085609739853,0.001,0.04027584662247756,0.10015378968284191,0.5,2.4013262472067733,18.13589617784066
0.56,0.2016253869667135,0.001,0.04027380461727355,0.10015495671981009,0.5,2.4013222595253185,18.135824434862055
0.5700000000000001,0.20164977422420893,0.001,0.040271816928650526,0.10015608573649394,0.5,2.401318286386645,18.135753011704313
0.58,0.20167401874632251,0.001,0.04026988283767842,0.10015717745867744,0.5,2.4013143252665405,18.135681908538203
0.59,0.20169812143525304,0.001,0.04026800158605846,0.10015823264775531,0.5,2.401310379347825,18.13561111960964
0.6,0.20172208318629264,0.001,0.040266172426142714,0.10015925205503005,0.5,2.4013064504730846,18.135540640561622
0.61,0.2017459048994474,0.001,0.040264394609077186,0.10016023643625231,0.5,2.4013025385621645,18.13547046897622
0.62,0.20176958748472615,0.001,0.040262667379749095,0.10016118655708042,0.5,2.4012986416124913,18.135400604355162
0.63,0.201793131822967,0.001,0.04026099001274842,0.10016210314665419,0.5,2.401294759151824,18.135331044767945
0.64,0.20181653874843766,0.001,0.040259361825640425,0.1001629868859025,0.5,2.4012908917804023,18.135261787355255
0.65,0.20183980918702527,0.001,0.04025778206449058,0.10016383852681598,0.5,2.4012870395329253,18.135192829597656
0.66,0.20186294426169996,0.001,0.04025624982081208,0.10016465897300411,0.5,2.4012832022348665,18.13512416868785
0.67,0.2018859442444928,0.001,0.04025476487534182,0.10016544844211867,0.5,2.401279379841602,18.135055803952355
0.68,0.2019088104605583,0.001,0.04025332616517479,0.10016620798636817,0.5,2.4012755721458334,18.13498773212731
0.6900000000000001,0.20193154222966186,0.001,0.04025193422601791,0.10016693708085103,0.5,2.401271779199631,18.134919954892545
0.7000000000000001,0.20195414389773111,0.001,0.040250585611698246,0.10016763911537155,0.5,2.4012680005408282,18.13485246152639
0.71,0.2019766131756136,0.001,0.040249282137435886,0.10016831230440097,0.5,2.401264236412864,18.134785257676324
0.72,0.20199895109290866,0.001,0.04024802301055182,0.10016895741530665,0.5,2.401260486521103,18.134718341107178
0.73,0.20202115872874035,0.001,0.04024680740506061,0.10016957524511792,0.5,2.4012567505191624,18.134651709538147
0.74,0.20204323698942153,0.001,0.04024563461119606,0.10017016648736184,0.5,2.401253028241233,18.13458536084765
0.75,0.2020651867812651,0.001,0.04024450391919196,0.10017073183556544,0.5,2.401249319521507,18.134519292914096
0.76,0.2020870090105839,0.001,0.040243414619282096,0.10017127198325579,0.5,2.401245624194176,18.13445350361589
0.77,0.20210870458369093,0.001,0.04024236600170028,0.10017178762395994,0.5,2.4012419420934323,18.134387990831453
0.78,0.20213027440689899,0.001,0.04024135735668031,0.10017227945120492,0.5,2.401238273053467,18.134322752439186
0.79,0.20215171938652096,0.001,0.04024038797445597,0.10017274815851782,0.5,2.4012346169084733,18.1342577863175
0.8,0.2021730404288698,0.001,0.04023945714526107,0.10017319443942564,0.5,2.401230973492642,18.134193090344816
