t,GH,SRIF_PeV,GHRH,ghr_GHRH,SRIF_ArC
0.0,0.0,0.0,0.0,0.0,0.0
0.01,7.240073349528632,31.021166079742926,440.31072917516144,0.0,6.295359996021928
0.02,11.667307485694446,121.78622593999397,305.18141433825434,0.0,13.838505948692411
0.03,12.549208588948431,211.3033703061871,204.62466525857695,0.0,16.22267086357313
0.04,12.47059122092638,282.84345736639216,137.17122694216695,0.0,15.544241313587074
0.05,12.217655726768935,337.21731636514124,91.95106781010972,0.0,13.536204563575767
0.06,11.934286692617917,377.6234714836712,61.63791394348809,0.0,11.213184978533691
0.07,11.64669836257491,406.9900088497918,41.3179633868388,0.0,9.04056949164829
0.08,11.361531627629512,427.6890171557209,27.696892819621443,0.0,7.180360015362105
0.09,11.081346995709236,441.59867362704773,18.566313287739717,0.0,5.655042125210792
0.1,10.807437409688385,450.1981296880741,12.445848355908598,0.0,4.432501467220648
0.11,10.540534389941666,454.65072472241764,8.343151239392617,0.0,3.4647861780107414
0.12,10.281066507064734,455.8714198471007,5.593022333045483,0.0,2.70411028400084
0.13,10.029282396456447,454.580352446981,3.7495598670724184,0.0,2.1085397389624805
0.14,9.785317904362238,451.3450472225072,2.5138643789650885,0.0,1.6432905402192122
0.15,9.549235731432267,446.6135592974636,1.6855762381600221,0.0,1.2803165971734982
0.16,9.32105005075876,440.7404366936696,1.1303897782572352,0.0,0.9973456767834679
0.17,9.100742390638299,434.0070251717861,0.7582771367461559,0.0,0.7768389060158358
0.18,8.888272180442069,426.6373292552515,0.5088910698592041,0.0,0.6050501551477341
0.19,8.68358389377601,418.8103900134291,0.3417801094944972,0.0,0.47123489966878
0.2,8.486611936786439,410.66993655860585,0.22982952248870198,0.0,0.36700775587115014
0.21,8.297283986631236,402.3319061023991,0.15486463057139416,0.0,0.28583029728899423
0.22,8.115523226614012,393.89029915400215,0.10470360134540299,0.0,0.22260684889133564
0.23,7.941249768806087,385.42173533816367,0.07118186608109298,0.0,0.17336730190667438
0.24,7.774381458993176,376.9889958413563,0.048827817544860146,0.0,0.13501901598190416
0.25,7.6148341985875785,368.6437761080951,0.03397510215537187,0.0,0.10515311810473418
0.26,7.462521880261954,360.42882356946046,0.02416753591360737,0.0,0.0818934308012656
0.27,7.31735601037786,352.3795969037396,0.01776019041812536,0.0,0.06377872016821107
0.28,7.179245077081125,344.52555344215625,0.013651952343520327,0.0,0.04967094654820251
0.29,7.048093715072723,336.8911479545728,0.011106213028950821,0.0,0.038683790356096294
0.3,6.923801714580139,329.4966078167428,0.009630624579076508,0.0,0.030126979105658185
0.31,6.806262921488676,322.35853534707843,0.00889644072636255,0.0,0.02346292524989302
0.32,6.695364076844029,315.4903770306566,0.008684386308870369,0.0,0.018272953898948882
0.33,6.590983646079238,308.9027907378245,0.008848305068660606,0.0,0.014231000190440487
0.34,6.492990690524582,302.6039353618149,0.009290720433001753,0.0,0.011083123981551018
0.35000000000000003,6.401243835183815,296.5997020758654,0.009946388280953919,0.0,0.008631556330851642
0.36,6.315590386850184,290.8939023778133,0.010771209280106052,0.0,0.006722275608923012
0.37,6.2358656549047975,285.48842499833466,0.011734738465869875,0.0,0.005235328661557789
0.38,6.1618925220903,280.3833710870056,0.012815135197040103,0.0,0.004077296228980932
0.39,6.093481306125212,275.57717530914556,0.013995756916003601,0.0,0.003175423246947454
0.4,6.030429942988019,271.0667187557676,0.015262883166090606,0.0,0.0024730485464591603
0.41000000000000003,5.9725245085753205,266.84743824727985,0.0166042225179885,0.0,0.0019260448941010738
0.42,5.919540083699661,262.9134355499426,0.018007966960087798,0.0,0.0015000428622078809
0.43,5.871241953343183,259.2575888759769,0.019462251117840005,0.0,0.0011682785325245874
0.44,5.8273871087496545,255.87166840129822,0.020954885755142035,0.0,0.0009099087238864801
0.45,5.787726007973934,252.74645631036054,0.022473303600527187,0.0,0.0007086961549172922
0.46,5.752004555126253,249.8718716988819,0.0240046623133602,0.0,0.0005519998551920363
0.47000000000000003,5.719966215156696,247.23709961247997,0.025536037019374874,0.0,0.00042997359139856705
0.48,5.691354207809678,244.83072309204604,0.027054681962815526,0.0,0.0003349487195020366
0.49,5.665913702970194,242.640856635744,0.028548321267674925,0.0,0.00026095427275331286
0.5,5.6433939535584985,240.65527930881854,0.030005436659395368,0.0,0.00020333757713652422
0.51,5.623550297389174,238.86156543814516,0.03141553402155299,0.0,0.00015847465259030328
0.52,5.606145975662443,237.24721077519402,0.03276936654139908,0.0,0.0001235459945856376
0.53,5.590953727006563,235.79975193809517,0.03405910262040056,0.0,9.635438817843522e-05
0.54,5.577757124691762,234.50687740782894,0.03527843508679951,0.0,7.51875041233291e-05
0.55,5.566351641657367,233.35652857754027,0.03642262766385386,0.0,5.8712814290711055e-05
0.56,5.556545433262801,232.3369892065859,0.03748849894483206,0.0,4.5892110102821046e-05
0.5700000000000001,5.548159851993692,231.4369628234991,0.038474356228062126,0.0,3.591660346842016e-05
0.58,5.541029704126487,230.6456373538176,0.039379885372790586,0.0,2.8156502641944288e-05
0.59,5.5350032713888035,229.95273686347716,0.04020600637875378,0.0,2.2121236015033608e-05
0.6,5.529942125630211,229.34856067094512,0.04095470705465829,0.0,1.742864435334295e-05
0.61,5.525720767206915,228.82401037794887,0.04162886523082176,0.0,1.3781111330034432e-05
0.62,5.522226118949644,228.37060562892137,0.042232068224127194,0.0,1.0946866123322531e-05
0.63,5.5193569058025505,227.98048946750308,0.042768437563228165,0.0,8.745430459862623e-06
0.64,5.517022958727608,227.64642532421811,0.043242464883389585,0.0,7.036106036183064e-06
0.65,5.515144447670205,227.36178464338414,0.043658864528034504,0.0,5.709537376275942e-06
0.66,5.513651098690901,227.12052933634837,0.04402244399199895,0.0,4.680551612468423e-06
0.67,5.512481393235338,226.917188251008,0.04433799422226433,0.0,3.8828077178757375e-06
0.68,5.51158177424452,226.7468294690787,0.044610199500115695,0.0,3.264670679583898e-06
0.6900000000000001,5.51090587312292,226.6050295723103,0.04484356614587897,0.0,2.7859939331861236e-06
0.7000000000000001,5.510413768856519,226.4878407564268,0.045042369949470334,0.0,2.41553164922636e-06
0.71,5.510071289505038,226.39175672448843,0.045210619999502745,0.0,2.1290318187382247e-06
0.72,5.509849353184574,226.31367859143248,0.04535203114555028,0.0,1.907602306951503e-06
0.73,5.509723360417368,226.25088039662805,0.045470014163832055,0.0,1.7365708322426481e-06
0.74,5.509672635945265,226.2009756044579,0.045567673470118836,0.0,1.6045587123242385e-06
0.75,5.5096799212057235,226.16188490574012,0.04564780994422585,0.0,1.5027263791427175e-06
0.76,5.509730914655926,226.13180531227903,0.04571293213475333,0.0,1.424219109577104e-06
0.77,5.509813857528097,226.10918092553993,0.04576527103876506,0.0,1.363722013339851e-06
0.78,5.509919177122165,226.09267642970335,0.045806796674854086,0.0,1.3171241489954966e-06
0.79,5.510039156244812,226.0811515503106,0.045839237351635795,0.0,1.2812446956874326e-06
0.8,5.510167642546225,226.0736375220185,0.04586409998788772,0.0,1.253618914339719e-06
0.81,5.510299801783432,226.06931605323177,0.04588269073590893,0.0,1.232343912742295e-06
0.8200000000000001,5.510431901299723,226.06750022208368,0.04589613465010165,0.0,1.2159520241323425e-06
0.8300000000000001,5.510561121139189,226.06761711920524,0.045905394767555584,0.0,1.2033113769004345e-06
0.84,5.51068539129054,226.06919223279124,0.04591129048721416,0.0,1.1935501211543844e-06
0.85,5.510803253744113,226.07183565327819,0.04591451453272549,0.0,1.1859979464135233e-06
0.86,5.510913743749625,226.07522971533498,0.04591564870063576,0.0,1.1801397386978233e-06
0.87,5.511016290462612,226.07911814528543,0.045915178320915066,0.0,1.1755808126875172e-06
0.88,5.511110645997967,226.0832981819081,0.04591350284813981,0.0,1.1720223699259537e-06
0.89,5.511196775619469,226.0876079215476,0.04591095327975315,0.0,1.1692256951681046e-06
0.9,5.5112748306612,226.0919222941792,0.04590779866906663,0.0,1.1670094357081691e-06
0.91,5.511345114632012,226.09614809499107,0.045904254006679183,0.0,1.1652444274426617e-06
0.92,5.51140802114344,226.10021652324215,0.04590049057657349,0.0,1.1638310459667482e-06
0.93,5.511464002481211,226.10407867938943,0.04589664273366857,0.0,1.1626906909914764e-06
0.9400000000000001,5.511513546733287,226.10770199965256,0.04589281332259132,0.0,1.1617582988307387e-06
0.9500000000000001,5.511557163986114,226.11106716757587,0.04588907983176926,0.0,1.1609885233324765e-06
0.96,5.511595367579269,226.11416514530669,0.04588549893654657,0.0,1.1603484807532836e-06
0.97,5.511628660478216,226.11699480059573,0.04588211026301917,0.0,1.1598119368726368e-06
0.98,5.511657522962142,226.11956034948867,0.045878940770291886,0.0,1.1593588990788274e-06
0.99,5.511682421898008,226.1218717735747,0.04587600391067977,0.0,1.158972453843046e-06
1.0,5.511703788616711,226.12394122170198,0.04587330599691603,0.0,1.1586378434434446e-06
1.01,5.5117220304447185,226.12578375550729,0.045870845912580414,0.0,1.1583475966385547e-06
1.02,5.511737517648262,226.12741495408537,0.045868618781844846,0.0,1.1580954267989633e-06
1.03,5.51175059226852,226.1288516979448,0.04586661540029668,0.0,1.1578761796486136e-06
1.04,5.511761561184463,226.13011041158197,0.04586482511927299,0.0,1.1576854198571826e-06
1.05,5.511770704540985,226.13120776638806,0.04586323392200003,0.0,1.1575187222040967e-06
1.06,5.511778272006472,226.13215951231632,0.04586182713271746,0.0,1.1573712510381257e-06
1.07,5.511784486284311,226.13298095073233,0.04586058923099901,0.0,1.1572408611892738e-06
1.08,5.511789544418766,226.1336861444107,0.045859505290418205,0.0,1.1571264427932276e-06
1.09,5.511793620959968,226.13428850160568,0.04585856096868588,0.0,1.1570261390859037e-06
1.1,5.5117968672040485,226.13480007069126,0.04585774325487886,0.0,1.1569390896885725e-06
1.11,5.5117994171133935,226.13523204271942,0.045857039187175055,0.0,1.1568636613025954e-06
1.12,5.511801386348468,226.1355947052278,0.04585643609497686,0.0,1.1567976456629256e-06
1.1300000000000001,5.511802873546932,226.13589723744937,0.04585592215914351,0.0,1.1567395288244694e-06
1.1400000000000001,5.511803966216709,226.13614785693017,0.04585548608658028,0.0,1.1566885984038162e-06
1.1500000000000001,5.511804735289703,226.13635380821577,0.0458551174445076,0.0,1.1566441848587955e-06
1.16,5.511805244794729,226.13652161228185,0.04585480777236507,0.0,1.1566057655318273e-06
1.17,5.511805550736385,226.13665730272672,0.04585454889374075,0.0,1.15657310078459e-06
1.18,5.511805682814545,226.13676470595902,0.045854335999996526,0.0,1.1565452486501745e-06
1.19,5.511805693013312,226.1368494260388,0.04585416168405441,0.0,1.1565214566528796e-06
1.2,5.511805606641831,226.13691484651326,0.04585402081952888,0.0,1.156501001970977e-06
1.21,5.51180544991776,226.1369643018682,0.045853907476136636,0.0,1.1564835124592214e-06
1.22,5.511805243448859,226.1370006648045,0.04585381721420855,0.0,1.156468787230526e-06
1.23,5.511805005583542,226.1370266371143,0.04585374605546006,0.0,1.1564563999354003e-06
1.24,5.511804744156363,226.137043424034,0.045853692160110635,0.0,1.1564461426111207e-06
1.25,5.5118044766595355,226.13705392157976,0.0458536507953738,0.0,1.1564375326176402e-06
1.26,5.51180420638892,226.13705880330542,0.04585362079376321,0.0,1.1564304551735574e-06
1.27,5.511803938321756,226.13705896226665,0.04585360068389098,0.0,1.1564247584970197e-06
1.28,5.5118036835302435,226.1370568908398,0.04585358616119262,0.0,1.1564199611191857e-06
1.29,5.511803438396343,226.13705179416235,0.04585357859122185,0.0,1.1564162151495067e-06
1.3,5.511803206227865,226.13704465525697,0.0458535761933294,0.0,1.1564133114986417e-06
1.31,5.511802990577677,226.1370364474855,0.04585357722621572,0.0,1.1564110481216808e-06
1.32,5.511802794233952,226.13702798722233,0.045853580214768555,0.0,1.1564092518403567e-06
1.33,5.511802615380014,226.13701925410808,0.04585358506104069,0.0,1.1564078937932502e-06
1.34,5.51180245390125,226.13701053705995,0.04585359115805229,0.0,1.1564068917760365e-06
1.35,5.511802309650914,226.13700212797986,0.04585359789051135,0.0,1.1564061621654911e-06
1.36,5.511802180296596,226.13699396260745,0.045853605213533793,0.0,1.1564056785678868e-06
1.37,5.5118020643914925,226.13698612099577,0.04585361285111207,0.0,1.156405391400685e-06
1.3800000000000001,5.511801959098808,226.1369788437572,0.045853620098915006,0.0,1.1564051750335813e-06
1.3900000000000001,5.511801868750663,226.13697176403534,0.04585362802924716,0.0,1.1564052222496155e-06
1.4000000000000001,5.511801788364244,226.13696530221864,0.04585363541754913,0.0,1.1564053088186786e-06
1.41,5.511801717714861,226.13695942965316,0.04585364231074991,0.0,1.1564054368441546e-06
1.42,5.5118016560526915,226.13695405526315,0.04585364885499342,0.0,1.1564056123525382e-06
1.43,5.511801602603224,226.13694918375793,0.045853654973846636,0.0,1.1564058199934927e-06
1.44,5.511801552374005,226.13694462019805,0.045853660691106246,0.0,1.1564060116032591e-06
1.45,5.511801507518451,226.13694045624086,0.04585366597913352,0.0,1.1564062062590209e-06
1.46,5.511801468923094,226.13693672962052,0.04585367082654996,0.0,1.1564064118145909e-06
1.47,5.511801436587935,226.13693344033697,0.045853675233355574,0.0,1.156406628269969e-06
1.48,5.511801410512973,226.13693058839027,0.045853679199550364,0.0,1.1564068556251557e-06
1.49,5.511801390698208,226.1369281737804,0.04585368272513432,0.0,1.1564070938801507e-06
1.5,5.511801370883041,226.13692587187137,0.045853686017327394,0.0,1.156407302254636e-06
1.51,5.511801352511228,226.1369237575274,0.045853689028342665,0.0,1.1564074901529465e-06
1.52,5.5118013378010335,226.13692194577402,0.04585369168475761,0.0,1.1564076720244356e-06
1.53,5.511801326752459,226.1369204366113,0.045853693986572214,0.0,1.1564078478691026e-06
1.54,5.511801319365503,226.13691923003918,0.045853695933786486,0.0,1.1564080176869478e-06
1.55,5.511801315640167,226.1369183260577,0.04585369752640043,0.0,1.1564081814779711e-06
1.56,5.511801320711074,226.13691806167722,0.045853698447635614,0.0,1.1564083539204916e-06
1.57,5.51180131198487,226.13691695398606,0.04585370009137909,0.0,1.1564084704270343e-06
1.58,5.511801306403353,226.13691611495665,0.04585370141241423,0.0,1.1564085794290001e-06
1.59,5.511801303642231,226.1369155233043,0.0458537024307479,0.0,1.1564086799993465e-06
1.6,5.511801303377217,226.13691515774443,0.04585370316638695,0.0,1.1564087712110309e-06
1.61,5.511801305284022,226.13691499699232,0.045853703639338245,0.0,1.1564088521370112e-06
1.62,5.511801308537775,226.13691496216993,0.045853703951661204,0.0,1.1564089269825436e-06
