t,R,L,T
0.0,0.0,10.0,12.0
0.01,0.0009995003049479386,9.998525094955296,11.998240128913446
0.02,0.001998001590118272,9.997100358515736,11.996480517490948
0.03,0.0029955048164688964,9.995725735395174,11.994721170500073
0.04,0.003992011091439752,9.994401161882003,11.992962093431762
0.05,0.0049875210046906645,9.993126604061267,11.991203289194742
0.06,0.005982035678557597,9.99190199736841,11.989444763346722
0.07,0.006975556173844622,9.99072728077659,11.987686521144283
0.08,0.007968083551355816,9.989602393258954,11.98592856784401
0.09,0.008959618871895256,9.988527273788662,11.984170908702481
0.1,0.009950163196267021,9.987501861338865,11.982413548976279
0.11,0.010939717585275188,9.986526094882718,11.98065649392199
0.12,0.011928283099723831,9.985599913393376,11.978899748796191
0.13,0.012915860800308415,9.984723255850252,11.977143318854905
0.14,0.013902451554517395,9.983896072372195,11.97538720835374
0.15,0.01488805619766005,9.98311831493335,11.973631421381683
0.16,0.01587267571680512,9.982389926758117,11.97187596281352
0.17,0.01685631109902135,9.981710851070886,11.970120837524039
0.18,0.01783896333137747,9.981081031096055,11.968366050388026
0.19,0.01882063340094223,9.980500410058019,11.966611606280267
0.2,0.019801322294784367,9.979968931181173,11.964857510075547
0.21,0.020781030999972614,9.97948653768991,11.963103766648652
0.22,0.021759760503575722,9.979053172808626,11.961350380874372
0.23,0.02273751178134779,9.978668780425064,11.959597357549582
0.24,0.02371428578450009,9.978333305865842,11.957844701302168
0.25,0.024690083489281013,9.978046692989723,11.956092416932412
0.26,0.025664905873653693,9.97780888555494,11.954340509252404
0.27,0.026638753915581268,9.977619827319721,11.95258898307423
0.28,0.027611628593026873,9.9774794620423,11.950837843209982
0.29,0.028583530883953642,9.977387733480908,11.949087094471746
0.3,0.029554461766324723,9.977344585393777,11.947336741671611
0.31,0.030524422218103246,9.977349961539137,11.945586789621668
0.32,0.03149341295799088,9.977403820874555,11.943837241350348
0.33,0.03246143553733349,9.97750607354341,11.942088105614474
0.34,0.0334284905345571,9.977656686727,11.940339384477415
0.35000000000000003,0.03439457892577604,9.977855604291943,11.938591082738542
0.36,0.03535970168613166,9.978102770161899,11.936843205190529
0.37,0.03632385978979231,9.978398128317572,11.93509575661936
0.38,0.037287054209953326,9.978741622796706,11.933348741804322
0.39,0.038249285918837056,9.979133197694091,11.931602165518004
0.4,0.03921055588769287,9.979572797161556,11.929856032526311
0.41000000000000003,0.04017086508665491,9.98006036541631,11.928110347587472
0.42,0.04113021446234179,9.980595848054113,11.92636511529814
0.43,0.04208860496234164,9.981179190613886,11.924620340261628
0.44,0.0430460375475631,9.981810337853672,11.922876027172755
0.45,0.04400251317762281,9.982489234607256,11.921132180717452
0.46,0.04495803281084532,9.98321582578417,11.919388805572765
0.47000000000000003,0.04591259740426319,9.983990056369695,11.917645906406857
0.48,0.04686620791361688,9.984811871424855,11.915903487879
0.49,0.047818865293354856,9.985681216086416,11.914161554639584
0.5,0.04877057049663354,9.986598035566894,11.912420111330112
0.51,0.04972132447531729,9.987562275154552,11.910679162583198
0.52,0.05067112817997844,9.988573880213396,11.908938713022577
0.53,0.051619982559897276,9.989632796183177,11.907198767263091
0.54,0.052567888563062055,9.990738968579391,11.905459329910702
0.55,0.053514847136168976,9.991892342993285,11.903720405562478
0.56,0.05446085922462221,9.993092865091846,11.90198199880661
0.5700000000000001,0.055405925772533886,9.994340480617808,11.900244114222398
0.58,0.056350047722724075,9.995635135389652,11.898506756380257
0.59,0.05729322601672084,9.996976775301604,11.896769929841716
0.6,0.0582354615970265,9.998365346190738,11.895033639175129
0.61,0.059176755419660165,9.999800793101464,11.893297889042614
0.62,0.06011710842867371,10.001283061779946,11.89156268402341
0.63,0.06105652156410665,10.002812098207615,11.889828028669006
0.64,0.06199499576488517,10.004387848431167,11.888093927523249
0.65,0.06293253196882219,10.006010258562563,11.886360385122336
0.66,0.06386913111261724,10.007679274779028,11.884627405994818
0.67,0.06480479413185664,10.009394843323053,11.882894994661601
0.68,0.06573952196101329,10.011156910502391,11.88116315563594
0.6900000000000001,0.0666733155334469,10.012965422690066,11.879431893423446
0.7000000000000001,0.06760617578140375,10.014820326324356,11.877701212522082
0.71,0.0685381036360169,10.016721567908816,11.875971117422166
0.72,0.06946910002730605,10.018669094012257,11.874241612606363
0.73,0.0703991658841776,10.020662851268757,11.8725127025497
0.74,0.07132830213442469,10.02270278637766,11.87078439171955
0.75,0.07225650970472705,10.024788846103576,11.869056684575641
0.76,0.07318378952065117,10.026920977276376,11.867329585570053
0.77,0.07411014250665023,10.029099126791195,11.865603099147222
0.78,0.07503556958606407,10.031323241608439,11.863877229743935
0.79,0.0759600716887565,10.033593268305907,11.8621519818423
0.8,0.0768836497516463,10.035909153047657,11.860427359973437
0.81,0.07780630469860149,10.038270842763053,11.858703368578016
0.8200000000000001,0.07872803745228445,10.040678284452135,11.856980012088425
0.8300000000000001,0.07964884893442437,10.043131425169648,11.855257294930654
0.84,0.08056874006581724,10.045630212025037,11.853535221524293
0.85,0.0814877117663259,10.04817459218245,11.851813796282535
0.86,0.08240576495487993,10.050764512860738,11.850093023612178
0.87,0.08332290054947578,10.053399921333451,11.84837290791362
0.88,0.08423911946717669,10.056080764928845,11.846653453580858
0.89,0.08515442262411269,10.058806991029874,11.844934665001498
0.9,0.08606881093548063,10.061578547074198,11.843216546556743
0.91,0.08698228531554421,10.064395380554178,11.841499102621402
0.92,0.08789484667763388,10.067257439016872,11.83978233756388
0.93,0.08880649593414691,10.07016467006405,11.838066255746194
0.9400000000000001,0.08971723399654742,10.073117021352177,11.836350861523954
0.9500000000000001,0.09062706177536631,10.076114440592422,11.834636159246378
0.96,0.09153598018020125,10.079156875550654,11.832922153256284
0.97,0.0924439901197611,10.082244274044843,11.831208847890421
0.98,0.09335109250316355,10.085376583868756,11.829496247489121
0.99,0.09425728823810685,10.08855375289945,11.827784356382704
1.0,0.09516257823079687,10.091775729101562,11.826073178890933
1.01,0.09606696338652307,10.095042460493442,11.824362719327297
1.02,0.09697044460965851,10.098353895147156,11.822652981999012
1.03,0.09787302280365978,10.10170998118849,11.820943971207022
1.04,0.09877469887106709,10.105110666796943,11.819235691245998
1.05,0.09967547371350416,10.108555900205731,11.817528146404335
1.06,0.10057534823167835,10.112045629701791,11.81582134096416
1.07,0.10147432332538055,10.11557980362577,11.814115279201323
1.08,0.10237239989348525,10.119158370372038,11.8124099653854
1.09,0.10326957883395049,10.122781278388672,11.8107054037797
1.1,0.10416586104381792,10.126448476177476,11.809001598641252
1.11,0.1050612474192127,10.130159912293964,11.807298554220816
1.12,0.10595573885534362,10.13391553534737,11.805596274762877
1.1300000000000001,0.10684933624650304,10.13771529400064,11.803894764505648
1.1400000000000001,0.10774204048606686,10.141559136970445,11.80219402768107
1.1500000000000001,0.10863385246649458,10.14544701302716,11.800494068514807
1.16,0.10952477306512515,10.149378871829976,11.798794891120652
1.17,0.11041480320695252,10.153354660236184,11.79709649996723
1.18,0.11130394376326508,10.15737432826037,11.795398899124434
1.19,0.1121921956233347,10.161437824859677,11.793702092796387
1.2,0.1130795596755192,10.165545099044818,11.792006085180967
1.21,0.11396603680726325,10.169696099880039,11.790310880469796
1.22,0.1148516279050993,10.173890776483047,11.788616482848257
1.23,0.11573633385464846,10.17812907802497,11.786922896495497
1.24,0.11662015554062145,10.182410953730297,11.785230125584434
1.25,0.11750309384681953,10.186736352876824,11.78353817428177
1.26,0.11838514965613536,10.191105224795606,11.781847046747982
1.27,0.11926632385055395,10.195517518870894,11.78015674713735
1.28,0.12014661731115357,10.199973184540086,11.778467279597944
1.29,0.12102603091810667,10.204472171293679,11.776778648271646
1.3,0.12190456555068077,10.209014428675204,11.775090857294149
1.31,0.1227822220872394,10.213599906281178,11.773403910794965
1.32,0.12365900140524304,10.218228553761056,11.771717812897428
1.33,0.12453490438124994,10.222900320817162,11.770032567718712
1.34,0.12540993189091715,10.227615157204653,11.768348179369825
1.35,0.1262840848114784,10.232373012585823,11.766664651974029
1.36,0.12715736401989025,10.237173836639101,11.764981989653055
1.37,0.12802977038948476,10.242017579255846,11.76330019650225
1.3800000000000001,0.12890130479270373,10.246904190379592,11.761619276610876
1.3900000000000001,0.1297719681011033,10.251833620005781,11.759939234062154
1.4000000000000001,0.13064176118535503,10.256805818181702,11.75826007293327
1.41,0.131510684915247,10.261820735006419,11.75658179729538
1.42,0.13237874015968484,10.266878320630719,11.754904411213618
1.43,0.1332459277866927,10.271978525257051,11.753227918747106
1.44,0.13411224866341434,10.27712129913946,11.75155232394896
1.45,0.13497770365611422,10.28230659258352,11.749877630866303
1.46,0.13584229363017852,10.28753435594629,11.748203843540264
1.47,0.13670601945011615,10.292804539636233,11.74653096600599
1.48,0.13756888197955983,10.29811709411317,11.744859002292655
1.49,0.13843088208126714,10.303471969888207,11.743187956423467
1.5,0.13929202061712154,10.308869117523681,11.741517832415678
1.51,0.14015229844813343,10.314308487633095,11.739848634280584
1.52,0.14101171643444121,10.319790030881055,11.73818036602354
1.53,0.14187027543531233,10.325313697983216,11.73651303164397
1.54,0.14272797630914427,10.33087943970621,11.734846635135364
1.55,0.1435848199134657,10.336487206867595,11.733181180485296
1.56,0.1444408071049374,10.342136950335782,11.731516671675429
1.57,0.1452959387393534,10.347828621029985,11.72985311268152
1.58,0.146150215671642,10.353562169920153,11.728190507473428
1.59,0.1470036387558668,10.35933754802691,11.72652886001513
1.6,0.1478562088452277,10.36515470642149,11.724868174264715
1.61,0.14870792679206216,10.371013596225684,11.723208454174403
1.62,0.1495587934478459,10.376914168611771,11.721549703690547
1.6300000000000001,0.15040880966319423,10.382856374802458,11.719891926753645
1.6400000000000001,0.15125797628786303,10.388840166070818,11.718235127298342
1.6500000000000001,0.15210629417074967,10.394865493740236,11.716579309253445
1.6600000000000001,0.15295376415989426,10.400932309184334,11.714924476541924
1.67,0.15380038710248045,10.407040563826921,11.713270633080922
1.68,0.15464616384483681,10.413190209141927,11.711617782781767
1.69,0.1554910952324375,10.41938119665334,11.709965929549973
1.7,0.1563351821099036,10.42561347793515,11.708315077285253
1.71,0.15717842532100398,10.431887004611278,11.706665229881523
1.72,0.1580208257086565,10.438201728355525,11.705016391226915
1.73,0.1588623841149289,10.444557600891505,11.703368565203775
1.74,0.15970310138103996,10.450954573992583,11.701721755688684
1.75,0.1605429783473605,10.457392599481816,11.700075966552456
1.76,0.16138201585341444,10.46387162923189,11.69843120166015
1.77,0.16222021473787984,10.47039161516506,11.69678746487107
1.78,0.1630575758385899,10.476952509253085,11.695144760038788
1.79,0.1638940999925341,10.483554263517169,11.69350309101114
1.8,0.1647297880358592,10.490196830027902,11.691862461630233
1.81,0.16556464080387023,10.496880160905192,11.690222875732463
1.82,0.1663986591310317,10.503604208318212,11.688584337148512
1.83,0.16723184385096834,10.51036892448533,11.686946849703359
1.84,0.1680641957964666,10.517174261674054,11.685310417216295
1.85,0.16889571579947515,10.524020172200963,11.683675043500916
1.86,0.16972640469110647,10.530906608431659,11.682040732365147
1.87,0.17055626330163753,10.537833522780687,11.68040748761124
1.8800000000000001,0.17138529246051087,10.54480086771149,11.67877531303578
1.8900000000000001,0.172213492997727,10.551808595654558,11.677144212439998
1.9000000000000001,0.17304086574479333,10.55885665895164,11.675514189636788
1.9100000000000001,0.17386741152918272,10.565945010181494,11.673885248409693
1.92,0.174693131177375,10.573073601981104,11.672257392535423
1.93,0.17551802551503148,10.580242387035415,11.670630625785144
1.94,0.17634209536699616,10.587451318077262,11.66900495192448
1.95,0.17716534155729688,10.594700347887297,11.667380374713531
1.96,0.17798776490914647,10.601989429293928,11.665756897906876
1.97,0.17880936624494403,10.609318515173243,11.664134525253585
1.98,0.17963014638627597,10.616687558448948,11.662513260497223
1.99,0.18045010615391727,10.624096512092294,11.660893107375863
2.0,0.1812692463678326,10.631545329122002,11.659274069622096
2.0100000000000002,0.1820875678471775,10.63903396260421,11.657656150963035
2.02,0.18290507141029966,10.646562365652388,11.656039355120328
2.0300000000000002,0.18372175787473988,10.654130491427276,11.65442368581016
2.04,0.18453762805723345,10.661738293136818,11.652809146743271
2.05,0.18535268277371117,10.669385724036088,11.651195741624958
2.06,0.18616692283930072,10.67707273742722,11.649583474155087
2.07,0.1869803490683275,10.684799286659349,11.6479723480281
2.08,0.18779296227431622,10.692565325128525,11.646362366933023
2.09,0.18860476326999162,10.700370806277663,11.644753534553477
2.1,0.18941575286728013,10.70821568359646,11.643145854567686
2.11,0.19022593187731054,10.716099910621335,11.641539330648486
2.12,0.19103530111041567,10.72402344093535,11.63993396646333
2.13,0.1918438613761331,10.731986228168152,11.638329765674305
2.14,0.19265161348320667,10.7399882259959,11.63672673193813
2.15,0.19345855823958738,10.748029388141193,11.63512486890617
2.16,0.19426469645243488,10.756109668373004,11.633524180224452
2.17,0.1950700289281183,10.764229020506608,11.63192466953366
2.18,0.19587455647221777,10.772387398403525,11.630326340469153
2.19,0.19667827988952516,10.780584755971429,11.628729196660972
2.2,0.19748119998404579,10.7888210471641,11.627133241733842
2.21,0.19828331755899903,10.797096225981345,11.625538479307194
2.22,0.19908463341682003,10.80541024646893,11.623944912995162
2.23,0.1998851483591604,10.813763062718511,11.622352546406596
2.24,0.2006848631868898,10.82215462886757,11.620761383145073
2.25,0.2014837787000967,10.830584899099337,11.619171426808903
2.2600000000000002,0.20228189569808996,10.839053827642731,11.617582680991132
2.27,0.20307921497939965,10.847561368772283,11.615995149279565
2.2800000000000002,0.20387573734177858,10.85610747680807,11.614408835256762
2.29,0.20467146358220306,10.864692106115648,11.612823742500053
2.3000000000000003,0.20546639449687443,10.87331521110598,11.611239874581544
2.31,0.20626053088122004,10.881976746235372,11.609657235068125
2.32,0.2070538735298945,10.890676666005396,11.608075827521484
2.33,0.2078464232367808,10.899414924962826,11.606495655498108
2.34,0.20863818079499147,10.908191477699575,11.6049167225493
2.35,0.20942914699686996,10.91700627885261,11.60333903222118
2.36,0.21021932263399137,10.9258592831039,11.601762588054697
2.37,0.2110087084971642,10.934750445180338,11.60018739358564
2.38,0.21179730537643093,10.943679719853673,11.598613452344646
2.39,0.2125851140610697,10.952647061940443,11.597040767857202
2.4,0.21337213533959512,10.961652426301905,11.595469343643664
2.41,0.21415836999975973,10.970695767843965,11.593899183219257
2.42,0.21494381882855484,10.979777041517112,11.59233029009409
2.43,0.2157284826105918,10.988896202411611,11.590762667761075
2.44,0.2165123621217257,10.998053206132393,11.589196319648375
2.45,0.21729545814436974,11.007248007898637,11.58763124923362
2.46,0.21807777146160306,11.01648056289019,11.58606745999997
2.47,0.21885930285572402,11.025750826332654,11.584504955425318
2.48,0.21964005310825072,11.035058753497335,11.582943738982294
2.49,0.22042002299992208,11.044404299701188,11.581383814138272
2.5,0.2211992133106987,11.053787420306765,11.579825184355386
2.5100000000000002,0.22197762481976363,11.063208070722172,11.578267853090516
2.52,0.22275525830552323,11.07266620640101,11.576711823795318
2.5300000000000002,0.22353211454560828,11.082161782842327,11.575157099916211
2.54,0.22430819431687443,11.091694755590572,11.5736036848944
2.5500000000000003,0.22508349839540343,11.101265080235533,11.572051582165866
2.56,0.22585802755650378,11.1108727124123,11.570500795161383
2.57,0.22663178257471167,11.1205176078012,11.568951327306525
2.58,0.22740476422379197,11.130199722127756,11.567403182021664
2.59,0.22817697327673875,11.139919011162636,11.565856362721988
2.6,0.22894841050577658,11.149675430721597,11.564310872817495
2.61,0.229719076682361,11.159468936665434,11.562766715713009
2.62,0.23048897257717968,11.169299484899936,11.561223894808183
2.63,0.23125809896015312,11.179167031375828,11.559682413497503
2.64,0.2320264566004356,11.189071532088725,11.5581422751703
2.65,0.23279404626641598,11.199012943079076,11.556603483210749
2.66,0.23356086872571857,11.208991220432122,11.555066040997884
2.67,0.23432692474520403,11.219006320277831,11.553529951905599
2.68,0.23509221509097028,11.229058198790863,11.551995219302652
2.69,0.23585674052835323,11.239146812190508,11.55046184655268
2.7,0.23662050182192781,11.249272116740643,11.548929837014198
2.71,0.23738349973550865,11.25943406874967,11.547399194040606
2.72,0.2381457350321511,11.269632624570479,11.545869920980198
2.73,0.23890720847415203,11.279867740600384,11.544342021176172
2.74,0.23966792082305075,11.290139373281084,11.542815497966624
2.75,0.24042787283962969,11.300447479098603,11.541290354684568
2.7600000000000002,0.24118706528391556,11.310792014583246,11.539766594657937
2.77,0.24194549891517997,11.321172936309543,11.538244221209588
2.7800000000000002,0.24270317449194045,11.331590200896196,11.536723237657306
2.79,0.24346009277196112,11.342043765006041,11.53520364731382
2.8000000000000003,0.24421625451225387,11.35253358534598,11.5336854534868
2.81,0.24497166046907887,11.363059618666945,11.53216865947887
2.82,0.24572631139794565,11.373621821763836,11.530653268587605
2.83,0.246480208053614,11.384220151475475,11.529139284105552
2.84,0.24723335119009465,11.394854564684557,11.527626709320222
2.85,0.24798574156065034,11.405525018317599,11.526115547514104
2.86,0.24873737991779646,11.416231469344881,11.524605801964672
2.87,0.24948826701330212,11.426973874780405,11.523097475944386
2.88,0.2502384035981909,11.437752191681843,11.521590572720708
2.89,0.25098779042274183,11.44856637715048,11.520085095556095
2.9,0.25173642823649,11.459416388331165,11.518581047708015
2.91,0.25248431778822783,11.470302182412269,11.517078432428955
2.92,0.25323145982600553,11.481223716625617,11.515577252966416
2.93,0.25397785509713217,11.49218094824646,11.514077512562936
2.94,0.2547235043481765,11.503173834593401,11.51257921445608
2.95,0.2554684083249679,11.514202333028356,11.511082361878458
2.96,0.25621256777259716,11.525266400956506,11.509586958057724
2.97,0.2569559834352879,11.536365995833853,11.508093006215617
2.98,0.2576986560543618,11.547501075286867,11.506600509552667
2.99,0.2584405863716889,11.558671596909615,11.505109471274126
3.0,0.2591817751291892,11.569877518293037,11.503619894586208
3.0100000000000002,0.25992222306804236,11.581118797071463,11.502131782690165
3.02,0.2606619309286874,11.59239539092258,11.50064513878228
3.0300000000000002,0.26140089945082434,11.60370725756737,11.49915996605388
3.04,0.2621391293734146,11.61505435477008,11.497676267691332
3.0500000000000003,0.262876621434682,11.626436640338163,11.496194046876068
3.06,0.2636133763721132,11.637854072122234,11.494713306784568
3.0700000000000003,0.2643493949224589,11.649306608016035,11.49323405058838
3.08,0.26508467782173434,11.660794205956371,11.491756281454126
3.09,0.2658192258052202,11.672316823923076,11.4902800025435
3.1,0.26655303960746346,11.683874419938968,11.488805217013276
3.11,0.26728611996227786,11.695466952069792,11.48733192801532
3.12,0.26801846760274517,11.707094378424184,11.485860138696594
3.13,0.26875008326121547,11.718756657153621,11.48438985219915
3.14,0.26948096766930846,11.730453746452373,11.482921071660156
3.15,0.27021112155791377,11.74218560455746,11.481453800211883
3.16,0.270940545657192,11.753952189748604,11.479988040981723
3.17,0.2716692406965755,11.765753460348186,11.47852379709219
