t,Ca,Fluo,CaFluo,CaPrFluo,PrFluo,Pr
0.0,0.05,11.88,0.01,0.01,88.12,3000.0
0.01,1.339623300021513e-15,1.2273453768125264e-11,3.216665165356359e-14,0.0699999999999603,99.94999999998771,2988.1100000000138
0.02,1.3396233000215129e-15,1.2273453768125262e-11,3.216665165356359e-14,0.06999999999996029,99.94999999998771,2988.1100000000138
0.03,1.339623300021513e-15,1.2273453768125262e-11,3.21666516535636e-14,0.0699999999999603,99.94999999998771,2988.1100000000138
0.04,1.339623300021514e-15,1.2273453768125264e-11,3.2166651653563624e-14,0.06999999999996037,99.94999999998771,2988.1100000000138
0.05,1.3396233000215153e-15,1.2273453768125264e-11,3.216665165356365e-14,0.06999999999996043,99.94999999998771,2988.1100000000138
0.06,1.3396233000215162e-15,1.2273453768125264e-11,3.216665165356368e-14,0.06999999999996048,99.94999999998771,2988.1100000000138
0.07,1.3396233000215174e-15,1.2273453768125264e-11,3.2166651653563706e-14,0.06999999999996054,99.94999999998771,2988.1100000000138
0.08,1.3396233000215186e-15,1.2273453768125264e-11,3.216665165356373e-14,0.0699999999999606,99.94999999998771,2988.1100000000138
0.09,1.3396233000215196e-15,1.2273453768125264e-11,3.2166651653563757e-14,0.06999999999996065,99.94999999998771,2988.1100000000138
0.1,1.3396233000215208e-15,1.2273453768125264e-11,3.216665165356378e-14,0.06999999999996072,99.94999999998771,2988.1100000000138
0.11,1.3396233000215218e-15,1.2273453768125264e-11,3.216665165356381e-14,0.06999999999996077,99.94999999998771,2988.1100000000138
0.12,1.339623300021523e-15,1.2273453768125264e-11,3.216665165356383e-14,0.06999999999996083,99.94999999998771,2988.1100000000138
0.13,1.3396233000215241e-15,1.2273453768125264e-11,3.216665165356386e-14,0.06999999999996089,99.94999999998771,2988.1100000000138
0.14,1.3396233000215251e-15,1.2273453768125264e-11,3.216665165356388e-14,0.06999999999996094,99.94999999998771,2988.1100000000138
0.15,1.339623300021526e-15,1.2273453768125266e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.16,1.339623300021526e-15,1.2273453768125264e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.17,1.339623300021526e-15,1.2273453768125264e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.18,1.339623300021526e-15,1.2273453768125264e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.19,1.339623300021526e-15,1.2273453768125264e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.2,1.339623300021526e-15,1.2273453768125264e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.21,1.339623300021526e-15,1.2273453768125264e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.22,1.339623300021526e-15,1.2273453768125264e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.23,1.339623300021526e-15,1.2273453768125262e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.24,1.339623300021526e-15,1.2273453768125262e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.25,1.339623300021526e-15,1.2273453768125262e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.26,1.339623300021526e-15,1.2273453768125262e-11,3.21666516535639e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.27,1.339623300021526e-15,1.2273453768125264e-11,3.2166651653563896e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.28,1.339623300021526e-15,1.2273453768125264e-11,3.2166651653563896e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.29,1.3396233000215257e-15,1.2273453768125264e-11,3.2166651653563896e-14,0.06999999999996098,99.94999999998771,2988.1100000000138
0.3,1.3396233000215257e-15,1.2273453768125264e-11,3.216665165356389e-14,0.06999999999996097,99.94999999998771,2988.1100000000138
0.31,1.3396233000215255e-15,1.2273453768125264e-11,3.216665165356389e-14,0.06999999999996097,99.94999999998771,2988.1100000000138
0.32,1.3396233000215255e-15,1.2273453768125264e-11,3.216665165356389e-14,0.06999999999996097,99.94999999998771,2988.1100000000138
0.33,1.3396233000215255e-15,1.2273453768125264e-11,3.216665165356389e-14,0.06999999999996095,99.94999999998771,2988.1100000000138
0.34,1.3396233000215253e-15,1.2273453768125264e-11,3.216665165356388e-14,0.06999999999996095,99.94999999998771,2988.1100000000138
0.35000000000000003,1.3396233000215253e-15,1.2273453768125264e-11,3.216665165356388e-14,0.06999999999996095,99.94999999998771,2988.1100000000138
0.36,1.3396233000215251e-15,1.2273453768125264e-11,3.216665165356388e-14,0.06999999999996094,99.94999999998771,2988.1100000000138
0.37,1.3396233000215251e-15,1.2273453768125264e-11,3.2166651653563877e-14,0.06999999999996094,99.94999999998771,2988.1100000000138
0.38,1.339623300021525e-15,1.2273453768125264e-11,3.2166651653563877e-14,0.06999999999996094,99.94999999998771,2988.1100000000138
0.39,1.339623300021525e-15,1.2273453768125264e-11,3.2166651653563877e-14,0.06999999999996093,99.94999999998771,2988.1100000000138
0.4,1.339623300021525e-15,1.2273453768125264e-11,3.216665165356387e-14,0.06999999999996093,99.94999999998771,2988.1100000000138
0.41000000000000003,1.3396233000215247e-15,1.2273453768125264e-11,3.216665165356387e-14,0.06999999999996093,99.94999999998771,2988.1100000000138
0.42,1.3396233000215247e-15,1.2273453768125264e-11,3.216665165356387e-14,0.06999999999996091,99.94999999998771,2988.1100000000138
0.43,1.3396233000215245e-15,1.2273453768125264e-11,3.216665165356387e-14,0.06999999999996091,99.94999999998771,2988.1100000000138
0.44,1.3396233000215245e-15,1.2273453768125264e-11,3.2166651653563864e-14,0.06999999999996091,99.94999999998771,2988.1100000000138
0.45,1.3396233000215243e-15,1.2273453768125264e-11,3.2166651653563864e-14,0.06999999999996091,99.94999999998771,2988.1100000000138
0.46,1.3396233000215243e-15,1.2273453768125264e-11,3.2166651653563864e-14,0.0699999999999609,99.94999999998771,2988.1100000000138
0.47000000000000003,1.3396233000215241e-15,1.2273453768125264e-11,3.216665165356386e-14,0.0699999999999609,99.94999999998771,2988.1100000000133
0.48,1.3396233000215241e-15,1.2273453768125264e-11,3.216665165356386e-14,0.0699999999999609,99.94999999998771,2988.1100000000133
0.49,1.3396233000215241e-15,1.2273453768125264e-11,3.216665165356386e-14,0.06999999999996089,99.94999999998771,2988.1100000000133
0.5,1.339623300021524e-15,1.2273453768125264e-11,3.216665165356385e-14,0.06999999999996089,99.94999999998771,2988.1100000000133
0.51,1.339623300021524e-15,1.2273453768125266e-11,3.216665165356385e-14,0.06999999999996089,99.94999999998771,2988.1100000000133
0.52,1.3396233000215237e-15,1.2273453768125266e-11,3.216665165356385e-14,0.06999999999996087,99.94999999998771,2988.1100000000133
0.53,1.3396233000215237e-15,1.2273453768125266e-11,3.216665165356385e-14,0.06999999999996087,99.94999999998771,2988.1100000000133
0.54,1.3396233000215235e-15,1.2273453768125266e-11,3.2166651653563845e-14,0.06999999999996087,99.94999999998771,2988.1100000000133
0.55,1.3396233000215235e-15,1.2273453768125266e-11,3.2166651653563845e-14,0.06999999999996086,99.94999999998771,2988.1100000000133
0.56,1.3396233000215235e-15,1.2273453768125266e-11,3.2166651653563845e-14,0.06999999999996086,99.94999999998771,2988.1100000000133
0.5700000000000001,1.3396233000215233e-15,1.2273453768125266e-11,3.216665165356384e-14,0.06999999999996086,99.94999999998771,2988.1100000000133
0.58,1.3396233000215233e-15,1.2273453768125266e-11,3.216665165356384e-14,0.06999999999996084,99.94999999998771,2988.1100000000133
0.59,1.3396233000215231e-15,1.2273453768125266e-11,3.216665165356384e-14,0.06999999999996084,99.94999999998771,2988.1100000000133
0.6,1.3396233000215231e-15,1.2273453768125266e-11,3.216665165356384e-14,0.06999999999996084,99.94999999998771,2988.1100000000133
0.61,1.339623300021523e-15,1.2273453768125266e-11,3.216665165356383e-14,0.06999999999996083,99.94999999998771,2988.1100000000133
