t,Cgen_pp,Cgen_rp,Cgen_l,Cgen_GI,Ccon_l,Ccon_ROB,Acon_b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,1.6464091400704578e-05,0.00012888394922227385,0.008800810777308665,7.964327448885203e-05,0.0006311874915779977,5.2087387137934995e-06,1.4226654118714935e-06
0.02,0.00022673488446649405,0.0016337393839260042,0.058060580308666794,0.0010725090425688108,0.0060143038094484895,0.00010790072604725687,2.9694017980855937e-05
0.03,0.0010003300421172663,0.00669042429203944,0.16564001909130308,0.004633117774250521,0.018265122905641112,0.0005375948390948488,0.00014920198161004052
0.04,0.0027928701020977003,0.017481757095587108,0.33987544040224205,0.012684399620842009,0.034768382846844734,0.0014984494936546365,0.0004198388758305986
0.05,0.006091938131887781,0.03595111678103746,0.5842223487713596,0.027169687811136045,0.051705238327665264,0.0030556550662841587,0.0008652127087556917
0.06,0.011369776800375994,0.06363976691559226,0.8954092978147538,0.049855933382529756,0.06661485437358573,0.005151474002425928,0.0014755699952055078
0.07,0.019021909414334882,0.10144070106888163,1.2615057102141756,0.08208333285595616,0.07869320523115429,0.007671241548833817,0.0022247707952756154
0.08,0.029300536994041074,0.14935594496439936,1.6618334584309624,0.12450564398720596,0.08810931257031475,0.010495251778473715,0.0030840714059205006
0.09,0.04225509498452007,0.20633279943988572,2.0680982140362754,0.17687668240858212,0.09536275649346924,0.013522227375932836,0.004028582205026618
0.1,0.05768579080899695,0.2701878681245224,2.445814546988293,0.23790319005845975,0.10094812588994381,0.016673754659049456,0.005038694056295091
0.11,0.07512953187725067,0.33774407124304123,2.7662183164360448,0.3052506953846564,0.10526424500189459,0.01989081570809316,0.006099357521418841
0.12,0.09404713822947304,0.40631610150106623,3.0379970356851773,0.3764845031794756,0.10873212122553623,0.023131580450673154,0.007199667553690473
0.13,0.11401021568992374,0.47458342131961884,3.274731037356668,0.449889844970421,0.11168397737474481,0.02637036537393513,0.008332756230837287
0.14,0.13469447148982505,0.5419928551406747,3.4858755385707556,0.5243308850747104,0.11430819692345781,0.02959192995539313,0.009494383567164788
0.15,0.15585653784929915,0.6083585198899629,3.678089078140501,0.5990711412353295,0.11671018768574007,0.03278688644222873,0.010681773719256545
0.16,0.17731478660071576,0.6736599017146545,3.856106036977186,0.6736436691051273,0.11895201093328868,0.03594921908362399,0.011892988015903177
0.17,0.19893415171656958,0.7379428134503279,4.023322053841783,0.7477600856176724,0.12107218237620271,0.03907496065083567,0.013126593066358126
0.18,0.22061442888488095,0.8012728248677573,4.182193017541291,0.8212481961190989,0.12309571751175555,0.04216144824730213,0.014381475758666395
0.19,0.2422814290725623,0.8637150811725965,4.334509093999693,0.8940101728566352,0.12503947957398298,0.045206883757166506,0.01565673495612767
0.2,0.26388034190490883,0.9253267349370459,4.481585247764525,0.9659948772417718,0.1269152514311374,0.04821006056538799,0.016951614739423585
0.21,0.28537079164236256,0.9861552563386852,4.624394515642925,1.0371798682462356,0.12873151244498687,0.05117018883845976,0.01826546212379083
0.22,0.30672316940206407,1.0462391360670285,4.763661926748911,1.1075598851087902,0.13049454220558412,0.054086779697598716,0.01959769927925099
0.23,0.3279159011575723,1.105609390002985,4.899931513230623,1.177139559268635,0.13220912895059836,0.056959566075947425,0.02094780472677021
0.24,0.34893342665953964,1.164291140420879,5.03361412765976,1.2459289212299625,0.13387900414570655,0.05978844825845024,0.02231530054003903
0.25,0.36976468087564385,1.2223050136012195,5.165022308175814,1.3139406517208945,0.13550718174694057,0.0625734538502355,0.023699743004274437
0.26,0.39040198498812895,1.279668239759817,5.294395104345502,1.381188502181876,0.1370960617683282,0.0653147115831687,0.025100716648019546
0.27,0.4108401935760461,1.3363955199671258,5.421916808911394,1.4476863537662479,0.13864777508095116,0.06801242637723538,0.026517828415674023
0.28,0.4310760678703674,1.392499665268805,5.547730469346983,1.5134477410803202,0.14016402019781748,0.07066686835303308,0.027950705386001907
0.29,0.45110779756900105,1.4479920723096031,5.671948072848409,1.5784856193677304,0.1416463308355673,0.07327835700874089,0.029398991071359133
0.3,0.47093464507924515,1.5028830653732996,5.794658043827719,1.6428122793328273,0.14309605129955075,0.07584725319042425,0.030862343705985482
0.31,0.49055667823824783,1.5571821435186153,5.915930836630721,1.7064393432283558,0.1445143759710469,0.07837395163503343,0.03234043460654562
0.32,0.5099745622951605,1.610898166478639,6.0358232655344795,1.769377801130086,0.145902391678987,0.08085887466755856,0.03383294678200853
0.33,0.529189405616193,1.6640394854512077,6.154381710000507,1.8316380697179575,0.1472611016042282,0.0833024672229408,0.035339573851997964
0.34,0.5482026410368401,1.716614042764901,6.27164458928288,1.8932300568666562,0.14859139508440888,0.0857051935726796,0.03686001933115715
0.35000000000000003,0.5670159392611367,1.7686294413452663,6.3876441620969535,1.954163218119394,0.14989413633034482,0.08806753268631419,0.03839399557444407
0.36,0.5856311415590826,1.8200929978171532,6.502407929245836,2.0144466095467126,0.1511701098947903,0.09038997662354191,0.039941223507018106
0.37,0.604050206775311,1.8710117865275442,6.615959765728731,2.0740889405314293,0.15242006648269227,0.09267302731863558,0.04150143181379839
0.38,0.6222751743652861,1.9213926680998616,6.728320702288049,2.133098611504348,0.1536446817107331,0.09491719546827038,0.043074356771923596
0.39,0.6403081342527862,1.9712423169587598,6.83950959310409,2.1914837531153037,0.15484464986286917,0.09712299708086648,0.044659741320617015
0.4,0.6581512089625635,2.020567244750643,6.949543569315135,2.249252259602588,0.15602058519994835,0.09929095475013736,0.04625733505001309
0.41000000000000003,0.6758065227393241,2.069373780136629,7.058438364075805,2.306411771922131,0.15717309048690378,0.10142159157805315,0.047866894905280274
0.42,0.6932762040697038,2.117668124123337,7.166208687608184,2.3629697499644196,0.1583027359111153,0.10351543425332965,0.049488183437119096
0.43,0.7105623905940133,2.165456401861697,7.272868560805516,2.4189335398593537,0.15941009562622063,0.10557301441100185,0.05112096671225958
0.44,0.7276671901935171,2.212744567449989,7.378431192714306,2.4743102622114654,0.16049567092858402,0.10759486156783318,0.052765018469705646
0.45,0.7445926466622452,2.259538340347972,7.482908997918139,2.529106741446964,0.16155995919208888,0.10958149342308043,0.05442012226855276
0.46,0.7613408897419606,2.305843644259825,7.586314651371483,2.5833300332790383,0.16260348931739355,0.11153345311954203,0.056086054769106955
0.47000000000000003,0.7779139307692369,2.3516660328761625,7.688659870479598,2.6369867402396894,0.1636267159617681,0.11345125943800723,0.057762607846125975
0.48,0.794313771909582,2.3970110159371876,7.789956189457384,2.6900834032704983,0.1646300769347276,0.11533543364050065,0.05944957621702912
0.49,0.8105423922773409,2.4418840240391155,7.8902149138509605,2.74262646194647,0.16561401709284196,0.11718649495983055,0.06114675855091356
0.5,0.8266017749144416,2.4862904887435264,7.989447312756221,2.7946223496148925,0.1665789932901445,0.11900496720469496,0.0628539545155797
0.51,0.8424938350895378,2.5302356448688648,8.08766424242182,2.8460772620128996,0.167525376454914,0.12079136147111162,0.06457097240589607
0.52,0.8582204625492108,2.5737246550584354,8.184876393114465,2.896997302896197,0.16845358462606955,0.12254618477049395,0.06629762420215694
0.53,0.8737835223382177,2.616762610948884,8.28109431605246,2.947388488678093,0.1693640010888637,0.12426994101462861,0.06803372565778713
0.54,0.8891848787642773,2.6593546012338796,8.3763285694973,2.9972568282908694,0.17025701823664366,0.12596313634740833,0.06977909366414607
0.55,0.904426340044058,2.7015055602343154,8.470589418162131,3.0466081454650595,0.17113298682834766,0.12762626491473852,0.07153355195498422
0.56,0.9195096691519944,2.7432203000732613,8.563886888815528,3.095448116309405,0.17199225862316792,0.12925981053101526,0.07329692976312559
0.5700000000000001,0.9344366607110608,2.7845037199498677,8.656231209372496,3.1437825175686913,0.17283518632807585,0.13086426749317387,0.07506905423729116
0.58,0.9492090499954424,2.8253605592054107,8.747632298477708,3.191616934402864,0.17366212383345736,0.13244011508726816,0.07684975926294406
0.59,0.9638285454024682,2.865795483720388,8.838099960908227,3.238956864682742,0.17447338139136603,0.13398782727257885,0.07863888248272445
0.6,0.9782968281822861,2.905813088845494,8.92764386497038,3.2858077199231563,0.1752692770086203,0.13550787132523032,0.0804362651641752
0.61,0.9926155425910751,2.9454178698751003,9.016273495366326,3.332174792843388,0.1760501199638714,0.1370007050868085,0.08224175303828683
0.62,1.0067863785443218,2.9846144492936615,9.103998622894416,3.3780635239980246,0.17681623863544457,0.13846679937271608,0.08405518839252239
0.63,1.0208109334601405,3.02340719791721,9.190828517118979,3.423479056741375,0.17756790354669993,0.13990660037601219,0.08587642327645893
0.64,1.0346908074064707,3.061800495930268,9.276772493823364,3.4684265440321056,0.1783054153790271,0.1413205547616306,0.08770531048991573
0.65,1.0484275574101032,3.0997986079085176,9.361839634635963,3.5129110013199694,0.17902905272490888,0.1427090973634454,0.08954170772870122
0.66,1.0620227592413671,3.137405851233836,9.446039153827368,3.5569375052864753,0.17973909952721778,0.14407266808728247,0.09138547187981694
0.67,1.0754779539966606,3.174626449989643,9.529380089082393,3.600511021902394,0.18043582350810355,0.14541169698148063,0.09323646399689296
0.68,1.0887946145813658,3.2114644428016317,9.611871097673045,3.6436362982820705,0.1811194713607865,0.1467265948206104,0.0950945521848102
0.6900000000000001,1.101974268121043,3.247924018728515,9.693521175181223,3.6863182572850626,0.1817903186641809,0.1480177865330061,0.0969596005353179
0.7000000000000001,1.1150183890098668,3.2840092235948646,9.77433902432852,3.7285616526808334,0.18244861514999094,0.1492856819834003,0.09883147881949898
0.71,1.127928445358461,3.319724087321507,9.85433333145188,3.770371218838101,0.18309460795320634,0.15053068845116255,0.10071005827920432
0.72,1.1407058319889394,3.355072439820306,9.933512364638643,3.8117514545393703,0.18372852803677248,0.15175319211500587,0.10259521742216263
0.73,1.1533519947544462,3.390058252548816,10.011884710109802,3.8527070239934305,0.18435061646444792,0.15295359220891408,0.10448683119686948
0.74,1.1658683275062256,3.4246853551019307,10.089458658523252,3.8932424243449644,0.18496110653307413,0.15413227257143142,0.10638477989778691
0.75,1.1782562423481688,3.458957628571733,10.16624262238196,3.9333622123695005,0.18556021978941217,0.15528962120910855,0.10828894309394362
0.76,1.1905170932971312,3.4928787951375266,10.242244687249405,3.9730707580598668,0.18614817964196817,0.15642600854193175,0.11019920624273502
0.77,1.2026521988691357,3.526452480494056,10.31747273528934,4.012372317455092,0.18672519507154867,0.15754179423179865,0.11211545862445056
0.78,1.2146629448420945,3.5596824961809967,10.391935059648393,4.051271364240898,0.18729148881918756,0.15863735509191135,0.11403758453983118
0.79,1.22655062879764,3.592572412066224,10.465639439385376,4.0897720879810855,0.18784726149704445,0.1597130426037729,0.11596547654534366
0.8,1.238316556334897,3.6251258206529107,10.538593714543971,4.12787870460257,0.1883927143935617,0.16076920890209406,0.11789902739325618
0.81,1.2499619999459053,3.6573462244055834,10.61080553267464,4.165595323698867,0.18892804540009048,0.1618061957235735,0.11983813330210909
0.8200000000000001,1.2614882440740933,3.689237159198557,10.68228262206084,4.202926093850971,0.18945345139092376,0.1628243466686268,0.12178269025574487
0.8300000000000001,1.2728965520332136,3.7208021035488916,10.753032592695396,4.2398750958672675,0.1899691239543509,0.16382399818227664,0.12373259670272797
0.84,1.284188162996109,3.752044469905518,10.82306291963664,4.276446332930245,0.19047524494551257,0.1648054787868977,0.12568775383369415
0.85,1.295364291656588,3.7829676041278546,10.89238093648042,4.312643729601669,0.19097199810086354,0.16576910877113246,0.1276480655286858
0.86,1.30642615520299,3.813574859356441,10.960993998537367,4.348471218809255,0.191459560088844,0.1667152077515242,0.12961343617876475
0.87,1.3173749728296542,3.843869595007194,11.028909479444629,4.3839327403697155,0.1919381078479685,0.16764409424074447,0.13158377072267352
0.88,1.328211922876939,3.873855058079685,11.096134514823312,4.419032102293006,0.19240783056436975,0.16855607424606983,0.1335589778449006
0.89,1.3389381703901535,3.903534459695975,11.162676165369476,4.453773070047424,0.19286887132781874,0.1694514491773077,0.13553896829792006
0.9,1.3495548651595186,3.9329109692842263,11.228541363244906,4.488159360042888,0.193321401443569,0.17033051448779224,0.137523654459933
0.91,1.360045411064498,3.961848613299874,11.284064411144035,4.522108795797471,0.19376369630125656,0.17119355335049927,0.13951294383894808
0.92,1.3702033890950007,3.988882379811304,11.289414306229236,4.554647956020107,0.19418122329319237,0.1720405492716783,0.14150666912437748
0.93,1.379551358671007,4.011134645472037,11.21550139880652,4.583625219224714,0.1945560409476276,0.1728708262426589,0.1435044791104493
0.9400000000000001,1.3874684086518576,4.025537857566955,11.050450461157476,4.6063968235111155,0.19487652756323684,0.17368318131905852,0.14550586975103408
0.9500000000000001,1.3933104000003376,4.029550985251202,10.795490683546673,4.620395505204813,0.19513633657318322,0.17447612883356675,0.147510246300796
0.96,1.396504086196681,4.021504610994895,10.46201353100662,4.623524730463205,0.19533286102357827,0.1752480753760439,0.14951696883560175
0.97,1.3966191758546027,4.0007548073575006,10.069455951296856,4.614424258211303,0.1954669347843188,0.17599745305239792,0.15152538799835932
0.98,1.3934226086692238,3.9677408438447674,9.64376807130052,4.59264390411992,0.19554374571084931,0.17672286012674338,0.1535348841127821
0.99,1.3869189094023306,3.9239965358121207,9.216293920415337,4.558753585900884,0.1955749139139955,0.17742325219599248,0.15554492168015258
1.0,1.3773797841798041,3.8721405627584957,8.822945515635972,4.514409888608743,0.1955814157094017,0.17809822090614202,0.15755513001379617
1.01,1.365346248043649,3.81570722858506,8.492884015816479,4.462300268126952,0.19559309755842788,0.17874834825730174,0.15956540772156377
1.02,1.3514332308954087,3.7576531941423648,8.217027858427329,4.405172804239558,0.1956237537205712,0.1793750917533214,0.16157590200305924
1.03,1.3361368748103368,3.69948577563428,7.980953773383192,4.344998701917173,0.19567027801606282,0.17997998804189594,0.16358679744912613
1.04,1.3198390221935379,3.6418770267132214,7.774309329425591,4.2831122455578,0.19572765010465054,0.18056434450578604,0.16559823113054875
1.05,1.302830595255238,3.5850856267940387,7.58963216293465,4.22039878269145,0.1957913971683144,0.1811292413456565,0.16761029072628486
1.06,1.2853319041824944,3.529175644952078,7.421516169799677,4.157434843805565,0.1958578809752112,0.18167556844976335,0.16962302237217922
1.07,1.2675092128616057,3.4741272351499304,7.266023080464288,4.094588676801455,0.1959242359085071,0.1822040620923153,0.1716364388561183
1.08,1.2494877630296992,3.4198904508512844,7.120267504660897,4.032090329310922,0.19598821343555622,0.18271533666375403,0.17365052681608564
1.09,nan,nan,nan,nan,nan,nan,nan
1.1,nan,nan,nan,nan,nan,nan,nan
1.11,nan,nan,nan,nan,nan,nan,nan
1.12,nan,nan,nan,nan,nan,nan,nan
1.1300000000000001,nan,nan,nan,nan,nan,nan,nan
1.1400000000000001,nan,nan,nan,nan,nan,nan,nan
1.1500000000000001,nan,nan,nan,nan,nan,nan,nan
1.16,nan,nan,nan,nan,nan,nan,nan
1.17,nan,nan,nan,nan,nan,nan,nan
1.18,nan,nan,nan,nan,nan,nan,nan
1.19,nan,nan,nan,nan,nan,nan,nan
1.2,nan,nan,nan,nan,nan,nan,nan
1.21,nan,nan,nan,nan,nan,nan,nan
1.22,nan,nan,nan,nan,nan,nan,nan
1.23,nan,nan,nan,nan,nan,nan,nan
1.24,nan,nan,nan,nan,nan,nan,nan
1.25,nan,nan,nan,nan,nan,nan,nan
1.26,nan,nan,nan,nan,nan,nan,nan
1.27,nan,nan,nan,nan,nan,nan,nan
1.28,nan,nan,nan,nan,nan,nan,nan
1.29,nan,nan,nan,nan,nan,nan,nan
1.3,nan,nan,nan,nan,nan,nan,nan
1.31,nan,nan,nan,nan,nan,nan,nan
1.32,nan,nan,nan,nan,nan,nan,nan
1.33,nan,nan,nan,nan,nan,nan,nan
1.34,nan,nan,nan,nan,nan,nan,nan
1.35,nan,nan,nan,nan,nan,nan,nan
1.36,nan,nan,nan,nan,nan,nan,nan
1.37,nan,nan,nan,nan,nan,nan,nan
1.3800000000000001,nan,nan,nan,nan,nan,nan,nan
1.3900000000000001,nan,nan,nan,nan,nan,nan,nan
1.4000000000000001,nan,nan,nan,nan,nan,nan,nan
1.41,nan,nan,nan,nan,nan,nan,nan
1.42,nan,nan,nan,nan,nan,nan,nan
1.43,nan,nan,nan,nan,nan,nan,nan
1.44,nan,nan,nan,nan,nan,nan,nan
1.45,nan,nan,nan,nan,nan,nan,nan
1.46,nan,nan,nan,nan,nan,nan,nan
1.47,nan,nan,nan,nan,nan,nan,nan
1.48,nan,nan,nan,nan,nan,nan,nan
1.49,nan,nan,nan,nan,nan,nan,nan
1.5,nan,nan,nan,nan,nan,nan,nan
1.51,nan,nan,nan,nan,nan,nan,nan
1.52,nan,nan,nan,nan,nan,nan,nan
1.53,nan,nan,nan,nan,nan,nan,nan
1.54,nan,nan,nan,nan,nan,nan,nan
1.55,nan,nan,nan,nan,nan,nan,nan
1.56,nan,nan,nan,nan,nan,nan,nan
1.57,nan,nan,nan,nan,nan,nan,nan
1.58,nan,nan,nan,nan,nan,nan,nan
1.59,nan,nan,nan,nan,nan,nan,nan
1.6,nan,nan,nan,nan,nan,nan,nan
1.61,nan,nan,nan,nan,nan,nan,nan
1.62,nan,nan,nan,nan,nan,nan,nan
1.6300000000000001,nan,nan,nan,nan,nan,nan,nan
1.6400000000000001,nan,nan,nan,nan,nan,nan,nan
1.6500000000000001,nan,nan,nan,nan,nan,nan,nan
1.6600000000000001,nan,nan,nan,nan,nan,nan,nan
1.67,nan,nan,nan,nan,nan,nan,nan
1.68,nan,nan,nan,nan,nan,nan,nan
1.69,nan,nan,nan,nan,nan,nan,nan
1.7,nan,nan,nan,nan,nan,nan,nan
1.71,nan,nan,nan,nan,nan,nan,nan
1.72,nan,nan,nan,nan,nan,nan,nan
1.73,nan,nan,nan,nan,nan,nan,nan
1.74,nan,nan,nan,nan,nan,nan,nan
1.75,nan,nan,nan,nan,nan,nan,nan
1.76,nan,nan,nan,nan,nan,nan,nan
1.77,nan,nan,nan,nan,nan,nan,nan
1.78,nan,nan,nan,nan,nan,nan,nan
1.79,nan,nan,nan,nan,nan,nan,nan
1.8,nan,nan,nan,nan,nan,nan,nan
1.81,nan,nan,nan,nan,nan,nan,nan
1.82,nan,nan,nan,nan,nan,nan,nan
1.83,nan,nan,nan,nan,nan,nan,nan
1.84,nan,nan,nan,nan,nan,nan,nan
1.85,nan,nan,nan,nan,nan,nan,nan
1.86,nan,nan,nan,nan,nan,nan,nan
1.87,nan,nan,nan,nan,nan,nan,nan
1.8800000000000001,nan,nan,nan,nan,nan,nan,nan
1.8900000000000001,nan,nan,nan,nan,nan,nan,nan
1.9000000000000001,nan,nan,nan,nan,nan,nan,nan
1.9100000000000001,nan,nan,nan,nan,nan,nan,nan
1.92,nan,nan,nan,nan,nan,nan,nan
1.93,nan,nan,nan,nan,nan,nan,nan
1.94,nan,nan,nan,nan,nan,nan,nan
1.95,nan,nan,nan,nan,nan,nan,nan
1.96,nan,nan,nan,nan,nan,nan,nan
