t,F6P,F26P,GAP,PYR,LAC,ATP,PCr
0.0,0.2,0.001,0.0405,0.1,0.5,2.402,18.14
0.01,0.20003429513604662,0.000999958248275329,0.04049302566130431,0.10000585124926831,0.5,2.401813119388388,18.14008681700533
0.02,0.20006827879565978,0.0009999189414847127,0.040486326582255316,0.1000111847193487,0.5,2.4017037145389577,18.140096962238264
0.03,0.20010200057353553,0.0009998810770278361,0.040479826842639524,0.10001617805732346,0.5,2.4016387918083932,18.14006331250591
0.04,0.2001354895308017,0.0009998440802506216,0.04047348222441096,0.1000209337620671,0.5,2.4015994263739566,18.14000472913612
0.05,0.2001687629487679,0.0009998076206754523,0.04046726672513834,0.10002551140204813,0.5,2.401574734069541,18.13993205918053
0.06,0.20020183126484972,0.0009997715092097325,0.04046116493420747,0.10002994566504907,0.5,2.401558490662812,18.139851503801083
0.07,0.20023470105451596,0.0009997356363058297,0.04045516742103978,0.100034257226536,0.5,2.4015470951917255,18.139766648358414
0.08,0.2002673766103168,0.0009996999393071763,0.040449268290855225,0.10003845849211586,0.5,2.401538493533537,18.139679535668304
0.09,0.2002998609244592,0.0009996643821623158,0.04044346366281376,0.10004255716650609,0.5,2.40153150932858,18.13959133320654
0.1,0.2003321562526148,0.0009996289437951772,0.04043775079649732,0.10004655830011301,0.5,2.401525460302922,18.139502715742584
0.11,0.20036426441209992,0.0009995936119593467,0.040432127629826335,0.10005046537085008,0.5,2.4015199554762385,18.13941406759043
0.12,0.20039618695905448,0.0009995583795840972,0.04042659250439803,0.10005428092712261,0.5,2.401514774573419,18.139325602880252
0.13,0.2004279253069445,0.000999523242341718,0.04042114398180098,0.10005800701691013,0.5,2.4015097877402107,18.139237445629572
0.14,0.20045948078147188,0.0009994881975189322,0.04041578075848052,0.1000616453867207,0.5,2.401504918295249,18.13914966689308
0.15,0.20049085465849775,0.0009994532435108245,0.04041050161552948,0.1000651975846206,0.5,2.401500126170976,18.139062301218807
0.16,0.2005220481900816,0.0009994183792350932,0.0404053053770457,0.10006866506043087,0.5,2.4014953885507935,18.138975365973433
0.17,0.2005530625940126,0.0009993836038611353,0.0404001909110271,0.10007204918905702,0.5,2.4014906906723166,18.1388888706196
0.18,0.20058389900573043,0.0009993489167673712,0.04039515717111803,0.10007535122651856,0.5,2.4014860238839617,18.13880281887506
0.19,0.20061455860051003,0.000999314317401668,0.040390203081180895,0.10007857245513989,0.5,2.4014813822777685,18.138717211554503
0.2,0.20064504253902685,0.0009992798053122406,0.04038532758593281,0.10008171412253399,0.5,2.4014767631398484,18.138632046358097
0.21,0.20067535196961536,0.0009992453800913828,0.04038052964703818,0.10008477745117152,0.5,2.401472165088195,18.138547319730296
0.22,0.20070548803928748,0.000999211041345593,0.04037580823233723,0.10008776365337167,0.5,2.4014675871889137,18.138463027699586
0.23,0.2007354519324266,0.0009991767886780086,0.04037116228128587,0.10009067397215728,0.5,2.4014630287792826,18.138379165892665
0.24,0.20076524471733118,0.0009991426217352177,0.04036659084184284,0.10009350952133914,0.5,2.4014584894016466,18.13829573025141
0.25,0.200794867429651,0.000999108540177325,0.040362092994277406,0.10009627137552693,0.5,2.4014539686945686,18.13821271677837
0.26,0.20082432120333277,0.0009990745436355625,0.04035766773753741,0.10009896070187413,0.5,2.40144946635979,18.13813012103462
0.27,0.20085360678557448,0.0009990406318665791,0.04035331442879131,0.10010157824361463,0.5,2.401444982146903,18.13804794025167
0.28,0.2008827254335869,0.0009990068044613645,0.0403490319655184,0.10010412528346757,0.5,2.4014405157016574,18.137966169576536
0.29,0.2009116783591672,0.0009989730610257366,0.0403448192824703,0.10010660306174604,0.5,2.401436066690787,18.137884804307742
0.3,0.20094046677411256,0.0009989394011655133,0.04034067531439861,0.10010901281876308,0.5,2.4014316347810265,18.13780383974382
0.31,0.20096909189022008,0.0009989058244865127,0.04033659899605495,0.10011135579483177,0.5,2.4014272196391104,18.137723271183305
0.32,0.20099755487532675,0.0009988723306194815,0.04033258930630475,0.10011363317609784,0.5,2.4014228212863697,18.137643093782135
