t,Z,Y
0.0,0.52,0.93
0.01,0.48348738102975297,0.9701661208766387
0.02,0.45066277282857947,1.0101165497224438
0.03,0.42203823090351883,1.0489423354671126
0.04,0.3977991670900768,1.0860259651649695
0.05,0.37781683523051124,1.1210617528032714
0.06,0.361736044213285,1.153995539579018
0.07,0.3490813992702013,1.1849357444202662
0.08,0.3393448340272264,1.2140732344721363
0.09,0.3320424164090655,1.2416246886319169
0.1,0.3267439415702295,1.2677989212239869
0.11,0.32308370912488105,1.2927800725107637
0.12,0.32076023007983606,1.316721398016396
0.13,0.31953046606578694,1.3397448686359998
0.14,0.3192019956130639,1.361943543038014
0.15,0.3196249886917323,1.38338493642781
0.16,0.3206849461187583,1.4041143940018295
0.17,0.3222965432596718,1.4241580306655688
0.18,0.3243987014320364,1.4435249998540955
0.19,0.3269508460574901,1.4622090025399053
0.2,0.32993029936108403,1.4801889964342723
0.21,0.3333307311188184,1.4974290283178238
0.22,0.33716171204705697,1.513877085344405
0.23,0.3414494333610756,1.5294627600432882
0.24,0.34623887139294574,1.544093326131451
0.25,0.35159793544836604,1.5576475204191405
0.26,0.35762435352273925,1.569966049358049
0.27,0.3644570437619493,1.5808367234722054
0.28,0.3722948234089923,1.5899707635439833
0.29,0.3814282996551285,1.5969634661233876
0.3,0.39229607727281945,1.6012263037263523
0.31,0.40559069654808355,1.6018614433292973
0.32,0.4224721878161049,1.5974134542579643
0.33,0.44504235474046483,1.585327848014569
0.34,0.4775298110254203,1.5606221379509158
0.35000000000000003,0.5297181340173538,1.5121052254774352
0.36,0.6280749369494557,1.4102431110774154
0.37,0.8331004656773354,1.1870862320459359
0.38,1.0769603815128455,0.9006644924588645
0.39,1.167548822674483,0.7504174231950894
0.4,1.1591697542705202,0.6957896849599559
0.41000000000000003,1.1167469311965064,0.6780749295230712
0.42,1.0649219775302003,0.6745852848950077
0.43,1.0117934509448745,0.6776820723389207
0.44,0.9598592329350292,0.68484771531953
0.45,0.9097395911181217,0.6953029783706607
0.46,0.8614153993256749,0.7088835745529675
0.47000000000000003,0.8146536351665672,0.7256537226139387
0.48,0.7691667288633038,0.7457590481361895
0.49,0.7246883697489478,0.7693521102380261
0.5,0.681031231251349,0.7965296536381655
0.51,0.6381500656728754,0.8272585372477465
0.52,0.596209483417014,0.8612903320814912
0.53,0.5556317674328449,0.8980897978636896
0.54,0.5170815841824458,0.9368244578966558
0.55,0.4813556387270311,0.9764554141722086
0.56,0.4491985421368972,1.0159171394700097
0.5700000000000001,0.4211240864462697,1.054310788079521
0.58,0.3973226756872133,1.091025394938463
0.59,0.3776768103936269,1.125754759096997
0.6,0.3618471192475324,1.1584382549253684
0.61,0.34937548042212196,1.1891746990346659
0.62,0.33976999275630826,1.2181447786711488
0.63,0.33256048170251157,1.245555896795974
0.64,0.32732775503345163,1.2716091001105214
0.65,0.3237145687741279,1.296482344935282
0.66,0.3214257813277353,1.3203240771171978
0.67,0.3202230436032459,1.3432525671142974
0.68,0.3199173952391303,1.3653579979117403
0.6900000000000001,0.32036157546183053,1.3867056029371385
0.7000000000000001,0.321443040995291,1.4073388315326025
0.71,0.3230780257988896,1.427282126492014
0.72,0.3252067808413069,1.4465430553402978
0.73,0.32778999043763596,1.4651136833143408
0.74,0.330806222397324,1.4829711970747914
0.75,0.3342506327599323,1.500077529065497
0.76,0.33813457315874385,1.5163780822015136
0.77,0.3424865049379393,1.531799161728359
0.78,0.34735448503300537,1.5462436898671865
0.79,0.35281064771881065,1.559584545412151
0.8,0.35895877626610523,1.5716542436896972
0.81,0.3659466756690276,1.5822288346586009
0.8200000000000001,0.37398684689235034,1.5910018650192985
0.8300000000000001,0.3833915625210479,1.5975412621542637
0.84,0.39463589436211577,1.601213478299344
0.85,0.40847731942140747,1.6010423002209113
0.86,0.4262010985881323,1.5954245024091822
0.87,0.45017580307022165,1.5814977219383488
0.88,0.4852764051800275,1.5535496212599473
0.89,0.5431150767101195,1.4983647922001455
0.9,0.6556764864438693,1.3803585426676421
0.91,0.8828960181652642,1.131039768656839
0.92,1.1051246719905794,0.8619891095645913
0.93,1.1703991338611681,0.7356686925583565
0.9400000000000001,1.1525240739252232,0.6908149983996128
0.9500000000000001,1.107295253595623,0.6767415155543562
0.96,1.054899543034413,0.6748061280171026
0.97,1.0019051516923057,0.6787672556219587
0.98,0.9503000985699782,0.686576742409118
0.99,0.9005322442994445,0.6976183928343567
1.0,0.8525239931412655,0.7117875777815681
1.01,0.8060247153830941,0.729170790371556
1.02,0.7607465063187757,0.7499194559620068
1.03,0.7164336717007127,0.77418045083288
1.04,0.6729205523535585,0.802032176078446
1.05,0.6301962474338906,0.8334076969669882
1.06,0.5884714071000324,0.8680090427916762
1.07,0.5482176233312642,0.9052432746372325
1.08,0.5101357165624629,0.9442289460432621
1.09,0.4750278387835227,0.9839066964924118
1.1,0.4436071815268855,1.0232287212730915
1.11,0.4163304389321141,1.061344155396425
1.12,0.39332618200300096,1.0977008786434506
1.1300000000000001,0.37442749481965526,1.1320447801676692
1.1400000000000001,0.35926507213330644,1.1643518313706045
1.1500000000000001,0.34736884434303866,1.1947415177752432
1.16,0.3382476589344583,1.2234030090458625
1.17,0.33143935328117974,1.25054444579998
1.18,0.3265359360400862,1.2763634375845323
1.19,0.3231920359899317,1.3010326617556067
1.2,0.32112367525775204,1.3246948351991068
1.21,0.320102371118167,1.3474627431182586
1.22,0.31994755304066663,1.3694216447891632
1.23,0.32051898660914224,1.3906324447896008
1.24,0.32170994795195856,1.411134831522162
1.25,0.3234415066760551,1.4309499400813315
1.26,0.3256579868000256,1.450082345329821
1.27,0.328323585620785,1.468521303713365
1.28,0.33142008607169304,1.4862411708575314
1.29,0.3349456523536243,1.5032009197422829
1.3,0.33891473151678725,1.519342615019603
1.31,0.34335923353920283,1.5345885519692157
1.32,0.34833131263280576,1.5488366110093867
1.33,0.3539083276247777,1.561953057432814
1.34,0.3602012258622672,1.5737612146846773
1.35,0.3673680569518801,1.5840240203538511
1.36,0.3756367595584449,1.5924154516674998
1.37,0.38534419275799614,1.5984727609777152
1.3800000000000001,0.3970068365127683,1.6015116929697837
1.3900000000000001,0.4114568163137996,1.6004664784825495
1.4000000000000001,0.43012564887413984,1.5935621617252969
1.41,0.45570011431422003,1.5775708038564293
1.42,0.49384818021670035,1.5458883398536725
1.43,0.5584917949310138,1.4827506826556283
1.44,0.688261818258658,1.3452655802496554
1.45,0.9340903508316051,1.0728883299106953
1.46,1.1280397699554094,0.8282028401121443
1.47,1.170975105404381,0.7232114832016974
1.48,1.1451993609181277,0.6866708815022305
1.49,1.0977020232738743,0.6757371970814903
1.5,1.0449014704846658,0.6751943626179672
1.51,0.9920860042123048,0.6799698289324877
1.52,0.9408154356741061,0.6884104831395802
1.53,0.8913918963154462,0.7000388648832854
1.54,0.8436883798659505,0.7148016923359666
1.55,0.7974400999986866,0.7328044594260752
1.56,0.7523607067323748,0.7542024306326527
1.57,0.7082069075219237,0.779134764172766
1.58,0.6648368794248792,0.8076589187986284
1.59,0.6222764865450451,0.8396710544873068
1.6,0.5807839372039554,0.874821253790337
1.61,0.540879079609032,0.9124590049760357
1.62,0.5032942742608743,0.9516578607657366
1.6300000000000001,0.46883009953735155,0.9913449802225187
1.6400000000000001,0.4381621711167001,1.0304970898456305
1.6500000000000001,0.4116875870200711,1.068314904431557
1.6600000000000001,0.3894743490800369,1.104305028941021
1.67,0.3713095744865894,1.1382628898063987
1.68,0.3567976986948328,1.170197904268142
1.69,0.3454595111887139,1.2002476119232626
1.7,0.33680634970443835,1.228607894491156
1.71,0.3303848972883109,1.255486634881411
1.72,0.32579866897014986,1.281077492855176
1.73,0.3227141041487341,1.3055477071200579
1.74,0.3208581728979614,1.3290342741584515
1.75,0.3200119827920515,1.3516445876296455
1.76,0.320003096668246,1.3734590865227863
1.77,0.3206980603952973,1.394534463811507
1.78,0.3219957684123271,1.414906740001083
1.79,0.32382196652987616,1.4345938116391805
1.8,0.3261249331620185,1.453597306715042
1.81,0.3288723090317187,1.4719036782541914
1.82,0.3320490112164694,1.4894844598684025
1.83,0.3356562337404999,1.506295601234144
1.84,0.33971156889661075,1.5222757212335205
1.85,0.3442504515003935,1.5373429613731908
1.86,0.3493293142187386,1.5513899066211934
1.87,0.3550310790233569,1.5642757375794607
1.8800000000000001,0.3614742546087609,1.5758140841136625
1.8900000000000001,0.3688279290963123,1.5857537646873905
1.9000000000000001,0.3773368440550633,1.5937475233345384
1.9100000000000001,0.38736483682049205,1.5992990581743274
1.92,0.39947439767729964,1.6016679842457646
1.93,0.4145817562839273,1.5996880346103564
1.94,0.43428612481412854,1.5913881479739695
1.95,0.4616478189434176,1.5731129982482661
1.96,0.5032926193939464,1.5371856019534627
1.97,0.5760037262128619,1.464693369995865
1.98,0.7257937673855016,1.304568520969406
1.99,0.9828153117011962,1.016264568107547
2.0,1.1452137944184506,0.7997825654808819
2.0100000000000002,1.1693066329168673,0.7130098235242637
2.02,1.137188770892527,0.6833569567016612
2.0300000000000002,1.087949081087244,0.6750743706463684
2.04,1.034911998739469,0.6757617282239601
2.05,0.9823244660569992,0.6812986761640946
2.06,0.9313970109422812,0.6903554917985734
2.07,0.8823125937050545,0.7025693712667105
2.08,0.8349041842666075,0.7179298287436306
2.09,0.7888966402056028,0.7365577884709936
2.1,0.7440073315868857,0.758610138145773
2.11,0.7000073628464487,0.7842160730477111
2.12,0.6567811352242635,0.8134092567408441
2.13,0.6143936834659827,0.8460458236561287
2.14,0.5731518816923012,0.881721878202981
2.15,0.533622184424979,0.9197301093614932
2.16,0.4965632710200229,0.9591037480267423
2.17,0.46276706897879477,0.9987636443125762
2.18,0.43286600465028785,1.0377174283868162
2.19,0.4071957993040122,1.0752203117023127
2.2,0.38576576831829357,1.1108368642990898
2.21,0.36832066418222964,1.14440927512775
2.22,0.35444221777593937,1.1759773105670055
2.23,0.34364470877671666,1.2056940844391093
2.24,0.3354435093740277,1.2337605775367508
2.25,0.3293949468997601,1.2603834597164545
2.2600000000000002,0.325114160620862,1.2857520860307114
2.27,0.32227932602272735,1.3100281167072136
2.2800000000000002,0.32062813058304573,1.3333428552182671
2.29,0.3199509952490199,1.3557984026644194
2.3000000000000003,0.32008335368971685,1.377470491129211
2.31,0.3208982984138231,1.3984117096650321
2.32,0.32230014720263594,1.4186545023895318
2.33,0.3242191698326222,1.4382135930507218
2.34,0.32660748651158794,1.4570876999668352
2.35,0.32943611006764584,1.4752604847347337
2.36,0.3326930563445591,1.4927006366480866
2.37,0.33638254755735014,1.5093610231526091
2.38,0.34052537818002854,1.5251766972655523
2.39,0.345160636749284,1.5400614471695093
2.4,0.3503491803395959,1.55390234251425
2.41,0.35617982041303764,1.5665510581259778
2.42,0.3627791570212594,1.577810832321178
2.43,0.3703282033810639,1.5874152704057436
2.44,0.37908993708698896,1.5949941215747425
2.45,0.3894579071318366,1.6000142660326895
2.46,0.4020458208478092,1.601673071222455
2.47,0.4178649507329605,1.5986911535478499
2.48,0.438707629729235,1.588872538670714
2.49,0.4680747527044576,1.568059850241061
2.5,0.5137557346622048,1.5272775247622379
2.5100000000000002,0.5960779392622153,1.443721655326983
2.52,0.7684162445088838,1.2580283554360339
2.5300000000000002,1.026871630434321,0.9634356386217683
2.54,1.1573806411157885,0.7760951691523912
2.5500000000000003,1.1658194167934142,0.704675825832169
2.56,1.128640125715227,0.6807366485109833
2.57,1.0780842450446115,0.6747075727213979
2.58,1.0249456361542446,0.6764932530053469
2.59,0.9726238580447453,0.6827492191529919
2.6,0.9220443288792992,0.692410899572189
2.61,0.8732925557846727,0.7052104535974458
2.62,0.8261693045365918,0.7211730492888354
2.63,0.7803923817278345,0.7404318982967015
2.64,0.7356849159403146,0.7631433839285618
2.65,0.6918345058324369,0.7894243598883306
2.66,0.6487541811002532,0.8192817633686008
2.67,0.6065504288327989,0.85252866710088
2.68,0.5655795302801017,0.8887055349461079
2.69,0.5264522460002391,0.9270496997334464
2.7,0.48994777046823423,0.9665594263869897
2.71,0.45684221627491495,1.0061566566988156
2.72,0.4277198747496475,1.0448857409763102
2.73,0.40285416916347566,1.0820584703188139
2.74,0.3821980390976738,1.1172961442347176
2.75,0.36545759162617736,1.1504847596141294
2.7600000000000002,0.3521952678084888,1.181691403456459
2.77,0.341921274305692,1.2110824233590873
2.7800000000000002,0.3341563745195908,1.238862456711933
2.79,0.3284670859472333,1.2652362177821035
2.8000000000000003,0.32448041629364827,1.2903883149858937
2.81,0.3218860912429464,1.3144747838356854
2.82,0.32043226912138884,1.337621284099625
2.83,0.31991841384098163,1.3599247236397
2.84,0.320187573746443,1.381456238648882
2.85,0.32111915344228326,1.4022644287680315
