t,Vm,CS1,NS1,CER,CS2,CMT,phi3,H
0.0,-70.1,0.12,10100.0,203.0,0.023,0.22,0.306,0.787
0.01,-70.14380889765654,0.12178615612602685,10077.229340535063,202.98687529550824,0.023049744643962974,0.21989590850959848,0.3060783351562055,0.7870264780625291
0.02,-70.1723442279056,0.12178582445165494,10062.400726925542,202.9831983249133,0.02310067438625892,0.21979194477520048,0.3061561044840213,0.7870516582893817
0.03,-70.19069024037438,0.12178547472858217,10052.870133116468,202.98057734439493,0.02315252724417615,0.21968810874001024,0.30623329791750514,0.7870755219178333
0.04,-70.2024773908324,0.1217851239949319,10046.749868765555,202.97864557772104,0.023205490709416025,0.21958440038216415,0.3063099033830955,0.7870980453117072
0.05,-70.21004557011243,0.12178475797512377,10042.82328521393,202.9771666064877,0.02325976035399795,0.21948081971638406,0.30638590669372495,0.7871191997596311
0.06,-70.21490069586648,0.1217844049778971,10040.307366264555,202.97598777139987,0.02331554524817479,0.21937736679622857,0.3064612914090077,0.7871389511932877
0.07,-70.21801328022815,0.12178405979275031,10038.697485064804,202.9750103842113,0.023373073106313157,0.2192740417171071,0.30653603865090406,0.7871572597990295
0.08,-70.2200050906635,0.12178372379428605,10037.670347967898,202.9741707662932,0.02343259590412049,0.21917084462089695,0.3066101268256303,0.7871740794100526
0.09,-70.22127746245108,0.1217833979093984,10037.01727720036,202.97342738981826,0.02349439586410916,0.21906777570104885,0.30668353131634624,0.7871893568342148
0.1,-70.22208778625253,0.12178308250697037,10036.604440395242,202.97275320155921,0.023558792638416638,0.21896483520941154,0.3067562240746209,0.7872030309507767
0.11,-70.22260155897165,0.12178277727960929,10036.345786233447,202.9721304012879,0.023626151902628418,0.21886202346446987,0.30682817312805805,0.7872150316207235
0.12,-70.22292509984104,0.12178248210833247,10036.186033390539,202.9715471552612,0.023696895991132637,0.21875934086154744,0.30689934197147234,0.7872252783385375
0.13,-70.22312704000208,0.12178219667343543,10036.089496816956,202.9709954402084,0.023771517451918127,0.21865678788563114,0.3069696888025412,0.7872336785405404
0.14,-70.22325106417101,0.1217819205287392,10036.033462582714,202.97046976136207,0.023850595952091446,0.2185543651269271,0.3070391655954997,0.7872401255590069
0.15,-70.22332533220819,0.12178165323450181,10036.003289039249,202.96996620184188,0.023934820429197593,0.218452073300635,0.3071077169243856,0.787244496029752
0.16,-70.22336809918303,0.1217813943055225,10035.989484611167,202.96948185259566,0.024025017986778203,0.21834991327184597,0.307175278482348,0.7872466466402677
0.17,-70.22339090552883,0.12178114318590044,10035.986049043742,202.96901448396628,0.024122192882763755,0.21824788608772847,0.307241775168534,0.7872464099457597
0.18,-70.2234010795153,0.1217808993516797,10035.989172217409,202.9685622833082,0.024227579546475024,0.21814599301936755,0.3073071186023241,0.7872435889582959
0.19,-70.2234033906666,0.12178066224733436,10035.996374436472,202.9681236754474,0.024342714336743676,0.21804423561602707,0.3073712039008661,0.7872379501649762
0.2,-70.22340096288076,0.12178043129311306,10036.006031643034,202.9676972126946,0.02446953561538183,0.21794261577700294,0.30743390541344234,0.787229214342716
0.21,-70.22339575686131,0.12178020587521105,10036.017124570912,202.96728150127518,0.024610529602711793,0.2178411358506664,0.30749507084360655,0.7872170439901994
0.22,-70.22338894478597,0.12177998532661458,10036.029043931532,202.96687512933525,0.024768939822539103,0.21773979876966676,0.307554513228915,0.7872010262902562
0.23,-70.2233812322139,0.12177976890427933,10036.041423032622,202.96647658372666,0.02494909614236315,0.21763860824779957,0.3076119992626004,0.7871806485808988
0.24,-70.22337306374787,0.12177955575122189,10036.054030838675,202.96608415376136,0.02515692762270983,0.2175375690670055,0.3076672322770302,0.7871552629672497
0.25,-70.22336471491805,0.12177934483942326,10036.0667241899,202.96569580905393,0.02540076073423473,0.21743668749661182,0.30771982739667675,0.7871240351558394
0.26,-70.22335629893665,0.12177913487337887,10036.07944428183,202.96530900653366,0.0256927499571196,0.21733597198439517,0.30776927059435866,0.7870858613427815
0.27,-70.223347835192,0.12177892412913896,10036.0921810384,202.964920364488,0.026051364101796,0.21723543426456526,0.30781485307445833,0.7870392369214672
0.28,-70.22333926076718,0.12177871015733258,10036.104967101637,202.96452506835323,0.02650630548395238,0.21713509131249883,0.3078555555137732,0.7869820302848008
0.29,-70.22333041283419,0.12177848919110545,10036.117886948843,202.9641156912916,0.027108843878730447,0.21703496904900552,0.3078898288188248,0.7869110634259002
0.3,-70.2233209947859,0.12177825481750869,10036.131094431457,202.96367953070498,0.02795672188339988,0.21693511017092423,0.3079151308286589,0.7868212521948743
0.31,-70.22331045918956,0.12177799445036956,10036.144873480174,202.96319151191162,0.02926582875771795,0.21683559330199786,0.30792679368322223,0.7867035902432178
0.32,-70.22329766043325,0.12177767702267187,10036.159818303164,202.96258923935991,0.03164611583858005,0.21673659288220046,0.3079144835511473,0.7865392045357609
0.33,-70.22327930049352,0.12177717754582897,10036.177639890946,202.9616179702513,0.03805070570090015,0.2166386825960402,0.30784427504438777,0.7862722575839203
0.34,-70.11845481802038,0.1089590121654469,10090.607891063148,177.94842241233414,89.70529796161205,0.3890834093790836,0.13989008773861666,0.4262653229693433
0.35000000000000003,-69.29504714076741,0.09700475653570342,10518.010323811235,156.3360781644564,4.189784947368378,1.386563892263278,0.009473108117703464,0.3253048275418189
0.36,-68.5133863755371,0.09405078501331182,10923.500647520144,151.00965705372317,2.5941033332470083,1.9628244216435144,0.001166974733704139,0.29799789815554545
0.37,-67.93675251653964,0.09355695303500627,11222.338071361566,150.19297906660753,1.6732424479300487,2.239955065179928,0.00035017134623594376,0.28108711769605416
0.38,-67.55953016282257,0.09423815590048429,11417.49785204261,151.5164693836129,0.6998219801822997,2.3418391712737177,0.00029956609878301917,0.271162809327925
0.39,-67.35044799992527,0.09550306569701944,11525.268589753836,153.8886878217851,0.07983338988369595,2.3445856040928126,0.0004772255557879218,0.26893947077990943
0.4,-67.26210543621234,0.09673697372991495,11570.302883582706,156.1862782210896,0.03671754846675784,2.3410277297202593,0.0006760249467164808,0.26846018464640714
0.41000000000000003,-67.25329060022094,0.09791542382010479,11574.026965163914,158.37364331072786,0.025070880887668862,2.3373372421638123,0.0008755053802361482,0.2681890460531875
0.42,-67.29636241606651,0.09904082318974515,11550.81101569767,160.45868330309153,0.020181761705543578,2.3336216937208616,0.0010751422415906443,0.2679896406438858
0.43,-67.37259059084522,0.10011548394784794,11510.392213040235,162.44782721932287,0.017763040375990424,2.329898878811686,0.0012748301429940797,0.2678238566385445
0.44,-67.46919466232984,0.10114158447362229,11459.414240275872,164.3464600981938,0.016478565569776112,2.326174230957318,0.0014745306563502467,0.26767608165076795
0.45,-67.57744931279797,0.10212118767059854,11402.41239834993,166.1592338109262,0.01577962726685814,2.3224499516304578,0.0016742250678457614,0.2675387117594363
0.46,-67.69142716389665,0.10305626508048492,11342.467269266863,167.89027621480346,0.015402809946319275,2.31872708789363,0.0018739026005266167,0.2674076931950916
0.47000000000000003,-67.807142894339,0.10394870473019471,11281.64971839671,169.54333263957062,0.015209306578792497,2.315006188129627,0.002073556408712336,0.2672807573190736
0.48,-67.92196063220332,0.1048002987827906,11221.329012154016,171.12186191420355,0.015121748129585126,2.3112875569265574,0.002273181893387312,0.26715660245550704
0.49,-68.03418014193952,0.10561280645105901,11162.387974761814,172.62910111498232,0.015095602497722127,2.3075713694122135,0.0024727758675922007,0.267034475066071
0.5,-68.14274639975885,0.10638790800941882,11105.373991432472,174.06810988225814,0.015104756719988847,2.3038577284784294,0.0026723360783078715,0.2669139397946511
0.51,-68.24704608225919,0.10712721706163718,11050.604822415595,175.44180005284053,0.015133770013666746,2.300146695368426,0.002871860909243267,0.26679474878541065
0.52,-68.34676445367941,0.1078322916326656,10998.243013541229,176.7529558312433,0.015173474747073,2.296438306982634,0.003071349182118404,0.26667676493865566
0.53,-68.44178677501797,0.10850463350595162,10948.34715807152,178.0042473190659,0.015218451568655634,2.2927325857868057,0.003270800023797647,0.26655991705203924
0.54,-68.53212912589686,0.10914568711128098,10900.907865570314,179.19823992902042,0.015265512779202099,2.289029545752213,0.003470212773199831,0.2664441726522019
0.55,-68.6178907629571,0.10975684153293234,10855.872532906824,180.33740095485558,0.015312799822996883,2.285329195884242,0.0036695869178667287,0.26632952179812724
0.56,-68.6992222287365,0.11033943174905829,10813.161925763514,181.424104256576,0.015359253795453654,2.281631542288135,0.0038689220508256903,0.2662159676093688
0.5700000000000001,-68.77630395719075,0.11089473988250073,10772.681302341703,182.46063381388865,0.015404299108947021,2.2779365893996455,0.004068217842184122,0.26610352063899123
0.58,-68.84933089540301,0.11142399650227039,10734.328408860762,183.44918675002626,0.015447634000529557,2.274244340797037,0.004267474017645023,0.2659921951820899
0.59,-68.91850332548628,0.1119283819873473,10697.998251178484,184.3918758016082,0.015489123287676746,2.2705547996129134,0.004466690345543289,0.26588200742102613
0.6,-68.98402098282928,0.11240902794579234,10663.586152387823,185.29073160018694,0.015528733158351729,2.266867968781659,0.004665866627792644,0.26577297432292124
0.61,-69.04607880112478,0.11286701865473292,10630.989964499931,186.1477049209122,0.015566482543658909,2.26318385122216,0.00486500269307913,0.26566511282836097
0.62,-69.10486451160973,0.11330339256856972,10600.111315969089,186.96466885079928,0.015602418282162946,2.2595024499275502,0.005064098392138123,0.26555843946446045
0.63,-69.16055757563542,0.11371914381266587,10570.856165895471,187.74342093313376,0.015636604284852057,2.2558237680003805,0.00526315359464633,0.2654529702039874
0.64,-69.21332866588092,0.11411522305945289,10543.135072921476,188.4856853448802,0.015669114062170517,2.2521478086749083,0.005462168187118703,0.2653487203782961
0.65,-69.26333939922245,0.11449254368650048,10516.863333248959,189.19311509283594,0.015700023978273317,2.248474575336746,0.005661142071023651,0.265245704600371
0.66,-69.31074236763227,0.11485196858156489,10491.9609636905,189.86729428283166,0.01572940945012221,2.244804071531204,0.005860075160943924,0.2651439367394995
0.67,-69.35568139294787,0.11519433469859838,10468.352568288616,190.50974024922408,0.015757343545864385,2.2411363009624043,0.006058967383297911,0.26504342993550356
0.68,-69.39829194095702,0.11552043842968289,10445.967122102993,191.12190584928544,0.01578389689589148,2.237471267487548,0.0062578186753304,0.26494419663343016
0.6900000000000001,-69.43870160655707,0.11583103422451703,10424.73771803627,191.70518169866813,0.015809137967775166,2.2338089751100183,0.006456628984331777,0.26484624862164813
0.7000000000000001,-69.47703050591988,0.1161268510784175,10404.601362022833,192.26089830277877,0.015833132225175173,2.230149427977022,0.0066553982667275574,0.26474959704893436
0.71,-69.51339168060711,0.11640858044989823,10385.498762021889,192.7903282844406,0.015855941693200096,2.226492630375875,0.006854126487234663,0.2646542524471455
0.72,-69.5478915423772,0.11667688365140959,10367.374095851015,193.29468851428186,0.01587762537639123,2.2228385867272493,0.007052813618240944,0.2645602247662708
0.73,-69.58063028557845,0.11693239191631634,10350.174795889992,193.77514223973427,0.01589823924103965,2.2191873015800683,0.007251459639080021,0.2644675234024467
0.74,-69.61170227074327,0.11717570716768799,10333.851348773132,194.23280117792615,0.015917836112587496,2.215538779607011,0.007450064535428626,0.26437615722222274
0.75,-69.64119642943479,0.11740740519333494,10318.357084078472,194.6687274762696,0.0159364667084537,2.2118930255961406,0.007648628298945868,0.2642861346024902
0.76,-69.66919658832965,0.11762803412350689,10303.648004972563,195.0839358006205,0.015954178764485412,2.208250044449367,0.00784715092647357,0.2641974634421966
0.77,-69.6957817889828,0.11783811708466595,10289.682621217233,195.47939511076297,0.015971018114732977,2.2046098411747455,0.008045632419909302,0.2641101511967235
0.78,-69.7210266075808,0.118038153148066,10276.421782091484,195.8560306717946,0.015987028049267455,2.200972420884143,0.008244072785426933,0.26402420489325695
0.79,-69.74500138324579,0.11822861821238052,10263.828556998278,196.2147257375122,0.016002249727852795,2.1973377887884786,0.008442472033295694,0.263939631151465
0.8,-69.76777253053258,0.11840996609672372,10251.868072228082,196.55632339005973,0.01601672220704688,2.193705950193336,0.008640830177374768,0.2638564362066394
0.81,-69.789402741769,0.11858262951042027,10240.507405067616,196.88162822067048,0.01603048241013478,2.1900769104957907,0.008839147234796361,0.26377462592411954
0.8200000000000001,-69.80995123382995,0.11874702094409792,10229.71545484264,197.19140791205908,0.016043565481568586,2.1864506751795902,0.009037423225677492,0.2636942058225002
0.8300000000000001,-69.8294739775869,0.11890353367518676,10219.462822907897,197.48639497424364,0.01605600471529198,2.1828272498118504,0.009235658172743317,0.26361518108956006
0.84,-69.84802384831623,0.11905254248676098,10209.72173392061,197.76728802638232,0.01606783180511829,2.1792066400395216,0.009433852101124449,0.2635375565981719
0.85,-69.865650892956,0.11919440471262314,10200.46589613735,198.03475361558955,0.01607907690992401,2.1755888515852697,0.009632005037976546,0.26346133692646057
0.86,-69.88240238450665,0.1193294607487646,10191.670472739012,198.2894271810571,0.016089768640778258,2.171973890245811,0.009830117012398875,0.26338652636419346
0.87,-69.89832312360957,0.11945803516975881,10183.311924240339,198.53191497266303,0.016099934293661643,2.1683617618868687,0.010028188055007135,0.26331312893741754
0.88,-69.91345542032566,0.11958043704385385,10175.368017706294,198.76279469621286,0.01610959967794842,2.1647524724428715,0.010226218197996548,0.2632411484080338
