time,C,P,Q,Qp
0.0,1.0,7.13,41.2,0.0
0.9784735812133072,0.7907022872063069,6.500250713812327,35.37252431063369,5.7946769122216315
1.9569471624266144,0.6252102266049632,6.137140869216778,31.35517862084556,9.723903880037033
2.935420743639922,0.49435520878822725,5.955910557059564,28.50509981452771,12.447935990055754
3.9138943248532287,0.3908879657525219,5.905915274970768,26.436995231425428,14.363504743848202
4.892367906066536,0.30907605262534366,5.955560258202336,24.909171145515927,15.72009466089874
5.870841487279844,0.24438720284799365,6.084502648432813,23.764601551414074,16.680182122631514
6.8493150684931505,0.19323758683103165,6.279236585459138,22.897628756644973,17.353331140573413
7.8277886497064575,0.15279370416217009,6.530612766991711,22.235291172060318,17.815351831318157
8.806262230919765,0.12081458804046377,6.832306158029897,21.725808752248962,18.120134305397354
9.784735812133071,0.09552848849648352,7.1799211793375575,21.331857376213442,18.306582062381757
10.76320939334638,0.07553472257922193,7.570390446375691,21.026066467092097,18.403258459918593
11.741682974559687,0.05972556660912927,8.001570431013048,20.788007233773154,18.43149987283773
12.720156555772993,0.0472252109327341,8.471986229391456,20.602307008434046,18.407371972717137
13.698630136986301,0.03734114365060987,8.980641589930041,20.457269012528585,18.34310242591479
14.677103718199607,0.029525772424790753,9.526884391830553,20.343925879789925,18.248065607148675
15.655577299412915,0.023346132397013553,10.110306384354864,20.25536421106783,18.129486625199856
16.634050880626223,0.01845986859896864,10.730663944798453,20.186222894066987,17.992964732360132
17.61252446183953,0.014596282428556562,11.387815412013778,20.132329991617517,17.8428528504849
18.590998043052835,0.011541331533302862,12.081668791390575,20.090427469040932,17.68254551793351
19.569471624266143,0.00912577100654989,12.812137056391467,20.057964538352433,17.51469529918344
20.54794520547945,0.0072157789295408965,13.57909934879729,20.03294015524565,17.341377855447394
21.52641878669276,0.005705541539768913,14.382366595513497,20.013781727016,17.1642191360784
22.504892367906066,0.004511391563121879,15.221650749411868,19.999251883930953,16.984493207637307
23.483365949119374,0.003567173037369863,16.09653737303831,19.988375964092757,16.80319837508728
24.46183953033268,0.0028205762675665097,17.006461313670687,19.980385602187003,16.621116420719144
25.440313111545986,0.0022302396073853085,17.950685514924825,19.97467467736348,16.43885887808061
26.418786692759294,0.001763458293851402,18.9282831035768,19.97076479795335,16.256903295200313
27.397260273972602,0.0013943726482803164,19.93812295312298,19.96827823670805,16.075621675319546
28.37573385518591,0.001102535324995534,20.978858987892295,19.966916649385507,15.895302842792907
29.354207436399214,0.0008717785274724756,22.04892351144655,19.966444322209636,15.716170050296991
30.332681017612522,0.000689318319768734,23.146524712223712,19.96667500177354,15.538394822897907
31.31115459882583,0.0005450463965511669,24.269648682811354,19.96746148112383,15.362107903564615
32.28962818003914,0.00043097008407274364,25.416065943208743,19.968687402951332,15.1874078691013
33.268101761252446,0.00034076954677105236,26.583342547387684,19.97026078550772,15.014367934806074
34.24657534246575,0.0002694476681579067,27.768855678000918,19.972108909322376,14.843041328334426
35.22504892367906,0.00021305321566075474,28.969813506826323,19.974174280684995,14.67346553152887
36.20352250489237,0.00016846193029316088,30.183278988596058,19.976411440935426,14.505665632832287
37.18199608610567,0.00013320344069709292,31.40619712160715,19.978784445784722,14.33965697517337
38.16046966731898,0.00010532442736018525,32.63542509605722,19.98126487370792,14.175447247529162
39.138943248532286,8.328039288135603e-05,33.867764654974195,19.98383025017297,14.013038139157615
40.11741682974559,6.585009725405916e-05,35.09999590314483,19.986462802949966,13.852426645720028
41.0958904109589,5.20679014254564e-05,36.32891175927478,19.989148478692083,13.693606100705768
42.07436399217221,4.117027103734085e-05,37.55135224047843,19.99187616412984,13.536566991625538
43.05283757338552,3.255347670034354e-05,38.764237750621646,19.994637071041183,13.381297604034657
44.031311154598825,2.574014742023417e-05,39.9646006108959,19.997424249762116,13.227784530394006
45.00978473581213,2.0352824256065766e-05,41.14961413467802,20.000232204476923,13.076013071916837
45.98825831702544,1.6093049195679804e-05,42.31661864587574,20.00305658908908,12.925967555703084
46.96673189823875,1.2724830923470076e-05,43.4631439575404,20.00589396668079,12.777631585024912
47.94520547945205,1.0061568602779151e-05,44.58692796050316,20.008741619281995,12.630988236731854
48.92367906066536,7.955717579675841e-06,45.68593108980141,20.011597397513064,12.486020216750342
49.902152641878665,6.2906137143051664e-06,46.75834659512884,20.01445960161676,12.342709982600047
50.88062622309197,4.974010222307582e-06,47.802606659908825,20.01732688740199,12.201039839739666
51.85909980430528,3.93296722376619e-06,48.81738451002615,20.020198191863074,12.060992017248772
52.83757338551859,3.1098108858006065e-06,49.80159278678103,20.023072674358993,11.922548727173886
53.816046966731896,2.4589382986428807e-06,50.75437851353691,20.025949670097738,11.785692210961702
54.794520547945204,1.944291077505046e-06,51.6751150560169,20.02882865335114,11.650404775686939
55.77299412915851,1.537357729170447e-06,52.56339151617495,20.031709208364784,11.516668822215221
56.75146771037182,1.2155941152901297e-06,53.41900001779749,20.034591006353207,11.384466866993739
57.72994129158512,9.611745606697272e-07,54.24192134610374,20.037473787308123,11.253781558807427
58.70841487279843,7.600041119591865e-07,55.032309391751106,20.040357345608726,11.124595691563663
59.686888454011736,6.009379186959731e-07,55.79047481982667,20.043241518647708,10.99689221393215
60.665362035225044,4.751637151942934e-07,56.516868356162746,20.046126177832534,10.870654236513348
61.64383561643835,3.7571360887679046e-07,57.21206403516435,20.04901122146996,10.745865037052518
62.62230919765166,2.970780607085541e-07,57.87674270965219,20.051896569139195,10.622508064114204
63.60078277886497,2.3490065771131002e-07,58.51167607484279,20.054782157242062,10.500566939544532
64.57925636007828,1.8573676821923933e-07,59.11771141072513,20.057667935484023,10.380025459979977
65.55772994129158,1.468627095495637e-07,59.695757201244355,20.060553864091275,10.260867597607085
66.53620352250489,1.1612485608727167e-07,60.24676974601287,20.063439911609997,10.143077500334849
67.5146771037182,9.182032844158109e-08,60.77174084162128,20.06632605316597,10.026639491507478
68.4931506849315,7.260281310339684e-08,61.27168658629393,20.06921226909054,9.911538069256375
69.47162426614481,5.7407993098904915e-08,61.74763730585562,20.072098543832578,9.797757905575333
70.45009784735812,4.5393595234119115e-08,62.200628526966405,20.07498486508356,9.685283845193723
71.42857142857143,3.5893434585812673e-08,62.63169312655232,20.077871223106847,9.57410090426047
72.40704500978474,2.8381306725019627e-08,63.04185453880581,20.08075761021055,9.464194268900561
73.38551859099803,2.2441442080364594e-08,63.43212089190797,20.08364402031619,9.355549293692675
74.36399217221134,1.7744787510447458e-08,63.80348002581221,20.086530448612397,9.2481515000794
75.34246575342465,1.4031043109333773e-08,64.15689539407012,20.089416891292558,9.141986574712302
76.32093933463796,1.1094504561622096e-08,64.49330275069056,20.092303345348014,9.037040367761014
77.29941291585126,8.772559950634308e-09,64.81360752247417,20.095189808400047,8.933298891203307
78.27788649706457,6.936587613803486e-09,65.11868280060344,20.098076278566886,8.830748317099976
79.25636007827788,5.484851483459158e-09,65.40936787420483,20.100962754359887,8.729374975859844
80.23483365949119,4.337021917898459e-09,65.68646730686724,20.103849234603462,8.62916535450343
81.2133072407045,3.4296111708411837e-09,65.95075036949326,20.10673571836837,8.530106094930565
82.1917808219178,2.712291363344645e-09,66.20295079899964,20.109622204917862,8.432183992193291
83.17025440313111,2.1451860694654624e-09,66.4437669593401,20.112508693668136,8.335385992777734
84.14872798434442,1.6966059417433139e-09,66.67386218632694,20.115395184155176,8.239699192896387
85.12720156555773,1.3416775775848097e-09,66.8938655333293,20.118281676014703,8.14511083679468
86.10567514677103,1.0609454165363371e-09,67.1043725862238,20.12116816896173,8.051608315074887
87.08414872798434,8.389691376889501e-10,67.30594628839381,20.124054662770067,7.959179163030844
88.06262230919765,6.634804498652405e-10,67.49911798166207,20.126941157259967,7.86781105899909
89.04109589041096,5.24742244566718e-10,67.68438854001997,20.129827652288764,7.777491822727424
90.01956947162427,4.1499142449225573e-10,67.86222954150541,20.13271414774268,7.68820941375518
90.99804305283757,3.2816799915876554e-10,68.03308455535516,20.135600643532896,7.5999519298190625
91.97651663405088,2.5951596928174893e-10,68.19737037734332,20.138487139589678,7.512707605276905
92.95499021526419,2.0530187006873583e-10,68.35547828204845,20.14137363585829,7.426464809550544
93.9334637964775,1.624914083632907e-10,68.50777526221796,20.144260132294235,7.341212045534223
94.91193737769079,1.2878323812105125e-10,68.65460529338539,20.147146628863773,7.256937948137023
95.8904109589041,1.02105595601386e-10,68.79629052691675,20.150033125536513,7.173631282644321
96.8688845401174,8.107053573937367e-11,68.93313252247529,20.15291962229208,7.0912809433910935
97.84735812133071,6.431410025625817e-11,69.06541338957803,20.15580611911047,7.009875952104284
98.82583170254402,5.1022704510392474e-11,69.19339691024445,20.158692615979753,6.929405456620864
99.80430528375733,4.040702632661533e-11,69.31732963268134,20.161579112888347,6.849858729297263
100.78277886497064,3.19735169293317e-11,69.43744189122015,20.16446560982899,6.7712251656798434
101.76125244618395,2.528493093292948e-11,69.55394877246464,20.16735210679526,6.693494283036739
102.73972602739725,1.999870993799163e-11,69.6670511335845,20.170238603782128,6.616655718960937
103.71819960861056,1.5966761625396848e-11,69.77693559872888,20.17312510078741,6.54069923030596
104.69667318982387,1.2977701280945844e-11,69.88377688747858,20.17601159780801,6.465614691291674
105.67514677103718,1.072196604855771e-11,69.9877387705211,20.178898094839386,6.391392092102614
106.65362035225048,8.753185279777861e-12,70.08897501922384,20.181784591874987,6.318021537487291
107.63209393346379,7.952267621486694e-12,70.18762147812103,20.184671088927722,6.24549324855871
108.6105675146771,7.645573842220101e-12,70.28381391029134,20.187557585987715,6.173797555305176
109.58904109589041,7.354235397551351e-12,70.3776783667823,20.19044408304794,6.102924899004168
110.56751467710372,6.444421280015249e-12,70.46933395340777,20.19333058009909,6.032865830163901
111.54598825831702,5.8038972999189375e-12,70.55888194275684,20.196217077154202,5.963611011270733
112.52446183953033,4.9518568474301514e-12,70.64642636671844,20.199103574206212,5.895151208500958
113.50293542074364,3.942979142193175e-12,70.73206103601778,20.20199007125593,5.827477295231033
114.48140900195695,2.8180403056060293e-12,70.81587165136985,20.204876568303952,5.760580250344182
115.45988258317024,1.8687094596433084e-12,70.8979391070521,20.20776306535455,5.694451155788102
116.43835616438355,1.2190236400200874e-12,70.978338786925,20.21064956240954,5.629081196031223
117.41682974559686,6.449962179994982e-13,71.05714219382712,20.21353605946562,5.56446165649955
118.39530332681016,3.4314742927364664e-13,71.13441498975679,20.21642255652566,5.500583922873393
119.37377690802347,2.899376144379443e-13,71.21021886744047,20.21930905358933,5.4374394796700996
120.35225048923678,3.8417155358957153e-13,71.28461184685031,20.222195550655186,5.375019909020328
121.33072407045009,4.4246196637959485e-13,71.3576492022549,20.22508204772056,5.313316889285124
122.3091976516634,8.674390977227149e-13,71.42937848201653,20.22796854479127,5.252322196308923
123.2876712328767,1.5453607160648599e-12,71.4998477944697,20.23085504186566,5.192027698637759
124.26614481409001,2.227450875114606e-12,71.56910347356549,20.233741538940098,5.132425357598041
125.24461839530332,2.597671273774856e-12,71.6371899512948,20.23662803600998,5.073507226363036
126.22309197651663,2.522650513260014e-12,71.70414761050569,20.23951453307336,5.015265449968858
127.20156555772994,2.5910162054704914e-12,71.77000813268288,20.24240103013882,4.957692266494259
128.18003913894324,2.4145075670266597e-12,71.83481033780645,20.245287527200706,4.900779998691803
129.15851272015655,2.010166210067152e-12,71.89858760484006,20.248174024259285,4.8445210589052055
130.13698630136986,1.4451137693323116e-12,71.96136809971871,20.25106052131552,4.788907948662522
131.11545988258317,8.607889472778096e-13,72.02318096688295,20.253947018371495,4.733933253530476
132.09393346379647,4.762410023678957e-13,72.08405222756062,20.256833515430415,4.679589644942648
133.07240704500978,8.248582701418964e-14,72.14400841457571,20.2597200124892,4.62586987841051
134.0508806262231,-2.312412828428888e-13,72.20307313193936,20.26260650954913,4.572766792669346
