t,Cdk2_CycE,Wee1_a,PCdk2_CycE,Xic,Cdk2_CycErem,Xic_Cdk2_CycE,PCdk2_CycErem,Xic_PCdk2_CycE,Kin_a,Deg_a,Xic_Cdk2_CycErem,Xic_PCdk2_CycErem,Xicrem
0.0,0.06,1.02,0.94,3.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
0.01,0.05984228576805009,1.0185684687855232,0.9371559228703294,2.9970059977400703,4.674335814136557e-07,0.0001797066842006752,7.3216693306623044e-06,0.0028142722118436147,0.6011097265615569,0.0,1.4021744264201226e-09,2.196048982707096e-08,0.0
0.02,0.059686075461885583,1.0171205723749497,0.9343223526537879,2.9940239596559604,9.32245129819612e-07,0.0003588321706841095,1.4599302260860035e-05,0.005617114851336937,0.602220269222953,0.0,5.6013262658297196e-09,8.771358866431161e-08,0.0
0.03,0.059531358422649124,1.01565630094588,0.9314992342271318,2.99105382024495,1.3944572398088696e-06,0.0005373878311789289,2.1833160218761018e-05,0.008408582328851808,0.6033316186126761,0.0,1.2582069923853438e-08,1.9699065995275775e-07,0.0
0.04,0.059378125947436085,1.014175646508208,0.9286865220051859,2.9880955254494928,1.8540885249020446e-06,0.0007153830605774317,2.9023458964998178e-05,0.011188719537575356,0.6044437669805794,0.0,2.2331815526595177e-08,3.4956991991887653e-07,0.0
0.05,0.059226367271234606,1.0126785992024006,0.9258841591651022,2.9851490079687255,2.3111621347018245e-06,0.0008928295660822348,3.6170467131576016e-05,0.013957582358164066,0.6055567046645504,0.0,3.4834970011670755e-08,5.451751806522305e-07,0.0
0.06,0.059076070222742035,1.0111651478551422,0.9230920819339262,2.9822141921808885,2.765704106757104e-06,0.0010697404908137256,4.327448654927805e-05,0.016715233591754065,0.6066704208221931,0.0,5.007392507053387e-08,7.834961828371624e-07,0.0
0.07,0.058927223615728726,1.009635282233479,0.9203102310314951,2.9792910079187696,3.2177385619027865e-06,0.0012461280344312617,5.033579726855903e-05,0.019461731505077923,0.6077849053772778,0.0,6.803246428023777e-08,1.0642449722701997e-06,0.0
0.08,0.05877981922108645,1.0080889949309817,0.9175385605976865,2.976379401322606,3.6672838862899875e-06,0.0014220015767844856,5.7354614223074224e-05,0.022197120807515916,0.6089001505422605,0.0,8.869854630381077e-08,1.3872002710113471e-06,0.0
0.09,0.058633847257298734,1.006526277057372,0.9147770177272222,2.9734793099716685,4.114361476622688e-06,0.001597371978046373,6.433118653102585e-05,0.02492145332568919,0.6100161473280997,0.0,1.1205793799780958e-07,1.7521057978975232e-06,0.0
0.1,0.05848929789598727,1.0049471196948683,0.9120255490413991,2.9705906709271384,4.55899289658963e-06,0.0017722501950503096,7.126576538020154e-05,0.027634781309845105,0.6111328866640828,0.0,1.38096328137148e-07,2.1587031132841693e-06,0.0
0.11,0.05834616197260479,1.0033515146660148,0.9092841025781598,2.9677134233217086,5.001198888337179e-06,0.0019466468697341176,7.815859369169321e-05,0.030337155244650013,0.6122503597153929,0.0,1.668002697953105e-07,2.6067420014661876e-06,0.0
0.12,0.058204430077319076,1.0017394535198063,0.9065526258519976,2.964847505522651,5.441000497570809e-06,0.0021205727603892228,8.500991744112879e-05,0.033028626267150724,0.61336855756005,0.0,1.9815599668830374e-07,3.095969208000882e-06,0.0
0.13,0.0580640931342299,1.000110928195322,0.9038310671105336,2.961992856959696,5.878418355692413e-06,0.0022940384762817115,9.181997835204465e-05,0.03570924459635971,0.6144874713921786,0.0,2.321501851656789e-07,3.626135702207145e-06,0.0
0.14,0.05792514130908434,0.9984659297530395,0.9011193729449077,2.959149414658152,6.313474034552188e-06,0.002467054968970928,9.858902776585782e-05,0.038379062523829936,0.6156070921411786,0.0,2.687685095993717e-07,4.196982897052503e-06,0.0
0.15,0.057787566580283396,0.9968044513535154,0.8984174939056672,2.956317121390499,6.746186858092007e-06,0.0026396323718491143,0.00010531729403482799,0.04103812738722051,0.6167274113692087,0.0,3.0799903934019687e-07,4.808275047591303e-06,0.0
0.16,0.05765135972849436,0.995126484770154,0.8957253779270414,2.953495916131613,7.176577635812401e-06,0.0028117813592872885,0.0001120050207016531,0.04368648979726277,0.617848420220163,0.0,3.4982826130561366e-07,5.459761315314323e-06,0.0
0.17,0.05751651212010806,0.9934320224778233,0.8930429742185758,2.950685739709381,7.604666461120964e-06,0.0029835123579215086,0.00011865244388352315,0.046324198751384174,0.6189701100350341,0.0,3.942434399014358e-07,6.151198225824883e-06,0.0
0.18,0.05738301527966667,0.9917210571356717,0.8903702323350794,2.947886533452933,8.030473231771464e-06,0.0031548357237696596,0.00012525979769199624,0.048951302814214906,0.6200924722096837,0.0,4.4123204865733167e-07,6.882344296888144e-06,0.0
0.19,0.057250860740967656,0.9899935814070274,0.8877071018527483,2.945098238721912,8.454017831099428e-06,0.003325761803909883,0.0001318273161203942,0.05156785052868271,0.6212154981453114,0.0,4.907815723018913e-07,7.652958167724934e-06,0.0
0.2,0.057120040219013915,0.9882495881673848,0.8850535327431894,2.9423207974500887,8.875319918725194e-06,0.003496300865252255,0.00013835523086417473,0.054173889941266734,0.6223391793056547,0.0,5.42879735332987e-07,8.462800759366074e-06,0.0
0.21,0.05699054561001379,0.9864890705044048,0.8824094753734216,2.9395541521453654,9.294398930553914e-06,0.0036664630945387883,0.0001448437713209314,0.05676946860199761,0.6234635072169878,0.0,5.975145020177731e-07,9.311635274652376e-06,0.0
0.22,0.056862368991381036,0.984712021717915,0.8797748805058743,2.936798245889775,9.711274078775558e-06,0.0038362585983434316,0.00015129316459039377,0.059354633564457415,0.6245884734681224,0.0,6.546740763926873e-07,1.019922719823466e-05,0.0
0.23,0.056735502459301396,0.9829184351722433,0.8771496989514715,2.9340530218323235,1.0125964566052196e-05,0.004005697506441045,0.00015770363748539244,0.06192943179176083,0.6257140696421025,0.0,7.143466968074223e-07,1.112534227687725e-05,0.0
0.24,0.05660993804143894,0.9811083042168597,0.8745338813831948,2.931318422916444,1.0538489700624836e-05,0.004174790027359133,0.0001640754176125762,0.06449391037473436,0.6268402872794967,0.0,7.765205255103854e-07,1.2089745434048788e-05,0.0
0.25,0.05648566812138885,0.979281622572242,0.8719273792426063,2.9285943932052323,1.0948868336623226e-05,0.004343546178265637,0.00017040872811758325,0.06704811547105184,0.6279671180568849,0.0,8.411841855233284e-07,1.3092206047566407e-05,0.0
0.26,0.056362685238789026,0.97743838414816,0.8693301443129386,2.9258808772573497,1.1357119137641895e-05,0.004511975912173423,0.0001767037901597082,0.06959209280482949,0.6290945537028025,0.0,9.083265078098888e-07,1.4132495464184052e-05,0.0
0.27,0.056240982084231735,0.9755785830390482,0.8667421287082268,2.923177820111138,1.1763260583449701e-05,0.004680089121178386,0.00018296082297489705,0.07212588767934358,0.6302225859956021,0.0,9.779365248395491e-07,1.5210386936324205e-05,0.0
0.28,0.0561205514992636,0.9737022135240077,0.8641632848733082,2.920485167284617,1.216731096998984e-05,0.004847895636459441,0.00018918004387574703,0.07464954497703037,0.631351206763452,0.0,1.050003470587637e-06,1.632565562207788e-05,0.0
0.29,0.056001386419789925,0.9718092700177857,0.8615935654689733,2.917802864604782,1.2569288482657241e-05,0.005015405264954125,0.00019536166892842783,0.07716310929425609,0.6324804078603721,0.0,1.1245167112514432e-06,1.7478077904289944e-05,0.0
0.3,0.05588347956706423,0.9698997468031345,0.8590329227448894,2.915130857275556,1.2969211596390333e-05,0.005182627989605875,0.00020150591664864435,0.07966662567715571,0.6336101810353856,0.0,1.2014653669629763e-06,1.866742767279204e-05,0.0
0.31,0.05576682395562664,0.9679736384707498,0.856481309570362,2.912469091409848,1.3367098418016966e-05,0.005349573640205929,0.00020761300192636783,0.082160138412092,0.6347405181476017,0.0,1.280838933601696e-06,1.9893482435512438e-05,0.0
0.32,0.05565141276843282,0.9660309398111162,0.8539386791809326,2.9098175136529134,1.3762966847931477e-05,0.005516251974313248,0.00021368313751937438,0.08464369132300797,0.6358714111133394,0.0,1.3626271299286515e-06,2.1156021816126493e-05,0.0
0.33,0.055537239307927214,0.9640716457721312,0.8514049850790926,2.9071760710347787,1.4156834643442643e-05,0.00568267270896038,0.0002197165346384398,0.08711732788793486,0.6370028518854106,0.0,1.4468198376909173e-06,2.2454826965409398e-05,0.0
0.34,0.055424296996043065,0.9620957514591045,0.8488801810342824,2.904544710970243,1.4548719418773679e-05,0.005848845520653458,0.00022571340294733975,0.08958109123899205,0.6381348324531195,0.0,1.5334071016215943e-06,2.3789680561236152e-05,0.0
0.35000000000000003,0.05531257937317611,0.9601032521348742,0.8463642210804527,2.9019233812554264,1.493863864685748e-05,0.006014780046879526,0.00023167395057614373,0.09203502416434567,0.6392673448414882,0.0,1.6223791282910418e-06,2.516036679464082e-05,0.0
