t,x1,x2,z
0.0,10.06066,212.132,100.0
0.01,10.066634174334318,212.49208343572033,99.99171832476988
0.02,10.072591312237236,212.85233347790634,99.98343110117894
0.03,10.078531417267019,213.2127494388325,99.97513834447263
0.04,10.084454493691512,213.57333052531374,99.96684007223965
0.05,10.09036054462068,213.9340763141808,99.95853629389144
0.06,10.096249574738502,214.29498600486247,99.95022702719301
0.07,10.102121588262143,214.65605884179257,99.94191228890392
0.08,10.10797658940876,215.01729406940493,99.93359209578377
0.09,10.113814582395515,215.3786909321334,99.92526646459211
0.1,10.119635571439568,215.7402486744118,99.91693541208855
0.11,10.125439560758082,216.10196654067389,99.90859895503264
0.12,10.131226554568213,216.46384377535358,99.90025711018397
0.13,10.136996557087127,216.82587962288463,99.89190989430212
0.14,10.142749572531981,217.18807332770092,99.88355732414665
0.15,10.148485606505123,217.55042424359763,99.87519941411983
0.16,10.154204665325645,217.91293178095748,99.86683617740414
0.17,10.15990675378494,218.27559522955048,99.85846762978193
0.18,10.165591876669085,218.63841387872662,99.85009378704457
0.19,10.171260038764153,219.00138701783587,99.84171466498348
0.2,10.17691124485622,219.36451393622824,99.83333027939004
0.21,10.18254549973136,219.72779392325367,99.82494064605565
0.22,10.188162808175647,220.09122626826223,99.81654578077169
0.23,10.193763174975158,220.45481026060384,99.80814569932956
0.24,10.199346604915966,220.81854518962854,99.79974041752065
0.25,10.204913103454828,221.18243034754278,99.79132995109693
0.26,10.21046267912844,221.54646503967098,99.78291431562917
0.27,10.215995338019777,221.91064856088673,99.77449352683253
0.28,10.221511085763185,222.27498020415297,99.76606760044851
0.29,10.227009927993004,222.63945926243252,99.75763655221859
0.3,10.232491870343578,223.00408502868825,99.7492003978843
0.31,10.23795691844925,223.36885679588306,99.74075915318713
0.32,10.243405077944361,223.7337738569798,99.73231283386859
0.33,10.248836354463256,224.09883550494138,99.72386145567019
0.34,10.254250753640276,224.4640410327306,99.71540503433341
0.35000000000000003,10.259648317147077,224.82938991013128,99.70694358300025
0.36,10.265028969351047,225.1948810313613,99.69847712327437
0.37,10.27039276962369,225.56051395305064,99.69000566702096
0.38,10.275739723727874,225.92628796879282,99.68152922997224
0.39,10.281069837504623,226.29220237256482,99.67304782785482
0.4,10.286383116873116,226.65825645872704,99.66456147638965
0.41000000000000003,10.291679567830696,227.02444952202347,99.65607019129205
