t,VRC
0.0,2.00439
0.01,2.004389999393403
0.02,2.004389998786807
0.03,2.004389998180211
0.04,2.004389997573615
0.05,2.0043899969670194
0.06,2.004389996360424
0.07,2.0043899957538285
0.08,2.0043899951472337
0.09,2.0043899945406385
0.1,2.0043899939340437
0.11,2.0043899933274494
0.12,2.004389992720855
0.13,2.0043899921142607
0.14,2.004389991507667
0.15,2.0043899909010734
0.16,2.0043899902944795
0.17,2.004389989687886
0.18,2.004389989081293
0.19,2.0043899884747
0.2,2.004389987868107
0.21,2.0043899872615145
0.22,2.004389986654922
0.23,2.00438998604833
0.24,2.0043899854417377
0.25,2.004389984835146
0.26,2.0043899842285544
0.27,2.0043899836219627
0.28,2.0043899830153715
0.29,2.0043899824087803
0.3,2.0043899818021895
0.31,2.0043899811955987
0.32,2.0043899805890084
0.33,2.004389979982418
0.34,2.0043899793758277
0.35000000000000003,2.004389978769238
0.36,2.004389978162648
0.37,2.0043899775560585
0.38,2.004389976949469
0.39,2.00438997634288
0.4,2.004389975736291
0.41000000000000003,2.004389975129702
0.42,2.0043899745231135
0.43,2.004389973916525
0.44,2.004389973309937
0.45,2.0043899727033487
0.46,2.004389972096761
0.47000000000000003,2.0043899714901734
0.48,2.004389970883586
0.49,2.004389970276999
0.5,2.0043899696704117
0.51,2.004389969063825
0.52,2.004389968457238
0.53,2.004389967850652
0.54,2.0043899672440655
0.55,2.004389966637479
0.56,2.0043899660308933
0.5700000000000001,2.0043899654243074
0.58,2.004389964817722
0.59,2.0043899642111365
0.6,2.0043899636045515
0.61,2.0043899629979665
0.62,2.004389962391382
0.63,2.0043899617847973
0.64,2.0043899611782128
0.65,2.0043899605716287
0.66,2.0043899599650445
0.67,2.004389959358461
0.68,2.004389958751877
0.6900000000000001,2.0043899581452935
0.7000000000000001,2.0043899575387103
0.71,2.0043899569321275
0.72,2.0043899563255447
0.73,2.004389955718962
0.74,2.0043899551123796
0.75,2.0043899545057973
0.76,2.004389953899215
0.77,2.004389953292633
0.78,2.0043899526860516
0.79,2.0043899520794697
0.8,2.0043899514728887
0.81,2.0043899508663072
0.8200000000000001,2.004389950259726
0.8300000000000001,2.0043899496531457
0.84,2.004389949046565
0.85,2.0043899484399845
0.86,2.0043899478334044
0.87,2.0043899472268247
0.88,2.0043899466202446
0.89,2.004389946013665
0.9,2.0043899454070857
0.91,2.0043899448005065
0.92,2.0043899441939272
0.93,2.0043899435873485
0.9400000000000001,2.00438994298077
0.9500000000000001,2.0043899423741913
0.96,2.004389941767613
0.97,2.004389941161035
0.98,2.004389940554457
0.99,2.0043899399478797
1.0,2.004389939341302
1.01,2.004389938734725
1.02,2.0043899381281474
1.03,2.004389937521571
1.04,2.004389936914994
1.05,2.004389936308417
1.06,2.004389935701841
1.07,2.004389935095265
1.08,2.004389934488689
1.09,2.004389933882113
1.1,2.0043899332755375
1.11,2.004389932668962
1.12,2.004389932062387
1.1300000000000001,2.004389931455812
1.1400000000000001,2.004389930849237
1.1500000000000001,2.004389930242662
1.16,2.004389929636088
1.17,2.0043899290295135
1.18,2.0043899284229396
1.19,2.0043899278163657
1.2,2.004389927209792
1.21,2.0043899266032184
1.22,2.0043899259966453
1.23,2.004389925390072
1.24,2.0043899247834993
1.25,2.0043899241769263
1.26,2.0043899235703537
1.27,2.0043899229637816
1.28,2.0043899223572095
1.29,2.0043899217506373
1.3,2.0043899211440657
1.31,2.004389920537494
1.32,2.0043899199309227
1.33,2.0043899193243515
1.34,2.0043899187177803
1.35,2.0043899181112095
1.36,2.004389917504639
1.37,2.0043899168980683
1.3800000000000001,2.0043899162914984
1.3900000000000001,2.004389915684928
1.4000000000000001,2.004389915078358
1.41,2.0043899144717887
1.42,2.0043899138652193
1.43,2.00438991325865
1.44,2.0043899126520808
1.45,2.0043899120455118
1.46,2.004389911438943
1.47,2.0043899108323746
1.48,2.0043899102258065
1.49,2.0043899096192384
1.5,2.0043899090126702
1.51,2.0043899084061025
1.52,2.004389907799535
1.53,2.0043899071929676
1.54,2.0043899065864004
1.55,2.0043899059798336
1.56,2.004389905373267
1.57,2.0043899047667
1.58,2.0043899041601336
1.59,2.0043899035535673
1.6,2.0043899029470014
1.61,2.0043899023404355
1.62,2.00438990173387
1.6300000000000001,2.0043899011273045
1.6400000000000001,2.004389900520739
1.6500000000000001,2.004389899914174
1.6600000000000001,2.004389899307609
1.67,2.0043898987010444
1.68,2.00438989809448
1.69,2.0043898974879157
1.7,2.0043898968813516
1.71,2.0043898962747875
1.72,2.004389895668224
1.73,2.00438989506166
1.74,2.004389894455097
1.75,2.0043898938485336
1.76,2.004389893241971
1.77,2.004389892635408
1.78,2.004389892028845
1.79,2.004389891422283
1.8,2.0043898908157205
1.81,2.0043898902091586
1.82,2.0043898896025967
1.83,2.004389888996035
1.84,2.0043898883894737
1.85,2.0043898877829127
1.86,2.0043898871763512
1.87,2.0043898865697907
1.8800000000000001,2.00438988596323
1.8900000000000001,2.0043898853566695
1.9000000000000001,2.004389884750109
1.9100000000000001,2.004389884143549
1.92,2.004389883536989
1.93,2.0043898829304294
1.94,2.0043898823238697
1.95,2.0043898817173105
1.96,2.0043898811107512
1.97,2.0043898805041924
1.98,2.0043898798976336
1.99,2.004389879291075
2.0,2.0043898786845165
2.0100000000000002,2.0043898780779585
2.02,2.0043898774714
2.0300000000000002,2.0043898768648427
2.04,2.004389876258285
2.05,2.0043898756517273
2.06,2.0043898750451703
2.07,2.0043898744386133
2.08,2.0043898738320562
2.09,2.0043898732254997
2.1,2.004389872618943
2.11,2.004389872012387
2.12,2.004389871405831
2.13,2.0043898707992747
2.14,2.004389870192719
2.15,2.0043898695861637
2.16,2.0043898689796085
2.17,2.004389868373053
2.18,2.004389867766498
2.19,2.0043898671599436
2.2,2.004389866553389
2.21,2.0043898659468344
2.22,2.00438986534028
2.23,2.004389864733726
2.24,2.0043898641271727
2.25,2.0043898635206188
2.2600000000000002,2.0043898629140653
2.27,2.0043898623075123
2.2800000000000002,2.0043898617009592
2.29,2.004389861094406
2.3000000000000003,2.0043898604878536
2.31,2.004389859881301
2.32,2.004389859274749
2.33,2.0043898586681967
2.34,2.004389858061645
2.35,2.0043898574550933
2.36,2.0043898568485417
2.37,2.0043898562419904
2.38,2.004389855635439
2.39,2.0043898550288883
2.4,2.0043898544223375
2.41,2.004389853815787
2.42,2.004389853209237
2.43,2.0043898526026864
2.44,2.0043898519961365
2.45,2.0043898513895866
2.46,2.004389850783037
2.47,2.0043898501764876
2.48,2.0043898495699386
2.49,2.0043898489633896
2.5,2.0043898483568405
2.5100000000000002,2.004389847750292
2.52,2.0043898471437434
2.5300000000000002,2.004389846537195
2.54,2.004389845930647
2.5500000000000003,2.0043898453240994
2.56,2.0043898447175517
2.57,2.004389844111004
2.58,2.0043898435044567
2.59,2.00438984289791
2.6,2.0043898422913626
2.61,2.0043898416848163
2.62,2.0043898410782695
2.63,2.004389840471723
2.64,2.004389839865177
2.65,2.0043898392586312
2.66,2.0043898386520853
2.67,2.00438983804554
2.68,2.0043898374389943
2.69,2.0043898368324493
2.7,2.0043898362259043
2.71,2.0043898356193592
2.72,2.0043898350128146
2.73,2.00438983440627
2.74,2.004389833799726
2.75,2.0043898331931818
2.7600000000000002,2.004389832586638
2.77,2.0043898319800943
2.7800000000000002,2.004389831373551
2.79,2.004389830767008
2.8000000000000003,2.0043898301604646
2.81,2.0043898295539218
2.82,2.004389828947379
2.83,2.0043898283408366
2.84,2.004389827734294
2.85,2.004389827127752
2.86,2.00438982652121
2.87,2.004389825914668
2.88,2.0043898253081265
2.89,2.004389824701585
2.9,2.004389824095044
2.91,2.004389823488503
2.92,2.0043898228819623
2.93,2.0043898222754217
2.94,2.004389821668881
2.95,2.004389821062341
2.96,2.004389820455801
2.97,2.004389819849261
2.98,2.0043898192427214
2.99,2.0043898186361817
3.0,2.0043898180296424
3.0100000000000002,2.0043898174231036
3.02,2.004389816816565
3.0300000000000002,2.004389816210026
3.04,2.0043898156034876
3.0500000000000003,2.0043898149969492
3.06,2.004389814390411
3.0700000000000003,2.004389813783873
3.08,2.0043898131773354
3.09,2.0043898125707975
3.1,2.0043898119642605
3.11,2.004389811357723
3.12,2.0043898107511864
3.13,2.0043898101446493
3.14,2.0043898095381127
3.15,2.0043898089315766
3.16,2.00438980832504
3.17,2.0043898077185043
3.18,2.004389807111968
3.19,2.004389806505433
3.2,2.004389805898897
3.21,2.004389805292362
3.22,2.004389804685827
3.23,2.004389804079292
3.24,2.0043898034727574
3.25,2.004389802866223
3.2600000000000002,2.0043898022596887
3.27,2.0043898016531543
3.2800000000000002,2.0043898010466203
3.29,2.004389800440087
3.3000000000000003,2.0043897998335534
3.31,2.00438979922702
3.3200000000000003,2.004389798620487
3.33,2.004389798013954
3.34,2.0043897974074207
3.35,2.0043897968008886
3.36,2.004389796194356
3.37,2.004389795587824
3.38,2.0043897949812917
3.39,2.00438979437476
3.4,2.0043897937682282
3.41,2.004389793161697
3.42,2.0043897925551657
3.43,2.0043897919486344
3.44,2.0043897913421036
3.45,2.004389790735573
3.46,2.0043897901290424
3.47,2.0043897895225125
3.48,2.004389788915982
3.49,2.004389788309452
3.5,2.0043897877029226
3.5100000000000002,2.004389787096393
3.52,2.0043897864898637
3.5300000000000002,2.0043897858833346
3.54,2.0043897852768056
3.5500000000000003,2.004389784670277
3.56,2.0043897840637483
3.5700000000000003,2.0043897834572197
3.58,2.0043897828506916
3.59,2.004389782244164
3.6,2.0043897816376357
3.61,2.0043897810311084
3.62,2.0043897804245807
3.63,2.0043897798180534
3.64,2.0043897792115266
3.65,2.004389778605
3.66,2.004389777998473
3.67,2.0043897773919466
3.68,2.00438977678542
3.69,2.0043897761788942
3.7,2.0043897755723683
3.71,2.004389774965843
3.72,2.0043897743593173
3.73,2.004389773752792
3.74,2.0043897731462668
3.75,2.0043897725397417
3.7600000000000002,2.004389771933217
3.77,2.0043897713266925
3.7800000000000002,2.004389770720168
3.79,2.0043897701136437
3.8000000000000003,2.00438976950712
3.81,2.0043897689005963
3.8200000000000003,2.0043897682940726
3.83,2.0043897676875493
3.84,2.004389767081026
3.85,2.0043897664745027
3.86,2.00438976586798
3.87,2.0043897652614575
3.88,2.0043897646549347
3.89,2.0043897640484127
3.9,2.0043897634418903
3.91,2.004389762835369
3.92,2.004389762228847
3.93,2.0043897616223254
3.94,2.0043897610158043
3.95,2.004389760409283
3.96,2.0043897598027622
3.97,2.004389759196241
3.98,2.004389758589721
3.99,2.0043897579832004
4.0,2.0043897573766802
4.01,2.0043897567701605
4.0200000000000005,2.004389756163641
4.03,2.004389755557121
4.04,2.004389754950602
4.05,2.0043897543440825
4.0600000000000005,2.0043897537375632
4.07,2.0043897531310444
4.08,2.004389752524526
4.09,2.0043897519180076
4.1,2.004389751311489
4.11,2.0043897507049713
4.12,2.0043897500984533
4.13,2.004389749491936
4.14,2.0043897488854183
4.15,2.004389748278901
4.16,2.0043897476723838
4.17,2.0043897470658667
4.18,2.00438974645935
4.19,2.0043897458528335
4.2,2.0043897452463173
4.21,2.004389744639801
4.22,2.004389744033285
4.23,2.0043897434267692
4.24,2.004389742820254
4.25,2.0043897422137382
4.26,2.0043897416072234
4.2700000000000005,2.004389741000708
4.28,2.0043897403941933
4.29,2.004389739787679
4.3,2.0043897391811645
4.3100000000000005,2.00438973857465
4.32,2.004389737968136
4.33,2.004389737361622
4.34,2.0043897367551087
4.3500000000000005,2.004389736148595
4.36,2.0043897355420817
4.37,2.0043897349355686
4.38,2.004389734329056
4.39,2.0043897337225434
4.4,2.0043897331160307
4.41,2.004389732509518
4.42,2.0043897319030064
4.43,2.0043897312964942
4.44,2.0043897306899825
4.45,2.0043897300834708
4.46,2.0043897294769595
4.47,2.004389728870448
4.48,2.0043897282639374
4.49,2.0043897276574265
4.5,2.004389727050916
4.51,2.0043897264444057
4.5200000000000005,2.0043897258378953
4.53,2.0043897252313854
4.54,2.0043897246248754
4.55,2.004389724018366
4.5600000000000005,2.0043897234118564
4.57,2.0043897228053473
4.58,2.0043897221988383
4.59,2.004389721592329
4.6000000000000005,2.0043897209858206
4.61,2.004389720379312
4.62,2.004389719772804
4.63,2.0043897191662956
4.64,2.0043897185597874
4.65,2.0043897179532797
4.66,2.0043897173467724
4.67,2.004389716740265
4.68,2.004389716133758
4.69,2.004389715527251
4.7,2.004389714920744
4.71,2.0043897143142373
4.72,2.004389713707731
4.73,2.004389713101225
4.74,2.004389712494719
4.75,2.004389711888213
4.76,2.0043897112817075
4.7700000000000005,2.004389710675202
4.78,2.0043897100686965
4.79,2.0043897094621914
4.8,2.004389708855687
4.8100000000000005,2.004389708249182
4.82,2.0043897076426775
4.83,2.0043897070361734
4.84,2.004389706429669
4.8500000000000005,2.0043897058231654
4.86,2.0043897052166617
4.87,2.004389704610158
4.88,2.0043897040036547
4.89,2.0043897033971514
4.9,2.0043897027906485
4.91,2.0043897021841457
4.92,2.0043897015776433
4.93,2.004389700971141
4.94,2.0043897003646385
4.95,2.0043896997581365
4.96,2.004389699151635
4.97,2.004389698545133
4.98,2.004389697938632
4.99,2.0043896973321305
5.0,2.0043896967256294
5.01,2.0043896961191288
5.0200000000000005,2.004389695512628
5.03,2.0043896949061275
5.04,2.0043896942996273
5.05,2.004389693693127
5.0600000000000005,2.0043896930866274
5.07,2.0043896924801277
5.08,2.004389691873628
5.09,2.0043896912671286
5.1000000000000005,2.0043896906606293
5.11,2.0043896900541305
5.12,2.0043896894476316
5.13,2.004389688841133
5.14,2.004389688234635
5.15,2.004389687628137
5.16,2.004389687021639
5.17,2.004389686415141
5.18,2.0043896858086434
5.19,2.004389685202146
5.2,2.004389684595649
5.21,2.0043896839891517
5.22,2.0043896833826547
5.23,2.004389682776158
