t,X1,X3,X2
0.0,10.0,0.0,0.0
0.01,9.994040951737917,8.698133720510066e-05,0.07376256018317602
0.02,9.988085465914557,0.00017992199792842838,0.1474502693933312
0.03,9.982133540399897,0.00027881510022933657,0.22106318649510542
0.04,9.976185173321081,0.0003836545943418654,0.29460136324383734
0.05,9.970240362225956,0.0004944325609169229,0.3680648673998624
0.06,9.964299105055506,0.0006111423523165049,0.44145375585592744
0.07,9.958361399684584,0.0007337771087897644,0.5147680873293133
0.08,9.95242724398934,0.0008623299763987311,0.58800792049832
0.09,9.946496635847206,0.0009967941069304513,0.661173314002862
0.1,9.94056957313686,0.0011371626578046926,0.7342643264450669
0.11,9.93464605373837,0.0012834287926333787,0.8072810163855284
0.12,9.928726075532909,0.0014355856800013756,0.8802234423514604
0.13,9.922809636402974,0.0015936264944358108,0.9530916628301991
0.14,9.916896734232335,0.00175754441614863,1.0258857362709157
0.15,9.910987366906024,0.0019273326310243757,1.0986057210846902
0.16,9.905081532310323,0.0021029843305315384,1.1712516756449132
0.17,9.899179228332711,0.00228449271148029,1.2438236582883853
0.18,9.893280452861994,0.0024718509766453035,1.3163217273124892
0.19,9.88738520378825,0.0026650523345129592,1.388745940976339
0.2,9.881493479002819,0.002864089999239246,1.461096357500968
0.21,9.87560527639831,0.0030689571906497596,1.5333730350693315
0.22,9.869720593868598,0.0032796471342397063,1.6055760318263073
0.23,9.863839429308815,0.0034961530611739016,1.6777054058786927
0.24,9.857961780615366,0.0037184682082867654,1.749761215295207
0.25,9.852087645685918,0.00394658581808233,1.8217435181064916
0.26,9.846217022419404,0.004180499138734234,1.8936523723051077
0.27,9.840349908716018,0.004420201424085725,1.9654878358455392
0.28,9.834486302477226,0.00466568593364966,2.0372499666441906
0.29,9.82862620160575,0.0049169459326085015,2.108938822579387
0.3,9.822769604005588,0.005173974691814324,2.180554461491377
0.31,9.816916507581992,0.005436765487788809,2.2520969411823284
0.32,9.811066910241482,0.005705311602723245,2.3235663194163307
0.33,9.805220809891852,0.005979606324478531,2.394962653919396
0.34,9.799378204441743,0.006259642944520874,2.466286002388869
0.35000000000000003,9.793539091800914,0.0065454147591922016,2.5375364224876353
0.36,9.787703469880798,0.006836915072582868,2.6087139718310244
0.37,9.781871336594078,0.007134137194414923,2.6798187079964593
0.38,9.776042689854698,0.00743707444003933,2.75085068852347
0.39,9.77021752757786,0.00774572013043597,2.821809970913693
0.4,9.764395847680017,0.008060067592213649,2.892696612630872
0.41000000000000003,9.758577648078889,0.008380110157610084,2.963510671100857
0.42,9.752762926693446,0.008705841164491919,3.0342522037116044
0.43,9.746951681443916,0.009037253956354711,3.10492126781318
0.44,9.741143910251783,0.009374341882322942,3.1755179207177537
0.45,9.735339611039791,0.009717098297150006,3.2460422196996035
0.46,9.729538781731938,0.010065516561218223,3.3164942219951135
0.47000000000000003,9.723741420253482,0.010419590040538827,3.386873984802775
0.48,9.717947524530937,0.01077931210675197,3.4571815652831863
0.49,9.71215709249207,0.01114467613712673,3.5274170205590534
0.5,9.706370122065913,0.011515675514561096,3.597580407715187
0.51,9.700586611182667,0.01189230362717561,3.6676717838003716
0.52,9.694806557772818,0.012274553863714989,3.737691205848466
0.53,9.689029959768646,0.012662419621316052,3.807638730842756
0.54,9.683256815103956,0.013055894304106587,3.8775144157223815
0.55,9.677487121713796,0.013454971321777243,3.947318317388894
0.56,9.671720877534458,0.013859644089581515,4.017050492706254
0.5700000000000001,9.66595808050348,0.01426990602833576,4.0867109985008305
0.58,9.660198728559639,0.014685750564419174,4.156299891561407
0.59,9.654442819642961,0.01510717112977383,4.225817228639173
0.6,9.648690351694716,0.015534161161904635,4.29526306644773
0.61,9.642941322657414,0.015966714103879356,4.364637461663089
0.62,9.637195730474813,0.016404823404328618,4.433940470923671
0.63,9.631453573091916,0.01684848251744589,4.5031721508303075
0.64,9.625714848454964,0.017297684902987498,4.572332557946238
0.65,9.619979554511447,0.01775242402627263,4.641421748797115
0.66,9.6142476892101,0.018212693358183315,4.710439779870999
0.67,9.608519250500898,0.018678486375164446,4.779386707618363
0.68,9.602794236335061,0.019149796559223765,4.848262588452085
0.6900000000000001,9.597072644664696,0.019626617396067983,4.917067478756094
0.7000000000000001,9.591354473442403,0.020108942373170357,4.985801434894311
0.71,9.585639720622838,0.02059676498769853,5.05446451317393
0.72,9.57992838416194,0.021090078742584818,5.123056769863621
0.73,9.57422046201688,0.021588877146257488,5.1915782611947705
0.74,9.568515952146058,0.022093153712640794,5.260029043361486
0.75,9.562814852509105,0.022602901961154977,5.328409172520597
0.76,9.557117161066884,0.023118115416716246,5.39671870479165
0.77,9.55142287578149,0.023638787609736808,5.4649576962569135
