t,Met,AdoMet,AdoHcy,Hcy
0.0,53.5,137.6,13.2,0.88
0.01,53.52330842401102,137.60481670050766,13.103826594865474,0.9030589045337113
0.02,53.54315559751005,137.61139308792835,13.044952318287006,0.8985127646482203
0.03,53.558145675187454,137.61931136178882,12.99846911809068,0.8949297207246529
0.04,53.56925253722071,137.62821256319137,12.961825776169196,0.8921109429215286
0.05,53.577261168192514,137.63780961627964,12.932991418551115,0.8898982482980492
0.06,53.58280243616461,137.64787372142496,12.910351914498953,0.8881660700354963
0.07,53.58638333236583,137.65822277005117,12.892623416162246,0.8868145570626103
0.08,53.58841086032724,137.66871227720026,12.878785361807246,0.8857643811631433
0.09,53.5892108481707,137.67922831636034,12.868028779668146,0.8849526875145092
0.1,53.58904500822939,137.68968114057697,12.859710251437901,0.8843294978023465
0.11,53.588123200871046,137.70000061119435,12.853319141038998,0.8838551590810162
0.12,53.58661375120894,137.71013235572613,12.848450315227158,0.883498218125984
0.13,53.58465177210103,137.72003466485776,12.844782307087177,0.8832337238787066
0.14,53.58234587512059,137.72967598369968,12.84205983744359,0.8830418655645313
0.15,53.579783368109226,137.73903295928596,12.840080357918115,0.8829069302605644
0.16,53.57703433904633,137.7480888981896,12.838683544503782,0.8828164836452149
0.17,53.57415523720145,137.75683240646944,12.837742114555017,0.8827606581553248
0.18,53.571191508315664,137.76525637752607,12.837155123318947,0.882731631722016
0.19,53.56817967211591,137.77335718575375,12.836842712182143,0.8827232199917213
0.2,53.56514908011281,137.78113399847223,12.836741683898476,0.88273053282496
0.21,53.5621233212346,137.7885882184811,12.836801990379103,0.8827497014490089
0.22,53.559121317584975,137.79572304230157,12.836984021355574,0.8827776678152425
0.23,53.55615817299102,137.8025431114417,12.837256528404902,0.8828120238536775
0.24,53.553245877161935,137.8090542191311,12.837594919859072,0.8828508768640316
0.25,53.55039389019391,137.81526306307455,12.837979851109946,0.8828927477708135
0.26,53.54760960710603,137.8211770456512,12.838396143992325,0.8829364690008621
0.27,53.544898731093376,137.82680410855525,12.838831898458539,0.8829811400808039
0.28,53.54226556554283,137.83215260133855,12.839277847160893,0.883026060460541
0.29,53.53971325315033,137.83723117121824,12.839726823094727,0.8830706909033228
0.3,53.53724397594741,137.84204866957822,12.840173323164745,0.8831146222843396
0.31,53.534859123436526,137.84661407241654,12.840613151500058,0.8831575484391015
0.32,53.53255942191933,137.8509364176686,12.841043161240048,0.8831992428724444
0.33,53.53034505663424,137.85502474577163,12.841461008429599,0.8832395413326958
0.34,53.528215754016664,137.85888805836117,12.841865001417187,0.8832783311868275
0.35000000000000003,53.52617085719876,137.86253528084814,12.842253970306503,0.8833155364820559
0.36,53.524209391999186,137.8659752293537,12.842627144136282,0.8833511181628391
0.37,53.522330116672784,137.86921658630845,12.842984081918484,0.883385059958674
0.38,53.52053157029083,137.87226787821388,12.843324611478712,0.8834173459933679
0.39,53.5188121093451,137.8751374555959,12.843648712559983,0.8834480251055089
0.4,53.51716994665957,137.87783347920617,12.843956548462462,0.88347711491331
0.41000000000000003,53.515603179637345,137.88036390607598,12.844248394039486,0.8835046378094565
0.42,53.514109808288055,137.88273648291835,12.844524615550295,0.8835306256389995
0.43,53.51268775547059,137.88495873728382,12.844785611919598,0.8835551582190706
0.44,53.51133489230251,137.88703797203462,12.845031859460954,0.8835782796267049
0.45,53.51004905134377,137.8889812608922,12.84526386971631,0.8836000330693691
0.46,53.50882804014997,137.89079544642166,12.84548218402249,0.883620453727773
0.47000000000000003,53.5076696486441,137.89248713843514,12.845687321055813,0.8836396247845327
0.48,53.50657166569113,137.8940627139483,12.8458798251135,0.8836576051497829
0.49,53.50553188763907,137.89552831758738,12.846060252543598,0.8836744385221413
0.5,53.50454812581315,137.8968898631417,12.84622916422384,0.8836901577024564
