t,x,y,z
0.0,2.0,1.0,0.15
0.01,1.9984553703050276,0.9997453485656306,0.1500159762791139
0.02,1.9969123897028997,0.9994907942470954,0.15003193845536256
0.03,1.9953710566156115,0.9992363370043612,0.1500478865432088
0.04,1.9938313692253298,0.9989819767911888,0.15006382055931372
0.05,1.9922933265807223,0.99872771358266,0.15007974051239675
0.06,1.9907569268658427,0.9984735473322796,0.15009564641910172
0.07,1.9892221683649327,0.9982194779962992,0.15011153829515417
0.08,1.9876890493622346,0.9979655055309704,0.15012741615627956
0.09,1.98615756814199,0.9977116298925449,0.1501432800182034
0.1,1.9846277229884415,0.9974578510372744,0.15015912989665117
0.11,1.9830995121858306,0.9972041689214102,0.15017496580734843
0.12,1.9815729340183994,0.996950583501204,0.15019078776602063
0.13,1.98004798677039,0.9966970947329076,0.1502065957883933
0.14,1.9785246687260443,0.9964437025727725,0.1502223898901919
0.15,1.9770029781696046,0.9961904069770502,0.150238170087142
0.16,1.9754829133905276,0.9959372079020925,0.15025393639492127
0.17,1.9739644730694523,0.9956841053117527,0.1502696888256232
0.18,1.972447655808691,0.9954310991683821,0.15028542739205897
0.19,1.97093245999197,0.9951781894301401,0.15030115210904257
0.2,1.9694188840030158,0.9949253760551863,0.15031686299138797
0.21,1.9679069262255544,0.99467265900168,0.1503325600539091
0.22,1.966396585043313,0.9944200382277807,0.15034824331141997
0.23,1.9648878588400172,0.9941675136916479,0.15036391277873454
0.24,1.963380745999394,0.9939150853514409,0.1503795684706668
0.25,1.9618752449051695,0.9936627531653192,0.1503952104020307
0.26,1.96037135394107,0.9934105170914423,0.1504108385876402
0.27,1.9588690714908226,0.9931583770879696,0.15042645304230928
0.28,1.957368395938153,0.9929063331130605,0.15044205378085193
0.29,1.955869325720074,0.992654385124322,0.15045764081759452
0.3,1.9543718593036254,0.9924025330790498,0.15047321416658857
0.31,1.9528759950923678,0.9921507769351976,0.15048877384246662
0.32,1.9513817314895159,0.9918991166507228,0.15050431985986426
0.33,1.9498890668982842,0.9916475521835828,0.15051985223341713
0.34,1.9483979997218877,0.991396083491735,0.1505353709777609
0.35000000000000003,1.9469085283635408,0.9911447105331368,0.15055087610753118
0.36,1.9454206512264585,0.9908934332657455,0.1505663676373636
0.37,1.9439343667138549,0.9906422516475185,0.15058184558189383
0.38,1.9424496732289454,0.9903911656364133,0.15059730995575749
0.39,1.940966569174944,0.9901401751903871,0.15061276077359023
0.4,1.939485052955066,0.9898892802673975,0.15062819805002764
0.41000000000000003,1.938005124153162,0.9896384808133057,0.15064362178890278
0.42,1.9365267786188793,0.9893877768122312,0.15065903202821598
0.43,1.9350500163665834,0.9891371682056248,0.15067442876786113
0.44,1.9335748358029954,0.9888866549514079,0.1506898120224418
0.45,1.9321012353364189,0.9886362370074857,0.15070518180654702
0.46,1.9306292133767395,0.9883859143317472,0.15072053813475142
0.47000000000000003,1.9291587683354254,0.9881356868820652,0.15073588102161511
0.48,1.9276898986255266,0.9878855546162966,0.15075121048168375
0.49,1.926222602661675,0.9876355174922814,0.1507665265294885
0.5,1.9247568788600853,0.9873855754678441,0.15078182917954605
0.51,1.9232927256385532,0.9871357285007927,0.15079711844635862
0.52,1.921830141416458,0.9868859765489186,0.15081239434441396
0.53,1.9203691246375378,0.9866363195697678,0.15082765688797697
0.54,1.9189096738601001,0.9863867575197279,0.1508429060902646
0.55,1.9174517875399697,0.9861372903562221,0.1508581419654312
0.56,1.9159954641140926,0.9858879180368637,0.15087336452780378
0.5700000000000001,1.9145407020212202,0.9856386405192477,0.1508885737916929
0.58,1.91308749970191,0.9853894577609504,0.15090376977139253
0.59,1.9116358555985244,0.98514036971953,0.15091895248118015
0.6,1.9101857681552317,0.984891376352526,0.1509341219353167
0.61,1.9087372358180055,0.9846424776174596,0.15094927814804662
0.62,1.9072902570346253,0.9843936734718333,0.15096442113359781
0.63,1.905844830254676,0.9841449638731311,0.15097955090618168
0.64,1.9044009539295483,0.983896348778819,0.1509946674799931
0.65,1.902958626512438,0.983647828146344,0.15100977086921044
0.66,1.9015178464583473,0.983399401933135,0.1510248610879955
