t,V,n,jm,Ca_i,Ca_er
0.0,-61.0,0.0005,0.12,0.11,60.0
0.01,-61.00003670893645,0.0004999348183158332,0.11999987475314947,0.11000120137344399,59.99999856372039
0.02,-61.00007341371904,0.0004998697634013098,0.11999974950515073,0.11000240268005622,59.99999712749146
0.03,-61.000110114354776,0.0004998048350089141,0.11999962425600395,0.110003603919841,59.999995691313224
0.04,-61.0001468108517,0.0004997400328540553,0.11999949900570928,0.11000480509280333,59.999994255185655
0.05,-61.00018350321394,0.000499675356790973,0.11999937375426682,0.11000600619894589,59.999992819108755
0.06,-61.000220191449486,0.0004996108065367126,0.11999924850167672,0.11000720723827369,59.999991383082524
0.07,-61.000256875565924,0.0004995463818231307,0.11999912324793914,0.11000840821079143,59.999989947106954
0.08,-61.00029355557084,0.000499482082382084,0.11999899799305422,0.11000960911650384,59.99998851118205
0.09,-61.00033023147181,0.0004994179079454287,0.11999887273702213,0.11001080995541565,59.99998707530781
0.1,-61.00036690327642,0.0004993538582450217,0.11999874747984302,0.11001201072753158,59.99998563948421
0.11,-61.00040357099225,0.0004992899330127193,0.11999862222151703,0.11001321143285636,59.999984203711264
0.12,-61.00044023462688,0.0004992261319803779,0.11999849696204432,0.11001441207139472,59.99998276798897
0.13,-61.00047689418789,0.0004991624548798542,0.11999837170142505,0.11001561264315135,59.99998133231732
0.14,-61.00051354968287,0.0004990989014430047,0.11999824643965935,0.110016813148131,59.9999798966963
0.15,-61.0005502011194,0.0004990354714016858,0.11999812117674741,0.11001801358633838,59.99997846112592
0.16,-61.00058684850504,0.0004989721644887183,0.11999799591268935,0.11001921395777822,59.999977025606164
0.17,-61.000623491845275,0.0004989089805092485,0.1199978706474853,0.11002041426245429,59.99997559013705
0.18,-61.000660131146034,0.0004988459192539409,0.11999774538113536,0.1100216145003706,59.99997415471855
0.19,-61.000696766414386,0.000498782980473046,0.1199976201136397,0.1100228146715316,59.99997271935067
0.2,-61.00073339765738,0.0004987201639168138,0.11999749484499844,0.11002401477594181,59.999971284033414
