t,X1,Z1,Y1
0.0,7.0,0.0,0.0
0.01,7.013652327836332,0.00034858362121060164,0.06985865924673701
0.02,7.027167465024038,0.0013887952019137032,0.13943485084200555
0.03,7.040545445035316,0.0031122973183875333,0.2087288974374657
0.04,7.053786317281386,0.0055108367836065745,0.2777411196242368
0.05,7.066890147017252,0.008576229488888571,0.34647183660983955
0.06,7.0798570151556275,0.012300359805678973,0.41492136639333516
0.07,7.092687017993876,0.016675179760566004,0.4830900260034926
0.08,7.105380267096848,0.021692708598179615,0.5509781316318391
0.09,7.117936889115087,0.02734503227959883,0.6185859987732457
0.1,7.130357025642756,0.033624303196687494,0.6859139422958938
0.11,7.14264083297575,0.040522739237649444,0.7529622767284406
0.12,7.154788481939755,0.04803262344998175,0.8197313163407002
0.13,7.166800157703324,0.0561463035734598,0.8862213752693104
0.14,7.178676059600153,0.064856191371555,0.9524327677225989
0.15,7.190416400917609,0.07415476223887697,1.0183658080683533
0.16,7.202021408711858,0.08403455466810623,1.0840208109851472
0.17,7.213491323628941,0.09448816969574386,1.149398091623766
0.18,7.224826399689225,0.10550827050111934,1.2144979656929673
0.19,7.236026904103504,0.11708758186594355,1.2793207496147674
0.2,7.247093117078111,0.1292188896969811,1.3438667606467094
0.21,7.258025331575455,0.14189504079843435,1.4081363168740912
0.22,7.268823853188994,0.1551089419683983,1.4721297375571454
0.23,7.279488999929429,0.16885355962300372,1.5358473432008428
0.24,7.290021102023089,0.18312191934610528,1.5992894556639954
0.25,7.300420501714504,0.1979071054123443,1.6624563982824931
0.26,7.310687553067667,0.21320226031620076,1.7253484959895296
0.27,7.320822621766016,0.22900058430703593,1.7879660754328117
0.28,7.330826084886538,0.24529533535519296,1.8503094648528347
0.29,7.340698330674949,0.2620798290830652,1.9123789939809093
0.3,7.3504397584101575,0.27934743713563914,1.974174994803636
0.31,7.360050778166419,0.29709158730392726,2.0356978013547864
0.32,7.369531810604133,0.3153057631369035,2.096947749791393
0.33,7.378883286760355,0.3339835035418405,2.157925178476587
0.34,7.388105647837915,0.3531184023922,2.2186304280585536
0.35000000000000003,7.397199344995099,0.37270410813928745,2.279063841547108
0.36,7.40616483955202,0.3927343226105451,2.3392257647117156
0.37,7.4150026025335,0.4132028011154497,2.3991165459604273
0.38,7.42371311415821,0.4341033526617485,2.4587365361741993
0.39,7.432296863854306,0.4554298391427791,2.5180860889480794
0.4,7.440754350055661,0.4771761749604141,2.577165560658871
0.41000000000000003,7.449086079997563,0.4993363266538801,2.635975310529579
0.42,7.457292569511886,0.5219043125344538,2.6945157006906415
0.43,7.465374342858375,0.544874202255135,2.752787096268618
0.44,7.473331932994553,0.5682401155363763,2.810789865839342
0.45,7.481165880804167,0.5919962229119788,2.868524381006361
0.46,7.488876734935555,0.616136745299611,2.9259910164872336
0.47000000000000003,7.496465051717212,0.6406559534267574,2.9831901502617075
0.48,7.503931394964508,0.6655481674721723,3.040122163625981
0.49,7.511276335786675,0.6908077567116552,3.096787441244419
0.5,7.518500452394067,0.7164291391681439,3.1531863711987276
0.51,7.525604329978434,0.7424067811957439,3.2093193450610173
0.52,7.532588560754402,0.7687351969123806,3.2651867580227916
0.53,7.539453743355413,0.7954089482616107,3.320789008786747
0.54,7.546200482787211,0.8224226445395799,3.376126499658503
0.55,7.552829390269184,0.8497709420350616,3.4311996365949513
0.56,7.559341083052276,0.877448543696748,3.4860088292414426
0.5700000000000001,7.565736184237666,0.9054501988043904,3.540554490966614
0.58,7.572015322596199,0.9337707026437914,3.5948370388948425
0.59,7.578179132507474,0.9624048960455087,3.648856893994397
0.6,7.584228253828702,0.991347665011076,3.702614481128553
0.61,7.59016333146667,1.020593940693918,3.756110228958995
0.62,7.595985015331139,1.0501386989354173,3.809344570032741
0.63,7.601693960166461,1.0799769599492675,3.8623179408068626
0.64,7.6072908253824885,1.1101037880114089,3.9150307816701218
