t,Z,Y,rho
0.0,0.3,2.7,0.2
0.01,0.29900890155237,2.6909773173401006,0.16697085626378833
0.02,0.2918277186616674,2.6885771495152544,0.14900230552256868
0.03,0.2811903199267359,2.690544605006144,0.14269466297173153
0.04,0.269105449538693,2.695108654859826,0.14448390984913406
0.05,0.2567592152922084,2.701162704212921,0.1517808833170468
0.06,0.244766678551241,2.7080834376468164,0.16289465380920176
0.07,0.23341228622086133,2.715534843464707,0.17673225570826873
0.08,0.2228082322784239,2.7233343304043687,0.1925634051773613
0.09,0.21298565864901609,2.7313737417358053,0.2098731882393553
0.1,0.20394314648433898,2.739576273858867,0.2282753350717979
0.11,0.19567021042146981,2.7478749091182073,0.24746189114487518
0.12,0.18815663431169338,2.7562034343045623,0.26717427389722015
0.13,0.1813940761381918,2.7644946825346612,0.2871870947703381
0.14,0.17537393667852064,2.772682565475378,0.30729964467908427
0.15,0.17008407550829382,2.7807055457419967,0.3273318526795536
0.16,0.16550600866080623,2.7885099422681643,0.3471226274912782
0.17,0.16161348566426822,2.7960520726179356,0.3665291589906463
0.18,0.15837265171067538,2.803298871147686,0.38542634038034485
0.19,0.15574354680288416,2.8102270851089846,0.403705878349606
0.2,0.15368244424559377,2.816821434209113,0.4212749380046349
0.21,0.1521444884386148,2.823072217723859,0.43805435492286804
0.22,0.15108623606241883,2.828972756838455,0.4539765071862483
0.23,0.15046780734121426,2.8345169933619747,0.4689829656987495
0.24,0.15025461076192728,2.8396973168743447,0.483021977944774
0.25,0.1504186700930192,2.8445026389798227,0.49604581020551625
0.26,0.15093969236903815,2.8489166088106233,0.5080079010278495
0.27,0.15180606546656086,2.852915799789192,0.5188597206611182
0.28,0.15301600187521572,2.856467641012026,0.5285471133566602
0.29,0.15457909559971325,2.8595278068134085,0.537005835160111
0.3,0.15651867902563213,2.8620366091308997,0.5441557119414995
0.31,0.15887542902723803,2.8639138514964677,0.5498926805544475
0.32,0.16171303868996403,2.865051165407767,0.5540773343007145
0.33,0.16512730028918782,2.865300196646828,0.5565175393932569
0.34,0.16926067346804016,2.86445417182756,0.5569412756002468
0.35000000000000003,0.17432644537701134,2.862217952838481,0.5549517077867736
0.36,0.1806491817978939,2.8581586644591126,0.5499501779853514
0.37,0.18873323743140602,2.8516229258947714,0.5409979156251971
0.38,0.19937535011242014,2.841601077424318,0.5265589269975741
0.39,0.21382145641865813,2.826533479628922,0.5040207265369324
0.4,0.23382180299139782,2.8042051958255723,0.4689058031961903
0.41000000000000003,0.2607655872443316,2.7725894724273283,0.4144239466049912
0.42,0.291940079212076,2.733781648872165,0.335820381623582
0.43,0.3167246560639331,2.698455704035033,0.2455853497293303
0.44,0.3254544130005304,2.6774737750476127,0.17353967020224378
0.45,0.31975118149904636,2.670824441954637,0.13320362808086636
0.46,0.3063437847662999,2.6728880826197816,0.11719249491367623
0.47000000000000003,0.29022268919095445,2.679171757057455,0.11556970082112263
0.48,0.2739046501665598,2.6872876729575674,0.1221921900411137
0.49,0.25843798785678784,2.696146422361805,0.13381341648700662
0.5,0.2441711103699285,2.7052933191616146,0.148694795061696
0.51,0.23115460989765194,2.7145537920036666,0.16583341916064773
0.52,0.2193303960525466,2.7238633476562795,0.18459318444110034
0.53,0.20861540451690555,2.7331899567103024,0.20452909524529672
0.54,0.19893494478413326,2.7425012551915278,0.2253004194245911
0.55,0.1902320465244662,2.751753759084727,0.24662638828477165
0.56,0.18246556493370328,2.7608930225319286,0.2682636405132375
0.5700000000000001,0.17560365120963314,2.769858891112105,0.2899954157259167
0.58,0.1696164034965494,2.7785922929907105,0.3116271043461427
0.59,0.1644699599751608,2.7870412652657395,0.33298492821010295
0.6,0.16012316035659568,2.7951648787971304,0.3539157260940111
0.61,0.15652690377656878,2.802934662668572,0.37428670990145235
0.62,0.15362566653099158,2.8103338196187058,0.39398465504110775
0.63,0.15136030024317165,2.817354936510268,0.4129144072590536
0.64,0.1496712546830084,2.823996963913997,0.4309968194686404
0.65,0.14850158082449952,2.830262098965944,0.4481663027102787
0.66,0.14779934495901847,2.836152984771318,0.4643681801577634
0.67,0.1475193891026803,2.8416703554170275,0.47955595486281866
0.68,0.14762450291996368,2.8468111236144074,0.493688539306588
0.6900000000000001,0.1480861915199379,2.8515667772212456,0.5067274297868809
0.7000000000000001,0.14888525883983963,2.855921894482717,0.5186337350475307
0.71,0.15001244171569764,2.85985254983526,0.5293649012884393
0.72,0.15146934680167737,2.8633243401261077,0.5388708781905205
0.73,0.15326997080964327,2.866289708204824,0.5470893557154364
0.74,0.15544320740226966,2.868684082014909,0.5539394535444728
0.75,0.15803689248464542,2.870420154021647,0.5593129212472445
0.76,0.1611243435717074,2.871379144220724,0.5630611847848294
0.77,0.16481489974566937,2.8713972277163804,0.5649755153302817
0.78,0.1692712130758636,2.8702438558605534,0.564755249936886
0.79,0.1747382772240016,2.8675860566089413,0.561954286753382
0.8,0.1815928075457448,2.862928586867526,0.5558874066523112
0.81,0.1904281263356982,2.8555120039600976,0.5454579609658355
0.8200000000000001,0.20219420986984663,2.8441444771426574,0.5288296277437852
0.8300000000000001,0.2183817791610647,2.8269728402602414,0.5028059663403049
0.84,0.24098746816181196,2.801460358568514,0.46185864579130753
0.85,0.27094435974601644,2.7659608534433655,0.3981582378213022
0.86,0.3029309619359972,2.72524820469761,0.3097033624840209
0.87,0.3239524328743634,2.692740988361348,0.21820241054100376
0.88,0.327245073988461,2.676750353147343,0.15436576502358815
0.89,0.3177650368918902,2.673905929911967,0.12291596312746038
0.9,0.3025123126633463,2.67811880924126,0.11284541121292407
0.91,0.2857184318050417,2.685498884019776,0.11481044907423725
0.92,0.26930874902294427,2.694164620998257,0.12366730076503388
0.93,0.25401029657951246,2.7033076792999378,0.13677288323961756
0.9400000000000001,0.2400162083343099,2.712611409424326,0.1527004599982775
0.9500000000000001,0.22730755924853144,2.721964262368237,0.17060708160760182
0.96,0.2157984132210605,2.7313277072768165,0.18994145296751028
0.97,0.2053969936070586,2.7406782411290163,0.2103054823930446
0.98,0.19602762389246958,2.7499847188340114,0.23138567534479612
0.99,0.18763432379254052,2.759202867225059,0.2529182351380638
1.0,0.18017616463809907,2.7682781501012848,0.2746716422109928
1.01,0.17361976991654432,2.777152129314821,0.2964386585234903
1.02,0.1679320778530138,2.7857693200545937,0.318033320343615
1.03,0.1630751510430552,2.7940826315426857,0.3392901944785233
