t,HCO3_i
0.0,0.0
0.01,0.6
0.02,1.2
0.03,1.7999999999999998
0.04,2.4000000000000012
0.05,3.000000000000001
0.06,3.6000000000000005
0.07,4.200000000000001
0.08,4.800000000000001
0.09,5.4
0.1,6.000000000000001
0.11,6.6000000000000005
0.12,7.2
0.13,7.800000000000001
0.14,8.4
0.15,9.0
0.16,9.6
0.17,10.2
0.18,10.799999999999999
0.19,11.399999999999999
0.2,12.0
0.21,12.6
0.22,13.2
0.23,13.8
0.24,14.399999999999999
0.25,14.999999999999996
0.26,15.599999999999998
0.27,16.199999999999996
0.28,16.799999999999997
0.29,17.399999999999995
0.3,17.999999999999996
0.31,18.599999999999998
0.32,19.199999999999996
0.33,19.799999999999997
0.34,20.4
0.35000000000000003,21.0
0.36,21.599999999999994
0.37,22.199999999999996
0.38,22.799999999999997
0.39,23.399999999999995
0.4,23.999999999999996
0.41000000000000003,24.599999999999998
0.42,25.199999999999996
0.43,25.799999999999994
0.44,26.399999999999995
0.45,26.999999999999996
0.46,27.59999999999998
0.47000000000000003,28.199999999999974
0.48,28.799999999999976
0.49,29.399999999999977
0.5,29.99999999999997
0.51,30.599999999999973
0.52,31.199999999999974
0.53,31.799999999999976
0.54,32.39999999999997
0.55,32.99999999999998
0.56,33.59999999999997
0.5700000000000001,34.199999999999974
0.58,34.79999999999997
0.59,35.39999999999997
0.6,35.99999999999997
0.61,36.59999999999997
0.62,37.199999999999974
0.63,37.79999999999997
0.64,38.39999999999998
0.65,38.99999999999997
0.66,39.59999999999997
0.67,40.199999999999974
0.68,40.799999999999976
0.6900000000000001,41.39999999999997
0.7000000000000001,41.99999999999997
0.71,42.599999999999966
0.72,43.19999999999996
0.73,43.79999999999997
0.74,44.39999999999996
0.75,44.999999999999964
0.76,45.599999999999966
0.77,46.19999999999997
0.78,46.79999999999996
0.79,47.39999999999996
0.8,47.999999999999964
0.81,48.59999999999996
0.8200000000000001,49.19999999999997
0.8300000000000001,49.79999999999996
0.84,50.399999999999956
0.85,50.99999999999996
0.86,51.59999999999996
0.87,52.19999999999995
0.88,52.79999999999996
0.89,53.399999999999956
0.9,53.99999999999995
0.91,54.59999999999996
0.92,55.19999999999995
0.93,55.799999999999955
0.9400000000000001,56.399999999999956
0.9500000000000001,56.99999999999996
0.96,57.599999999999945
0.97,58.199999999999946
0.98,58.79999999999995
0.99,59.39999999999995
1.0,59.99999999999995
1.01,60.59999999999995
1.02,61.199999999999946
1.03,61.799999999999955
1.04,62.39999999999995
1.05,62.99999999999995
1.06,63.59999999999995
1.07,64.19999999999995
1.08,64.79999999999994
1.09,65.39999999999995
1.1,65.99999999999994
1.11,66.59999999999994
1.12,67.19999999999995
1.1300000000000001,67.79999999999994
1.1400000000000001,68.39999999999995
1.1500000000000001,68.99999999999994
1.16,69.59999999999992
1.17,70.19999999999993
1.18,70.79999999999993
1.19,71.39999999999992
1.2,71.99999999999993
1.21,72.59999999999994
1.22,73.19999999999993
1.23,73.79999999999993
1.24,74.39999999999992
1.25,74.99999999999993
1.26,75.59999999999992
1.27,76.19999999999993
1.28,76.79999999999993
1.29,77.39999999999992
1.3,77.99999999999993
1.31,78.59999999999992
1.32,79.19999999999993
1.33,79.79999999999993
1.34,80.39999999999992
1.35,80.99999999999993
1.36,81.59999999999992
1.37,82.19999999999993
1.3800000000000001,82.79999999999993
1.3900000000000001,83.39999999999992
1.4000000000000001,83.99999999999993
1.41,84.59999999999991
1.42,85.19999999999992
1.43,85.79999999999991
1.44,86.39999999999992
1.45,86.99999999999991
1.46,87.59999999999991
1.47,88.19999999999992
1.48,88.79999999999991
1.49,89.39999999999992
1.5,89.99999999999991
1.51,90.59999999999991
1.52,91.19999999999992
1.53,91.79999999999991
1.54,92.39999999999992
1.55,92.99999999999991
1.56,93.59999999999991
1.57,94.19999999999992
1.58,94.79999999999993
1.59,95.39999999999992
1.6,95.99999999999991
1.61,96.59999999999991
1.62,97.19999999999992
1.6300000000000001,97.79999999999993
1.6400000000000001,98.39999999999992
1.6500000000000001,98.99999999999991
1.6600000000000001,99.59999999999992
1.67,100.1999999999999
1.68,100.79999999999991
1.69,101.39999999999992
1.7,101.99999999999991
1.71,102.59999999999991
1.72,103.1999999999999
1.73,103.79999999999991
1.74,104.39999999999992
1.75,104.99999999999991
1.76,105.59999999999991
1.77,106.19999999999992
1.78,106.79999999999991
1.79,107.39999999999992
1.8,107.99999999999991
1.81,108.59999999999991
1.82,109.1999999999999
1.83,109.79999999999993
1.84,110.39999999999992
1.85,110.99999999999991
1.86,111.59999999999991
1.87,112.19999999999992
1.8800000000000001,112.79999999999991
1.8900000000000001,113.39999999999992
1.9000000000000001,113.99999999999991
1.9100000000000001,114.59999999999991
1.92,115.1999999999999
1.93,115.7999999999999
1.94,116.3999999999999
1.95,116.99999999999991
1.96,117.59999999999991
1.97,118.1999999999999
1.98,118.79999999999991
1.99,119.3999999999999
2.0,119.99999999999991
2.0100000000000002,120.59999999999991
2.02,121.1999999999999
2.0300000000000002,121.79999999999993
2.04,122.3999999999999
2.05,122.99999999999989
2.06,123.59999999999991
2.07,124.1999999999999
2.08,124.79999999999991
2.09,125.39999999999989
2.1,125.99999999999991
2.11,126.5999999999999
2.12,127.1999999999999
2.13,127.7999999999999
2.14,128.39999999999992
2.15,128.9999999999999
2.16,129.5999999999999
2.17,130.1999999999999
2.18,130.7999999999999
2.19,131.3999999999999
2.2,131.99999999999991
2.21,132.5999999999999
2.22,133.1999999999999
2.23,133.7999999999999
2.24,134.39999999999992
2.25,134.9999999999999
2.2600000000000002,135.5999999999999
2.27,136.1999999999999
2.2800000000000002,136.79999999999993
2.29,137.3999999999999
2.3000000000000003,137.99999999999991
2.31,138.5999999999999
2.32,139.19999999999987
2.33,139.7999999999999
2.34,140.3999999999999
2.35,140.99999999999991
2.36,141.59999999999988
2.37,142.1999999999999
2.38,142.7999999999999
2.39,143.3999999999999
2.4,143.9999999999999
2.41,144.5999999999999
2.42,145.1999999999999
2.43,145.7999999999999
2.44,146.3999999999999
2.45,146.99999999999991
2.46,147.5999999999999
2.47,148.1999999999999
2.48,148.7999999999999
2.49,149.39999999999992
2.5,149.9999999999999
2.5100000000000002,150.5999999999999
2.52,151.1999999999999
2.5300000000000002,151.7999999999999
2.54,152.3999999999999
2.5500000000000003,152.9999999999999
2.56,153.59999999999985
2.57,154.19999999999985
2.58,154.79999999999987
2.59,155.39999999999986
2.6,155.99999999999986
2.61,156.59999999999985
2.62,157.19999999999987
2.63,157.79999999999984
2.64,158.39999999999986
2.65,158.99999999999986
2.66,159.59999999999985
2.67,160.19999999999985
2.68,160.79999999999987
2.69,161.39999999999986
2.7,161.9999999999999
2.71,162.59999999999985
2.72,163.19999999999987
2.73,163.79999999999984
2.74,164.39999999999986
2.75,164.99999999999986
2.7600000000000002,165.59999999999988
2.77,166.19999999999987
2.7800000000000002,166.79999999999987
2.79,167.39999999999986
2.8000000000000003,167.9999999999999
2.81,168.59999999999985
2.82,169.19999999999985
2.83,169.79999999999987
2.84,170.39999999999986
2.85,170.9999999999999
2.86,171.59999999999985
2.87,172.19999999999987
2.88,172.79999999999984
2.89,173.39999999999986
2.9,173.99999999999986
2.91,174.59999999999988
2.92,175.19999999999987
2.93,175.79999999999987
2.94,176.39999999999986
2.95,176.9999999999999
2.96,177.59999999999985
2.97,178.19999999999987
2.98,178.79999999999987
2.99,179.39999999999986
3.0,179.99999999999986
3.0100000000000002,180.59999999999988
3.02,181.19999999999987
3.0300000000000002,181.7999999999999
3.04,182.39999999999986
3.0500000000000003,182.9999999999999
3.06,183.59999999999985
3.0700000000000003,184.19999999999987
3.08,184.79999999999987
3.09,185.39999999999986
3.1,185.99999999999986
3.11,186.59999999999985
3.12,187.19999999999987
3.13,187.79999999999987
3.14,188.39999999999986
3.15,188.99999999999986
3.16,189.59999999999988
3.17,190.19999999999987
3.18,190.79999999999987
3.19,191.39999999999986
3.2,191.9999999999999
3.21,192.59999999999985
3.22,193.19999999999987
3.23,193.79999999999987
3.24,194.39999999999986
3.25,194.99999999999986
3.2600000000000002,195.59999999999988
3.27,196.19999999999987
3.2800000000000002,196.79999999999987
3.29,197.39999999999986
3.3000000000000003,197.9999999999999
3.31,198.59999999999985
3.3200000000000003,199.19999999999987
3.33,199.79999999999987
3.34,200.39999999999986
3.35,200.99999999999986
3.36,201.59999999999985
3.37,202.19999999999987
3.38,202.79999999999987
3.39,203.39999999999986
3.4,203.99999999999986
3.41,204.59999999999988
3.42,205.19999999999987
3.43,205.79999999999987
3.44,206.39999999999986
3.45,206.9999999999999
3.46,207.59999999999985
3.47,208.19999999999987
3.48,208.79999999999987
3.49,209.39999999999986
3.5,209.99999999999986
3.5100000000000002,210.59999999999988
3.52,211.19999999999987
3.5300000000000002,211.79999999999987
3.54,212.39999999999986
3.5500000000000003,212.9999999999999
3.56,213.59999999999988
3.5700000000000003,214.19999999999987
3.58,214.79999999999987
3.59,215.39999999999986
3.6,215.99999999999983
3.61,216.59999999999982
3.62,217.19999999999985
3.63,217.79999999999984
3.64,218.39999999999984
3.65,218.99999999999983
3.66,219.59999999999985
3.67,220.19999999999982
3.68,220.79999999999984
3.69,221.39999999999984
3.7,221.99999999999983
3.71,222.59999999999982
3.72,223.19999999999985
3.73,223.79999999999984
3.74,224.39999999999984
3.75,224.99999999999983
3.7600000000000002,225.59999999999985
3.77,226.19999999999982
3.7800000000000002,226.79999999999984
3.79,227.39999999999984
3.8000000000000003,227.99999999999986
3.81,228.59999999999982
3.8200000000000003,229.19999999999985
3.83,229.79999999999984
3.84,230.3999999999998
3.85,230.99999999999983
3.86,231.59999999999982
3.87,232.19999999999985
3.88,232.79999999999984
3.89,233.39999999999984
3.9,233.99999999999983
3.91,234.59999999999985
3.92,235.19999999999982
3.93,235.79999999999984
3.94,236.39999999999984
3.95,236.99999999999983
3.96,237.59999999999982
3.97,238.19999999999985
3.98,238.79999999999984
3.99,239.39999999999984
4.0,239.99999999999983
4.01,240.59999999999982
4.0200000000000005,241.19999999999987
4.03,241.79999999999984
4.04,242.39999999999984
4.05,242.99999999999983
4.0600000000000005,243.59999999999985
4.07,244.19999999999985
4.08,244.79999999999984
4.09,245.39999999999984
4.1,245.9999999999998
4.11,246.59999999999985
4.12,247.19999999999985
4.13,247.79999999999984
4.14,248.3999999999998
4.15,248.99999999999986
4.16,249.59999999999985
4.17,250.19999999999982
4.18,250.7999999999998
4.19,251.39999999999986
4.2,251.99999999999983
4.21,252.59999999999982
4.22,253.19999999999982
4.23,253.79999999999987
4.24,254.39999999999984
4.25,254.99999999999983
4.26,255.59999999999982
4.2700000000000005,256.1999999999999
4.28,256.79999999999984
4.29,257.3999999999998
4.3,257.99999999999983
4.3100000000000005,258.59999999999985
4.32,259.1999999999999
4.33,259.79999999999984
4.34,260.3999999999998
4.3500000000000005,260.9999999999999
4.36,261.59999999999985
4.37,262.1999999999998
4.38,262.79999999999984
4.39,263.3999999999998
4.4,263.99999999999983
4.41,264.59999999999985
4.42,265.1999999999998
4.43,265.79999999999984
4.44,266.39999999999986
4.45,266.99999999999983
4.46,267.59999999999985
4.47,268.1999999999998
4.48,268.79999999999984
4.49,269.39999999999986
4.5,269.99999999999983
4.51,270.5999999999998
4.5200000000000005,271.1999999999999
4.53,271.79999999999984
4.54,272.39999999999986
4.55,272.99999999999983
4.5600000000000005,273.59999999999985
4.57,274.1999999999999
4.58,274.79999999999984
4.59,275.3999999999998
4.6000000000000005,275.9999999999999
4.61,276.59999999999985
4.62,277.1999999999998
4.63,277.79999999999984
4.64,278.39999999999975
4.65,278.99999999999983
4.66,279.5999999999998
4.67,280.1999999999998
4.68,280.7999999999998
4.69,281.3999999999998
4.7,281.99999999999983
4.71,282.5999999999998
4.72,283.19999999999976
4.73,283.79999999999984
4.74,284.3999999999998
4.75,284.9999999999998
4.76,285.5999999999998
4.7700000000000005,286.1999999999998
4.78,286.79999999999984
4.79,287.3999999999998
4.8,287.9999999999998
4.8100000000000005,288.59999999999985
4.82,289.1999999999998
4.83,289.7999999999998
4.84,290.3999999999998
4.8500000000000005,290.99999999999983
4.86,291.5999999999998
4.87,292.1999999999998
4.88,292.7999999999998
4.89,293.39999999999975
4.9,293.99999999999983
4.91,294.5999999999998
4.92,295.1999999999998
4.93,295.7999999999998
4.94,296.3999999999998
4.95,296.99999999999983
4.96,297.5999999999998
4.97,298.19999999999976
4.98,298.79999999999984
4.99,299.3999999999998
5.0,299.9999999999998
5.01,300.5999999999998
5.0200000000000005,301.1999999999998
5.03,301.79999999999984
5.04,302.3999999999998
5.05,302.9999999999998
5.0600000000000005,303.59999999999985
5.07,304.1999999999998
5.08,304.7999999999998
5.09,305.3999999999998
5.1000000000000005,305.99999999999983
5.11,306.5999999999998
5.12,307.1999999999998
5.13,307.7999999999998
5.14,308.3999999999998
5.15,308.99999999999983
5.16,309.5999999999998
5.17,310.1999999999998
5.18,310.7999999999998
5.19,311.3999999999998
5.2,311.99999999999983
5.21,312.5999999999998
5.22,313.19999999999976
5.23,313.79999999999984
5.24,314.3999999999998
5.25,314.9999999999998
5.26,315.5999999999998
5.2700000000000005,316.1999999999998
5.28,316.79999999999984
5.29,317.3999999999998
5.3,317.9999999999998
5.3100000000000005,318.59999999999985
5.32,319.1999999999998
5.33,319.7999999999998
5.34,320.3999999999998
5.3500000000000005,320.99999999999983
5.36,321.5999999999998
5.37,322.1999999999998
5.38,322.7999999999998
5.39,323.3999999999998
5.4,323.99999999999983
5.41,324.5999999999998
5.42,325.1999999999998
5.43,325.7999999999998
5.44,326.3999999999998
5.45,326.99999999999983
5.46,327.5999999999998
5.47,328.19999999999976
5.48,328.79999999999984
5.49,329.3999999999998
5.5,329.9999999999998
5.51,330.5999999999998
5.5200000000000005,331.1999999999998
5.53,331.79999999999984
5.54,332.3999999999998
5.55,332.9999999999998
5.5600000000000005,333.59999999999985
5.57,334.1999999999998
5.58,334.7999999999998
5.59,335.3999999999998
5.6000000000000005,335.99999999999983
5.61,336.5999999999998
5.62,337.1999999999998
5.63,337.7999999999998
5.64,338.3999999999998
5.65,338.99999999999983
5.66,339.5999999999998
5.67,340.1999999999998
5.68,340.7999999999998
5.69,341.39999999999986
