t,Ca,ATP,CaATP
0.0,0.05,8000.0,1.0
0.01,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.02,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.03,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.04,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.05,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.06,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.07,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.08,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.09,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.1,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.11,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.12,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.13,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.14,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.15,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.16,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.17,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.18,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.19,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.2,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.21,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.22,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.23,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.24,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.25,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.26,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.27,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.28,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.29,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.3,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.31,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.32,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.33,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.34,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.35000000000000003,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.36,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.37,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.38,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.39,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.4,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.41000000000000003,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.42,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.43,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.44,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.45,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.46,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.47000000000000003,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.48,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.49,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.5,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.51,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.52,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.53,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.54,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.55,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.56,2.888271567455675e-07,7999.950000288831,1.0499997111728434
0.5700000000000001,2.8882715674556743e-07,7999.950000288831,1.0499997111728434
0.58,2.8882715674556743e-07,7999.950000288831,1.0499997111728434
0.59,2.8882715674556743e-07,7999.950000288831,1.0499997111728434
