t,VVS1,VAS1,VLA1,VPA1,VRA1
0.0,3.28246,0.862514,0.379883,0.38131,0.100043
0.01,3.281226935072961,0.8477048949013886,0.39435752634674526,0.38297631590312764,0.09994432777577753
0.02,3.278286888898837,0.845668201923956,0.39799426300105567,0.3844738492866179,0.0997867968895333
0.03,3.275862691411721,0.8466569256082591,0.39906809181010167,0.3850412382628121,0.09958105290710646
0.04,3.274236882370169,0.8481259887543445,0.3993607460094815,0.3850631730358291,0.0994232098301758
0.05,3.273271730276021,0.8493592938099924,0.3993717449827976,0.3848859580087565,0.09932127292243256
0.06,3.272757986709101,0.8502116776319242,0.39929397842037784,0.3846837673421711,0.09926258989642615
0.07,3.272517116302954,0.8507322005496507,0.3992066596727205,0.3845216848630332,0.09923233861164214
0.08,3.272424283648393,0.8510178272185256,0.3991373534896916,0.3844117850582448,0.09921875058514572
0.09,3.2724025855235035,0.851157278161599,0.39909068189887065,0.38434552952295414,0.09921392489307314
0.1,3.2724095330464147,0.8512150101216787,0.3990627110937548,0.3843095990964712,0.09921314664168099
0.11,3.272424242123798,0.851231918009454,0.3990476318021189,0.38429231858711893,0.09921388947751103
0.12,3.272437944222428,0.8512313285127054,0.3990404330421708,0.3842853419184989,0.0992149523041979
0.13,3.2724480048246303,0.8512251361723255,0.3990375608158991,0.3842834348328339,0.09921586335431253
0.14,3.272454438212482,0.8512186107752571,0.39903679964090516,0.38428364710523827,0.09921650426611847
0.15,3.272458139435937,0.8512135237492693,0.39903691943687664,0.384284514306963,0.09921690307095539
0.16,3.2724600402049626,0.851210145807076,0.39903730286626676,0.3842853854667182,0.0992171256549784
0.17,3.2724608896110956,0.8512081487992412,0.39903767649123634,0.3842860497853116,0.09921723531311742
0.18,3.2724611893020055,0.8512070863991603,0.3990379598676753,0.38428648146258987,0.09921728296857085
0.19,3.2724612382478195,0.851206584149922,0.3990381437712161,0.3842867357439744,0.09921729808706921
0.2,3.2724611911586865,0.8512063892490072,0.39903825098968554,0.3842868697103362,0.09921729889228587
0.21,3.272461122294156,0.8512063404439245,0.3990383083500461,0.38428693447530815,0.09921729443656684
0.22,3.27246105787238,0.8512063626571909,0.3990383318055742,0.38428695996172385,0.09921728770313273
0.23,3.2724610188694685,0.8512063933768634,0.39903834246082154,0.3842869599257504,0.09921728536709729
0.24,3.272460995743512,0.8512064201595544,0.39903834414815775,0.38428695676661007,0.09921728318216695
0.25,3.2724609817439285,0.8512064400256798,0.39903834350693956,0.38428695302208776,0.09921728170136535
0.26,3.2724609745445035,0.8512064535847619,0.39903834174430086,0.38428694927987994,0.099217280846555
0.27,3.2724609719798496,0.8512064614452014,0.3990383398310774,0.38428694627915794,0.09921728046471451
0.28,3.2724609712669577,0.8512064658893989,0.3990383383471872,0.38428694419206405,0.09921728030439275
0.29,3.272460972215454,0.8512064673295553,0.3990383372206918,0.38428694289410154,0.09921728034019785
0.3,3.2724609721454216,0.8512064692315288,0.39903833645952014,0.3842869418730432,0.09921728029048667
0.31,3.272460972825295,0.851206469409276,0.3990383360143172,0.3842869414132782,0.099217280337834
0.32,3.272460974255074,0.851206467862797,0.399038335885083,0.38428694151480663,0.09921728048223984
0.33,3.272460975131732,0.8512064669573488,0.3990383357877604,0.38428694155342996,0.09921728056972992
0.34,3.272460975761476,0.8512064661371013,0.39903833578910214,0.38428694167583327,0.09921728063648784
0.35000000000000003,3.2724609763722445,0.8512064649883035,0.39903833593879795,0.38428694199120683,0.0992172807094481
0.36,3.272460977426981,0.8512064633903451,0.3990383360354146,0.38428694232067956,0.09921728082658102
0.37,3.27246097737578,0.8512064630638511,0.3990383362001506,0.3842869425300909,0.09921728083012857
0.38,3.272460977324579,0.8512064627373569,0.3990383363648866,0.38428694273950226,0.0992172808336761
0.39,3.272460977276669,0.8512064624429244,0.39903833651438964,0.38428694292927557,0.09921728083674228
0.4,3.27246097725837,0.8512064624369956,0.39903833652681997,0.3842869429423387,0.09921728083547672
0.41000000000000003,3.272460977240071,0.8512064624310668,0.39903833653925036,0.3842869429554019,0.09921728083421118
0.42,3.2724609772217716,0.851206462425138,0.39903833655168075,0.38428694296846505,0.09921728083294562
0.43,3.2724609772034725,0.851206462419209,0.39903833656411114,0.3842869429815282,0.09921728083168008
0.44,3.2724609771851734,0.8512064624132802,0.39903833657654153,0.3842869429945914,0.09921728083041452
0.45,3.2724609771668742,0.8512064624073514,0.39903833658897186,0.38428694300765454,0.09921728082914896
0.46,3.2724609771485746,0.8512064624014226,0.39903833660140225,0.3842869430207177,0.09921728082788342
0.47000000000000003,3.2724609771302755,0.8512064623954938,0.39903833661383264,0.38428694303378086,0.09921728082661786
0.48,3.2724609771119764,0.8512064623895649,0.39903833662626303,0.384286943046844,0.09921728082535232
0.49,3.2724609770936772,0.8512064623836361,0.3990383366386934,0.3842869430599072,0.09921728082408676
0.5,3.272460977075378,0.8512064623777073,0.39903833665112376,0.38428694307297034,0.0992172808228212
0.51,3.272460977057079,0.8512064623717784,0.39903833666355415,0.3842869430860335,0.09921728082155566
0.52,3.27246097703878,0.8512064623658495,0.39903833667598454,0.38428694309909667,0.0992172808202901
0.53,3.2724609770204807,0.8512064623599207,0.39903833668841493,0.38428694311215983,0.09921728081902456
0.54,3.2724609770021815,0.8512064623539919,0.3990383367008453,0.384286943125223,0.099217280817759
0.55,3.2724609769838824,0.8512064623480631,0.3990383367132757,0.38428694313828615,0.09921728081649345
0.56,3.272460976977249,0.8512064623476687,0.3990383367170463,0.38428694314204226,0.09921728081599471
0.5700000000000001,3.272460976974799,0.8512064623492593,0.39903833671771116,0.3842869431424605,0.099217280815771
0.58,3.272460976972349,0.8512064623508498,0.39903833671837596,0.3842869431428787,0.09921728081554729
0.59,3.2724609769698993,0.8512064623524405,0.3990383367190408,0.384286943143297,0.09921728081532358
0.6,3.2724609769674493,0.851206462354031,0.3990383367197056,0.3842869431437152,0.09921728081509987
0.61,3.2724609769649993,0.8512064623556215,0.3990383367203705,0.3842869431441334,0.09921728081487616
0.62,3.2724609769625492,0.8512064623572121,0.3990383367210353,0.38428694314455164,0.09921728081465243
0.63,3.2724609769600996,0.8512064623588026,0.39903833672170014,0.3842869431449699,0.09921728081442872
0.64,3.2724609769576496,0.8512064623603932,0.39903833672236494,0.38428694314538814,0.09921728081420501
0.65,3.2724609769551996,0.8512064623619837,0.39903833672302974,0.38428694314580636,0.0992172808139813
0.66,3.27246097695275,0.8512064623635743,0.3990383367236946,0.3842869431462246,0.0992172808137576
0.67,3.2724609769503,0.8512064623651648,0.3990383367243594,0.38428694314664286,0.09921728081353388
0.68,3.27246097694785,0.8512064623667553,0.39903833672502426,0.3842869431470611,0.09921728081331016
0.6900000000000001,3.2724609769454003,0.851206462368346,0.39903833672568906,0.3842869431474793,0.09921728081308645
0.7000000000000001,3.2724609769429502,0.8512064623699365,0.3990383367263539,0.3842869431478976,0.09921728081286274
0.71,3.2724609769405,0.8512064623715271,0.3990383367270187,0.3842869431483158,0.09921728081263903
0.72,3.2724609769389525,0.851206462372538,0.3990383367274364,0.3842869431485768,0.09921728081249755
0.73,3.272460976938927,0.8512064623725706,0.3990383367274367,0.38428694314857237,0.09921728081249483
0.74,3.272460976938901,0.8512064623726031,0.3990383367274371,0.3842869431485679,0.09921728081249212
0.75,3.2724609769388753,0.8512064623726356,0.39903833672743744,0.3842869431485635,0.09921728081248941
0.76,3.2724609769388495,0.8512064623726681,0.3990383367274378,0.38428694314855905,0.09921728081248671
0.77,3.2724609769388238,0.8512064623727006,0.39903833672743816,0.3842869431485546,0.099217280812484
0.78,3.272460976938798,0.8512064623727331,0.3990383367274385,0.38428694314855016,0.09921728081248128
0.79,3.2724609769387722,0.8512064623727656,0.3990383367274389,0.3842869431485457,0.09921728081247858
0.8,3.2724609769387465,0.8512064623727982,0.3990383367274392,0.3842869431485413,0.09921728081247587
0.81,3.2724609769387207,0.8512064623728307,0.3990383367274396,0.38428694314853684,0.09921728081247316
0.8200000000000001,3.272460976938695,0.8512064623728632,0.39903833672743994,0.38428694314853246,0.09921728081247044
0.8300000000000001,3.272460976938669,0.8512064623728958,0.39903833672744027,0.384286943148528,0.09921728081246774
0.84,3.272460976938644,0.8512064623729283,0.39903833672744066,0.3842869431485236,0.09921728081246503
0.85,3.272460976938618,0.8512064623729608,0.399038336727441,0.38428694314851913,0.09921728081246232
0.86,3.2724609769385924,0.8512064623729934,0.3990383367274414,0.3842869431485147,0.0992172808124596
0.87,3.2724609769385666,0.8512064623730259,0.3990383367274417,0.38428694314851025,0.0992172808124569
0.88,3.272460976938541,0.8512064623730584,0.39903833672744204,0.3842869431485058,0.09921728081245419
0.89,3.272460976938515,0.8512064623730909,0.39903833672744243,0.38428694314850137,0.09921728081245149
0.9,3.2724609769384894,0.8512064623731235,0.39903833672744277,0.38428694314849693,0.09921728081244878
0.91,3.2724609769384636,0.851206462373156,0.39903833672744315,0.3842869431484925,0.09921728081244606
0.92,3.272460976938438,0.8512064623731885,0.3990383367274435,0.38428694314848805,0.09921728081244335
0.93,3.272460976938412,0.8512064623732211,0.3990383367274438,0.38428694314848366,0.09921728081244065
0.9400000000000001,3.2724609769383863,0.8512064623732536,0.3990383367274442,0.3842869431484792,0.09921728081243794
0.9500000000000001,3.2724609769383606,0.8512064623732861,0.39903833672744454,0.3842869431484748,0.09921728081243522
0.96,3.272460976938335,0.8512064623733187,0.39903833672744493,0.38428694314847034,0.09921728081243252
0.97,3.272460976938309,0.8512064623733512,0.39903833672744526,0.3842869431484659,0.09921728081242981
0.98,3.2724609769382833,0.8512064623733837,0.3990383367274456,0.38428694314846146,0.0992172808124271
0.99,3.2724609769382575,0.8512064623734162,0.399038336727446,0.384286943148457,0.09921728081242438
1.0,3.272460976938232,0.8512064623734488,0.3990383367274463,0.3842869431484526,0.09921728081242168
1.01,3.272460976938206,0.8512064623734813,0.3990383367274467,0.38428694314844813,0.09921728081241897
1.02,3.2724609769381803,0.8512064623735138,0.39903833672744704,0.3842869431484437,0.09921728081241626
1.03,3.2724609769381545,0.8512064623735464,0.39903833672744743,0.38428694314843925,0.09921728081241356
1.04,3.2724609769381288,0.8512064623735789,0.39903833672744776,0.38428694314843487,0.09921728081241084
1.05,3.272460976938103,0.8512064623736114,0.3990383367274481,0.3842869431484304,0.09921728081240813
1.06,3.2724609769380777,0.851206462373644,0.3990383367274485,0.384286943148426,0.09921728081240543
1.07,3.272460976938052,0.8512064623736765,0.3990383367274488,0.38428694314842154,0.09921728081240272
1.08,3.272460976938026,0.8512064623737089,0.3990383367274492,0.3842869431484171,0.0992172808124
1.09,3.2724609769380004,0.8512064623737414,0.39903833672744954,0.38428694314841266,0.0992172808123973
1.1,3.2724609769379747,0.851206462373774,0.39903833672744987,0.3842869431484082,0.09921728081239459
1.11,3.272460976937949,0.8512064623738065,0.39903833672745026,0.3842869431484038,0.09921728081239188
1.12,3.272460976937923,0.851206462373839,0.3990383367274506,0.38428694314839934,0.09921728081238916
1.1300000000000001,3.2724609769378974,0.8512064623738715,0.399038336727451,0.3842869431483949,0.09921728081238645
1.1400000000000001,3.2724609769378716,0.8512064623739041,0.3990383367274513,0.38428694314839046,0.09921728081238375
1.1500000000000001,3.272460976937846,0.8512064623739366,0.39903833672745165,0.3842869431483861,0.09921728081238104
1.16,3.27246097693782,0.8512064623739691,0.39903833672745204,0.38428694314838163,0.09921728081237834
1.17,3.2724609769377944,0.8512064623740017,0.39903833672745237,0.3842869431483772,0.09921728081237562
1.18,3.2724609769377686,0.8512064623740342,0.39903833672745276,0.38428694314837275,0.09921728081237291
1.19,3.272460976937743,0.8512064623740667,0.3990383367274531,0.3842869431483683,0.0992172808123702
1.2,3.272460976937717,0.8512064623740992,0.3990383367274534,0.38428694314836387,0.0992172808123675
1.21,3.2724609769376913,0.8512064623741318,0.3990383367274538,0.38428694314835943,0.09921728081236478
1.22,3.2724609769376656,0.8512064623741643,0.39903833672745415,0.384286943148355,0.09921728081236207
1.23,3.27246097693764,0.8512064623741968,0.39903833672745453,0.38428694314835055,0.09921728081235937
1.24,3.272460976937614,0.8512064623742294,0.39903833672745487,0.3842869431483461,0.09921728081235666
1.25,3.2724609769375883,0.8512064623742619,0.3990383367274552,0.38428694314834166,0.09921728081235395
1.26,3.2724609769375625,0.8512064623742944,0.3990383367274556,0.3842869431483373,0.09921728081235123
1.27,3.2724609769375372,0.851206462374327,0.3990383367274559,0.38428694314833284,0.09921728081234853
1.28,3.2724609769375115,0.8512064623743595,0.3990383367274563,0.3842869431483284,0.09921728081234582
1.29,3.2724609769374857,0.851206462374392,0.39903833672745664,0.38428694314832396,0.09921728081234311
1.3,3.27246097693746,0.8512064623744245,0.39903833672745703,0.3842869431483195,0.0992172808123404
1.31,3.272460976937434,0.8512064623744571,0.39903833672745737,0.3842869431483151,0.09921728081233769
1.32,3.2724609769374085,0.8512064623744896,0.3990383367274577,0.38428694314831063,0.09921728081233498
1.33,3.2724609769373827,0.8512064623745221,0.3990383367274581,0.3842869431483062,0.09921728081233228
1.34,3.272460976937357,0.8512064623745547,0.3990383367274584,0.38428694314830175,0.09921728081232956
1.35,3.272460976937331,0.8512064623745872,0.3990383367274588,0.3842869431482973,0.09921728081232685
1.36,3.2724609769373054,0.8512064623746197,0.39903833672745914,0.38428694314829287,0.09921728081232414
1.37,3.2724609769372797,0.8512064623746523,0.3990383367274595,0.3842869431482885,0.09921728081232144
1.3800000000000001,3.272460976937254,0.8512064623746848,0.39903833672745986,0.38428694314828404,0.09921728081231873
1.3900000000000001,3.272460976937228,0.8512064623747173,0.3990383367274602,0.3842869431482796,0.09921728081231601
1.4000000000000001,3.2724609769372024,0.8512064623747497,0.3990383367274606,0.38428694314827516,0.0992172808123133
1.41,3.2724609769371766,0.8512064623747823,0.3990383367274609,0.3842869431482707,0.0992172808123106
1.42,3.272460976937151,0.8512064623748148,0.39903833672746125,0.3842869431482663,0.09921728081230789
1.43,3.272460976937125,0.8512064623748473,0.39903833672746164,0.38428694314826184,0.09921728081230517
1.44,3.2724609769370994,0.8512064623748798,0.399038336727462,0.3842869431482574,0.09921728081230247
1.45,3.2724609769370736,0.8512064623749124,0.39903833672746236,0.38428694314825296,0.09921728081229976
1.46,3.272460976937048,0.8512064623749449,0.3990383367274627,0.3842869431482485,0.09921728081229705
1.47,3.272460976937022,0.8512064623749774,0.399038336727463,0.3842869431482441,0.09921728081229433
1.48,3.2724609769369963,0.85120646237501,0.3990383367274634,0.3842869431482397,0.09921728081229163
1.49,3.272460976936971,0.8512064623750425,0.39903833672746375,0.38428694314823525,0.09921728081228892
1.5,3.2724609769369453,0.851206462375075,0.39903833672746414,0.3842869431482308,0.09921728081228622
1.51,3.2724609769369195,0.8512064623751076,0.39903833672746447,0.38428694314822637,0.09921728081228351
1.52,3.2724609769368938,0.8512064623751401,0.3990383367274648,0.3842869431482219,0.09921728081228079
1.53,3.272460976936868,0.8512064623751726,0.3990383367274652,0.3842869431482175,0.09921728081227808
1.54,3.2724609769368422,0.8512064623752051,0.3990383367274655,0.38428694314821304,0.09921728081227538
1.55,3.2724609769368165,0.8512064623752377,0.3990383367274659,0.3842869431482086,0.09921728081227267
1.56,3.2724609769367907,0.8512064623752702,0.39903833672746625,0.38428694314820416,0.09921728081226995
1.57,3.272460976936765,0.8512064623753027,0.39903833672746664,0.3842869431481997,0.09921728081226724
1.58,3.272460976936739,0.8512064623753353,0.39903833672746697,0.3842869431481953,0.09921728081226454
1.59,3.2724609769367135,0.8512064623753678,0.3990383367274673,0.3842869431481909,0.09921728081226183
1.6,3.2724609769366877,0.8512064623754003,0.3990383367274677,0.38428694314818646,0.09921728081225911
1.61,3.272460976936662,0.8512064623754328,0.399038336727468,0.384286943148182,0.0992172808122564
1.62,3.272460976936636,0.8512064623754654,0.3990383367274684,0.3842869431481776,0.0992172808122537
1.6300000000000001,3.2724609769366104,0.8512064623754979,0.39903833672746875,0.38428694314817313,0.099217280812251
1.6400000000000001,3.2724609769365847,0.8512064623755304,0.3990383367274691,0.3842869431481687,0.09921728081224829
1.6500000000000001,3.272460976936559,0.851206462375563,0.39903833672746947,0.38428694314816425,0.09921728081224557
1.6600000000000001,3.272460976936533,0.8512064623755955,0.3990383367274698,0.3842869431481598,0.09921728081224286
1.67,3.2724609769365074,0.851206462375628,0.3990383367274702,0.38428694314815537,0.09921728081224016
1.68,3.2724609769364816,0.8512064623756606,0.3990383367274705,0.38428694314815093,0.09921728081223745
1.69,3.272460976936456,0.8512064623756931,0.39903833672747085,0.3842869431481465,0.09921728081223473
1.7,3.2724609769364306,0.8512064623757256,0.39903833672747124,0.3842869431481421,0.09921728081223202
1.71,3.272460976936405,0.8512064623757581,0.3990383367274716,0.38428694314813766,0.09921728081222932
1.72,3.272460976936379,0.8512064623757906,0.39903833672747197,0.3842869431481332,0.09921728081222661
1.73,3.2724609769363533,0.8512064623758231,0.3990383367274723,0.3842869431481288,0.0992172808122239
1.74,3.2724609769363275,0.8512064623758556,0.39903833672747263,0.38428694314812434,0.09921728081222118
1.75,3.272460976936302,0.8512064623758882,0.399038336727473,0.3842869431481199,0.09921728081221848
1.76,3.272460976936276,0.8512064623759207,0.39903833672747335,0.38428694314811546,0.09921728081221577
1.77,3.2724609769362503,0.8512064623759532,0.39903833672747374,0.384286943148111,0.09921728081221307
1.78,3.2724609769362245,0.8512064623759857,0.3990383367274741,0.3842869431481066,0.09921728081221035
1.79,3.2724609769361988,0.8512064623760183,0.3990383367274744,0.38428694314810213,0.09921728081220764
1.8,3.272460976936173,0.8512064623760508,0.3990383367274748,0.3842869431480977,0.09921728081220493
1.81,3.2724609769361472,0.8512064623760833,0.39903833672747513,0.3842869431480933,0.09921728081220223
1.82,3.2724609769361215,0.8512064623761159,0.3990383367274755,0.38428694314808887,0.09921728081219951
