t,x1,x2,z
0.0,10.06066,212.132,100.0
0.01,10.047080695010493,212.4916880178957,99.97841963094153
0.02,10.033518486443286,212.85076568464802,99.95687766716952
0.03,10.019973496234208,213.20922953563218,99.93537432588677
0.04,10.00644572251957,213.5670800983486,99.91390957346698
0.05,9.992935163398851,213.92431826456834,99.89248335304194
0.06,9.979441817368269,214.2809448859948,99.87109561029322
0.07,9.965965682924049,214.6369608143315,99.84974629090246
0.08,9.952506758562409,214.99236690128188,99.82843534055125
0.09,9.939065042779575,215.34716399854943,99.8071627049212
0.1,9.925640534071764,215.70135295783763,99.7859283296939
0.11,9.912233230935202,216.0549346308499,99.76473216055099
0.12,9.898843129873574,216.40790980264222,99.74357414746181
0.13,9.88547022502251,216.76027917906188,99.72245424549155
0.14,9.872114513537019,217.1120435669506,99.70137240320796
0.15,9.858775992644444,217.4632037755697,99.68032856902315
0.16,9.845454659572138,217.8137606141804,99.65932269134925
0.17,9.83215051154744,218.163714892044,99.63835471859834
0.18,9.818863545797699,218.51306741842177,99.61742459918254
0.19,9.805593759550263,218.86181900257498,99.59653228151396
0.2,9.792341149603203,219.20997045298503,99.57567771406198
0.21,9.779105708291434,219.5575225700252,99.55486084589162
0.22,9.765887430362136,219.90447615845113,99.53408162574597
0.23,9.752686311650848,220.25083202499556,99.51334000222286
0.24,9.7395023479931,220.59659097639127,99.49263592392016
0.25,9.72633553522443,220.9417538193711,99.47196933943572
0.26,9.713185869180371,221.28632136066776,99.45134019736736
0.27,9.700053345696457,221.63029440701413,99.43074844631293
0.28,9.68693796060822,221.97367376514293,99.41019403487029
0.29,9.673839686999296,222.31646018842486,99.38967691544643
0.3,9.660758566038998,222.6586545899182,99.36919702904936
0.31,9.64769455990111,223.0002576974057,99.34875432991262
0.32,9.63464766405649,223.34127031676482,99.3283487666951
0.33,9.621617873825185,223.6816932535194,99.30798028808094
0.34,9.608605184376426,224.02152731283942,99.28764884277956
0.35000000000000003,9.595609590728625,224.36077329954122,99.2673543795256
0.36,9.582631087749384,224.69943201808744,99.24709684707895
0.37,9.569669669748945,225.03750427123856,99.22687619431818
0.38,9.556725328134556,225.37499085227364,99.20669237077945
0.39,9.543798055986592,225.71189256016717,99.18654532560511
0.4,9.530887846707778,226.04821019510928,99.166435007854
0.41000000000000003,9.517994693498368,226.38394455676502,99.14636136662213
